longitude,latitude,dry_spell_total_length
-15.0,13.0,37.050000000000004
-15.0,12.899999618530273,36.51818181818181
-14.899999618530273,13.0,36.960606060606054
-14.899999618530273,12.899999618530273,35.96969696969697
