year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,0.0,-29.962603039825694,-9.646516635790135,-13.617350425438929,-115.13640351321726,0.4268338862328278,60.42369111993338,-51.27161339970189,-46.06475054162422,-33.02447491400102,12.468807289429662,-43.6056416152137,-63.567666717924794,-61.07179614625585,-113.31424578578032,-19.790487229366363,23.26242866704905,59.80924755292375,-67.7317871982425,-86.29117906589761,-33.43576357203381,-9.588418068071121,-30.732083999582528,-127.23948758074437,-1.8650587302451527,47.03885514893119,12.118407219240112,-2.80316582143854,54.23413376001798,-50.43126329260849,-60.23365918665331,-26.394895288340706,28.507823245047348,-43.740387307324,-70.23375260507623,-53.11666350862339,-118.44147800934087,-20.762511104277678,15.697874706040864,57.43812061814327,-77.70644425235537,-87.90273174867929
1982,0.0,-21.097841683863123,-49.008665792585646,38.269942777797894,-188.07291763391805,7.890003464913377,101.09716566916251,-17.964238969270298,-54.674249250157175,74.32095537029119,55.29615024975527,-142.4728822875042,17.886325474727244,30.839628513272828,-66.77628056569239,-11.082676028643448,-66.33084348478775,5.808755119400814,-123.26563584795628,-53.69056536269335,-27.365167306061608,-51.41875670394751,18.850116837277483,-193.67823812626574,5.904274766623985,89.09909139344614,-5.8157863762286865,-59.83576870102132,-7.48453094466322,-16.818864797707192,-70.97896265845117,74.80577707024639,67.03195797101347,-137.77156716472052,11.658516938311834,37.083950635423264,-71.95303016865273,-13.638096969882838,-75.54596668086941,0.9119859225453979,-130.1397663372545,-55.45714913875946
1983,0.0,23.201482790562977,20.043368120655032,-105.83354087445952,-149.60327903884718,-75.82552462753284,1.1381262721036478,20.693417298288807,-55.24095842662081,15.274886381122485,-29.408367457249426,-54.36935289790233,19.00727342350075,-33.74940516073451,24.06081741945684,-12.068344965379367,32.60972671973269,-51.59850385145944,-22.06891787665171,-15.317677740733188,23.335874927044244,20.933210393616605,-114.70475993748465,-160.114340212552,-78.1110363825523,-9.820538945853286,-159.21235270094417,-21.34189093709375,-24.264685446515557,20.281754018556796,-72.09955099692951,19.451878167025257,-17.79774897015318,-53.744618501902494,13.511872706793895,-27.77349529818713,17.95144321447674,-13.168688478496733,25.63798082585538,-54.61384794042169,-32.04391756053411,-17.70442201741787
1984,0.0,-30.24017740234092,28.68370913189642,-46.23383465783007,-217.82101927695703,69.28286058619261,-10.59767912222378,-46.401209121736485,-153.09078262354285,15.55224730398993,10.718347432052724,-35.38116484595116,-33.37358687185633,7.575232143177857,-143.95785236552234,-11.325809542529498,-114.40732244093954,-22.790992442625168,-10.687759810400848,-80.60543981625835,-34.12682886519963,22.888620636021074,-59.16157389104205,-221.54965057600356,67.73207586272116,-22.498733381693,-113.39486716171461,3.7443566028060786,-65.30042244431218,-45.75011667971319,-165.07495582711528,20.6381505521029,18.950506055337087,-34.95483225915024,-38.95108191835442,12.33737088496025,-149.95091247863252,-13.30345629892446,-123.3969661726727,-25.068925681368114,-22.8839797106736,-81.71217097138242
1985,0.0,-33.866975495788665,6.537975616734059,-49.20574720056129,-174.92608115111102,33.073978778787875,81.42994513452976,-66.36165699864216,-94.93832679710522,20.701657335501466,-31.80289839085009,-72.05592029323282,-62.416500547967075,-61.38284409716795,-50.86996740880835,-77.96075323399145,6.280181491350163,-6.803660130376841,-81.43416652866523,-65.38807953619727,-40.06765104148815,3.9692799483997874,-65.62586112750535,-183.29721456993303,29.776063090346042,63.53275239763349,-55.97777375224655,41.23939489983451,-71.79660807459362,-64.91415780105478,-105.66111678566631,23.814819918087892,-24.561431272705306,-69.24969180155443,-69.46653210016427,-53.229494110801284,-53.27051489657799,-77.73436551075054,0.6648963604121718,-9.464768087482923,-90.03520179626884,-67.59154118759022
1986,0.0,14.52157896522965,64.90384021930419,-33.25051517285294,-228.47381984992865,-2.3166125294154085,0.8883082852040616,50.6079921070895,-156.91158436930823,-23.334986301107676,7.3384928999524845,-59.45442254720746,18.377163191446414,-127.0073296062676,-75.20641283092698,25.058569588858518,-86.5208861817348,19.82362215815465,-48.90981012007518,-34.27866342041261,9.71353458154033,61.343648839990294,-49.30186592123232,-232.65230827009688,-4.528625975017064,-16.647251975169127,-37.347837458420656,54.25888864016184,-60.94977710422842,53.12864185609652,-170.67391162588427,-16.862794400700864,18.3850370672983,-56.06909541044132,11.99339071129674,-122.27491217620286,-79.71927493500414,24.849293856829263,-93.13957676401657,16.90279432414286,-57.99842939025194,-35.681857197206114
1987,0.0,12.76898923447618,76.10863452273287,-145.76577220155116,-73.65078035203055,-22.34075840316342,30.62073028640941,-22.49189550805471,-10.578746518387845,-85.41914905212371,123.68156235544228,26.359957922289084,-36.65864582291948,-131.22379587895676,-27.052620504664446,6.799850812870318,58.46742622341475,-16.95207843439465,46.96835806095629,-50.47305995213907,9.632039764766034,68.00346849619922,-161.14333059261054,-81.8421479927892,-21.49043878148666,17.787991574188084,44.40009690880453,22.70275528863931,56.296003375865155,-20.366480494504287,-24.70258389360373,-82.62817068035821,146.91135940109945,27.394328709797094,-42.29755136416264,-129.2517627256055,-31.788931611077373,4.121698222756322,50.86626451715932,-19.181533627250985,32.58795881028874,-52.88967731339642
1988,0.0,-3.0278082475221026,-93.91502856222968,-88.60548808357936,-71.0267267614023,9.519712333163909,20.273381074778797,23.205332449311868,74.37192402143893,-28.755093414144824,107.98365524720651,-61.27975738482786,-59.07647015939375,0.5729038991910897,-71.47643544647548,-101.65078289358371,17.302151506848247,25.543793264055864,-119.07664714676861,15.858447095260772,-9.003359457741169,-92.97763601275227,-102.33133482576648,-80.10999377003384,8.031543509190556,8.162320153023416,83.57216138421546,-59.50205015183411,88.54025657059486,22.719185099976187,57.74172601417246,-25.074584600146466,130.2702026978805,-58.36803845507427,-65.86037009536841,7.5487998726775345,-76.75506031670847,-99.85331783564192,9.919095435738427,23.249060693757826,-125.32485282658655,10.5778969182374
1989,0.0,-57.29896561065203,-36.51814206659219,-183.18932764830862,-92.90336215565549,-141.6189344679392,93.88505482503336,40.51992920383833,48.314999050396466,24.293915444459458,-30.866786276906396,-35.151028750931914,-33.570321517019124,-31.154151162206745,-47.395852161554615,-30.903492961676363,-10.523366373495037,-48.00457922610951,35.04925951770889,-68.91600335445463,-61.95541206213045,-35.22386758733364,-194.65944006980283,-108.04215035486885,-143.9835762029092,76.7166949966707,50.02998482941638,40.50506132597417,15.498593573625556,40.65890663293504,27.468391792141404,28.57732898584078,-21.8402591273358,-33.234292589312645,-39.67414125578375,-23.643962635980188,-54.236241739086324,-32.5173355105411,-23.155376935631182,-49.21141080970574,21.54296262928517,-71.50682499337864
1990,0.0,11.431470020331403,-0.6219219741987558,12.499125483342254,-183.8149417567742,-103.1943959995283,103.96032527389224,44.58698354717097,-47.89466589956942,-11.826491643172744,-40.057785018399784,-87.92781269166977,-42.32851019318895,27.103717467009005,-54.35058217507151,15.970915262291726,-145.73374594862582,-60.140087444281335,-98.7556492691183,-66.48606325703037,6.499042455077301,0.3459895856142907,-5.3096092360323155,-191.32893003514226,-103.88269171075655,84.46725648546027,3.4625350629407876,27.979624023341387,-138.53875510956,44.654246781491395,-64.45655555934047,-6.4061015161894375,-32.11739152554418,-84.11818202420147,-47.94049130116548,31.378778852644018,-59.73954294150241,13.650552405953931,-151.81513824885275,-61.18437747372508,-104.8367337946101,-69.57499195168197
