year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
1981,0.0,-0.27976190476190305,-31.458333333333332,38.54166666666667,-0.4583333333333315,-31.458333333333332,38.54166666666667
1982,0.0,0.3035714285714301,-20.458333333333332,26.541666666666668,0.7803030303030315,-23.458333333333332,26.541666666666668
1983,0.0,-0.8154761904761886,-25.958333333333332,44.79166666666667,0.5984848484848505,-18.958333333333332,44.79166666666667
1984,0.0,-0.11309523809523607,-31.458333333333332,35.54166666666667,1.2121212121212137,-22.458333333333332,35.54166666666667
1985,0.0,5.553571428571431,-18.458333333333332,32.54166666666667,6.439393939393941,-23.458333333333332,32.54166666666667
1986,0.0,1.3154761904761916,-21.958333333333332,29.541666666666668,2.4053030303030316,-22.458333333333332,29.541666666666668
1987,0.0,-1.13690476190476,-21.458333333333332,30.541666666666668,-2.1856060606060583,-21.458333333333332,27.291666666666668
1988,0.0,0.14880952380952517,-20.708333333333332,33.54166666666667,0.5871212121212135,-13.458333333333332,33.54166666666667
1989,0.0,-3.6130952380952372,-31.458333333333332,33.04166666666667,-1.924242424242422,-31.458333333333332,33.04166666666667
1990,0.0,5.958333333333336,-31.458333333333332,37.54166666666667,4.939393939393941,-31.458333333333332,37.54166666666667
1991,0.0,-3.6964285714285694,-23.458333333333332,21.541666666666668,-0.7878787878787868,-23.458333333333332,21.541666666666668
1992,0.0,-2.3035714285714266,-31.458333333333332,23.541666666666668,-0.060606060606058776,-19.458333333333332,23.541666666666668
1993,0.0,-2.4345238095238075,-28.458333333333332,38.54166666666667,-2.5946969696969675,-28.458333333333332,38.54166666666667
1994,0.0,-0.6249999999999981,-28.458333333333332,25.541666666666668,-1.8446969696969675,-28.458333333333332,25.541666666666668
1995,0.0,0.5059523809523826,-31.458333333333332,32.54166666666667,3.5416666666666683,-31.458333333333332,32.54166666666667
1996,0.0,-4.886904761904761,-27.458333333333332,27.541666666666668,-2.9810606060606037,-27.458333333333332,32.04166666666667
1997,0.0,-4.803571428571426,-31.458333333333332,25.041666666666668,-3.9924242424242404,-31.458333333333332,24.541666666666668
1998,0.0,6.80357142857143,-23.458333333333332,29.791666666666668,5.72348484848485,-14.458333333333332,29.791666666666668
