stn,var,rcp,hor,stat,centile,val
era5_land,evspsbl,ref,1991-2020,none,-1,1008.287256
era5_land,evspsbl,rcp26,1991-2020,mean,-1,939.291745
era5_land,evspsbl,rcp26,2021-2050,mean,-1,946.124029
era5_land,evspsbl,rcp26,2051-2080,mean,-1,948.637683
era5_land,evspsbl,rcp26,1991-2020,min,-1,819.572558
era5_land,evspsbl,rcp26,2021-2050,min,-1,844.821973
era5_land,evspsbl,rcp26,2051-2080,min,-1,840.444698
era5_land,evspsbl,rcp26,1991-2020,max,-1,1011.62292
era5_land,evspsbl,rcp26,2021-2050,max,-1,1057.666267
era5_land,evspsbl,rcp26,2051-2080,max,-1,1068.860976
era5_land,evspsbl,rcp26,1991-2020,centile,1,826.004118
era5_land,evspsbl,rcp26,2021-2050,centile,1,844.968129
era5_land,evspsbl,rcp26,2051-2080,centile,1,841.426022
era5_land,evspsbl,rcp26,1991-2020,centile,10,873.960962
era5_land,evspsbl,rcp26,2021-2050,centile,10,853.466923
era5_land,evspsbl,rcp26,2051-2080,centile,10,856.386636
era5_land,evspsbl,rcp26,1991-2020,centile,50,915.941822
era5_land,evspsbl,rcp26,2021-2050,centile,50,927.962975
era5_land,evspsbl,rcp26,2051-2080,centile,50,943.88668
era5_land,evspsbl,rcp26,1991-2020,centile,90,1009.882888
era5_land,evspsbl,rcp26,2021-2050,centile,90,1037.113551
era5_land,evspsbl,rcp26,2051-2080,centile,90,1029.576417
era5_land,evspsbl,rcp26,1991-2020,centile,99,1011.537027
era5_land,evspsbl,rcp26,2021-2050,centile,99,1055.61995
era5_land,evspsbl,rcp26,2051-2080,centile,99,1064.34666
era5_land,evspsbl,rcp45,1991-2020,mean,-1,866.243452
era5_land,evspsbl,rcp45,2021-2050,mean,-1,870.126556
era5_land,evspsbl,rcp45,2051-2080,mean,-1,841.431463
era5_land,evspsbl,rcp45,1991-2020,min,-1,553.941872
era5_land,evspsbl,rcp45,2021-2050,min,-1,580.046207
era5_land,evspsbl,rcp45,2051-2080,min,-1,394.469852
era5_land,evspsbl,rcp45,1991-2020,max,-1,1002.016917
era5_land,evspsbl,rcp45,2021-2050,max,-1,1023.709849
era5_land,evspsbl,rcp45,2051-2080,max,-1,1023.495798
