year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
1981,0.0,-35.03921582390318,-152.38004616353567,92.33191970674216,-41.33364013835542,-159.82430273882994,90.8609015721031
1982,0.0,-31.883123826219737,-292.28048968276755,172.05389960535388,-41.906685729151825,-257.9662996094992,179.17505898094635
1983,0.0,-31.67885970176396,-212.71206927825688,140.85703460221077,-48.092210438000436,-250.82619634873674,124.74646849192311
1984,0.0,-76.08893772845079,-291.4746697073608,148.73287365895715,-82.1134262448936,-295.98343815686576,140.77138223881957
1985,0.0,-55.69168011843555,-176.1083655544611,87.86954251212126,-50.54188116076545,-179.56653581634862,68.73887712643534
1986,0.0,-22.75440451214881,-264.0121721423317,198.27051333968302,-35.38823718677204,-271.9429473161772,187.18100886676962
1987,0.0,-3.104382873397139,-211.90330579359727,197.04832819735032,-9.51672459116703,-230.19687522877115,154.66131092221895
1988,0.0,-21.763981484646777,-199.6808630215047,154.48916377225657,-20.481175849458154,-190.7831148277317,134.57657026077936
1989,0.0,-40.002642061519836,-244.55147518364356,135.47173254407005,-42.40171442749491,-259.65999656511724,111.77841342310751
1990,0.0,-39.19907099210049,-212.0604493544883,170.17634218049432,-49.06660753145157,-225.13210577673726,180.90231139924902
1991,0.0,18.753302910387962,-78.62141096391485,137.28281317012136,16.111080270132376,-165.95157507596957,141.28813891119978
1992,0.0,-7.774119080335321,-221.8309828661906,208.65577937436763,-7.347535999788536,-218.4059777145776,179.9006246684446
1993,0.0,-16.543819034253307,-133.1181164665806,120.82483522714142,-17.760375730939103,-124.65981115484368,119.66816743585116
1994,0.0,-30.118066207004272,-243.89751191813355,176.4531267672129,-40.22921805101819,-253.08084890414756,179.7672660944802
1995,0.0,-11.381933367855089,-199.1531039505782,136.95613799716227,-13.026938449000385,-212.304314720987,122.52906138775882
1996,0.0,-54.42383649196945,-318.31012325051313,119.70382522116824,-73.98872492461017,-322.52555407837167,122.63552606521489
1997,0.0,-7.911915964755351,-191.80578737430147,138.10291559478617,-17.291015081478776,-205.14041327122538,118.89556700988828
1998,0.0,-72.79178069123716,-313.8590645744824,269.2131132546448,-71.36227382043921,-316.382815546953,239.57992199893386
1999,0.0,-9.732469984941877,-177.04886462500957,273.79612270222276,-6.112632122103812,-195.03202039736237,235.87186846929626
2000,0.0,-18.77471662288194,-247.04566212499645,128.30965161881454,-44.58226314760995,-256.306393182427,125.7056560522226
2001,0.0,-21.936618246764787,-173.33041226293358,114.3769321406138,-34.06275057150399,-176.42031007825784,122.57200791612081
2002,0.0,3.6000342744622973,-106.61573789791657,128.81415671855768,-13.335602419107234,-125.89714444485674,114.96533249276638
2003,0.0,-51.706795332200876,-315.7762897286382,137.04062129371175,-62.35653397250812,-318.6620435295923,112.90858027977492
2004,0.0,-15.896568248957903,-176.78708674428566,147.8085684976677,-44.80948453132256,-190.77126645681733,136.4179766190175
2005,0.0,-23.48640933458881,-193.98860396522912,149.04612434989053,-20.26279582339499,-169.53373039677007,154.6254530526295
2006,0.0,-29.623015042586854,-205.31408814770543,148.46224228280175,-4.084331011153148,-221.7045871540288,243.10589281671628
2007,0.0,-4.960615463430524,-244.33902284644938,227.23246865015358,-23.468291075134,-241.49308020737357,76.6245163213589
2008,0.0,-36.87599615224021,-295.78757319948045,167.11837304499454,-62.10075604767535,-248.62019687115458,159.6531045703299
2009,0.0,-56.864432870914904,-282.02936481794814,102.43120322299808,11.031100615885835,-169.4844581046699,273.977969530084
2010,0.0,-64.64231081621003,-315.36751443296174,161.83140311618763,-64.13935278332215,-391.353283605115,200.99297377236064
2011,,-60.99046538333075,-295.54535318351634,148.40693388915793,-28.36374191458791,-173.45075078459382,110.88759362491476
2012,,-53.04300860176043,-308.935525371812,184.87375733306078,-49.041519874365925,-212.5650907329429,169.19247061471071
2013,,-7.374019462308473,-195.911404326744,157.01617617541933,-76.87990249933598,-352.3300807342232,266.1922273249536
2014,,-48.971363749613474,-420.58015433263876,133.69599771837386,-18.880288273360176,-189.2932627589538,169.75994128648722
2015,,-7.630841022989141,-279.33500250550003,205.6756500386448,-20.16252599562101,-232.2607694070653,196.2783347563984
2016,,-28.0520086283061,-218.600488523215,172.7824967900167,-85.17596470900318,-327.5116529454749,108.33810695877469
2017,,0.035181662061588556,-265.2011729412219,206.6553533182955,-38.57018731479996,-258.86560040315584,192.35574209987283
2018,,-35.151491771514365,-202.37123773718378,80.51582233604404,-60.224165632247924,-241.94417946989853,210.1709297691557
2019,,-24.059887715617535,-275.4295005912304,195.4454306392654,-45.22545644239394,-214.47615707441628,136.5738060840083
2020,,18.975229085759775,-280.75269379862823,262.67992243137485,-51.933522973569694,-345.6463735734993,124.55196707559662
