year,ref,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,0.0,16.1518623765038,-111.19109881984008,-57.442688800300516,-51.27056794546996,24.783467455326218,-152.38004616353567,-60.48814469402288,-69.62387587447603,42.946311015972015,-48.65027558742639,-77.55726628512753,-58.5613077119628,-16.500521581255384,-139.80430307682292,-42.810848008305584,92.33191970674216,67.8634832408477,34.183954289537155,70.29023472662243,-132.7543626036242,-65.33945796134833,-124.48337070718111,-43.82920323993443,-58.26221335357957,13.639073448905833,-72.63856952690372,90.8609015721031,-87.20767636913865,-74.13071045473237,-46.66183874493561,-38.70822758112092,-14.141220788815701,-159.82430273882994,-77.6670820487123,-139.11563861538895,-35.579922006079585,72.97965224109987,36.314260693863616,-41.65839839555639,-36.35727652534604,60.24709395918603,-143.65703098996636,10.541617127243853
1982,0.0,-64.22078794972384,-250.79031111420858,-105.52031616049845,10.421974093452604,11.40088052570104,138.4932056738163,28.144778307982392,33.751389953087596,58.36615739252625,172.05389960535388,23.909217658201214,-199.66413258659225,-17.372010161692288,2.6173230875964464,-92.14750490776112,-95.42341895407907,23.652432843904876,50.808403992366834,55.65615799917191,-161.4024499664526,-292.28048968276755,-257.9662996094992,-103.856566895507,10.49386026398588,2.532708441502791,-98.48732876538645,-101.00639126196353,3.9708670014352947,33.85167965735752,-189.6760377726876,-141.81548364993108,-83.27732023015488,130.92941834712656,12.334184845465984,-10.153801787894736,-32.33533699481376,-105.87610293243824,48.30263051379154,-96.09043673469199,179.17505898094635,22.183416143132376,-171.99173542291913,26.811931821803228
1983,0.0,-4.410827789251698,-187.77622092719741,5.117113883211005,-168.76067433649365,-174.41535805545163,-28.14135412491038,-212.71206927825688,97.97423825298802,-144.66803739455787,55.98264112068921,48.725931256043964,-35.29269955957392,140.85703460221077,130.8372487568389,-90.53259205980481,13.687908463798067,-112.09224164882284,79.71428542369358,-45.45094885697165,-0.9186466136613944,-32.98078485156259,-190.3935800089451,11.228711319834588,-177.55741669547524,-188.648469632512,-43.15138659279876,-54.60758473663765,-219.2006365035391,53.72470303407954,-22.416054079274204,-250.82619634873674,-30.89518505882012,-32.13671296965282,83.91977027249743,110.44413626125117,124.74646849192311,-1.673954183053695,-148.06918342347603,-88.44720279784906,64.51625996941505,-107.90102251732634,-21.44922577156393,70.76513233465039
1984,0.0,-169.1798074155157,-291.4746697073608,-34.88193214663244,148.73287365895715,7.99815406753487,-61.636870783909046,-107.90247411057493,-86.0131589817658,-34.82156122973356,-4.001951684787514,-88.43173575470269,-16.877806239642553,-50.39164584467744,-183.42304571292482,67.33855577896679,-194.8284657983362,-44.63618101632295,-247.1234269277561,-64.6658340621201,-23.128545638724802,-118.51816274743777,-295.98343815686576,-23.523533599456357,140.77138223881957,-7.519716206370276,56.148368172668484,-164.2640103172912,-125.22043568739474,-83.72453242854306,-17.425983057884935,-157.55906974822892,-191.90674747936316,-67.80884852123648,-94.16876932966903,-188.55577255954063,-62.14443838454355,-208.57590094755966,-38.00014238598061,64.03739269286427,3.1745204093741677,-46.596187977812576,-48.44278648904293,-249.20672762460157
1985,0.0,-91.5356913983452,-176.1083655544611,-53.373716715332705,-12.439094438760605,58.453379656081665,32.4428243246623,-45.2195595288041,-136.98842687911707,-24.9844426369188,-93.49015900411331,-41.51641663249279,-86.94125099041821,-93.79626905171847,19.98227043292684,-159.32319018719005,87.86954251212126,30.35930553963692,-78.49021696786576,-80.90542672406667,-63.52924552044561,-159.99113272252515,-179.56653581634862,-25.822903951644776,-14.41182522159221,47.0267753817684,-45.78914864484028,-34.189910225567644,-65.59794722503216,-29.092360974438805,-79.29042333769132,-33.805558267985134,-99.80128275410738,17.63472797008285,-144.86928627357764,15.64360920365857,-105.93939809421317,68.73887712643534,-27.28075024731544,-159.36513747252337,-87.93515925698222,37.55959729928884,-82.52402702831694,-83.2433177258967
1986,0.0,-180.30065460844202,-264.0121721423317,176.86079967536102,25.821913099048174,-131.36269121704606,-100.55385600623504,-76.80043627264445,198.27051333968302,56.878538883928286,-173.56983236717048,130.43549731009614,-77.07034958045489,59.74962658035645,-65.81066592900441,53.95689674280845,-187.71175610981737,15.806757368185913,76.5492955891898,161.80539066023323,-50.08242095116583,-126.70288881970333,-271.9429473161772,187.18100886676962,19.047353065048128,-139.20854589461527,39.74944622183375,-109.54186430169955,-97.30337289319715,133.73248286867397,-61.04068127833909,-71.5264334823936,-190.23801738521996,-109.94915327814152,176.03126667574304,-68.72687109031949,44.327273538285795,-202.97336168000578,53.660283282550154,45.00229801806654,-158.8423575822249,20.006529094545726,-66.93506541314639,50.94951185497848
1987,0.0,78.91126437109415,-77.97798902163873,-23.322440287646486,-70.53135748071873,62.1312027442533,-162.0288754527026,-211.90330579359727,-1.196827226773678,134.15107860796093,-200.834047751762,-66.57971362621333,153.74135484858425,-39.899913039053786,-6.461752200205581,-46.52052843565326,168.67695939129896,-16.00458824571558,-45.44950928655885,4.271684860287451,104.58693448607062,197.04832819735032,-87.56398235258632,-15.416226942832452,-76.41926342761724,51.08058204991801,31.172858680836043,93.70651519907904,-230.19687522877115,-64.77180289963718,154.66131092221895,79.02662731573139,51.849397883260394,-164.58088663611147,-15.399211726230703,-19.092419629254493,-50.478266626084974,144.14052797872603,142.1580307873711,-51.01919596374978,-195.407970373026,-11.57677465750885,79.6416350969904,-54.88255045639539
1988,0.0,154.48916377225657,-78.8682404149892,-199.6808630215047,5.2491288323917615,-12.159459624209717,-4.047657496933823,-119.42363116558494,-75.06326331914204,-0.4405722364318194,-15.608006614181534,71.79557233434696,-8.848643240125966,84.80205059513662,-44.661301108428404,-85.32495573828004,48.64812568601667,27.133642706977525,-7.6820938802074465,29.074957952653108,-142.13414014282029,-84.2934250545216,-77.48330617083764,-190.7831148277317,-3.235450301789683,-23.97599618150298,-114.30763824456483,81.45533296284407,-137.75232394840805,90.2106147722028,9.37387887991656,60.80420939278247,134.57657026077936,-4.331609729126626,-91.63991060450644,-50.52473982371254,65.29421147599282,29.970075698227674,-3.1950195575009275,-80.91226959894527,-7.1853248264981175,30.46663413564363,-154.44774383650292,-12.962948614841082
1989,0.0,62.8550000549244,-49.572579770530695,-37.14505355719825,-219.28641408950745,109.09433335057952,-19.054934321954363,-244.55147518364356,-48.569084290772025,-123.40158928202646,-76.68955963385486,-6.250509776011768,-27.571748322560722,-128.81686847006074,52.809000928413184,-47.260753790417084,-29.64366588585824,-27.867734018595968,-114.9821169579995,-19.88404802470768,135.47173254407005,20.26258520579563,-68.24446924210542,-20.535193500391756,-215.3402624974778,96.31931687388033,54.8962834526709,-24.72261185853796,-259.65999656511724,5.453145692803446,-15.245002198118186,-12.597232374264081,25.064410443839165,-22.62833801893771,-60.63083744227799,41.861770167868144,-136.44397513314095,-45.87660916850382,-122.15759026338588,-49.0501351528963,-64.61332490880818,-23.895337879156955,111.77841342310751,-126.57014125593747
1990,0.0,-110.1063810027972,-212.0604493544883,-35.88727775547517,-153.01497486261155,-66.85462713848631,-51.13567298737627,87.08232797195103,-19.814831032173743,-59.05212355575935,170.17634218049432,29.39425610093167,-68.47071916196131,21.953036748940235,-42.03567086442041,70.83260196183153,-211.10560086468575,80.24763455681659,31.717065312551995,18.840169347579035,-140.164658710445,-163.7209377245262,-222.7050773069742,-13.964352748401609,-156.30496288179648,-83.16938414165986,-40.84075272243689,-225.13210577673726,70.83011367477434,31.231493036718916,-57.569018153937634,-63.77827133456435,-120.619098244047,-61.4888731475171,-27.63336007158938,-45.955228584776194,6.032161975091299,-213.97501831837724,-55.266374358821054,70.47196295312449,180.90231139924902,79.58984739716493,-157.1502594514813,27.02888111506013
