year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,35.505760192871094,35.695675041507016,35.80951696179521,35.17636347857889,35.47981928942659,35.71185123448112,34.96977731150051,35.73190536056049,35.592652599655636,35.53733868691718,35.505572068462996,35.16899441809136,35.7059526292968,34.71235255620732,35.023628430247,35.427692526008244,35.29127130693858,34.66969276519002,35.17640626512804,35.07533454131601,35.46112034939621,35.2052657067603,35.705094399467484,35.81075337928232,35.39450961695886,35.59060855147099,35.7895397055013,35.046548230626925,35.52704734710932,35.93397680481418,35.82609957717614,35.80311743871884,35.74011399499352,35.66439490713651,35.51801168449502,35.13145545376226,35.70204887030849,34.754701028320454,34.99997050724656,35.49109933906769,35.344299882239454,34.68630765617462,35.152082282159526,35.09962487913049
1982,35.019866943359375,34.998422713396124,36.3099547252465,35.206158995788485,35.48734560235329,35.03325182255453,34.80090197834534,35.72348692958107,35.35134062908996,35.722468725379386,34.80105547159354,35.60527492973961,35.274694436645234,34.89228057523751,34.48616543857851,35.35484615093556,34.97847993246303,34.78759960351276,35.325594096784315,35.51033693798851,36.10358081923043,35.06553094136558,35.03834758631537,36.35625583162644,35.40499030031795,35.606357838147346,35.08359907793768,34.876967330008654,36.13947029207074,36.49118890623818,36.006953107242495,35.79652453692522,35.52127468780732,35.86480363878506,34.814486786820595,35.57313325534575,35.29864554634152,34.90665346813273,34.48643210757503,35.40431903506284,35.03619443869212,34.799958354553254,35.29511728056771,35.56192003803217
1983,36.143951416015625,34.33383952648546,35.57483183934305,35.6519527766923,35.4140587438701,35.76157258568007,34.997079743325344,35.11890927514706,34.89415199742601,35.29061384779288,35.56711554929005,35.5707705651613,34.73523532328389,35.214964585782695,34.319687399787256,35.386179911577585,34.161411637144695,35.222099807644526,34.59702606464373,35.08276873142519,35.69541891098558,35.085906079756015,34.35207040664321,35.58119012122525,35.88958438454394,35.50614418951051,35.859185594661454,35.06948722756819,36.261760338054984,36.771444191925255,35.833657070124076,35.18834377091653,35.04971097519183,35.37483859102156,35.60652317956554,35.52818412859307,34.727026841267204,35.201557949385034,34.373511347273805,35.416951699983315,34.20220067451129,35.2367864429724,34.580071283078425,35.08136321322655
1984,35.45246887207031,35.65690074940454,35.671469944237685,35.719651330342316,36.04735634103517,35.63024038294171,35.67969476679784,35.18508237228342,36.3288599059435,35.86477661330626,36.40616149938036,34.69092000734173,35.05264478676604,35.05906518427568,35.68614276551841,35.05781790485456,36.07134050424372,35.58498570735348,35.171645235666574,35.88578582714007,35.112839318341685,35.778365511124306,35.682194133189554,35.69696236441139,35.95995226893392,36.19588752481914,35.716406681639796,35.771837850000935,35.58720244179965,35.64110367743038,36.19455367662593,35.27351419820971,36.56117694375082,36.01213115643969,36.46418967585035,34.67468098614124,35.042260623912455,35.04335092129433,35.67029981442607,35.107280136302975,36.124386646754814,35.59357835947098,35.15652982362228,35.92021315566075
1985,35.147621154785156,35.260293266062334,35.28646634562212,35.1706596858818,36.17535384927541,35.508033128952974,35.35905423788574,35.03059711714141,36.15485288951898,35.29885279408889,35.88647837616439,35.1653228204779,35.76959868511889,35.2861835849633,35.007855296427365,35.57527843179763,35.542366848895554,35.26633974303668,35.37401169779352,34.50091843535364,35.32746796003019,35.10126667709196,35.29204844570198,35.30487670898276,35.35930249089415,36.286901990411664,35.587629997615,35.42679390701639,35.7004856445124,35.19438451948433,36.49607446531452,35.09600427074595,36.296805539343794,35.45430223209979,35.92405770036892,35.12362690719486,35.74888257253836,35.28665806538693,34.99163214865402,35.60896136086245,35.588705065695464,35.26609598917739,35.36915670928502,34.50235915555574
1986,35.16827392578125,35.29865901570925,34.8243205273553,35.18583484254812,35.86360601069788,35.620980169083296,35.04511009795502,34.52367301147913,36.229462672938865,35.01455328564897,35.87747707592894,34.76082132126372,34.889334652990385,35.68597646882367,34.82373029305471,35.412933949185174,35.367402395876226,35.16584517769715,34.941628695741684,34.674603781340565,35.65593323614914,35.59761006603519,35.29815273939515,34.82052677837373,35.45079349212406,35.98962012358085,35.70650632592212,35.12841309282638,35.1904521023925,36.049677620373274,36.02633169100079,34.59890075900755,36.45557785750481,35.148551491982886,35.939700266033,34.740636223346925,34.88496971011962,35.68875474670598,34.81917919108949,35.43882732982564,35.43895490899902,35.17967496538681,34.91181675435318,34.6636291116817
1987,35.86876678466797,35.20832405477971,35.31184348613128,36.06937145411531,35.855398240626,36.20892873290312,35.49947228159235,35.54636166514945,35.29135115138439,36.1909466769726,35.425894256619756,34.13420997069733,35.56267233265322,35.62124259793973,35.02653976154343,35.67901332335826,34.85226337507379,36.09452199764722,34.815706880056254,36.15671140095023,34.6458289212449,35.977784624102114,35.227070521157216,35.342809725665774,36.324356755131774,35.96734810176254,36.31764203856076,35.558804216963026,35.83369970920923,35.85373554368056,35.98597795511495,35.62415071177644,35.443455620698614,36.331515721291765,35.45216396064944,34.10684868365992,35.54372066023757,35.625279794442946,35.026553551461376,35.714476963226545,34.90257005781136,36.08387956656949,34.83591315833698,36.17675712323049
1988,35.16217041015625,35.444651258360864,36.00226157571075,36.09020981715932,35.847551644551245,35.73361235019097,35.96564469014312,34.931280521449494,34.76313977768034,36.01145204229718,35.27230017923638,34.790130769160314,35.68504069309496,35.315020295354515,35.211298787153794,35.57023972907152,35.274594845530615,35.55319715392524,36.05774609546209,35.73334972015495,35.10063322703189,35.56333250152484,35.444825526134025,36.01919743483671,36.36180580037137,35.98007561357936,35.81757712121693,36.03823907663859,35.35906688221351,36.197860635830864,35.242996990937655,34.99283638885187,34.9292588200268,36.149910184016036,35.29564550220768,34.76698203208467,35.689157121503186,35.30767278352434,35.217121909601175,35.6152055106145,35.334918137975905,35.57009959190775,36.00034843242308,35.79321273376212
1989,34.94377899169922,35.35149650523415,36.03933175098827,36.149133906335976,35.8315729889423,36.84161873661718,35.28999250241682,35.25958758722658,34.95924754712385,35.64159197650393,36.31708330960491,35.10685996961591,35.368915636782376,35.40543888995475,34.87408008310871,35.010962559511555,35.21265705773099,36.19034286938434,35.45950518735049,35.22074279002885,35.113042092728705,36.17526712343863,35.35594955366169,36.07326415064749,36.41337227187597,35.910141680538956,37.00176615404155,35.35572918061153,35.693426489661405,35.407291386283106,36.081488716172814,35.29833653357569,35.103428482202176,35.7615769523602,36.387527253064476,35.08739745625125,35.38607037655629,35.41749378028908,34.87104832349988,35.06206233396999,35.26202124960058,36.19391582736432,35.44558763388372,35.24529219985256
1990,35.40240478515625,35.489738838776404,36.30429824427189,35.79429665728597,35.269856646842655,36.528157688201986,34.84502844896748,34.6678495233285,35.424235808524315,36.24963064381876,36.04615388700573,35.36205563907521,35.83102398485063,35.48189397398487,35.11719749349837,34.981382691052815,35.98241446532178,36.237423561150834,36.34388136004054,34.94529399990962,35.5613779534997,36.061223107786674,35.492553452823145,36.374401920355155,36.025729470426015,35.392774117312314,36.646505240171436,34.90966422936701,35.981311836101725,35.06417990537699,36.25531433576759,34.718399801973874,35.58339368404215,36.39597030954192,36.07228418610973,35.348872565234046,35.82861244259716,35.47766459115965,35.0996173518824,35.0445287581022,36.05316514156853,36.22663507271065,36.29763823571338,34.930894269396276
