sim_code,sdev,crmsd,ccoef
Référence,4.5,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,6.05,7.68,-0.04
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,6.36,8.54,-0.22
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,7.84,9.0,0.01
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,8.56,8.59,0.25
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,7.61,9.12,-0.07
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,9.91,11.53,-0.16
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,9.75,10.49,0.06
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,10.57,11.96,-0.12
CRCM5_AFR-44_CCCma-CanESM2_rcp45,4.6,5.4,0.3
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,5.79,6.73,0.16
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,9.69,8.82,0.42
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,11.24,11.84,0.06
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,11.42,10.94,0.3
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,9.22,10.07,0.05
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,7.37,7.43,0.29
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,12.38,12.29,0.2
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,6.74,7.42,0.17
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,6.84,6.84,0.33
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,6.98,8.87,-0.16
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,8.14,9.55,-0.06
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,8.07,7.68,0.36
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,6.32,7.1,0.17
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,4.08,6.59,-0.18
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,8.38,9.35,0.04
RCA4_AFR-44_CCCma-CanESM2_rcp45,6.06,5.74,0.44
RCA4_AFR-44_CCCma-CanESM2_rcp85,6.24,7.91,-0.06
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,6.13,4.98,0.6
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,3.95,6.37,-0.14
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,6.57,7.31,0.17
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,5.99,7.27,0.06
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,4.88,7.35,-0.23
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,3.78,5.86,0.0
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,5.31,6.45,0.14
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,2.94,5.57,-0.08
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,5.22,7.01,-0.03
RCA4_AFR-44_MIROC-MIROC5_rcp26,9.6,9.95,0.15
RCA4_AFR-44_MIROC-MIROC5_rcp45,8.82,9.98,-0.02
RCA4_AFR-44_MIROC-MIROC5_rcp85,15.47,16.14,-0.01
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,4.38,5.18,0.32
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,5.34,6.81,0.05
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,6.72,8.81,-0.2
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,6.44,6.02,0.44
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,9.59,9.88,0.17
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,7.8,9.13,-0.03
RCA4_AFR-44_NCC-NorESM1-M_rcp26,3.78,4.33,0.46
RCA4_AFR-44_NCC-NorESM1-M_rcp45,4.8,6.47,0.03
RCA4_AFR-44_NCC-NorESM1-M_rcp85,5.45,7.73,-0.2
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,11.12,10.78,0.28
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,8.57,9.4,0.07
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,9.06,8.62,0.34
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,13.03,11.96,0.4
REMO2009_AFR-44_MIROC-MIROC5_rcp26,10.89,11.27,0.12
REMO2009_AFR-44_MIROC-MIROC5_rcp85,15.25,14.97,0.21
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,10.07,10.83,0.05
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,13.33,14.92,-0.2
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,9.59,10.43,0.04
