year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp26,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp26,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26
1991,-1.2463572025299072,-1.766429645098692,-1.9273856091169357,-0.53778282402027,-0.40988128631166587,-0.8943021866877156,-0.8900372156546322,-0.7545628041659702,-0.7770628451250722,-0.8153386743314098,-0.8201610920782342,-1.080282760279011,-0.9707135888227265,-0.9720847364546014,-1.0043828975735742,-0.8810675895727641,-0.9019241551450433,-0.1276833131500959,0.0025818041635060456,-1.2439043193370398,-0.9498301879505416,-0.8134014207896423,-1.237158452365698,-1.0164020412431887,-1.1075062449238862,-0.9730874641342968,-0.9649026637022532,-1.1755506311069468,-1.1670942726857938,-0.7342899068056368,-0.7504608946268336,-1.080492442619843,-1.0689941990906926,-0.9314478912143528,-0.6644663726493276,-0.7029197317152008,-1.2509494522388294,-1.4307826371212877,-1.248906290705798,-1.3876387913011214,-1.2379454269756573,-1.3598476664186916,-0.4241053574916551,-0.36855268263319135,-0.4098798627886975,-0.6886636215470144,-0.8907977785120601,-0.7767632897675126,-1.216623542891237,-1.1693627315298782,-0.9993841732421317,-0.8407749939984203,-0.5161073126413587,-0.5338073227439463,-1.0953740900357418,-0.9519434137770302,-1.1127718351676197
1992,-0.5913453102111816,-0.46520922200504783,-0.6259791117296296,-1.1821938142650352,-1.0407662626715726,-0.0125172446195033,-0.012001336518167467,-1.0886464304689532,-1.138563003459489,-0.3568285118044209,-1.1404594941109212,-1.4346161821178245,-1.3606145016610482,-1.3126819724322392,-0.9853119817507724,-0.9077145052047196,-0.9593031449580842,-0.47583308418177833,-0.3694303339584181,-1.5070091713435136,-0.38056531051965103,-0.2961339485016723,-0.309779382502527,-0.12890336684168344,-0.23468317946833134,-0.9076414607192227,-0.9534068747987315,-0.802703317462307,-0.8539903809037648,-1.1810653321734015,-1.2487340767340693,-1.4744575304490897,-1.4304576553061823,-1.308003259462154,-0.24667787811353872,-0.2600484120754141,-0.8195346100415405,-0.9245514184146014,-0.8085218779601965,-0.4616128052804467,-0.23848372714791313,-0.3350179087995119,-1.43025053660189,-1.3136084337277394,-1.369107196956134,-0.4445310001045896,-0.6372216096459654,-0.5380722377307614,-0.60201429133247,-0.5836912068697608,-1.4059460769323082,-1.2440795395897368,-1.5519561993094908,-1.5827789490602913,-0.8252254671609858,-0.7230098658110322,-1.2992295734304506
1993,-0.7826467752456665,-0.3202182452821849,-0.4521706845465277,-0.9736385393346768,-0.8468793270160577,-0.7285057000562034,-0.71493022260287,-0.9503029887357449,-0.9835016177042261,-0.049121739595345035,-1.0768159016374677,-0.7202685835356972,-0.6474029531082003,-0.6224416828730642,-1.3069677876621615,-1.2607651187721387,-1.2745725016589808,-0.9583778859256035,-0.8561521542317747,-0.9262944474865541,-0.5589708588651706,-0.43381683788583053,-0.9246840385989549,-0.7634867965992577,-0.8766818126122875,-0.23355769479080385,-0.25086621681346605,-0.4415318551129134,-0.4713641099903513,-1.0235406677033945,-1.1292099296682188,-0.7724188313436607,-0.7774264649072995,-0.5923878321722479,-1.3674183781751084,-1.4319576520817723,-0.2844792404712029,-0.4108578053158652,-0.20948046521705552,-0.6540887671166498,-0.4504150859328374,-0.556904775316868,-1.1027212116322709,-1.0185898980576014,-1.0702230175416472,-0.8044618214237821,-1.0011050898229734,-0.9064433010440331,-0.7419728117692372,-0.6819445144540449,-0.9224569951606203,-0.7785967117439249,-0.568030510961173,-0.6166783721294824,-1.3924481481498905,-1.2133988628718975,-0.23086423645630452
1994,-0.6095165014266968,-0.6754447748978643,-0.7635983676683987,-1.3887075688654458,-1.2414151322156022,-1.3577282971764708,-1.3570263904316828,-0.9587014506397777,-1.024518304574156,-0.6296039834328193,-1.0182709513336559,-1.267333372344855,-1.2440015444493016,-1.203837463275139,-1.1641424214077476,-1.0910777765047732,-1.1257777594182472,-0.9192256095222231,-0.8378259085275128,-1.0521017806994808,-0.9325789284386187,-0.8371060274479468,-0.9462655905243783,-0.8422278671474801,-0.8446408894419472,-0.5685028131855057,-0.590025511701024,-0.5718702716309361,-0.6126908481921115,-0.5257131790296069,-0.5674648527683439,-1.6945766246078209,-1.6850757081286696,-1.5243684762328948,-0.8187440432900974,-0.887647945019922,-0.3841031842467163,-0.4806703340654961,-0.34356206435920933,-1.2200348365345954,-1.0646798504535624,-1.1561658289371703,-0.7304549729527646,-0.6244909846330305,-0.6867214262514303,-1.3109152888011575,-1.491285926256029,-1.3955278622142473,-1.2006740117323353,-1.189005980719866,-1.1915890121516322,-1.013517433081363,-0.042396792925771865,-0.10324194755169212,-0.9720949126286307,-0.8829845030688973,-1.1383415281209746
1995,-1.4129196405410767,-0.43228134414141256,-0.5544376326000597,-1.722630961823624,-1.6088707621444351,-0.43688607730743384,-0.44092677149049453,-0.6594815396446244,-0.690195951223039,-0.4030576303271099,-0.6589187037957522,-1.2718638029172806,-1.1920185711540159,-1.1691556602574398,-0.6779130950428387,-0.6012637782088937,-0.6752026172055181,-1.0936278463414013,-1.020514624932091,-1.5197503028739512,-0.9984854240882471,-0.8735590372790345,-0.495090670680357,-0.332678601014483,-0.45392956368806764,0.09200467217273765,0.08997720304196817,-0.6902827405666393,-0.7296796297138668,-1.072053754027111,-1.1645432574778256,-1.302176120382198,-1.2784219523502245,-1.1218375321873608,-0.23447183092402077,-0.2862968304959083,-1.0161094603412923,-1.155435318727165,-1.012190179465279,-0.35490673608948053,-0.16809726951127144,-0.2381748716692686,-0.38824210013654875,-0.24679029928749016,-0.32141384173520027,-0.13901636848163754,-0.29452160193292626,-0.2421322608242412,-0.7164429844538726,-0.7121951712095035,-1.1268502342985554,-0.9623508532486893,-1.5277588161808884,-1.5495571702204922,-0.9746380064236335,-0.842730509419585,-1.2932626579955193
1996,-0.5785863399505615,0.11072775413030082,0.011364639204712411,-0.5055759045310632,-0.3953652165357281,-0.5852242436086302,-0.5787013023214524,-0.4151543037051543,-0.42411896205189786,-1.4889906872771284,-0.762085689396545,-0.7856898515531696,-0.6787010580531386,-0.6504192082519142,-0.6366601103346634,-0.5663619408788425,-0.6062415923070968,-0.8477962657648491,-0.7435252856157758,-0.695108696072165,-0.7871952784185343,-0.6982474941606195,-0.740064360798245,-0.5415622193030916,-0.6722538961619526,-1.7391573498003396,-1.729585884569892,-0.7676996645461241,-0.7485335756695202,-1.0296827494098644,-1.1149584538046615,-0.5612987455208831,-0.5982512175139264,-0.39369911083200265,-1.5258041779608027,-1.5767308620769942,-0.6687005907309338,-0.7801211579023262,-0.6300326654524667,-0.9119420814320363,-0.7452765308501015,-0.8568267636878555,-0.5291839584314774,-0.42541622563632875,-0.47802084907284664,-0.9298962622686409,-1.0835293259097307,-0.9934743264103332,-0.35306842865988575,-0.3028537207313292,-1.0092976723884566,-0.8837649448102033,-1.139137692735843,-1.1608266987554539,-1.2256011824063375,-1.107094947677425,-1.1852550440770744
1997,-0.544802725315094,-0.934787791915379,-1.0540871313669413,-1.2704208029572346,-1.1904335876195977,-0.6151525468692884,-0.6205621838503885,-0.04221316572886643,-0.055120893316502814,-0.7708813475222338,-0.41425232712164856,-1.4725672711691595,-1.3994488359965247,-1.4027753636707507,-0.18425285968915853,-0.06117443415947842,-0.1367157657325857,-1.1328264715619356,-1.0068192197020263,-0.855612059712565,-0.909486959436251,-0.7802394216753621,-0.5747339162257179,-0.4430668415931428,-0.5410750435418383,-1.3594705716696942,-1.3552994586154683,-0.9129691130640727,-0.9672404616112369,-0.509442881906427,-0.5650341895004122,-0.9850730315258571,-0.9105006882357382,-0.8252731774458403,-0.3655861633936513,-0.44357998433391427,-0.16054973138065193,-0.25181576196973,-0.13983539839392575,-0.32022734013818704,-0.17534953073277157,-0.2267538493458251,-0.4580233965887318,-0.34565627355748435,-0.41005118420641573,-1.2667173429977643,-1.427594563012276,-1.3322639741775504,-0.4392097631339002,-0.41195585698946663,-2.2595928557500162,-2.076533792507946,-0.18469612571360552,-0.2143044613965617,-0.7105670107725262,-0.5939000837003778,-0.8666987929695701
1998,-0.9049317240715027,-0.8119066480058236,-0.9494517070656509,-1.0004885668316919,-0.8974404170198256,-1.619032598707505,-1.6258173261804711,-1.0936860416090852,-1.1076477476547388,-0.9812356306793742,-1.1277011270388877,-0.7313187303671197,-0.6423640241725932,-0.6349797533552969,-0.9317808531887615,-0.8420032210292049,-0.8721007709257955,-2.225281853457436,-2.1352821758687504,-0.40319675178557535,-1.2829549160253793,-1.2089640359445912,-1.5152659019081642,-1.3079720737755898,-1.4117052837711532,-0.5556018583741779,-0.5937542852824521,-0.6839049614483192,-0.7504513938783515,-0.9124479679019107,-0.9614483001079562,-1.0226175071501258,-1.0578778044722885,-0.9092246497598787,-0.9620152996501985,-1.0372813468347202,-0.5096245072119848,-0.6463212342029726,-0.4757789703364135,-1.2038484346368723,-1.045725483734668,-1.1152900605409168,-1.6004781770913985,-1.489099118926053,-1.5680921837803812,-0.8002793247191579,-0.9733266799996079,-0.8455848964070408,-0.543099855516472,-0.49614223874335855,-0.1782891786874352,-0.048391558105703544,-0.01852196132848143,-0.13828422008742522,-1.7832217902872525,-1.6742159929053377,-0.36905886708138014
1999,-0.9419946670532227,-1.470069080343787,-1.5635534648660598,-1.0173773001210702,-0.8968694005154492,-0.9256785455886507,-0.8944921840026483,-0.5182591667011316,-0.5550053744718256,-0.7181935702888051,-0.6838040936157297,-1.3526202653889363,-1.2176459732675082,-1.252204918186361,-0.6069533357232412,-0.5131455956679258,-0.6113855762570931,-1.0233175640757055,-0.9028464118100815,-0.9459416435575565,-0.8179044090029839,-0.6903000693831409,-1.1911969641962687,-0.9742038187484946,-1.1178052631541449,-0.8030344544846346,-0.7908726368955171,-0.7090138212523196,-0.768828143354502,-0.2597884068800096,-0.31961964874199583,-0.701995721067693,-0.6972783032996297,-0.5358754051619187,-0.31488879453307805,-0.32804105479594736,-0.9440621995806207,-1.120702650061889,-0.9605522841946013,-0.5137665601036133,-0.3132016200752377,-0.38041199641354495,-0.7753129769598325,-0.682428421511394,-0.7498284324497463,-0.6195594479888038,-0.7697343889792386,-0.693823521285762,-0.9639949474981971,-0.9604017338232416,-2.5385578490258425,-2.376904196675219,-0.37794010608366796,-0.41956662978856135,-0.9676459462319441,-0.8409557777544345,-0.9538394996229131
2000,-0.7719044089317322,-1.2453656315746588,-1.3864977676970653,-1.0234277827220342,-0.8964567807977876,-1.0007920461265267,-1.0062942267273707,-0.5839488969270975,-0.5898471334979118,-0.19466016107548995,-0.6923448903970411,-1.1457915617250383,-1.048387761171803,-1.042926101138179,-1.4307313512155602,-1.3628977133133127,-1.38630401219957,-1.2371074170666885,-1.16921049359964,-1.0786318967030861,-0.5692795147067489,-0.4470012629528081,-1.1558541434437235,-0.9444229044887343,-1.0761248515717217,0.19924133055887877,0.20077120817598224,-0.5674055760804783,-0.6110304219767536,-0.6155582890592457,-0.6816373635142537,-0.5414721700467919,-0.510768420902205,-0.35365034350335994,-0.5383381503331021,-0.5760586504540585,0.3541771374268216,0.252660906585978,0.3993244300102339,-1.5073288554345232,-1.363965407917975,-1.4447181874661081,-0.8372449060735505,-0.7578547222943129,-0.7934371565734709,-1.7647096177690262,-1.927692322394983,-1.8350691697701262,-0.9895906828374944,-1.011530293503014,-1.4653845230651623,-1.3005107209800857,-0.10016880690770733,-0.12180332771272964,-1.1111999012789475,-1.025320250709549,-0.3175071615760703
2001,-0.3535120487213135,-0.8648386464461021,-0.9887095682402429,0.28271338447334465,0.4149563598196641,-0.23144031342802976,-0.2069732824799855,-0.5978438323683557,-0.6419396484877841,-1.022688265871798,-0.40332387121883534,-0.1893577932386026,-0.0723794453479501,-0.07759963833855077,-0.8209265954404232,-0.7464500179900224,-0.7735797978968422,-0.5771749792342579,-0.5125948134317015,-1.0669477699063483,-1.3260136758453085,-1.2254432997467228,-0.2862817830384964,-0.10302634106385185,-0.19343559121338708,-0.955647355356067,-0.9528064253207095,-1.4748949851971271,-1.5286573446454887,-0.9836397626600021,-1.0466707122827994,0.20863333725620237,0.21431671821505005,0.4026923309980952,-1.1514404367437139,-1.184814179363689,-1.2685553891204595,-1.4519246239739252,-1.2443180380606793,-0.5013420206574141,-0.33189586131162674,-0.4676178957616255,-1.0466854481204457,-0.9647347360284946,-1.0192614905572441,0.41544439657266946,0.2276679398238312,0.31363685154086063,-1.1377459328379638,-1.1250897565727547,-0.9610089560205906,-0.8229521337908918,-1.436365951138526,-1.460250456635305,-0.6678144106219501,-0.5512826520644224,-1.8101777065080842
2002,-1.309338927268982,-0.8139528513152985,-0.9358505259007373,-0.5831517373150354,-0.47123749146277905,-0.8085406931816266,-0.7885869168801071,-0.5736619605128391,-0.6189563298748947,-0.6568777301650965,-0.5930386171197453,-0.5978576612414729,-0.5059627642890868,-0.5044499249538988,-0.6699853396690711,-0.5697519048884949,-0.5991977632883213,-1.2214715390099118,-1.1232096378345324,-0.5200107343327287,-0.8675226869759374,-0.7562394655308957,-0.585854367831868,-0.4372980523783135,-0.47790561129129233,-0.9200675002686232,-0.9760330496500458,-0.4735296516306829,-0.5590143976100924,-0.5207894625755467,-0.6210384477902916,-0.6246941081235708,-0.58569035440481,-0.4203679389726696,-0.6948677723600335,-0.7687764429791045,-0.9048283168235524,-1.060640454885674,-0.8844485411024017,-0.9820054657854757,-0.7930430973611476,-0.8421469323723709,-0.6629979078407963,-0.5822861743769209,-0.619859274429073,-0.009628249962095478,-0.170089777008794,-0.12389251376700695,-0.4237204359888885,-0.3509391787628869,-0.6831721841629403,-0.5297466845728602,-1.1029822845212682,-1.1197903250595014,-0.8453503526487779,-0.7026722498746272,-0.6666098087363158
