stn,var,rcp,hor,stat,centile,val
era5_land,pr,ref,1991-2020,none,-1,842.631764
era5_land,pr,rcp26,1991-2020,mean,-1,816.479299
era5_land,pr,rcp26,2021-2050,mean,-1,814.607256
era5_land,pr,rcp26,2051-2080,mean,-1,835.361959
era5_land,pr,rcp26,1991-2020,min,-1,730.319969
era5_land,pr,rcp26,2021-2050,min,-1,630.361161
era5_land,pr,rcp26,2051-2080,min,-1,643.855318
era5_land,pr,rcp26,1991-2020,max,-1,863.027509
era5_land,pr,rcp26,2021-2050,max,-1,939.531686
era5_land,pr,rcp26,2051-2080,max,-1,925.98415
era5_land,pr,rcp26,1991-2020,centile,1,736.388996
era5_land,pr,rcp26,2021-2050,centile,1,643.662192
era5_land,pr,rcp26,2051-2080,centile,1,653.199544
era5_land,pr,rcp26,1991-2020,centile,10,783.165646
era5_land,pr,rcp26,2021-2050,centile,10,745.769589
era5_land,pr,rcp26,2051-2080,centile,10,731.976917
era5_land,pr,rcp26,1991-2020,centile,50,821.13327
era5_land,pr,rcp26,2021-2050,centile,50,798.533171
era5_land,pr,rcp26,2051-2080,centile,50,862.079193
era5_land,pr,rcp26,1991-2020,centile,90,850.54722
era5_land,pr,rcp26,2021-2050,centile,90,914.718398
era5_land,pr,rcp26,2051-2080,centile,90,922.716394
era5_land,pr,rcp26,1991-2020,centile,99,861.600521
era5_land,pr,rcp26,2021-2050,centile,99,937.263521
era5_land,pr,rcp26,2051-2080,centile,99,925.878528
era5_land,pr,rcp45,1991-2020,mean,-1,802.432986
era5_land,pr,rcp45,2021-2050,mean,-1,811.553821
era5_land,pr,rcp45,2051-2080,mean,-1,771.608155
era5_land,pr,rcp45,1991-2020,min,-1,545.589714
era5_land,pr,rcp45,2021-2050,min,-1,559.386232
era5_land,pr,rcp45,2051-2080,min,-1,369.668987
era5_land,pr,rcp45,1991-2020,max,-1,867.682616
era5_land,pr,rcp45,2021-2050,max,-1,938.293636
era5_land,pr,rcp45,2051-2080,max,-1,923.241959
era5_land,pr,rcp45,1991-2020,centile,1,581.880533
era5_land,pr,rcp45,2021-2050,centile,1,585.317477
era5_land,pr,rcp45,2051-2080,centile,1,423.596234
era5_land,pr,rcp45,1991-2020,centile,10,728.667278
era5_land,pr,rcp45,2021-2050,centile,10,694.965858
era5_land,pr,rcp45,2051-2080,centile,10,640.887333
era5_land,pr,rcp45,1991-2020,centile,50,832.499753
era5_land,pr,rcp45,2021-2050,centile,50,838.503739
era5_land,pr,rcp45,2051-2080,centile,50,776.79522
era5_land,pr,rcp45,1991-2020,centile,90,855.463648
era5_land,pr,rcp45,2021-2050,centile,90,899.012244
era5_land,pr,rcp45,2051-2080,centile,90,906.649361
era5_land,pr,rcp45,1991-2020,centile,99,865.626418
era5_land,pr,rcp45,2021-2050,centile,99,935.796521
era5_land,pr,rcp45,2051-2080,centile,99,921.311025
era5_land,pr,rcp85,1991-2020,mean,-1,791.235153
era5_land,pr,rcp85,2021-2050,mean,-1,795.292236
era5_land,pr,rcp85,2051-2080,mean,-1,756.579345
era5_land,pr,rcp85,1991-2020,min,-1,575.856914
era5_land,pr,rcp85,2021-2050,min,-1,523.399928
