stn,var,rcp,hor,stat,centile,val
era5_land,tasmin,ref,1981-2010,none,-1,22.7642
era5_land,tasmin,rcp45,1981-2010,mean,-1,22.983716
era5_land,tasmin,rcp45,2021-2050,mean,-1,23.770231
era5_land,tasmin,rcp45,2041-2070,mean,-1,24.127165
era5_land,tasmin,rcp45,1981-2010,min,-1,22.8028
era5_land,tasmin,rcp45,2021-2050,min,-1,23.435722
era5_land,tasmin,rcp45,2041-2070,min,-1,23.657857
era5_land,tasmin,rcp45,1981-2010,max,-1,23.120386
era5_land,tasmin,rcp45,2021-2050,max,-1,24.118086
era5_land,tasmin,rcp45,2041-2070,max,-1,24.597099
era5_land,tasmin,rcp45,1981-2010,centile,90,23.111334
era5_land,tasmin,rcp45,2021-2050,centile,90,24.022449
era5_land,tasmin,rcp45,2041-2070,centile,90,24.480453
era5_land,tasmin,rcp45,1981-2010,centile,50,22.981594
era5_land,tasmin,rcp45,2021-2050,centile,50,23.712154
era5_land,tasmin,rcp45,2041-2070,centile,50,24.06297
era5_land,tasmin,rcp45,1981-2010,centile,10,22.854035
era5_land,tasmin,rcp45,2021-2050,centile,10,23.583293
era5_land,tasmin,rcp45,2041-2070,centile,10,23.858324
era5_land,tasmin,rcp85,1981-2010,mean,-1,23.023366
era5_land,tasmin,rcp85,2021-2050,mean,-1,24.019152
era5_land,tasmin,rcp85,2041-2070,mean,-1,24.727886
era5_land,tasmin,rcp85,1981-2010,min,-1,22.802704
era5_land,tasmin,rcp85,2021-2050,min,-1,23.610648
era5_land,tasmin,rcp85,2041-2070,min,-1,24.103629
era5_land,tasmin,rcp85,1981-2010,max,-1,23.196803
era5_land,tasmin,rcp85,2021-2050,max,-1,24.427758
era5_land,tasmin,rcp85,2041-2070,max,-1,25.423921
era5_land,tasmin,rcp85,1981-2010,centile,90,23.17155
era5_land,tasmin,rcp85,2021-2050,centile,90,24.359749
era5_land,tasmin,rcp85,2041-2070,centile,90,25.19984
era5_land,tasmin,rcp85,1981-2010,centile,50,23.024106
era5_land,tasmin,rcp85,2021-2050,centile,50,23.982986
era5_land,tasmin,rcp85,2041-2070,centile,50,24.693071
era5_land,tasmin,rcp85,1981-2010,centile,10,22.872926
era5_land,tasmin,rcp85,2021-2050,centile,10,23.765045
era5_land,tasmin,rcp85,2041-2070,centile,10,24.314591
era5_land,tasmin,rcpxx,1981-2010,mean,-1,23.004002
era5_land,tasmin,rcpxx,2021-2050,mean,-1,23.897586
era5_land,tasmin,rcpxx,2041-2070,mean,-1,24.434511
era5_land,tasmin,rcpxx,1981-2010,min,-1,22.802704
era5_land,tasmin,rcpxx,2021-2050,min,-1,23.435722
era5_land,tasmin,rcpxx,2041-2070,min,-1,23.657857
era5_land,tasmin,rcpxx,1981-2010,max,-1,23.196803
era5_land,tasmin,rcpxx,2021-2050,max,-1,24.427758
era5_land,tasmin,rcpxx,2041-2070,max,-1,25.423921
era5_land,tasmin,rcpxx,1981-2010,centile,90,23.146518
era5_land,tasmin,rcpxx,2021-2050,centile,90,24.200553
era5_land,tasmin,rcpxx,2041-2070,centile,90,25.046958
era5_land,tasmin,rcpxx,1981-2010,centile,50,23.015303
era5_land,tasmin,rcpxx,2021-2050,centile,50,23.881964
era5_land,tasmin,rcpxx,2041-2070,centile,50,24.434925
era5_land,tasmin,rcpxx,1981-2010,centile,10,22.861701
era5_land,tasmin,rcpxx,2021-2050,centile,10,23.601564
era5_land,tasmin,rcpxx,2041-2070,centile,10,23.905606
