year,ref,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1981,146.25,126.425,143.625,168.725,126.425,142.1,166.54999999999998
1982,147.5,115.57499999999999,135.825,151.25,119.675,136.05,151.2
1983,152.0,130.9,148.125,161.04999999999998,131.475,148.825,160.825
1984,153.75,133.0,141.65,155.075,120.64999999999999,136.375,153.4
1985,131.0,132.65,142.6,153.42499999999998,131.92499999999998,141.4,152.975
1986,141.75,129.575,143.725,165.15,128.85,144.325,165.375
1987,155.5,125.57499999999999,140.275,165.85000000000002,126.39999999999999,142.15,166.25
1988,131.25,125.0,137.475,155.3,125.0,136.675,151.77499999999998
1989,156.25,124.2,136.7,146.375,124.625,135.55,144.975
1990,132.5,127.625,139.55,154.7,128.3,139.675,154.25
1991,126.75,129.725,142.55,155.25,129.825,142.95,155.0
1992,119.25,132.04999999999998,143.475,152.1,132.04999999999998,144.075,153.05
1993,148.5,137.35,145.8,153.725,128.5,143.35,154.35
1994,139.25,128.5,141.95,153.525,128.8,142.7,153.55
1995,135.25,131.7,142.725,149.5,131.6,142.0,149.575
1996,134.25,122.275,136.675,163.45,122.275,135.5,162.775
1997,144.75,130.875,144.9,157.54999999999998,130.725,146.3,158.8
1998,110.75,118.94999999999999,127.45,136.95,118.775,128.825,136.1
1999,140.75,134.65,148.925,166.075,134.65,148.975,165.625
2000,159.0,127.175,145.925,162.5,123.95,146.55,163.45
2001,141.0,124.725,143.275,165.325,126.75,143.025,163.075
2002,144.5,132.25,141.65,153.45000000000002,131.1,143.925,157.025
2003,147.75,118.475,136.425,150.1,119.575,138.625,150.04999999999998
2004,129.75,115.75,138.175,160.95000000000002,115.925,138.625,162.55
2005,138.75,125.57499999999999,135.625,148.85,126.375,136.0,148.45
2006,150.5,122.5,136.9,152.725,127.4,139.95,153.325
2007,119.5,126.57499999999999,146.025,159.70000000000002,126.425,142.4,163.35
2008,138.75,133.975,143.575,153.92499999999998,125.52499999999999,139.8,149.64999999999998
2009,141.25,104.225,135.5,156.425,130.325,145.825,159.8
2010,136.75,124.075,135.05,146.025,128.42499999999998,147.875,170.175
2011,,117.075,131.0,145.175,135.875,145.675,158.2
2012,,117.75,139.275,154.975,114.0,137.4,157.275
2013,,123.35,142.275,158.32500000000002,111.25,136.425,165.275
2014,,107.25,131.65,154.57500000000002,130.15,141.55,155.325
2015,,120.17500000000001,142.05,167.025,128.625,150.7,166.725
2016,,128.05,134.1,139.975,99.95,138.075,176.35
2017,,117.85,146.325,166.75,124.57499999999999,139.0,148.075
2018,,122.7,136.65,151.725,134.6,146.525,164.39999999999998
2019,,125.95,137.475,148.05,102.625,134.2,151.04999999999998
2020,,127.375,144.7,162.10000000000002,98.05000000000001,132.8,160.95
2021,,127.85,135.75,151.7,125.625,141.25,154.17499999999998
2022,,124.875,143.925,157.35,131.075,142.075,158.95
2023,,116.55,134.575,150.6,100.125,133.475,154.05
2024,,112.30000000000001,132.525,156.32500000000002,121.775,141.275,168.95
2025,,117.2,131.55,144.575,126.25,141.65,153.0
2026,,116.525,132.9,153.85,121.375,142.3,156.125
2027,,116.425,132.3,141.575,128.375,135.575,146.925
2028,,120.60000000000001,136.95,152.77499999999998,122.825,138.2,164.325
2029,,124.2,141.85,157.2,119.55,139.225,154.14999999999998
2030,,121.14999999999999,137.5,157.75,121.85,133.525,146.225
2031,,118.575,134.225,150.67499999999998,118.85,141.875,159.175
2032,,130.525,136.275,145.275,116.375,139.05,153.65
2033,,133.375,145.775,160.275,121.3,133.775,144.625
2034,,120.475,136.3,159.825,118.35,131.825,145.85
2035,,115.95,137.35,165.525,133.5,145.675,159.15
