year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,590.0659060776236,594.7658818818297,703.1276215084688,674.2693390775552,536.3746693908521,489.6593899763197,619.8928008782302,626.626860905349,573.7690612746109,710.864340747713,687.8578453482737,521.3135568759574,553.921986188753,600.899652903847,480.92626414195274,553.1209800799502,565.3700134594673,527.5869897483599,464.0669751656652,597.0372014296253,590.0305884427111,706.7844507968455,655.1583576920837,518.6223285998439,486.49305294125594,608.2446788161861,362.1901775371551,580.9829121768344,599.0796083252765,625.2457474536715,546.7419476274958,705.961310114766,699.6446373363092,532.9962299697984,540.778771254408,604.4205774138615,471.4283215369285,550.5094341469809,552.7107097728887,523.922643844883,456.7407027417819,595.9708056131259
1992,590.5089134909211,494.48529173021393,549.4208262710781,356.7858889948096,351.4677659634798,565.3483786051703,559.5629211965417,526.8168204976466,670.896017682277,696.5792132910553,552.5205075518875,554.8863516110673,416.62383935362027,604.2182835148583,597.2599120976078,608.6343452796372,620.8455935806383,498.13673265161174,603.5632878368751,513.8138207512391,485.86223983140394,553.5088573682203,349.80652385117605,345.9795800657451,567.2975803014576,549.4320737951454,420.00790791393666,744.5254383521958,774.2414947242369,525.807235391475,640.8457528449284,694.0031964932343,569.8996053267125,556.94414824362,404.86160738960456,606.6885893815997,589.9301084857811,597.3675473482697,610.9994541063003,492.90119631384255,584.5427964144551,506.29740704157547
1993,567.0732623729851,551.643510688925,484.22715672448936,488.8657282936894,434.6636505743134,534.3255272206798,592.0781104206021,411.18644347053925,459.87365946575295,537.2089777985691,551.6663551256436,556.0849642400361,518.6225555693497,473.41006187149975,456.52759879168866,612.3257915195002,497.86424651782187,500.1412027830439,581.6041717992416,526.7107510054165,546.7360381555375,497.4556922779318,485.82818301666373,427.02087272815197,535.6216055683683,577.0012281147115,438.1886753015493,653.7796599005076,658.9900880056753,413.5822606281655,439.928621334131,541.3784689791643,553.8746417383605,562.3465447051208,508.7074534090367,475.02174061680245,438.19760150577054,606.0878248428874,485.516004318853,499.1613435762283,564.5510408334725,521.9597833921102
1994,629.7325510680677,561.1390990163713,537.820050499203,642.4550397025158,368.56624656006477,444.45721889021706,672.3350952245446,453.9205708229149,408.7804007644074,572.2658670803719,596.1474285047846,539.7749503444771,542.2358234347658,487.056537567865,500.6343662842602,515.5466729261406,560.6869330086633,439.53756618221234,487.5440540830472,576.0225962957279,558.5062862476394,548.5053261768124,625.6054700561574,358.90062265430157,439.9205059570836,651.0544670636215,574.9737281860065,649.4439973153014,484.61511049600887,459.2460072177606,403.0504092874943,569.8677534121223,599.4940421211504,547.7432922486421,532.650542630607,495.9287735083727,497.6104388493136,510.4837498047458,550.1023345810679,441.49803999039653,477.1924583721575,575.2997930811289
1995,636.5840616375207,529.542752792521,528.0064932831955,510.0060048448072,361.26933670185974,645.5546323075016,575.2435657245798,570.1803622526454,571.2370444251387,581.7185064697463,646.2410285243133,560.0487900913131,568.5583722550844,462.2652023117698,572.7790220081304,421.65162699474695,588.5052128347793,515.3150909179814,533.0604174456106,604.206555266651,524.6592835383624,536.3921297434126,502.4123759248948,351.7998739559624,655.6603747909779,566.1090647114321,583.0769864256106,628.6514342757807,621.167559971501,564.2119082824319,556.3597934240798,582.7039756529167,656.5033096970385,566.2673980893316,559.6479091766605,465.4522407288686,567.8242888390854,421.3005468252026,572.6412784714158,512.4962614256165,526.0060126613919,603.3320846901086
1996,617.4758709445598,436.0499233680803,576.7279597048469,408.919727242267,231.28744843388301,655.6353673517798,654.9883991760396,572.0899394651542,397.9795502175299,474.8827014569739,641.2505997333382,483.3054057138003,458.08361535537955,520.8248403939123,464.5233960856768,550.4713956559299,530.3971243914564,510.04823947533225,546.3357464746717,566.0394190993063,429.63879646706187,583.2963037116727,389.5105025696716,226.68053471517499,672.8188594077488,642.8145291916223,435.4893832259531,689.7705049515148,478.0697064182218,564.5319334035809,378.96900041858527,479.865394412582,654.7842573521544,498.0471672960595,450.6387146779948,531.5599917550296,461.3630664378031,543.7600762188008,522.1866420765164,505.4690497857751,541.0220592798681,564.7778173978404
1997,618.6678463183341,490.43780035846567,626.6964735987638,589.7299346006665,500.81746581054006,563.7427857339734,626.8195899796663,530.5234315368472,613.3862933933119,529.1012297178038,523.9629685125578,553.8192560700099,557.7124146339276,622.1114505682066,484.0664959433599,596.6863496749884,595.7870426849071,626.1027692358871,391.6722944211729,518.3332090518531,486.30401297689747,639.510808461928,589.5754658872643,486.8615155513597,562.6749407896425,612.0118560136517,408.21427191039936,596.1963016562001,558.8172934892519,526.3842325195925,593.6697759548432,527.8738862361632,526.5178422399576,563.6565523594603,544.156500511887,628.4670769095305,476.24356238447575,599.0364863302784,582.912520892905,625.4825071371027,381.82374241388607,515.5828699192073
1998,475.2975345309824,571.7201710367649,540.1757807051815,423.52397989531886,437.77086187036383,254.11044176188423,664.9665341819822,545.7871650876875,593.3712526903687,495.6619370242658,431.59232970512744,460.2620901518221,500.7399082901394,438.23030032134375,503.0386659214069,586.2248225905819,530.7866825510717,489.27843911019005,415.78753278500665,429.10687955704867,564.9219900650202,550.8749113391254,414.5181099541114,420.7542450681652,256.8038034827884,649.6312659818991,496.7702938812756,527.7458727480121,555.0684533959341,544.0198813558773,560.686704395629,503.19166328221957,436.14637431002006,466.2055720699828,492.1629945856167,446.56875603069875,492.9778998532215,577.1726927599489,514.439617086606,486.82292267495586,413.12361662406187,417.8950709730956
1999,635.1436282135544,567.413124741295,505.0623794984756,444.3762118707069,443.29793632579083,470.82536283465134,612.8069849463636,479.11345858276286,795.166528241827,465.2556383794523,424.75502815741515,595.5733134575935,601.0139169783595,489.1116155029565,590.755979584321,555.3397807974181,615.7362732831307,587.5039752447644,553.6731337755799,506.01512891609093,566.2622466798367,515.304401145322,432.1454259097393,425.5752616791144,472.80306673639313,597.9393935505884,748.128777586767,468.2052215974946,652.4703509537665,476.02284112835514,769.0816410855336,472.7158563592609,431.1734166769277,601.2535179822646,590.4919895841036,496.34419758073943,584.5970913227306,547.3683967277477,606.1683622694211,583.7754117215723,543.3600161046625,503.78403822361975
2000,644.1046505458652,558.919771215131,488.48721394332154,574.4505709449975,469.00960452753975,541.6725935090865,424.40153423658484,453.1100482955848,490.3931058941275,412.4194357825311,607.6355487720136,608.2034584875762,562.2743278179927,577.9464751998258,479.9240464411219,527.3455596267861,574.8105212342432,533.1547689278175,438.8412796672967,585.7037550221833,554.9178238886091,496.66710906098297,557.153427574824,457.71487016449873,545.1725740121223,421.01130161517926,643.3309332599384,545.7146190385415,433.8190785952696,454.26820505197395,463.0357440680854,420.9405449832037,613.6546460959569,608.7507753433313,553.2793289270626,587.6421998296489,476.67123352841367,522.7743511247738,566.4843074702744,532.0815222519709,438.8072020188527,583.1743999972293
2001,520.5281815640628,481.80715328986594,465.01676038767187,643.7787299040933,336.7798589161189,327.40808517218966,502.98828763918493,588.1383325803741,482.0069731165294,534.9913491056361,660.8062537973688,506.9141163286916,581.8404635820793,671.1980914421284,577.6269885505235,486.13268305285544,575.508881211124,560.8011111076248,483.5722609233311,593.3950380296529,478.59027177648437,468.98501839894055,615.3523882773796,333.8777019553811,326.9785470992592,496.1455289024423,601.515869718209,560.2009965047773,526.5109379820848,588.2615874637395,461.37020714950387,540.1964814033283,677.578380671219,511.8622558389385,568.5783590087748,673.6781758076985,573.8408209281693,483.69858011139,565.1700302605453,556.8742817299467,470.9183711327348,597.744630224284
2002,419.9746443172918,556.2538159818316,483.2341970032706,636.1315466444042,473.8866974091531,464.03677151323495,568.7452254211054,480.94721842738346,502.0988767994286,590.0183730781014,440.5387986143969,523.8366471905077,503.0055782522482,560.7499358311447,503.7170546226499,702.9739487462364,587.0688068536372,555.4400108220177,534.2854796276981,513.5239722622853,555.1301049195606,488.88191027106706,624.5271410340033,456.49115657782227,461.801988161498,561.3017721565711,626.0536896840158,620.2037693369205,539.139782952019,481.9340525290171,480.3516357244696,594.1384908145117,447.8400022860243,528.922387674276,493.5994990176584,568.5751111466229,502.9245050348542,690.4886260129772,578.7064946574117,548.5037403004635,523.286364479461,518.0651204313112
2003,532.6542525980622,613.7757434197174,574.6375668848602,440.9693580650039,230.65813220909448,408.6339300155583,632.8066983361185,523.8613011468551,442.74502691923794,422.1723670167478,488.5570695952326,562.086386581365,587.1488110699956,523.1547100011198,434.0967368593546,551.3304165896409,476.6770445523937,493.14240373269087,528.7537028346405,494.1922861272448,610.120347637045,577.18315876591,427.34341589428607,230.64166352497543,406.9335226444415,618.9443841795619,573.1974479288033,516.0629242374863,618.557059414058,526.799999875603,424.17552381197726,429.99391063176006,489.81414757555376,566.9108746711898,575.6054694376899,530.2727713775864,421.4148303342369,542.5421075546342,465.2324558179473,495.93945088445895,510.65324163767593,490.4374955686199
2004,453.9190772781148,538.2605911827009,559.2447076195873,438.59660675908754,378.17629318845013,665.9995930877482,512.7410540078563,525.1681554971037,571.620886012905,663.7451023311532,541.9200209979232,453.01127517209807,561.7683077668898,558.9428076701347,457.57301696317035,521.0194110659211,558.9491714166378,542.8317766454168,576.8843081232861,580.0758883642641,535.1661029125139,564.0091748780045,419.95427500833114,366.3446931605107,691.2791703692774,504.51972884516135,392.18815716753033,294.1123176529896,589.381213387307,522.1660063469524,549.4378215164676,655.3583129185645,544.2050364754621,461.8392712996633,553.9075578280924,566.6333539759239,458.5975448204106,518.4709642593116,546.3912992886299,537.7766143757424,561.4937218575266,579.036502703629
2005,436.2304572304711,595.0078086983305,431.0296810211149,537.4866012569748,370.1493023453123,639.1722172426075,529.1471230161364,649.8166347593443,545.4070396805799,678.2659725059447,576.4301923446716,434.0149692815272,552.5220730703505,523.7380697225923,523.7815441453022,638.075260003493,500.39894503194745,598.6126727947232,529.7976404375623,461.1242885293585,594.0528012237947,437.391387422868,508.776398958665,360.15379066113775,645.4821484773847,522.0566576413105,526.9175981609503,529.0375116354118,490.8057815233311,648.06114308261,526.7036326515154,670.0136199443344,586.609394149378,454.16457266596797,545.2647912142918,534.3893835545423,518.792610534157,636.9363308542162,486.1230366317624,592.4326817808262,516.981095953154,454.2126389029602
2006,369.61319765262294,476.62355654831475,480.4560864016662,418.36458331165045,480.42663773580557,523.1401678136015,474.8948480540652,675.0202545354268,634.0238600709283,690.1381255000279,508.11063651266034,504.8823882796139,556.3718307119227,634.5923011680411,435.2042101520883,507.1189873850003,547.3311354848402,531.607481938503,399.2876161767441,550.4285454601142,538.2508201462657,566.7474425024825,562.5766110391405,394.9213223914815,603.1278041446371,610.0740425801836,457.0116409124076,369.69381112764245,520.8310553838319,669.9627024230075,683.1079225040719,660.2386095091463,545.5337974130423,498.74978591224726,541.8372893833629,576.7455713349281,587.9312633883037,471.80289543191753,594.5584603799193,511.3947431665478,509.98771989834387,574.6106286127451
2007,427.60313179809594,514.0679811004811,483.25646481208884,446.56979797648324,378.52535820906814,642.8236310446662,445.7109149684362,545.8497635477481,496.0273330326766,632.7218590986694,630.9117567385921,533.8837621382331,537.7494722004369,563.2666702646516,493.35053427132834,554.8777927022818,450.8693129615166,582.3566325238518,477.01752507807174,520.849999972874,536.2260290390909,605.9987460074169,542.8552711118834,388.91673833525635,458.78957947150883,565.3663698121836,508.505604738369,481.74636793889545,465.1209143712974,604.2119178988797,710.5364142671632,623.0634246600966,565.512040317326,496.5456299558546,618.8886456497256,571.8950441624854,581.7710489252207,410.3433934649763,604.671250783737,537.9341304355528,524.4094642162103,521.4063838965633
2008,585.9384884769098,602.293436238238,483.51077747309046,544.6695610732469,231.64703110865716,659.7216675326071,373.99171143093713,541.2474679573799,446.07163182404145,565.136744077207,778.2904859544938,523.6463771200696,504.2711929773301,441.676675879908,550.9126399367958,544.8896045978374,444.3754270788372,563.4076477934599,515.9834761382967,523.6181809537476,567.00871525547,523.7133809572796,445.03626413119576,412.56316399435826,377.98698143105224,481.0812656245802,464.0545536641391,616.407547417849,510.0774741738495,574.3163940834281,556.9995918165683,720.9770345849719,475.6754586597366,554.4870336145061,477.2237069478741,429.01566583176424,584.7528592286491,565.4912417491546,503.50349433128736,467.1445120505723,593.7727062194867,401.2299517560842
2009,565.9056567400694,495.5864668261624,641.9496893140218,571.7316126032291,276.0778333976099,436.4970400748803,541.4957651848985,391.27684333153076,472.74181644587975,566.6153109940158,532.0128029665236,496.27390258278007,449.8753646178642,549.3728426676665,504.7866928667955,590.0772133347159,421.15787376966244,523.8892322377474,578.7293179014874,607.126437410494,538.0518129753478,506.15350402818757,372.39170515256785,474.23438004686454,576.6532179672805,545.7136241771402,493.3959751502787,538.5219999825341,600.0534023554342,575.2209094629872,537.2106450918586,596.1464039902139,584.5191392661858,478.8233546602496,537.1025224612915,446.5792230852378,513.7767307466722,653.2185451722623,485.89865126461507,590.7938056267503,680.510402018308,543.9385988635247
2010,592.7526297047733,563.1587945616384,529.4604005453897,495.68500571486425,201.7974080163311,544.5241961062598,647.3200245531513,570.6905521710968,360.14084412313696,641.3315731996145,409.5074694952035,475.4307779747021,567.6480214148597,487.10719953105007,496.8273953523812,521.1995527562202,416.7447549000742,546.748527569399,546.7033457175872,609.2344293902696,543.1220956442476,400.755707990219,462.10549352477574,88.55119323522067,608.6319176019289,592.2692818494103,450.6304969503486,594.7867062292496,291.8261757340146,500.74618305764,304.3729063047214,583.5096333821781,678.6823229409757,506.9620032857217,578.2652025373598,529.4250772307055,467.5644647236044,635.5759973344103,455.29188843866154,621.924551452554,624.937973186687,533.2948622425483
2011,,478.23752482347237,660.1795399698275,433.8568866832463,365.3132624637142,262.1580428608085,558.9582231047921,679.5818996774767,460.33936365795546,555.4749019601245,294.25897192399293,449.4116354165226,490.8243713659032,512.0457400878845,436.27523346255595,473.4153149643116,496.4874073592508,475.9431967181275,620.8153665609398,626.0152095434271,518.7859003774947,475.21670431072664,556.7177730854136,414.59823027312507,525.4098584496301,640.9593097322355,433.3280656003052,577.5379134462128,459.3732015925762,584.9800286463023,497.68535590480474,599.6621823746881,553.4377688939798,409.3180265025648,613.1696186383472,594.9686410525622,484.4515169340036,570.7080310751817,493.509273405833,617.4363744582051,539.2141428425573,489.8500124991783
2012,,603.8753057070145,524.8837821127491,325.54739362950227,322.2513750203283,421.37548773514334,431.47016533428405,722.1651612759053,459.8815167457166,427.5704144965317,559.9175673295646,552.538554166409,531.2019138753762,411.7911380236355,512.7911407139508,518.3477132511796,549.7092146267764,636.0127319120458,521.0886913956344,634.4824648231279,681.4265896007078,694.8484481584092,338.9000966614042,428.12550816118954,524.2806842229882,652.9171416372325,374.3355452693837,389.2315357884992,528.1928983582071,655.8870467722254,639.1909100746661,588.254523446625,412.41926073820457,418.2958467452833,606.9041552032709,445.17570473662397,499.8285372229379,446.4931665307881,515.1186718782976,538.4575586277584,436.28366700773563,549.6597451585094
2013,,511.63350973180883,609.4358682287796,612.29389060651,397.8756677722863,498.19321031630875,405.30809346496847,621.1808833013208,556.7358802127269,581.0617224573961,582.2626025018711,568.5415816527433,548.0259250613605,687.4665791140483,473.9109792139791,589.3542316898487,510.8078601828694,442.4838377560688,466.76414298119647,555.6446507741384,559.3080354953531,488.4107216825073,376.612121563699,249.705582596665,405.170845681484,438.4904184221054,311.6265038334571,452.70903577860906,554.4333436861787,769.8192063307226,471.3939914639192,478.7041517883938,370.5344049952445,593.6504957792038,586.530102280519,442.15887689988926,482.33673208566427,555.2894994211654,444.0712386597763,478.426976781782,521.8725688427585,600.4920678506992
