sim_code,sdev,crmsd,ccoef
Référence,0.76,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,0.62,0.8,0.34
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,1.02,1.22,0.08
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,0.6,0.96,0.01
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,0.7,1.15,-0.24
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,0.82,1.22,-0.2
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,0.71,1.05,-0.02
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,0.87,1.18,-0.04
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,0.71,1.05,-0.03
CRCM5_AFR-44_CCCma-CanESM2_rcp45,0.96,1.17,0.09
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,0.87,1.16,-0.01
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,1.0,1.16,0.15
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,0.65,0.88,0.23
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,0.57,0.9,0.1
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,0.86,1.22,-0.13
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,0.69,0.9,0.23
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,0.76,1.11,-0.07
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,0.6,1.11,-0.33
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,0.69,1.16,-0.27
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,0.79,1.12,-0.05
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,0.89,1.28,-0.2
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,1.02,1.2,0.1
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,0.8,0.87,0.38
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,0.8,1.0,0.18
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,0.82,1.26,-0.27
RCA4_AFR-44_CCCma-CanESM2_rcp45,0.74,1.15,-0.19
RCA4_AFR-44_CCCma-CanESM2_rcp85,0.82,1.09,0.06
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,0.76,1.14,-0.11
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,0.77,1.12,-0.07
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,0.89,1.19,-0.04
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,0.68,1.13,-0.21
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,0.78,1.27,-0.36
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,1.01,1.27,-0.01
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,0.8,1.23,-0.24
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,1.04,1.0,0.41
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,0.94,0.92,0.43
RCA4_AFR-44_MIROC-MIROC5_rcp26,0.64,1.0,-0.02
RCA4_AFR-44_MIROC-MIROC5_rcp45,0.73,1.09,-0.07
RCA4_AFR-44_MIROC-MIROC5_rcp85,0.64,1.03,-0.09
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,1.01,1.25,0.03
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,1.12,1.33,0.04
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,1.02,1.44,-0.29
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,0.72,0.81,0.4
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,0.74,0.9,0.28
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,0.73,1.04,0.03
RCA4_AFR-44_NCC-NorESM1-M_rcp26,0.89,1.09,0.13
RCA4_AFR-44_NCC-NorESM1-M_rcp45,0.78,1.3,-0.43
RCA4_AFR-44_NCC-NorESM1-M_rcp85,0.68,1.07,-0.09
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,0.95,1.15,0.1
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,1.02,1.4,-0.22
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,0.81,0.92,0.31
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,0.87,1.09,0.12
REMO2009_AFR-44_MIROC-MIROC5_rcp26,0.65,0.92,0.16
REMO2009_AFR-44_MIROC-MIROC5_rcp85,0.86,1.11,0.06
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,0.9,1.18,-0.0
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,1.11,1.35,-0.01
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,0.59,0.98,-0.04
