year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9
1981,3619.2693103732818,3606.7816311625274,3545.642803124641,3497.5381264977214,3698.163532652294,3652.3720183648124,3598.8450385510882,3556.545619905827,3385.009727537158,3532.929512299346,3591.36526738529,3704.027410101887,3470.606163373357,3607.46107666713,3545.9061303220583,3528.7445759493285,3592.909535747587,3643.700553235456,3377.490864638173,3581.591386180306,3527.5447136592325
1982,3656.1062379120553,3544.6498577558405,3499.522052359874,3633.5848701377695,3565.3345627340964,3521.558218066289,3409.5264942425943,3573.170966106262,3555.354138970946,3517.755612094078,3571.579595347391,3571.990411926357,3606.4447446380177,3543.131023315524,3565.905537896583,3481.0270748430244,3403.522692130864,3513.023935159901,3548.3312791189896,3559.7924438019163,3507.540819475591
1983,3769.031645294581,3518.2552622476496,3566.69862823984,3554.0618162227256,3298.6651647290473,3517.466550204353,3415.236052381412,3422.7482496645816,3522.7527188656245,3536.405459901345,3465.2798373660626,3303.6817299263803,3528.3610893705227,3518.5611237622566,3418.2020068693123,3546.4648071779443,3407.74062093483,3507.6454388124375,3514.8408421687905,3455.4674896230126,3524.4680018080676
1984,3740.240809318918,3606.5935724073165,3580.574454876365,3573.5469873131606,3629.095190610467,3628.272480939053,3786.2804335228943,3630.2859316530344,3531.365245140428,3682.8860433427826,3582.174710084278,3633.409783303836,3546.4661175257816,3606.362940845338,3616.40454192246,3561.689995461797,3779.963426030223,3614.0074501948848,3522.8514824176896,3570.154907013977,3668.615513083171
1985,3679.629630428359,3695.064623314208,3584.4521999164185,3549.3161611824357,3662.9683522066184,3715.7493534389596,3622.1865792754097,3415.625139701761,3530.5278271539382,3518.1556236849324,3649.9907697178323,3670.7572215894074,3522.1440520494257,3695.1880706156417,3408.143637593724,3567.8776855231476,3613.8935386447597,3704.0987250522617,3522.060928593708,3639.644739617536,3509.2485021948046
1986,3724.3754630416274,3526.239457233251,3744.2997819036264,3580.2748237065484,3595.8724884668627,3543.902403419043,3613.360909254199,3535.8542739745167,3624.009877087193,3512.903767116666,3607.7385931802332,3598.8348610644452,3555.998617629176,3529.1860435210424,3524.3338039111513,3726.609147632463,3608.1813096179153,3534.217225144585,3617.5553258125333,3596.666346968196,3500.3945351482034
1987,3625.857585674005,3602.4263459648337,3748.75082180757,3447.971350687555,3560.2518057447865,3696.787822615462,3467.977768207321,3572.436038096595,3562.533862792001,3644.068820237707,3472.9835079940435,3564.0556267508277,3424.9839694506445,3603.9407474782797,3560.8471143296174,3729.1181230187412,3461.281140101073,3687.436420054965,3552.839811799393,3463.7068173403354,3631.5811476054437
1988,3657.4380059655095,3739.791997691204,3570.6804977222955,3453.5944150790724,3645.7105127761647,3735.2884151219773,3506.2295904197367,3555.5846204673053,3569.1793192323885,3583.038925665792,3641.4414907675837,3648.6976609975695,3429.364718067628,3742.245040098493,3545.3289767333563,3552.0923615004826,3498.2655856538727,3720.0610302451214,3562.6588714209934,3631.9952694486965,3570.8756185349916
1989,3574.4490088155126,3622.522427898106,3695.3803455998036,3537.0316975838086,3649.804110655156,3594.268581862129,3561.3381834759575,3500.0725358951067,3719.3873475040486,3609.2092228010624,3519.0628720182654,3654.7112266979934,3511.2768540791503,3622.321315446885,3492.290047612555,3675.9852740026,3555.194714243109,3583.1930817429884,3709.722731456701,3510.6030337554475,3600.1348888503867
1990,3786.493183349748,3579.3556064881022,3601.435639206823,3554.8540214650216,3554.611567168896,3514.7998433395646,3793.4874468545227,3531.0196434706827,3733.7188454961747,3530.039842303199,3675.9289626286504,3560.4222594768044,3530.9709236909866,3579.191130924033,3521.3599312276606,3582.717514403534,3783.539206011354,3508.144644905802,3730.092210325374,3664.760597053633,3519.9624628625247
1991,3685.1279295845525,3673.759114764353,3543.6766353612957,3573.9337907000763,3437.2017223837556,3459.5372382106516,3496.748404466382,3537.350910405285,3624.3401921208497,3608.786720060928,3573.437859820515,3436.9791646964604,3550.1969975025077,3674.8917591521217,3526.754718838865,3524.6813844937283,3492.4378017020754,3448.74715285112,3616.9705658738335,3564.2663673708194,3600.790574431606
1992,3612.4640113889463,3634.9669595587393,3648.892952488028,3497.061081705975,3641.5647958857403,3479.33547142944,3422.6960619460683,3491.5111418506467,3524.994816571068,3541.4744757837348,3456.5134285151553,3645.36930092447,3471.8624619269867,3634.9619400163942,3482.225041422394,3631.04774183086,3419.4153070568123,3470.112065315081,3516.591928189861,3448.245948490917,3533.0948627006983
1993,3720.9407766142867,3627.9548402271294,3520.471934555107,3381.402578483327,3550.384514619958,3524.4910139158624,3533.8439184528943,3564.4839666192433,3641.1508731424315,3553.3844228022276,3622.493355982864,3556.4240127122507,3359.905835016696,3629.3103019219598,3555.7907912335186,3505.6102896266943,3526.5582177343563,3512.916356336732,3633.4644159522977,3612.613723799068,3541.052738397125
1994,3616.893028214874,3591.3730855367126,3569.549304307126,3540.7988271094114,3521.2044854633405,3550.887695334718,3530.9013144636697,3545.217811723295,3598.852728547136,3656.0045285168976,3647.0192138294606,3525.5206368838503,3515.7631898028894,3593.2351245690743,3537.2640238757904,3550.89653309414,3524.500960044711,3541.4207355459653,3588.8308601087106,3636.4386846975176,3644.264352183239
1995,3676.71826400928,3492.216971232012,3641.6563042648963,3450.176452910588,3588.8997572020603,3541.192004010791,3514.0823577565225,3513.9500531843823,3564.199385466715,3704.732598468722,3590.738011320745,3596.611782181699,3426.61858681149,3495.6989201864412,3504.0859360573763,3623.681240339143,3505.405027984039,3529.368620453618,3553.4169263047957,3579.5551674409294,3693.564945323838
1996,3644.278103570286,3688.0348137135966,3662.3381845446997,3646.2845785363106,3614.553625319369,3493.7319587758375,3598.092870632714,3725.8527593445137,3504.984063524247,3554.742735054125,3529.3335792133107,3622.883366562333,3617.9786482843683,3690.432827068206,3710.656493656368,3643.8023164944084,3591.111854015387,3483.39086407047,3496.924575056025,3518.2777357039754,3543.6067102961033
1997,3661.385255726301,3640.126109505624,3615.792076510966,3632.589334312564,3685.7297583706554,3575.681140294517,3547.5578462689537,3643.441432881749,3509.0780177608935,3654.5850762448276,3658.843171437419,3689.231860926026,3604.9761229493274,3641.520680352499,3635.320327321818,3598.49487602987,3543.714380016198,3563.6666760050502,3499.586982709752,3646.797835982814,3640.88502901647
1998,3820.342551686438,3587.0087896580867,3530.9583253019982,3632.085999465655,3617.5400792186083,3644.422494074696,3615.7428539792136,3658.3422451308234,3746.42317527277,3754.0315994350217,3693.283517680249,3620.7796428604825,3606.493198526391,3590.279783615816,3647.388150597531,3514.5057802405886,3609.236248657686,3631.198996132026,3741.325621009998,3682.3474675047864,3743.8899264876527
1999,3557.849208789992,3515.8558055777376,3650.4730715158707,3530.74068118135,3579.210412227539,3600.7696301768983,3531.006777752379,3491.992310133664,3759.7053861826603,3576.835128990744,3630.514804223871,3581.7560602430244,3507.499079442352,3516.0938184837955,3484.85780819114,3634.570863376201,3523.2102736720835,3588.4383296424194,3749.472547190449,3617.939243335849,3563.9697316728266
2000,3620.5859405908427,3770.4160415026777,3597.612644738015,3527.450513062685,3492.1898480931927,3527.758891670502,3650.8306700043336,3578.958758451357,3624.006816605881,3461.6703532009374,3709.961234042233,3496.4418004966974,3503.127349424848,3768.8481779673803,3568.025982262152,3579.2595453694503,3643.1769704290673,3517.0314131345485,3616.6880831938706,3697.3296748266985,3452.3651243064764
2001,3665.5921822800597,3629.055498262581,3556.5096477609445,3643.725670946278,3658.6336996915984,3719.809942680783,3511.2028327571866,3571.4660769848424,3593.9253193264776,3677.308426470569,3579.765570538728,3664.972773873332,3616.4838973616384,3629.3563673976523,3558.625136482122,3541.9017761428895,3502.618924154911,3708.983341207769,3585.743754202238,3570.960020338346,3667.4413484836928
2002,3806.8372640453445,3595.459939395956,3446.327549257707,3585.61150002127,3628.1655188517825,3488.1299262485613,3635.7810463724004,3601.77281180959,3672.714147410254,3656.4195177957245,3485.23722389432,3633.224230082631,3562.902400832994,3598.0525133612937,3591.4573790870177,3431.498778831172,3630.1000014284314,3477.219361227468,3665.0012494738903,3477.499850018814,3644.322482505785
2003,3553.175486116063,3563.666568707131,3529.4760646035365,3639.8243135887838,3476.143146786297,3669.8571280568103,3712.2556170659645,3632.671095318739,3738.1117787925523,3622.774062629367,3557.449495884392,3481.438765086868,3612.9504612716155,3565.8941191672675,3620.696532327124,3511.4078708609736,3704.190697316581,3661.36424563318,3729.1194684849497,3547.915462242864,3611.836944254401
2004,3672.371112278995,3620.4639651805505,3636.457986287611,3736.5185289715064,3608.000336830421,3692.502522073948,3575.017498173016,3664.2662157026984,3621.586155676252,3790.672401506978,3671.3347738235634,3612.221943822086,3705.0577951322243,3619.8633815773833,3650.657857844631,3617.479570423408,3568.476210862172,3679.7247852847267,3613.114972831115,3659.100101291745,3776.6358830364925
