year,ref,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1995,0.0,-173.0482401997092,-23.608907166824793,-215.08875852113306,-76.36545422966083,-124.07320742092998,-151.18285367519866,-151.3151582473388,-101.0658259650063,39.46738703700066,-74.52720011097608,-68.65342925002233,-238.64662462023125,-169.5662912452799,-161.1792753743448,-41.58397109257794,-159.86018344768218,-135.89659097810318,-111.84828512692548,-85.71004399079175,28.29973389211682
1996,0.0,22.76960228187545,-2.927026887021384,-18.98063289541051,-50.71158611235205,-171.53325265588364,-67.17234079900709,60.587547912792616,-160.28114790747395,-110.52247637759592,-135.9316322184104,-42.38184486938826,-47.28656314735281,25.167615636484697,45.39128222464706,-21.46289493731274,-74.15335741633407,-181.87434736125124,-168.34063637569625,-146.98747572774573,-121.65850113561783
1997,0.0,-25.139101926097283,-49.473134920755,-32.67587711915712,20.46454693893429,-89.58407113720432,-117.70736516276747,-21.823778549972303,-156.18719367082758,-10.680135186893494,-6.42203999430194,23.966649494304875,-60.28908848239371,-23.74453107922227,-29.94488410990334,-66.7703354018513,-121.55083141552313,-101.59853542667088,-165.67822872196894,-18.467375448907205,-24.380182415251056
1998,0.0,-78.25642177363443,-134.3068861297229,-33.179211966066305,-47.72513221311283,-20.84271735702532,-49.52235745250755,-6.9229663008977695,81.15796384104897,88.76638800330056,28.018306248528006,-44.48556857123867,-58.77201290533003,-74.98542781590504,-17.87706083419016,-150.75943119113253,-56.028962774035335,-34.06621529969516,76.0604095782769,17.08225607306531,78.62471505593157
1999,0.0,-149.40940585398357,-14.792139915850385,-134.5245302503713,-86.05479920418202,-64.49558125482281,-134.25843367934203,-173.27290129805715,94.44017475093915,-88.430082440977,-34.75040720785,-83.5091511886967,-157.76613198936911,-149.1713929479256,-180.40740324058106,-30.694348055520095,-142.0549377596376,-76.82688178930175,84.20733575872782,-47.32596809587221,-101.29547975889454
2000,0.0,105.15083007095654,-67.65256669370592,-137.81469836903625,-173.0753633385284,-137.50631976121895,-14.434541427387558,-86.30645298036416,-41.25839482584024,-203.59485823078376,44.696022610512046,-168.82341093502373,-162.1378620068731,103.58296653565912,-97.23922916956917,-86.00566606227085,-22.08824100265383,-148.2337982971726,-48.5771282378505,32.06446339497734,-212.90008712524468
2001,0.0,-36.20971316914029,-108.75556367077661,-21.539540485443013,-6.631511740122733,54.5447312490619,-154.06237867453456,-93.79913444687872,-71.3398921052435,12.043215038847848,-85.49964089299328,-0.29243755838933794,-48.78131407008277,-35.90884403406881,-106.64007494959924,-123.36343528883162,-162.6462872768102,43.718129776048045,-79.52145722948308,-94.30519109337502,2.1761370519716365
2002,0.0,-69.80527203576503,-218.93766217401435,-79.65371141045125,-37.09969257993862,-177.1352851831598,-29.48416505932073,-63.49239962213096,7.4489359785329725,-8.845693635996668,-180.02798753740126,-32.04098134909009,-102.36281059872726,-67.21269807042745,-73.80783234470346,-233.76643260054925,-35.16521000328976,-188.04585020425293,-0.26396195783081566,-187.76536141290717,-20.94272892593608
2003,0.0,-101.59864272459026,-135.78914682818458,-25.440897842937375,-189.12206464542396,4.591916625089198,46.990405634243416,-32.59411611298219,72.84656736083116,-42.49114880235402,-107.81571554732909,-183.82644634485314,-52.31475016010563,-99.37109226445364,-44.56867910459732,-153.8573405707475,38.92548588485988,-3.900965798541165,63.854257053228594,-117.349749188857,-53.42826717732032
2004,0.0,-44.801246251170596,-28.807225144109907,71.25331753978526,-57.26487460130011,27.23731064222693,-90.24771325870506,-0.9989957290226812,-43.67905575546911,125.40719007525695,6.0695623918422825,-53.04326760963522,39.7925837005032,-45.40182985433785,-14.607353587090074,-47.78564100831318,-96.78900056954899,14.459573853005622,-52.15023860060592,-6.16511013997615,111.37067160477136
2005,0.0,-45.504398721282996,-51.35691308167452,175.75689038414794,-48.68159453540284,-86.67537479800467,-83.42342392596538,-21.97011204846376,-120.61290695273874,95.13283622008157,-20.486346684211185,-41.0612510394717,144.91411348697739,-41.59058166115847,-35.311184615253296,-71.70450395880971,-91.36344090944885,-98.21878114540095,-130.71019699924682,-30.168138908699348,84.14852243640598
2006,0.0,-3.2300677097832704,-33.13866816136442,-31.058830596934513,94.5999686250716,41.62152035504005,-58.45020015501768,-79.0783236497191,5.633836843388508,-50.64175572550403,61.23365354437192,-34.155087582443684,-59.212509507837694,-230.91169264874998,-133.07573902983313,8.796871968989763,-168.3268937659759,127.07752640172885,42.38272579442673,69.05264125481835,-26.11847988966383
2007,0.0,32.161314325925105,-7.319958846404916,-83.0804949610133,-12.549058940689065,-12.243914930128085,45.13175834467165,-142.17751106844025,22.605571552091988,-32.73839233632543,-7.4333191750884,-141.80804792427807,-30.814968614551617,-71.70694475837627,-114.43305411354913,-110.27300883615362,-60.388965192721116,188.80067870475523,-50.84454857832907,-86.235389565084,122.81595948886024
2008,0.0,-14.158262957296756,41.42042752342377,-85.85801488976222,-29.50333470402984,-33.66988432172775,141.68432500554263,30.297036004430993,-95.39631068420931,53.050746009882914,39.532932089462065,-156.73869304659002,-101.79224810027699,13.553855719569583,8.955639435977446,95.39307531667282,129.95994082719335,33.29094744712029,46.285216104312894,-175.31048580652487,-83.55344701710828
2009,0.0,-68.45380729768704,54.315550446418456,33.596059185972535,-2.1051018447133174,-76.67308067336216,80.71616951916985,-26.735194691954803,91.91311858451036,-39.03960119770181,-51.81444584592009,-27.346162234114672,-198.9469560467469,-114.0679496314624,-88.22645747650677,86.11840743105586,69.10123158813985,-76.30261402033602,3.874703503153796,-115.67714015057709,43.81170290419186
2010,0.0,-57.87965958176437,62.29470587568767,60.304041099138885,75.46140961046422,175.78337937672904,140.44777226661517,2.335527420542803,-25.42782198817531,52.61688635110659,-22.146309528128768,110.1603136558474,93.62319537539952,-24.762610646585472,-154.64182728577498,2.2093847325008937,118.2562385685078,-177.9579278703991,-80.59410974818366,21.006205365546975,43.772481346267796
2011,,67.58736946073714,98.85010524973677,41.16291894156393,-114.66602601395789,191.47961472006546,65.9066377014733,89.30374550827855,164.37562014638388,-85.63434692554529,-66.86485997108639,-5.609969506488596,39.978422213482645,-154.70036524826355,-157.063733728623,-83.16351736873867,118.01618927775417,-19.107468538652938,-1.220981419896816,10.34275715576132,264.84841180103604
2012,,-154.43151601245017,168.1390170331556,-136.911227040393,-90.90421065165856,15.670453829412963,-41.37027947762272,-46.31111500600446,-16.780337079182118,24.879506317340656,89.86413760315418,-76.34861915994088,-23.274728292599775,-3.562538611101445,-66.37229758029389,139.34658897884174,-83.66111339153076,177.72695473630392,27.113498421672375,-50.66398646978314,-143.6684407611042
2013,,-39.06241770150746,-75.52055865758985,-138.07023710880912,13.03964066696517,39.35309299789151,-7.982548658833821,-6.533477460060567,-31.72709793798731,54.963635319094465,103.01161095718908,-109.51413948105483,-105.6772525233041,-40.70330344208378,-31.13962014243998,181.50290861722124,21.4344094651251,127.25829813594373,103.91112261867193,-48.48588679050499,101.77606772678519
2014,,-28.965770158644318,-6.8713840816030824,-35.203404132390006,87.62684739417864,39.99947957441054,205.75208950919614,-8.415577694642252,-77.57083366269217,-51.357132420449034,96.31763115535705,-114.86355552663099,-74.63375324337312,-27.73574360357088,3.403418421639799,-36.758443381626876,77.86582269894052,111.44863824161166,182.25818287613356,89.55307612740353,24.400355434028825
2015,,57.53054418680449,-55.4440379933626,115.42755534607704,-27.588131074549892,154.7271455927762,96.15633774180651,20.86794625501443,26.135040713482795,138.23107855681383,-125.87346522121561,-100.98914881678229,-24.51293095826759,-12.20225644528091,-123.84647627140293,-4.808713833049751,76.90142803218487,57.75621109109488,138.71331281600987,2.1578651689178514,-73.53445596979282
2016,,-39.27521501958927,-15.40558218397291,11.927059739100514,-56.45295965629566,246.57750648077717,90.4841045625426,53.72250246488147,115.77976267016084,-37.23946766608242,28.553711453549568,-120.27562396204985,229.94904690893236,-19.87850779253904,84.15586508932802,-34.1769737562372,151.32164761524427,-88.88176563318166,288.3594276812787,236.5040208211867,29.411852096517578
2017,,30.132706053545007,-197.44031474382018,165.76265748464039,27.546970242632142,147.68765862033342,42.45128627667464,89.18624447627599,-121.5574040028896,3.352263947553638,-88.23357796295068,-54.54933248916177,-139.70281908130528,-114.40071370973055,-3.8857797899922843,88.06022509975855,0.06874928981915218,18.156848760841967,137.83425299122246,100.58937983885244,20.91645503693735
2018,,-71.48263183377094,-24.364820840846278,-109.84730097084594,112.71596942472024,55.67161459878798,128.53725775491966,12.081865579633359,43.893893006260896,342.3551240213769,23.794626394285842,29.780191774190826,77.40143266190489,20.16936869446954,-125.48295352307605,-58.7417851878854,64.57602863027614,153.28921844762453,-17.895859336141257,92.11335073052715,84.5257920008653
2019,,29.601593873391266,-61.88906385737573,-9.961044104424218,-43.37276939483945,-7.244154543267541,123.53494250897802,-54.26181569094706,114.59086516471098,69.12228754865282,-44.48611372940786,155.05398358390676,28.919288127990512,-58.78026069202542,-8.484582691612104,75.14245542038134,-51.00324353395172,94.10237411762591,-91.67730309484841,103.01216263238393,120.45538259995601
2020,,23.54237221808671,31.31087449193683,103.2737428208543,0.7901468497775568,61.50443044395888,215.2689047313611,-76.41518275416183,-57.617111469794054,-3.5136198843219972,105.73788037243548,-106.05606396689063,58.70429039679129,7.494717115554522,14.22913791264682,-116.04479797937938,65.36659635456044,306.1657420061715,-57.88569363969691,133.6297484955776,45.91428889275039
2021,,38.90054128385782,94.72923200753439,56.67483378504721,-116.9467184238747,152.59189532793607,81.90988777835173,-17.584581543883814,209.2693098359964,64.40782737107202,180.42772450928533,70.47503527127174,25.57426536313187,-15.703448969336478,15.947385235398997,-35.38898720705129,-50.50354740446619,73.20327196537073,-41.91583003355436,94.98506187547946,-93.84600003511332
2022,,71.96372501748965,39.79386274370199,-2.5977792995381606,59.08254481393942,-38.721090843368984,128.7044990634563,122.64855178432754,31.592695082410046,239.57714171249881,196.93396968279512,127.12458356943353,-2.452257627794552,-1.2840396722767764,36.25201400312744,-31.501281433875647,127.07917548152636,219.38998311109071,165.1191538367757,157.35696426701952,171.7017643689087
2023,,-15.070476162654813,221.72151952655213,101.93385012705585,-32.55172662894847,-108.49579885911362,229.96636369068074,204.26603410507505,20.460933236373876,33.39123670485969,312.88331233727513,139.59283212999435,88.2151017081087,54.175751923992266,44.49198100722788,31.831646184848523,240.5546748728325,183.63448357547168,-30.543438406648875,11.4311164413798,2.700342414239003
2024,,-40.96365857633964,75.02044644067246,84.00261837742892,128.61694255122165,89.27875654664376,198.65368279288305,1.247759089954343,-75.02954981831635,78.51059544734926,115.85125708831038,190.85043917806115,122.69576140297704,-64.36867980096622,-83.70690208275664,72.07631055612137,106.31884305540052,144.99493021581156,26.338248478145033,134.95028508655423,28.063981572490775
2025,,73.78917121315772,120.71813318919658,130.13794895623641,-36.233798424332235,151.05127351349984,-25.3440825073244,109.7208569533691,37.02486794345941,131.33916022674794,75.68431212920996,145.84604453942939,14.411973119845698,-124.08015351240238,69.93925972900615,129.22082572696308,211.48907316939085,178.3702998808576,22.256032343960214,204.08522511054525,-36.848218282745165
2026,,113.1570899146177,31.06745648396918,122.41162183781262,150.79556149247946,212.1447791397277,150.1273644183857,-1.2251037038754475,42.634966271509256,310.5264224025582,168.70818925059712,14.91733816251326,-88.68650668332202,137.69084834736213,68.14444392670976,-41.825403104097404,90.78502481743135,46.81626610136891,148.21270046762857,144.5298339029082,192.87820718820285
2027,,-64.58794808010816,164.42394674119896,25.542754990387493,-91.68251242048518,220.83770029075595,101.94740452129736,40.45407989627529,68.30040913555558,32.100656141843956,41.64809264620999,123.53096785623347,67.40108133991953,69.5980605594541,14.379655938472297,194.48824278633447,78.38917379213945,179.0684542602521,33.8992442847989,106.562942166634,111.35594316229572
2028,,-25.620541567016062,83.06698500342918,119.243731705149,43.69928554936496,209.94934242069166,131.56976654921664,199.33440348457816,-21.300678442404205,121.04815116112832,64.75860650324421,7.1238757616206385,85.24968832489503,91.86965343952897,24.69012422217338,60.16125616760928,147.2712163021488,325.8237317846051,-15.180792803166241,30.07330187739717,-63.04125825024221
2029,,78.51876372825882,90.12511474835401,127.85709270764028,179.9289542783531,81.15177379192528,30.43977815806238,109.1672544705134,144.81057351149866,107.59277844699,5.4475603631158265,-38.64385208264366,-15.242735988072127,239.7716476612013,31.319928423170495,173.77205532262042,87.94263166976589,399.2773128620315,22.8824682462905,32.11265909564645,68.16041124276262
2030,,-4.440332283573298,30.38727042219898,30.16897063925626,154.97207342979618,126.78354769826228,-11.767575084487362,191.35572419908203,-59.096220679178714,75.20867741432403,274.24863637572935,236.65845489051844,34.67332411933012,82.24578416021359,104.61541184444968,88.14930055512241,-34.84010483182419,135.6069009326884,127.88656195139538,65.78956701583229,80.85670571497712
2031,,-11.276318140764488,-69.86142793921226,98.74996378945707,267.3088401494874,233.71196546477904,-56.604882028419524,102.63754959159087,58.94137388760646,8.80344913281624,141.04847290908083,30.831189287423513,120.12581065007726,29.46600851936273,151.8053432872298,116.88425848000907,119.53141904380118,43.771871527688745,-45.44762806227391,81.41336644431067,132.88851342139378
2032,,196.68940212825964,-67.0581472018639,153.63811981635718,-13.977914587789655,166.685832205299,110.66761922491423,135.00353519775035,16.64496650268893,62.690346588603916,-2.509199771980093,287.6112361717828,140.89391255041846,61.66548698427232,157.94133849364016,117.92028794929229,263.5036353561877,158.62307380273342,14.191665284566625,25.294498584678422,270.0963683998798
2033,,-23.67987470904336,125.83616388695918,51.14886292642359,123.39407452846353,19.972697377240365,57.444072253314516,117.0979737353041,218.22267740089592,129.19426258904332,196.02128673299285,60.5648934225801,129.61921066602008,49.62074640340961,94.73734633790946,51.10405006009705,121.23877463545432,159.4411494677961,287.4704822621893,93.23082770420115,-140.6374749171482
2034,,120.90465048634678,205.37114084848417,19.933439796020593,47.32691345982812,13.49361839262292,14.76421007139652,223.445656962082,157.23593139233844,175.47890010487845,195.76048899683883,232.2227276336871,107.30128862293213,-1.5191489121157247,82.473968902249,121.44192235351693,47.271723591646605,206.28863176983896,76.01954399477836,170.3025303509271,232.85551380211245
2035,,43.936099681832275,240.84896165893042,116.01565446270024,187.5710419770826,39.99318222885768,-61.02202738557935,184.83888359954335,92.1717164766037,-18.654181291924942,17.789270763997592,-24.44178784989117,227.76404087336596,96.0878283288539,97.35894713878452,71.23322159311692,-137.54800566031327,126.70949784554523,107.52968406476975,14.832741032932972,-0.374513422736527
2036,,64.76483227927747,10.48948482529704,188.36028511699033,87.11203653866505,62.13650778186411,93.49770648287267,101.4448534886551,132.80707080628054,89.4854403147715,-122.26674895569431,158.150298122594,194.7610827879903,169.1563387942656,230.78918788063447,130.0652589827837,39.156880096062196,-33.817599220144984,38.67446868894103,195.01896407969207,10.330451180802811
2037,,-48.08451121525968,-58.310351224192345,35.09490756968535,92.98692431111931,149.82991311939668,154.26991448877334,96.10126401471643,197.8231979323582,20.251401854059168,139.61768145668475,211.5411145936364,100.97956433918534,195.52345251845054,124.42827166755342,225.07740124954034,102.30820688119184,120.05731261254323,142.9603921240173,149.95934360788624,236.1167025915015
2038,,-2.2099252303146386,104.26505061165744,218.87939380240732,86.29981068344432,143.32081079280943,-26.097688496027786,108.04025752544703,94.01500503599391,177.9403845221509,278.9650474994264,74.29891650217405,29.041935182813177,4.555564981067164,152.96128617876911,76.6521925422876,107.24963447026221,154.22529032733019,219.2136039840575,118.49661979254734,110.25985933721222
2039,,162.11376458688392,131.58332116393376,52.59512008369029,343.0316751719165,281.0965924769016,-123.71590541631713,100.78227920748941,147.19009140951448,69.62740541661879,138.0880438160434,28.395960006820587,142.05627257903143,-33.408864296832235,229.09755194518266,174.0705212664002,191.88015043846872,362.4417072105248,307.22394516078293,72.2282097761431,148.54011143999105
2040,,74.23723473710379,6.7940960389878455,118.03372074849176,208.64103836655477,55.37069203057945,60.60559841642862,201.2635250064195,160.13126451495827,244.03801215674775,127.50633235342411,116.8564622388867,219.35525094668674,40.50093659435606,158.24518570945747,42.009319440678155,211.45179153002573,74.0128071162676,139.33897883134568,150.85800716802032,306.44512913138533
2041,,59.44881055050337,138.2898248392903,179.8712164104768,80.83842038590365,113.04419152611035,144.86021914526646,129.08152669453102,28.226380192608758,141.35433344248804,133.74250367159084,132.62958902128457,156.25349687311382,33.14893389712188,189.47627518428772,7.554787902392945,204.5248717582972,145.36406249212087,110.89533416918357,299.4780976719935,321.0908604654592
2042,,91.20304225782411,69.81589534804016,124.40156699848194,277.29839674748155,220.60831178966782,194.7119436075468,148.43492847288326,14.62879353552853,154.24381073511768,50.1152169105203,184.1914969949812,217.20609400180183,16.73491893573555,147.62824615465206,164.6147274752816,198.85274303152391,238.13630212617772,161.75488027022357,107.73404004318172,154.23046047548814
2043,,-12.129847369285471,187.6459129787545,161.7598491160761,170.12510999360438,364.9976812450245,96.20456263864344,212.69826422382448,197.4156565273861,203.11911579825983,166.23292338694,220.94588299689212,232.68440031096452,163.17176382522393,160.53066620327036,201.56373901075267,70.02216540674226,285.15167814807774,475.33247166145566,135.3507568648174,145.63965929546384
2044,,10.555445422377034,172.0053003028611,171.43996967963494,245.68193796691094,315.3160138294161,151.96312534866684,185.25644422908317,207.95246550560478,-129.7596231075836,164.9224746187906,234.39043378156066,228.50062722592384,144.86742942024466,233.85272157629106,129.18280518006668,72.78651234288873,244.46103884072454,81.11683056538686,264.12022670953957,141.8380245447047
2045,,-10.247186117829642,88.20173697091332,166.80995000002622,126.7802272713925,132.68290923687482,-93.67932001960298,220.58436989714028,165.14994245491243,-5.838484096783759,219.475772768973,319.89585431779597,168.80332159278987,290.32409768698744,123.10968928759212,252.65943124659088,109.91835412149294,263.3559232399507,-22.717373561578825,344.220279032329,46.483669002134775
2046,,61.712409069922614,179.84223201833538,20.63364288322964,71.71621151481577,90.69298485350146,327.46253425828127,177.78876379567328,72.78495560563715,289.8970775810467,49.45424202305503,178.22178379938532,291.0255158053342,-45.488465289929536,343.7597396239562,113.51606498152296,267.4956584143615,256.30380036855286,98.67640907641862,157.58667634438598,44.34735293294807
2047,,81.29876595234418,168.85254929882103,144.30245969304906,128.7531701607727,333.871525332519,137.07279834153724,348.9164741054983,29.94785914934255,328.7844966170069,163.12570557614708,283.57382901691335,255.25031945790715,235.29297473671204,378.2291442593814,145.75407071116206,193.07785608409586,154.07606979738694,142.42710306763274,177.8601476721028,328.72162889432957
2048,,89.7733740439985,260.2060639027154,163.87319043442403,181.00502559331744,416.3212444963665,219.96811758758258,120.44111296756091,20.47861099758211,194.75037640134497,46.63356038896836,235.9443937269225,298.77710764594303,215.36376327401968,106.87007851343651,364.25709345934365,221.46062276393604,348.6882818144104,178.77338316435907,195.62693563890934,304.0112466776077
2049,,184.4814536333647,137.16772940663395,138.95533630847422,113.47824010338763,387.3205092141011,115.12593150812654,123.90486326041082,69.01906712321988,23.26657746707042,162.3763539030474,134.75113885736573,220.10851698812257,241.7908291386757,226.33397832548098,172.48164144400198,382.08611463660327,281.16072652681214,36.181346956725065,250.34409166593377,181.65484465607233
2050,,66.05710564384208,69.83797873539697,193.48109303394313,174.49337283762816,183.90130282773998,26.275182429112192,217.6934666743041,201.5986714973842,176.9617776852142,173.24619600306278,157.52372677803578,270.95373063802526,155.35326584397035,198.96044798777575,154.54016597062946,200.80245291179062,193.25516874315053,80.90037590387101,203.83770466210945,30.111377275441555
2051,,174.93790557357852,167.59609777458718,148.8527146341935,249.91774093044432,163.0909440431028,294.02168892253303,-15.848069202194438,229.18887922364866,176.13140375352805,188.78388574287055,31.867551330472907,261.9572195082678,15.266910567651394,251.42801557519533,308.8749357887791,243.80478938765236,66.18292692611885,118.99428990453089,383.46697263831265,157.5599666353969
2052,,34.52442109068579,325.7261362397726,272.77416674963297,264.5525938343949,202.03281116165454,156.7239986072691,282.1146158524166,142.0503336542738,223.83025407152718,242.71822787487872,236.4526990911122,207.13321051191588,150.52465789157532,231.9755279456581,288.14592648968846,309.9842920051228,267.61423638933775,128.68444062922572,282.13961302582265,297.4847322701821
