stn,var,rcp,hor,stat,centile,val
era5_land,evspsblpot,ref,1991-2020,none,-1,3982.578691
era5_land,evspsblpot,rcp26,1991-2020,mean,-1,3963.974021
era5_land,evspsblpot,rcp26,2021-2050,mean,-1,4072.43933
era5_land,evspsblpot,rcp26,2051-2080,mean,-1,4110.487719
era5_land,evspsblpot,rcp26,1991-2020,min,-1,3952.80794
era5_land,evspsblpot,rcp26,2021-2050,min,-1,4029.893937
era5_land,evspsblpot,rcp26,2051-2080,min,-1,4064.561722
era5_land,evspsblpot,rcp26,1991-2020,max,-1,3979.683606
era5_land,evspsblpot,rcp26,2021-2050,max,-1,4119.612576
era5_land,evspsblpot,rcp26,2051-2080,max,-1,4156.937527
era5_land,evspsblpot,rcp26,1991-2020,centile,1,3952.921233
era5_land,evspsblpot,rcp26,2021-2050,centile,1,4030.561048
era5_land,evspsblpot,rcp26,2051-2080,centile,1,4065.485856
era5_land,evspsblpot,rcp26,1991-2020,centile,10,3953.94087
era5_land,evspsblpot,rcp26,2021-2050,centile,10,4036.565047
era5_land,evspsblpot,rcp26,2051-2080,centile,10,4073.803058
era5_land,evspsblpot,rcp26,1991-2020,centile,50,3964.625131
era5_land,evspsblpot,rcp26,2021-2050,centile,50,4073.308154
era5_land,evspsblpot,rcp26,2051-2080,centile,50,4111.961333
era5_land,evspsblpot,rcp26,1991-2020,centile,90,3974.65543
era5_land,evspsblpot,rcp26,2021-2050,centile,90,4108.891654
era5_land,evspsblpot,rcp26,2051-2080,centile,90,4146.687696
era5_land,evspsblpot,rcp26,1991-2020,centile,99,3979.180789
era5_land,evspsblpot,rcp26,2021-2050,centile,99,4118.540484
era5_land,evspsblpot,rcp26,2051-2080,centile,99,4155.912544
era5_land,evspsblpot,rcp45,1991-2020,mean,-1,3949.44344
era5_land,evspsblpot,rcp45,2021-2050,mean,-1,4096.083801
era5_land,evspsblpot,rcp45,2051-2080,mean,-1,4218.529545
era5_land,evspsblpot,rcp45,1991-2020,min,-1,3919.933181
era5_land,evspsblpot,rcp45,2021-2050,min,-1,4022.402439
era5_land,evspsblpot,rcp45,2051-2080,min,-1,4138.020819
era5_land,evspsblpot,rcp45,1991-2020,max,-1,3971.649694
era5_land,evspsblpot,rcp45,2021-2050,max,-1,4143.712934
era5_land,evspsblpot,rcp45,2051-2080,max,-1,4343.340371
era5_land,evspsblpot,rcp45,1991-2020,centile,1,3921.325346
era5_land,evspsblpot,rcp45,2021-2050,centile,1,4025.445507
era5_land,evspsblpot,rcp45,2051-2080,centile,1,4139.867915
era5_land,evspsblpot,rcp45,1991-2020,centile,10,3933.854837
era5_land,evspsblpot,rcp45,2021-2050,centile,10,4052.833125
era5_land,evspsblpot,rcp45,2051-2080,centile,10,4156.491775
era5_land,evspsblpot,rcp45,1991-2020,centile,50,3951.466116
era5_land,evspsblpot,rcp45,2021-2050,centile,50,4102.057669
era5_land,evspsblpot,rcp45,2051-2080,centile,50,4213.359788
era5_land,evspsblpot,rcp45,1991-2020,centile,90,3958.171686
era5_land,evspsblpot,rcp45,2021-2050,centile,90,4124.258598
era5_land,evspsblpot,rcp45,2051-2080,centile,90,4271.178796
era5_land,evspsblpot,rcp45,1991-2020,centile,99,3970.301893
era5_land,evspsblpot,rcp45,2021-2050,centile,99,4141.7675
era5_land,evspsblpot,rcp45,2051-2080,centile,99,4336.124214
era5_land,evspsblpot,rcp85,1991-2020,mean,-1,3934.123572
era5_land,evspsblpot,rcp85,2021-2050,mean,-1,4108.269134
era5_land,evspsblpot,rcp85,2051-2080,mean,-1,4343.713597
era5_land,evspsblpot,rcp85,1991-2020,min,-1,3900.314312
era5_land,evspsblpot,rcp85,2021-2050,min,-1,4081.34997
era5_land,evspsblpot,rcp85,2051-2080,min,-1,4266.917302
era5_land,evspsblpot,rcp85,1991-2020,max,-1,3959.039349
era5_land,evspsblpot,rcp85,2021-2050,max,-1,4153.327404
era5_land,evspsblpot,rcp85,2051-2080,max,-1,4462.819393
era5_land,evspsblpot,rcp85,1991-2020,centile,1,3900.671012
era5_land,evspsblpot,rcp85,2021-2050,centile,1,4081.705827
era5_land,evspsblpot,rcp85,2051-2080,centile,1,4267.192582
era5_land,evspsblpot,rcp85,1991-2020,centile,10,3903.881314
era5_land,evspsblpot,rcp85,2021-2050,centile,10,4084.908531
era5_land,evspsblpot,rcp85,2051-2080,centile,10,4269.670101
era5_land,evspsblpot,rcp85,1991-2020,centile,50,3938.255712
era5_land,evspsblpot,rcp85,2021-2050,centile,50,4101.893757
era5_land,evspsblpot,rcp85,2051-2080,centile,50,4330.873464
era5_land,evspsblpot,rcp85,1991-2020,centile,90,3952.947236
era5_land,evspsblpot,rcp85,2021-2050,centile,90,4150.14145
era5_land,evspsblpot,rcp85,2051-2080,centile,90,4462.78361
era5_land,evspsblpot,rcp85,1991-2020,centile,99,3958.430137
era5_land,evspsblpot,rcp85,2021-2050,centile,99,4153.008809
era5_land,evspsblpot,rcp85,2051-2080,centile,99,4462.815815
era5_land,evspsblpot,rcpxx,1991-2020,mean,-1,3946.221609
era5_land,evspsblpot,rcpxx,2021-2050,mean,-1,4096.22904
era5_land,evspsblpot,rcpxx,2051-2080,mean,-1,4246.994801
era5_land,evspsblpot,rcpxx,1991-2020,min,-1,3900.314312
era5_land,evspsblpot,rcpxx,2021-2050,min,-1,4022.402439
era5_land,evspsblpot,rcpxx,2051-2080,min,-1,4064.561722
era5_land,evspsblpot,rcpxx,1991-2020,max,-1,3979.683606
era5_land,evspsblpot,rcpxx,2021-2050,max,-1,4153.327404
era5_land,evspsblpot,rcpxx,2051-2080,max,-1,4462.819393
era5_land,evspsblpot,rcpxx,1991-2020,centile,1,3901.265512
era5_land,evspsblpot,rcpxx,2021-2050,centile,1,4024.200398
era5_land,evspsblpot,rcpxx,2051-2080,centile,1,4070.106524
era5_land,evspsblpot,rcpxx,1991-2020,centile,10,3921.550471
era5_land,evspsblpot,rcpxx,2021-2050,centile,10,4050.428752
era5_land,evspsblpot,rcpxx,2051-2080,centile,10,4119.70198
era5_land,evspsblpot,rcpxx,1991-2020,centile,50,3950.334686
era5_land,evspsblpot,rcpxx,2021-2050,centile,50,4092.810272
era5_land,evspsblpot,rcpxx,2051-2080,centile,50,4244.028475
era5_land,evspsblpot,rcpxx,1991-2020,centile,90,3966.117952
era5_land,evspsblpot,rcpxx,2021-2050,centile,90,4136.568978
era5_land,evspsblpot,rcpxx,2051-2080,centile,90,4373.532584
era5_land,evspsblpot,rcpxx,1991-2020,centile,99,3977.755467
era5_land,evspsblpot,rcpxx,2021-2050,centile,99,4152.477816
era5_land,evspsblpot,rcpxx,2051-2080,centile,99,4462.809851
