year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,470.0472867128381,501.9238763015176,433.29383544504515,472.04297981936287,526.4885786015494,518.1484247540637,442.14057096770273,551.8357683008749,532.7226315467375,485.01676734136146,532.2552252727954,464.6553137666923,486.50392805687864,493.91430122530016,422.2005949301135,463.897900711405,385.31284224483613,466.1015523497009,481.04380249129065,445.9368185310795,501.45299794725076,419.48168258226224,521.8442760526543,509.14472480581986,503.1602792723405,441.2688933473735,485.34105813890665,515.9536733559161,390.8970068764856,486.02710508523546,555.7764161512913,457.6799858185438,422.9178426638792,543.2057621700927,456.9108243804809,379.5860848926348,457.1358518030402,493.5138178289714,463.8912667649326,491.806479809656,436.0916570444151,478.31278525093825
1992,443.83407908312523,438.99364734793323,400.4148940743056,513.6125787885949,413.75813638277975,531.9173401114451,432.3780808808768,536.5699715158102,342.6742931913069,492.5468192641478,494.06808434015056,393.2435045038045,485.7583727124119,510.82713078578985,442.0149644500037,524.4864016301306,482.2399659537671,438.6951137584138,424.67530673206795,513.7202726834706,435.22671428949826,390.60883951164834,412.1058553241622,521.9380995929935,581.6383894761591,431.95787066119533,635.7532172036972,333.09272059560186,450.42776162349475,494.05209103846346,544.1492566521823,495.5833742799111,439.8762250052906,506.8619002579438,517.197598139708,479.843875204785,387.9743479565861,488.9197649869157,435.7557976577969,507.9159696003813,502.67457147057377,422.59316200090564
1993,482.25053192972763,476.8184173086643,414.1105481797289,468.5837560469356,379.83470088356404,558.9958231710841,505.0948383780468,485.8500405359656,440.84288416562936,452.88199467053204,464.3549986315069,425.64272805107964,424.4760095832689,513.0801165324864,473.73663461323036,446.680109988223,418.9401012530553,417.4458890507363,447.5788638574628,448.40577840900846,472.2193274537468,403.81521256413026,379.96661382004197,545.598859388648,570.1104309644178,504.361579862031,567.4812955531359,426.2439744832479,445.3049915003971,453.94587714028006,493.97482207730866,455.06280428679355,470.32762270669105,472.08068587394087,438.27967964823137,411.97837223925995,419.9235603881981,431.22769264306584,414.76044669007865,509.16409864555243,438.563662744435,443.277177148307
1994,529.7004465734832,492.7199695831043,267.0084098772751,374.130571653397,436.21234603385994,536.440283271074,395.8657842931615,513.3121400798065,501.7299248247058,428.6764012275784,466.3465868421547,464.43107222652355,450.0714708843171,430.4364138446196,451.7829943553136,469.5065555399249,413.90706908607996,403.61665548584654,463.2849964604133,411.48897150263736,490.6238447607061,262.8339639189838,436.7438620913873,524.2278566810562,510.31335328954606,396.1763024944093,447.33123138059324,480.6132981756778,443.70814144389465,431.2269804071535,517.3935326231305,364.2650676292816,450.4180993102594,477.22103585864824,463.23668621944137,410.2482458634121,458.4045597323753,458.6720807837319,401.53039491231084,428.34245480365826,402.88797770043715,460.4385701670725
1995,545.099951346072,447.14776216715853,372.77099124594406,486.78096776157753,402.46457253490837,500.1256138123975,490.75041713147226,468.93014830714645,355.6082991809477,525.7330666038345,509.1822485853187,468.4303155145192,387.25139033404747,386.2048549692601,483.9408284357186,495.34194337520347,467.6167272845175,452.0725861104556,493.492742378317,390.2766251751379,443.3721788272123,363.088171852359,402.8974929409714,491.99109877556884,488.3826656352868,492.2002511661986,553.1729792302779,344.7949605157838,496.21240972411255,526.5699439995773,475.29230175233505,474.2350674980492,480.8119524737885,517.0621400502182,486.6837598951829,463.5949519996212,463.21550744289505,393.34652327243026,449.3082669205043,386.6560777959926,383.9183253771402,492.0153936432572
1996,495.227194574935,396.7938005977317,216.97724271976574,365.1660808821169,444.1308046782676,539.792410558427,566.6242461548795,423.79970730146846,378.8867762331857,511.6023410649071,503.63200385936506,418.8955064176602,420.67685060622284,466.3502782268245,409.8601361174372,420.3491335367603,352.2586562321616,457.9722211870869,482.94957173646617,453.35793012684366,392.1830617896855,214.83770627393778,443.7305953509608,530.5251618649082,495.6905781727283,569.1093771405397,391.1693450708999,364.65798091255994,451.3847105719942,513.4437728294489,427.63140644859936,350.26362028484635,410.97953503174824,511.5839456488854,414.16743896732663,347.57656304047674,414.74601505164446,427.24666397536373,454.39180273694114,466.0280025501128,443.0758101034454,477.1147714402746
1997,489.17289797966805,429.6952260618334,381.0813710063131,488.7703532201088,511.6467585573627,521.5826149747452,496.42875732083223,528.0513473940333,517.3868683971344,443.0237416304349,519.3944078484767,469.1854793991639,484.01461530644264,499.71339079030963,438.6782087946332,484.92904168258707,394.2660249056445,508.9558324431301,415.6992912117281,343.0230014343932,424.6070355167304,371.6376856535341,511.8961400389065,513.4574655467358,486.756880607265,496.43100257644033,465.21457848396636,498.872415256176,394.3264648960466,443.2193242445247,531.8041692151082,475.28402687132177,437.29189121174585,527.3907024658696,475.48783669942225,389.90212751162574,462.1162189847488,492.07929465713477,507.0231961840126,498.3790421572087,332.8442910541346,414.0501634576013
1998,423.09507583674326,476.99116071942996,348.6542537218803,490.5388643532054,419.0053533898202,495.55487332166166,268.5782858931875,494.42526903657443,385.42453250036783,466.3679145204189,425.0419644778255,415.6097921454217,425.4323104934022,470.4748660027361,380.2306555549361,451.5362622731931,399.10099965309945,417.33809843956493,376.1678836615867,387.8033496077406,472.32192559407116,341.54650398486416,418.34438426978693,486.8000082944467,478.33856369453525,268.6107386166802,498.9191325131835,375.1357799500781,437.97116656002953,466.863045981378,499.59006153811976,471.8420569558916,380.20680250595916,433.71906990894547,442.7453855294208,393.98027127974956,410.98841230309216,432.98571202859574,415.2420857628703,467.98714669535,380.0576205151015,374.6689257127425
1999,496.723180920725,479.9315434125743,346.878309604254,630.830912362141,464.6790957062178,541.6012199601771,403.8780397213774,411.21702948605184,374.3579419639521,421.0122071295197,415.4127785533071,468.5791554163636,415.5421580487167,449.2052271713401,488.174167419364,520.9519615897663,485.56956768435396,466.8053563795814,423.64324368762294,456.5096024546293,476.6693129254132,338.5635140310438,463.2222352040833,532.7326643590881,431.12246967362717,402.3882411626798,586.1729686967019,358.58580399196677,564.8852611247614,423.1866749513888,416.3844756606021,615.0437126140007,486.64576461142366,419.17396288986725,513.8282212502218,481.6029947678336,461.57153139462747,422.0065485804221,462.69267988068816,446.68404903892076,445.568436598108,420.96740767379487
2000,524.4091404695006,490.4825323920409,316.4341744005325,459.3801080076102,475.28530346459354,436.89747263538976,469.2511811660716,392.27645261840786,477.70002505867603,451.7378988393642,520.3187575843109,444.91207500785333,470.1964238593681,461.9151352574362,500.602871181145,484.76690093643924,414.4971125038279,451.25444652146456,492.1253648844787,371.7181956732357,485.2732917751447,308.9798149179422,474.2346996866881,431.4050066689274,468.7744260881967,469.47909661333495,467.730687063645,458.1120058103651,496.12300998049835,453.82356239938264,395.572604512818,443.2325253607139,499.25387330899576,528.2800889705601,478.3526770536487,412.65478490829486,440.5288288887065,477.3750627635792,447.78105616716124,459.9161280523022,363.5793434681897,489.0502702846097
2001,472.1859079622446,418.6072690851256,346.7019356765249,431.25876813348225,413.75868062875315,442.9319603000625,387.63935153307426,502.2035691137261,548.4076152435125,493.0822639160177,503.027550955274,449.0259705439626,550.0456074177596,408.426844671716,417.7352122409171,457.1812324883518,445.1084817694244,460.870963719424,477.51844557370055,420.8630366887851,415.3753357739763,338.20889646645713,410.6797385284295,435.4101023090761,510.70687273784495,387.09884234815513,430.27977403827526,527.9854523576819,465.1481905924308,494.1744960686202,507.4860426525004,417.3848792189113,416.32758439420377,513.5894293968997,451.3913247410538,441.2075926257236,443.1003583040568,555.5428784327706,458.679781265822,407.4717948874944,411.4157183333884,477.20038243053784
2002,410.6011386401543,477.6820977089542,416.21317652705,502.2388411934857,412.2510054928258,438.17002936658446,411.7128553249924,538.6437555716898,500.6884806470456,437.6736940771174,428.1803938820705,441.73116201225,485.90376535725,518.8296485263203,433.8896099623784,512.1346408979188,433.4503386215898,460.38127801502316,441.66109863813546,449.31094411505114,473.50899089841283,405.8479834404321,412.37252137050837,430.979316495027,470.5404796995526,410.6506918633919,481.1187685082687,482.6416096294657,438.13281246326835,438.25630974657923,545.3023951704932,486.1525496650018,432.0661929401182,433.6942391226925,506.3653998613452,431.2010015619871,436.6550322004228,493.6124648498838,456.60948004713583,515.6696214801265,439.3672684141989,441.27024389794525
2003,489.1653005661974,506.87073185112905,260.891007160217,428.5660710635133,429.2492485297533,439.120523907997,358.3979800504645,450.35026667649925,427.7968977189121,467.6786449900401,451.299349844132,493.507068860718,422.60288062164517,478.33728570710105,440.2812722933114,435.59443796029456,389.73260293276024,439.0280983317691,438.04229178666606,438.66134531070605,501.9103360247769,257.3862853032981,428.76253581889597,432.19361375750753,472.3542355440122,356.804850700377,401.30903027606473,411.553834632052,417.8743064527192,468.7614736614835,455.1573513314713,416.1183196096102,438.83977585871776,456.7445084378378,429.8066602770418,381.65269564933976,486.3246810453572,428.03396274273183,437.34933621307454,475.13350624844423,426.9123246842302,436.063873155649
2004,428.45537890356957,479.1748834635173,311.8476333149799,458.8736527226405,443.3442919756093,435.8940584619907,480.14185139034134,564.2682617378301,410.07673088300066,474.5047176406313,419.96891039524166,488.67129929051674,469.0953698202425,440.9344261106102,384.34095825978505,463.2837061354556,392.15082668904586,462.939039552635,473.7973989173265,449.9472318007115,474.84164377449196,304.2887168406971,442.8806901431938,429.8220742580416,377.6410430185642,481.3694400422838,413.16825990720594,393.11486586758616,366.4200118939843,475.28996174760186,568.1458712480068,447.03832845842675,383.6589754059608,423.7506736848628,455.7342620251896,389.2101257934179,483.1094453712093,476.828676291357,460.2446330058459,439.17291662921764,440.48844632882344,471.46932090715273
2005,428.8773833369852,490.9753780778211,394.21252606930904,453.62739284291274,373.80020757639466,472.70202332092725,479.19922739029994,475.79475227625943,393.2532955155793,519.0548751531325,465.9373339735379,443.5494932944598,429.4746937219121,518.6804285388516,368.751728901826,453.4328485963522,411.6062841505652,491.4471504947616,408.3682290456236,457.6104676415668,486.5268535395951,381.15707506179245,372.64965830511363,466.69913074812433,486.12090044320956,478.81555689898755,435.1084781939544,378.62527039215325,447.66881043145247,520.2664055561035,482.26608057837024,439.4668398833847,371.500791210954,472.3077093213624,445.4318720726944,408.53853635167053,437.8210672704828,435.2659177916007,487.5275275633086,516.5028375218709,446.2020510898686,406.1753005100121
2006,412.6773980687699,417.08574365022633,351.2199519486105,492.26603822858317,430.5496050053815,471.86115466863953,453.0650097571142,520.6559264437091,335.2608475362452,536.938896750718,496.1816638836778,457.1037367315041,500.9505361612586,428.18290160913466,424.9063211216607,496.7216903325817,368.43585394735186,457.5116948210114,464.31623810510877,404.5633263170164,438.7205022555881,366.13945292536397,444.27182226303444,534.4176730261293,423.83684368084863,456.37353402048944,505.38343850667763,498.5578186504253,390.02322320637995,522.9139208728544,540.0436307142589,537.5316721961128,388.19739616076447,510.0608024482178,523.8991263966778,450.142703462074,464.51761882638993,478.4233300804571,434.87020667337424,404.3626088270141,427.916601007947,500.97675686600434
2007,420.8406801933382,463.77040507484145,285.1676926904947,418.1163346451794,381.62055930233373,420.13452046724757,501.2452295589381,505.64592611135333,329.7317057481455,476.78043250260555,603.8501537769374,423.9963933958481,487.07997853777215,470.65987440133057,459.8771572817122,393.9054867082325,423.03992779282817,487.9288248765584,467.842924561689,418.9479763372577,461.36526703591767,293.9902063817355,510.391362711315,532.4304642944522,414.5891704752768,427.3942163044557,418.1943970242937,473.2845921716814,356.94762909931706,497.91046592357117,473.21456412157823,490.0630010627088,444.6474462758435,462.872857831672,494.6342362019092,488.7892235576513,494.71607330550665,469.2694650890345,430.0626223990617,370.79536882292746,444.4347198056366,458.24953983225663
2008,488.9259891808148,485.5924701073672,237.6072530473324,373.035290716408,415.89365931642516,377.57408833063255,495.82350689423515,452.31553126564626,440.1961425235374,490.8915663523491,609.7924477113319,438.31951373712263,407.9125871186619,472.59267615891457,423.5566330270033,393.4281477924081,428.33650823519866,487.23529976495456,444.78540888885755,445.7544465083207,486.79144192187954,304.14788429616306,432.41998145186835,535.5366929293682,469.18871950390616,315.4107559837108,423.32654211643376,371.0197229744386,401.44372212234146,481.8902543522395,473.0077657609901,445.5497452952027,457.27866693536146,397.62939198854116,424.4127318926349,438.11115552532874,425.74009633191736,383.130386251769,409.28328474536187,456.3238925721977,490.4760625568673,385.014452087717
2009,489.0807241293533,413.6958434328551,256.81637867039154,382.7408404590786,456.83857757761956,471.26845192589917,363.2537884518999,458.1816959906365,495.38093458674894,415.0263605964732,411.9626126839314,438.1382624219073,442.4037433288036,504.6321955883996,389.9286067227484,388.1360556595432,422.4254768651101,419.0248481024615,506.12198890673835,477.12754215297167,474.26205014908027,385.163961946865,407.28954363835373,509.0991496547413,415.84664348958336,471.09869743069146,538.771334748472,376.9906146417554,479.52686283434883,480.5697089498553,500.0343776416943,485.6923347714311,412.6051851355324,482.34896292935247,420.53631273277625,399.6932592977832,483.3874479977012,397.687728768393,469.344694393455,532.72064274432,553.2575329326586,460.0564935385503
2010,518.0696215033645,482.2644266481425,231.27591561260937,313.6741025428092,425.3207701730853,489.66336859898934,408.702048090884,501.91471977134364,380.2143819358258,471.6607790718296,388.4403042681345,475.2769424531344,415.525626298051,445.5463170231212,385.32570171676167,367.60777114677893,400.61833280726876,484.71267235633337,465.4601722056522,492.4860114529103,443.8827039486269,155.31406369575973,380.87500408662436,466.7386128508731,510.1052732332113,449.7155966110297,326.17684041865346,432.5482390092945,489.2138213727783,420.0388629220458,507.54862394787943,349.1290095493871,404.5831288052967,477.1335069824188,364.0382742518398,379.05205202675234,457.2369805962497,454.61781976002857,524.9340189036892,532.0814675135662,513.6014352458272,479.1857176611129
2011,,451.6585272017634,286.24434007503584,391.24113499220886,496.9350656341401,468.0198947833996,280.08605569167537,471.3598688263031,374.83829915299225,571.5834487843938,294.98929946549464,416.1926387930461,419.30172650237785,416.28869419032327,381.76271393251255,427.45732319822764,373.3544217826679,389.3120147090082,526.3890786418211,512.5582118260324,452.43823625028364,343.36128034203455,400.0419678928387,507.4721949417488,514.9103686127106,449.99294642580185,390.7059226415288,398.32127820961426,433.4981651032822,444.8616523972393,488.93783951282717,482.4454735843743,350.3936798752772,537.5391663752597,435.55977985044257,411.90413908521424,497.92601094812,493.7690842473106,502.06216089869963,471.98543267699597,418.4973108474619,417.7727306994082
2012,,496.838813518412,343.50764948966497,414.6047498658266,408.2673301877854,400.15182043806976,380.7013164162868,354.77384339439726,278.73109709241714,544.4713097775222,445.51857670508576,467.1624860963283,367.72787449517574,436.139520068182,464.3489976944878,466.68668133067524,408.24307994539663,509.20585601324643,523.7508778362471,422.2275104758928,532.0601332354806,344.148382230348,531.7278269537524,496.356219495003,363.7048116450519,400.36078506720673,462.7351324559544,316.2159269855542,382.25077711555997,504.13658914802943,474.8878965210992,544.3323472909672,408.98132162822634,452.87048152213856,439.95568250297777,413.7288750377628,512.4701631667065,366.5128651798255,438.1265220627932,387.9847012982977,377.4197749955171,473.2058263367923
2013,,452.5832595697372,324.0257803921756,463.40027870254306,504.15628877834666,414.73965885855085,445.0108128096333,470.3518871499313,368.1501245979664,497.6040205611258,504.57045172560595,484.69120367843584,575.7142066984313,487.34401595925766,452.35718073900495,419.20546681573313,364.83965321891475,441.216464712961,473.07430194229056,387.3807265279215,486.9482195021258,186.92450031409882,377.7200229670512,425.995430863019,416.1801118652855,314.49527590526804,447.5119000712595,302.3539514938333,332.5661599714478,564.7565947996717,381.5199221225888,431.25266693344247,468.2724203073583,380.2794268405179,394.0236089412015,396.515509865654,463.56328982476106,388.5326726040007,426.40882898065104,452.1622242253394,449.182797112712,486.97535629987823
