year,ref,rcp45_middle,rcp45_lower,rcp45_upper,rcp85_middle,rcp85_lower,rcp85_upper
1981,0.0,-35.59302711351631,-121.34923213576405,49.36380928074993,-32.334111696366634,-126.06183696452365,39.42183821251842
1982,0.0,-27.105579033867276,-177.0536222144603,90.46508332376106,-29.63536393200769,-182.2403631172968,79.65029390422444
1983,0.0,-23.68325889159287,-133.78778819334394,26.31091675790833,-31.16216771235094,-149.6676638562219,30.09898608816178
1984,0.0,-48.59891221261419,-212.7766898954356,47.409454489344625,-52.88686901056113,-217.76458598504468,47.634028756201474
1985,0.0,-46.63967725201227,-161.76236573213328,72.07622562312554,-46.27379093751416,-169.11334935363567,57.8720847567447
1986,0.0,-38.64378867213254,-206.9824306061921,59.66762995424267,-36.68492313395141,-212.02981643269146,59.28218956070009
1987,0.0,-16.61698381868028,-132.99040287558154,101.57162729006222,-10.92518502414548,-148.12612232981974,118.23724565247653
1988,0.0,-27.236496054015884,-118.0280018632688,73.37230560748822,-19.914483972055642,-124.29177561569662,88.88805335954714
1989,0.0,-31.29897372237376,-157.54640436681052,89.38408519147049,-26.802740096868558,-170.18559286615152,75.45241248579316
1990,0.0,-38.51468342512988,-165.0066168526606,90.13073865624165,-40.957831491766676,-172.39661479013688,75.04078740366162
1991,0.0,-0.85720246875198,-94.7778187848794,71.74510727115933,-6.845185027755476,-100.50457613708073,75.68575512157577
1992,0.0,-16.2698779188097,-137.41636783840863,56.47931048609462,-6.629415460174892,-146.99794043411367,155.66255617398167
1993,0.0,-24.12464875023086,-100.2559601461515,78.90516214136858,-17.92389794690012,-100.12404720967356,90.01976993470225
1994,0.0,-39.51336539435801,-213.08225115244045,56.349622241358475,-38.415318291207946,-217.25669711073175,44.137195651340676
1995,0.0,-28.294760981932253,-124.48236184876782,45.642405574118925,-22.416914630226305,-135.2957005139317,73.08231820056233
1996,0.0,-46.92878217510616,-263.1134183099498,86.533585125164,-47.748030790746085,-265.25295475577775,89.01871611082413
1997,0.0,-12.957696167646738,-137.0676595953223,47.96068636431778,-18.723754061976447,-147.24636997558093,51.7135081853927
1998,0.0,-59.33925630518645,-211.51237513652802,15.464212291946126,-55.14226102085681,-211.47992241303535,19.49940050840422
1999,0.0,-24.049633779646555,-133.21235142546152,150.7402513324255,-17.831618707839873,-141.52714699867175,134.95305158428516
