year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,0.0,-35.52876833606712,-102.58620415599017,-35.64460015026202,-30.24550213580227,49.36380928074993,2.925040661825051,-22.511742556522222,-19.003550222649324,-42.16854636239708,10.94238591983492,-73.31570984355528,-58.253126292549894,-29.889370234921728,-57.816063804486646,13.274387297182614,-121.34923213576405,39.1703540040869,-85.5121003405323,-78.11897574898916,-39.336878491175355,-113.57050806039723,-30.54041420984862,38.093134775454246,-9.211861553534163,2.6223229706371853,39.42183821251842,-35.17325278111923,-2.6024408468493334,-41.54705826112183,-15.365176847366854,-48.99316643391154,-59.515771905083284,21.637317590149962,5.373933595259302,-126.06183696452365,-78.57458151427772,-49.567304177320295,36.236841922651934,-31.726186627257107,-86.92327939046135,-86.02612832248946
1982,0.0,-21.887518215245905,-177.0536222144603,-34.076627599277515,-62.47970706340749,90.46508332376106,7.101450639533198,75.83819923018712,39.29881013119552,-8.821725209526903,50.76750375506742,-6.383728485286667,26.08119214063339,-23.739991390070145,-141.00784868732245,-64.94050185732794,-67.71097598788748,-10.249350922547649,-54.726237976834625,-131.48040525466092,-27.366732109198324,-182.2403631172968,-64.5031636092574,79.65029390422444,-42.93694747226289,7.847026855578747,-7.984722869019265,20.949378673742387,-18.6408071893768,-7.8276835180956255,77.81710919268698,-49.62194868983687,-138.6698728629343,60.15271695800004,-72.26485415051587,-72.63317459291721,-12.946361081847783,33.46448297408506,-13.961346921717222,-25.996811337281258,-137.18418808634078,-57.08003745458831
1983,0.0,26.31091675790833,-133.78778819334394,-29.666836324777478,-3.175676400105772,-9.65302438100315,-69.1817689476373,23.288947206669263,-101.23482057406932,25.459741330878842,-2.3461481841390537,0.18015631321412684,-37.826329617990666,-18.02233273646192,-64.51624520299697,21.877530478807387,21.946289700656507,-59.93064085709551,-17.49201143763389,-22.211877871144054,26.25228219389652,-143.97197434289103,-3.3920198355668276,-18.7210258487803,-10.967639003266015,-68.46195571319822,-17.349316263551202,-112.23553670869626,-149.6676638562219,24.714400489605282,30.09898608816178,-46.66482152779611,-65.57128281215222,6.854177515497611,15.008820561410744,17.007920152779775,-4.524534357617085,-31.582721684493833,-62.32618118036214,-19.967884005227575,-30.6904010506276,-19.409318482624087
1984,0.0,-34.16245262292546,-212.7766898954356,-109.65680148816045,-4.139348110481194,-17.232752525399746,47.409454489344625,5.058225030325502,-29.70151069364954,-44.52073024723586,-12.113974740533536,-39.48976869852015,-2.410126448433914,-23.86539632787577,-42.607771562161645,-104.66149006808797,-146.10403606214976,-36.03036561662799,-99.53906208752426,-16.834734364136978,-37.91993876877382,-217.76458598504468,-7.537382565025268,-26.56423582028907,-4.776032593343643,47.634028756201474,-59.47257232483946,-44.445017663656415,-109.17727934368776,-43.63040715566183,10.377601599375794,-122.65568221724209,-43.65180600855831,-5.541367737532482,-112.55780950424702,-151.53752136845765,-44.44096996488696,2.093976958818928,-38.72322099571733,-26.087829601357043,-27.658300098143627,-99.47476583027674
1985,0.0,-38.96209168701591,-161.76236573213328,-90.80473931040268,-2.7603470651454245,72.07622562312554,2.86070325026526,9.988720948467574,-51.52360026674927,-51.761246831376695,-29.180242891548403,-73.96206473067457,-73.29597729595093,-75.61223337252733,-78.66361367786874,-3.374274745818525,-62.581392833148186,-18.264978523836703,-69.43650870664942,-89.13383993924538,-45.284781807810646,-169.11334935363567,-3.57065042344675,57.8720847567447,28.86011857989257,2.0485919253081875,-48.492557005598314,-66.2278366791204,-50.78239185854949,-50.78689011078296,14.145465486334558,-101.04864093238177,-77.37901628987754,-23.54698693654717,-9.476278410358304,-65.06326480076353,-80.32611682477625,-64.82863342176489,-20.806494955033884,-76.17018614780369,-97.37307756520528,-70.67250785013482
1986,0.0,8.30705831592877,-206.9824306061921,-131.60302229615723,59.66762995424267,2.568159650012319,3.164072206578453,-27.518854586675843,-30.324112808500672,40.346216594367775,-6.519920668704685,7.500844471238395,-128.67374895448165,8.467612276747957,-67.68441829381601,-90.71259672453147,-86.34918644608524,6.652389443717254,-36.458763970200096,-58.07891232800671,3.6042040799168262,-212.02981643269146,59.28218956070009,-10.57476452477323,50.922137549523086,3.241171857741392,-45.97967109990361,-45.94319367334259,-16.854319716112514,40.87824349531297,-20.896736017763203,-144.56724346729618,-66.36949166553768,1.4381831027125713,-97.43884969386795,-91.22177893892848,1.4340939733655773,-123.94206376553029,4.394733135918216,7.373501486021951,-66.05559403311463,-37.76324415928178
1987,0.0,10.328769054969882,-84.5058008509248,-0.7474292286177047,69.95927244454833,29.50883814361697,-19.59905551743941,-71.21388979878532,-132.99040287558154,-21.141555205960742,101.57162729006222,-43.368282243177305,-126.38991438205903,-8.34076876410137,15.058889482845132,38.648363737535306,-33.873668751602565,-26.607324556624064,-44.93831861097567,32.917958077346384,8.333405262014594,-92.1306938517223,66.5049319198888,18.963272264750003,38.48899117620215,-17.623099743150817,35.71524219753826,-148.12612232981974,64.94743608891145,-19.588729388508398,-67.53126476676636,-13.85054303116948,13.897370900359704,118.23724565247653,31.18466686910915,-37.66884143348824,-48.348218802613474,-124.16411915708079,-29.68446382678968,-10.956020278799883,20.327382762487048,-47.28189901502907
1988,0.0,-2.9511542505330226,-73.32070834547648,67.60506816110671,-91.38006390612884,20.461458700938636,3.7179838717485723,-24.425243325449287,-81.88432430640233,22.200677340532195,73.37230560748822,-62.91461846950716,-11.893369868865477,-106.09853278567795,-70.09006458783932,8.915754026770742,-77.06477825108988,4.591679045439719,1.692508179911954,-118.0280018632688,-8.390623752157921,-82.27563853383526,-90.68104356918184,10.967598612267352,-26.336922589075186,4.041354694120855,76.07953235491789,-93.89699931203353,82.27332484270448,22.284523908393226,-20.21528620160592,52.52959232444084,-70.18149317283877,88.88805335954714,2.6582323165534945,-81.48101826437727,-69.11292682917485,-5.106452904050798,1.956681388569507,-105.47842611276099,-124.29177561569662,-2.348934329949941
1989,0.0,-57.892441186127655,-102.03590387183942,36.524359010381204,-36.143888832006326,89.38408519147049,-120.40959790189373,28.646110618543105,-157.54640436681052,48.57922006623778,-19.87603656202367,-36.534427514013885,-37.31525149946924,-39.30221014887155,-38.49916510534263,-7.233741181983362,-53.22757663168727,-50.79041332419047,-68.27904027094456,27.27182278547025,-61.98252150486837,-113.82490096231686,-35.74112011857517,75.45241248579316,25.7603696828902,-122.03700140386303,19.89765075293326,-170.18559286615152,44.27610984365481,48.32377028311896,33.8817732229694,17.847582614486896,-38.13038705294258,-12.371027303611697,-18.990256126570614,-59.36405375910624,-42.85454084228587,-30.337619589937162,-52.577507396617875,-41.248093226806816,14.799190341856558,-70.2545192051578
1990,0.0,2.511936295977705,-165.0066168526606,-45.17004568789093,-9.488640360073134,90.13073865624165,-90.95646918624567,-6.756497125882618,16.19534448756349,49.08868069289554,-31.210503084779873,-51.96783942808497,23.682497726885344,2.102658928950177,-95.39881701645862,-140.03301618418772,-60.098550490771856,-52.23233499303262,-60.56220843464024,-106.60930302127286,-2.2906906765577446,-172.39661479013688,-8.612393700146129,75.04078740366162,15.51327768429735,-91.26057864486972,-116.13472923564365,0.12932315070213463,0.6803041555309051,48.988142207161786,-1.1283728031996816,-59.247288478910605,-93.70354353601357,-24.35775116309958,-144.96650326442472,-64.94682979234972,-57.42019200090482,27.495808459974,-54.663811042827206,-1.0598363361471002,-113.13833311269008,-63.592467302273576
