year,1,2,3,4,5,6,7,8,9,10,11,12
1991,22.127721319365328,17.50603715114057,16.390568528394336,12.71974403586102,23.916578543365688,46.97551866098124,76.99478677084791,94.90618305439884,118.61036954480917,105.10009556822034,68.91586453691741,37.02423435332946
1992,24.7774377495999,19.147733442070102,18.18148905565173,16.884032465701864,18.8581825692799,35.57271114029218,89.14528470983022,106.92278846825513,109.00286726737168,96.68407926655375,69.08308284462167,40.22212630802807
1993,25.504734440126505,20.814072612178276,19.20454202190214,16.86648691299642,16.71680206659897,28.780267751651465,77.36431024908461,102.20177280993659,108.0678358609385,107.8074262749422,80.73359840909914,43.799731985291395
1994,30.183563961951872,24.097378511571574,20.846971844713956,16.6915155672545,17.33601608751634,46.693782247490894,89.38323855891846,106.7543727401906,104.93668665460197,94.02790824314945,56.99537590783991,29.30639484981247
1995,18.482820881903898,15.135989593495482,14.941882600587503,13.305082052698587,14.461287059809504,43.367336861038105,76.70548792533248,100.79162460780715,111.69100845020591,105.29273592988989,62.12678175840367,31.312751566407073
1996,21.664619950488273,16.976092127829173,16.334816537051598,14.318064850980022,20.772667576407713,53.48308231378317,89.69567937289418,98.60802457288784,115.063164677854,111.96795780040334,61.01039038509752,32.633094959235656
1997,21.13052037431327,14.39646912555275,15.511144507306605,13.271447793432163,15.916941507528172,40.50824506114103,88.10753996507903,108.4784425463981,116.70478310877971,99.66610364735297,60.33585255091815,31.273710467754114
1998,19.86214694462009,16.28527362200796,16.42291423526747,14.363877621638153,13.693099042824132,37.23259895379112,80.2478235035073,98.0432731340615,117.77915193789835,102.707397670772,65.01711697615184,31.07465905732976
1999,20.255248970828227,16.065763472728214,15.064416220424818,12.459254609908738,16.319508436496776,43.54988044422759,92.65726232717775,110.34826613750938,125.82883973541783,108.84761743228486,64.07880245441973,36.73914748592739
2000,23.778480707490537,15.992552949880109,17.485328757455136,14.719576044557927,16.365568418882763,27.02810708099894,66.2994612766128,101.92449218962014,100.14455652320454,88.3623733103631,39.94249702851171,22.809535076115726
2001,16.3509738137751,10.904331930400481,9.951056689760719,9.444790984661616,10.706971867269086,34.304009866520296,67.70486680133193,91.34641583858158,116.81597075380333,98.29847002116577,48.87820770740043,20.98603215135021
2002,14.685791674024522,10.89013349941625,11.003896108301543,8.958877150620829,11.011895836692641,26.881594288765797,63.027542973957935,91.05858316394061,105.35828559078378,104.57311239658027,65.90864444839389,32.765606465017804
