year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
1981,3253.846402794123,2076.763341584502,1887.9292243440157,2258.8944191983974,2076.763341588873,1887.9292241989697,2258.8944190533516
1982,3398.239090919495,2068.110212835739,1782.0414656583087,2289.8647448100796,2068.110212667788,1782.0414653205899,2289.864744472361
1983,3252.0620994567876,2049.1470983794097,1695.373611058062,2229.0116986092207,2049.1470984541415,1695.3736111444941,2229.0116986956527
1984,3336.7231652736664,2115.9455697445896,1906.3988965163549,2284.5198544535747,2115.9455696447662,1906.3988967244045,2284.519854661625
1985,3422.9673696160316,2104.196369502886,1916.0361238992223,2253.0331947305103,2104.1963694829983,1916.036124091032,2253.0331947305103
1986,3430.294937759638,2109.842165095226,1903.0018144173598,2296.6077029160874,2109.842165015045,1903.0018149812545,2296.607703479982
1987,3211.1952310204506,2100.723394978503,1869.2846918230582,2278.402712925396,2100.7233950492987,1869.2846928643874,2278.402713966726
1988,3430.5664646327496,2093.480675572395,1857.5156071929048,2238.3123135154538,2093.4806755896384,1857.5156079653314,2238.3123135154538
1989,3249.3998088538647,2098.182305654263,1871.5032663780867,2251.259193577763,2098.182305707306,1871.5032670064488,2251.2591942061254
1990,3418.4276962280273,2111.031167815934,1814.8815945868046,2251.811744738126,2111.031167855068,1814.881594200972,2251.811744738126
1991,3407.704387098551,2083.9197848290546,1803.33162890354,2255.2403140685574,2083.919784747808,1803.3316294972349,2255.2403146622523
1992,3321.0553283393388,2068.029233337126,1893.708877823289,2234.0371329131417,2068.029233423035,1893.7088775557227,2234.0371326455756
1993,3399.528564214706,2075.0322400288196,1796.6397478184133,2320.4855220306235,2075.032240098874,1796.6397484487143,2320.4855226609243
1994,3331.7247268557544,2077.5620671222496,1812.9434310613653,2267.2054932894484,2077.562067038288,1812.943429918685,2267.205492146768
1995,3517.533447057009,2083.8443268048104,1889.6704026315308,2248.969680629618,2083.8443267925823,1889.6704029000982,2248.9696808981853
1996,3297.142744988203,2093.4672247281387,1823.8522039860986,2380.6828952955348,2093.467224799305,1823.8522035210651,2380.682894830501
1997,3262.79067632556,2105.2074341645466,1876.189748808804,2308.489488862394,2105.207434267835,1876.1897499645481,2308.4894900181375
