year,1,2,3,4,5,6,7,8,9,10,11,12
1988,2.1272833368822886e-06,2.116612518278636e-06,1.3561773878814063,26.68662055500151,54.85803120784257,48.58186695547749,125.22215169059804,235.19796209803172,109.84117929032388,6.543720568049032,2.7649906042888e-06,2.187821829531972e-06
1989,1.6174021766785865e-06,1.347137688055002e-06,2.839557938336373e-06,26.25011541300517,108.59679758354017,88.31581520971308,104.55371995323593,181.93400245599955,123.39253583533014,9.371970524756264,13.063495019108236,1.8624115446415384e-06
1990,0.07346654905305,2.8859208026262264,0.0164043228358843,35.83576319240586,86.38020728140002,123.49056564021603,112.56161612440076,123.03790665737394,94.9963247674117,4.062029997904123,2.918566435704452e-06,2.420275954420033e-06
1991,2.343597195978366e-06,2.205859405645862e-06,2.72602921611511,29.629127920032776,34.72287594168963,23.57533891354866,198.17556714209604,225.1281301241842,80.4156145150034,20.792988150029505,2.2378525166141987e-06,2.810913691117365e-06
1992,2.143068261506972e-06,1.6426236862926045e-06,4.489953933127862,45.22140135475832,97.73015280245887,169.80564361776476,142.06915303967332,162.33878454807098,101.62964968085382,13.376372685003371,2.031597073440048e-06,1.84041710088736e-06
1993,2.1008150336148367e-06,2.002270950811257e-06,22.09836333756964,11.81851627900988,77.73040502655563,83.71092726254696,159.42693222390315,303.4067451706836,101.74628575055254,30.061613072529628,2.687869229909923e-06,2.919024496201054e-06
1994,2.002976481546684e-06,2.442342580911568e-06,2.3726355179291723,60.48101934288289,30.947801712851707,29.95320919529065,180.53747152406072,204.66505230561668,109.6192850381352,37.41390563214784,2.8873010739588856e-06,1.8779659116571463e-06
1995,2.170188799866432e-06,1.1240123594080706e-06,0.0003864825057297,16.792155169154718,45.353769691411074,61.30068237213654,166.7752712670065,197.79171337188853,171.60963941520848,38.33854297850991,0.0019775225448508,2.169301677445123e-06
1996,0.4651774505231294,0.3132676787547149,6.083107673847167,36.46657793731696,48.10602870016966,137.29882987776512,110.51888922799522,197.04061907507875,70.95451070207689,0.0399878891753755,2.35588919336085e-06,2.0516295564098547e-06
1997,1.953205933117633e-06,2.3464963421308217e-06,0.0123603912541928,16.527373677669104,45.88612625616347,120.00587381016511,142.03860752584106,169.51603257790933,112.25501974649929,17.70437341561951,3.3099719686483423e-06,2.081196145039332e-06
1998,2.1462914084796107e-06,2.2035362794354145e-06,0.006062575808194,0.3842187687960381,12.298810137046225,36.33331059490182,120.66251987141172,203.51762464069,152.75848971642515,28.091529090476907,3.008962966808187e-06,2.978315520049248e-06
1999,2.0641302075275883e-06,1.8708135439359043e-06,0.7783346974181141,3.6989213628099344,28.759261421214443,40.91496596043124,181.0374532309513,175.54658809885024,139.09996618568354,61.15589052160245,2.287177159813769e-06,2.193854247291373e-06
2000,2.1262627478012677e-06,2.767024617719019e-06,7.543543112035888,8.823350904803494,61.26989645984594,43.216567002198296,135.5249741715309,198.9281825468921,166.80939997457136,72.69865120527754,8.250712289385095,2.4965338002113e-06
2001,1.8199672810283093e-06,2.7111498048152828e-06,0.1227583483374403,10.252788572948118,34.919248280667155,35.42161353412122,142.20291767312003,249.4773282227238,129.92469849352824,22.099590049180684,2.3814099504958277e-06,1.417217963497442e-06
2002,3.5257272549454403e-06,2.738126944581933e-06,3.164423298858523e-06,22.321153803054223,18.18606053999395,55.247918762568666,161.72511058050463,247.43346006398977,144.91174016856942,29.92151320186484,10.193472752701949,1.8052923793601356e-06
2003,2.230499414473696e-06,1.001151023850037,0.92096333805728,4.070846109040899,44.57932815389621,65.91972663460469,148.45633575762787,164.3690065806874,128.28110192535124,21.06086055744003,2.83103224712845e-06,1.913510191769244e-06
2004,2.1064661164546928e-06,2.8774234999040764e-06,2.6969370483865317e-06,10.24962343189384,13.649581423714004,35.7042742745507,138.8425603887709,191.2899178782799,94.46850643896576,24.63379491971148,2.593074296184107e-06,2.1948606514396046e-06
2005,1.457681256475648e-06,2.3082187986662825e-06,7.669667238749735,42.9166522815755,56.14183799147849,47.91273450773474,128.8005266678354,206.72830859388432,81.75495212501023,16.80082547260029,1.3592796473121838,2.152149592469349e-06
2006,1.797888740648746e-06,0.6730602037035225,14.35303436132764,34.3760218878748,94.20905604813998,125.9141671807073,71.2445037404764,207.6900346874093,117.67469933561252,5.54201581098774,2.21407283181841e-06,1.70990583529305e-06
2007,2.3005851227607195e-06,2.4657726743543223e-06,0.0009895646503901,12.815632594497025,25.172781214079173,46.73315257992324,145.50632522575478,217.28125680105333,265.73650379087627,8.913078277042992,3.251250103542336e-06,2.204418495781001e-06
2008,2.194447082423737e-06,1.842242490788667e-06,10.635883253002156,25.74723855266121,21.953653488181665,29.21857825927041,152.80858133191637,218.4348194604985,148.23186448780436,22.04362833565407,2.1179633562184167e-06,2.416954530320583e-06
2009,0.6186272421711757,1.8668982728961555e-06,1.0190740745819062,44.10801180771739,45.32292570664119,43.4912479995265,123.1779940992492,212.38127734455784,85.33566441506579,8.17806976824273,2.4997742365725167e-06,1.4735276322382232e-06
2010,2.9844868290186584e-06,0.1962788119442323,12.422585184817144,1.481296794955709,10.996052936334234,45.444610259333984,118.60699442380267,284.5859473772898,68.22322537043165,38.26530500989932,11.019372607078996,2.082025715563353e-06
2011,1.8312144597057904e-06,2.8335630175920565,1.0583071390132754,33.214901941225975,43.916842931038566,80.42693849183233,90.57142392053288,172.1883428793918,103.04996428850112,0.249728746390057,2.903325063934569e-06,1.938709758015832e-06
2012,1.6942520978392926e-06,2.700381048348242e-06,2.900272378916239,42.44892371056388,20.684266108090277,35.12464597308715,156.8075055690991,185.95579671428013,100.26696338062412,3.0680972096771297,2.448184353741344e-06,1.1239794313378274e-06
2013,1.7963292301075514e-06,1.7159342054199395e-06,0.1083446229735895,8.78673128850386,33.57091700564388,35.17150316082019,136.6213209334501,187.23558866468676,145.15301077439133,28.139083126308265,2.0655291862649483e-06,1.434851015727399e-06
2014,2.6760309968768693e-06,1.7873172077286117e-06,0.0064325301851969,39.33787728253492,66.22468271036732,28.279259048895355,115.51930654869004,219.0338458172031,119.86173299209652,6.699436574579504,2.374476191324074e-06,1.042527112200607e-06
2015,1.978561111944449e-06,2.352959076876096e-06,6.789314031417751,8.85507131910914,38.3496460531554,45.20970266003548,121.56780396368944,225.41545423522848,127.29257399067168,13.12300108661702,2.7674837719300272e-06,2.021597581240051e-06
2016,2.027038426124613e-06,1.821185333003364e-06,9.53055617075355,32.59277204034515,42.79834289885505,52.80743812766844,96.54529287008164,208.4719265459061,97.26978867651869,0.8535100947671782,3.6078440031035727e-06,1.7171600203312944e-06
2017,1.846876104884348e-06,1.6716650973029006e-06,0.3801239620891139,42.5577991232505,49.052559086334696,34.18500710523652,128.26850814044886,171.59096331794316,129.0116196716707,27.10702083556966,2.699063578046106e-06,1.832686575224775e-06
