year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,121.5,108.0,109.25,125.0,125.0,129.5,127.75,110.75,111.0,119.75,116.75,121.5,121.25,120.75,123.75,136.0,136.0,127.0,115.5,112.5,110.0,91.25,91.0,91.25,153.25,152.75
1992,98.0,133.5,128.25,100.0,100.25,46.0,45.75,132.5,133.5,133.5,132.25,129.25,106.0,105.75,105.25,135.0,164.25,150.5,135.5,135.25,136.25,115.75,117.75,119.0,116.5,115.0
1993,98.5,145.75,146.0,123.25,126.0,138.75,140.0,138.0,142.25,144.75,99.0,99.75,126.0,122.75,123.75,77.75,82.5,83.25,113.5,75.0,110.75,113.25,116.75,126.75,119.0,119.25
1994,131.0,129.25,128.0,94.75,84.75,91.0,86.75,120.75,114.5,108.0,108.0,108.0,113.25,104.75,111.75,114.5,124.75,111.5,92.75,92.25,92.75,73.5,71.25,76.25,116.0,123.25
1995,118.75,138.75,117.5,132.5,111.25,109.75,104.75,67.25,80.75,65.5,120.75,120.0,113.5,111.75,112.0,98.25,118.0,99.75,114.25,94.75,108.5,96.5,140.25,146.75,101.25,108.5
1996,114.25,125.25,130.0,90.0,120.25,97.0,92.25,87.0,92.75,87.25,81.0,81.0,108.0,108.0,108.0,94.25,111.75,64.75,115.75,115.25,116.5,101.75,102.75,103.75,117.75,116.5
1997,145.5,129.75,131.0,141.25,141.75,90.25,87.5,127.5,128.0,127.0,105.25,105.25,130.0,125.75,128.5,132.75,133.75,133.0,135.75,111.5,128.5,76.75,77.5,78.5,69.75,69.75
1998,83.25,95.75,96.0,92.5,106.5,125.75,124.75,84.75,85.0,85.0,104.75,104.75,105.25,104.25,104.75,88.0,120.75,95.25,103.0,103.0,103.0,70.75,71.75,74.0,75.0,75.0
1999,123.25,114.0,135.75,121.25,146.0,113.75,107.0,127.0,127.0,127.75,127.0,125.5,106.25,86.75,93.5,130.0,133.0,131.25,54.0,54.0,77.5,95.75,129.0,124.75,85.5,85.5
2000,126.25,98.25,102.25,102.25,98.0,104.25,90.5,110.25,110.0,111.25,120.75,122.0,138.0,137.25,137.5,125.75,128.0,122.0,103.0,103.0,103.0,111.0,111.25,113.0,136.0,136.75
2001,95.75,105.75,105.5,160.25,159.0,115.25,123.25,139.75,139.75,132.25,123.25,122.75,114.75,113.0,113.25,83.25,84.5,84.25,136.25,123.25,135.75,104.75,105.0,106.0,64.0,62.75
2002,68.75,121.5,121.5,98.5,92.75,121.0,125.75,136.0,111.5,137.75,90.5,90.75,126.5,127.0,126.25,118.0,119.5,119.0,95.25,95.25,95.25,95.0,94.0,94.75,55.75,61.5
2003,111.0,114.75,113.5,143.0,129.0,125.0,115.0,97.0,147.0,147.0,131.0,120.0,114.5,111.25,114.5,71.0,80.75,80.5,94.25,92.75,94.5,86.0,84.5,85.75,111.75,110.5
2004,90.5,65.5,88.75,137.75,142.0,107.25,106.0,102.0,112.5,102.25,98.5,99.25,101.25,101.0,87.0,100.75,112.5,112.0,111.5,111.25,111.25,113.0,116.5,108.75,105.75,106.75
2005,118.0,94.25,95.25,121.5,121.75,148.0,144.25,84.25,84.25,85.5,108.25,112.25,93.25,91.25,93.0,91.0,96.0,93.25,106.25,106.0,103.75,124.0,124.75,125.0,85.5,84.75
2006,76.0,96.25,99.0,120.5,112.5,85.0,85.5,101.5,133.5,124.75,116.75,149.75,131.75,88.5,81.5,138.75,122.0,130.25,78.75,115.0,103.75,76.75,114.75,87.5,81.25,125.25
2007,81.5,103.0,99.75,105.75,139.25,127.0,78.25,96.5,103.25,134.75,104.25,153.75,103.0,115.5,80.25,82.75,89.5,142.25,133.0,93.75,124.75,110.25,103.25,107.75,131.25,109.0
2008,120.5,84.0,116.5,109.0,89.0,122.75,102.5,104.75,105.5,86.75,118.0,121.0,113.25,109.5,93.25,107.5,90.75,82.5,87.0,116.25,88.25,117.0,120.5,100.5,104.0,102.0
2009,97.0,78.5,133.5,119.75,112.0,87.5,118.0,110.0,104.75,93.75,93.75,112.5,103.0,139.25,127.0,89.0,97.5,92.75,150.5,94.25,113.25,103.25,76.5,143.0,89.75,129.25
2010,115.25,99.5,87.0,137.25,116.75,80.75,100.0,96.0,80.75,129.25,118.0,127.0,92.0,118.5,107.0,101.75,84.25,93.0,132.0,97.25,99.75,71.25,146.0,145.75,125.25,123.75
2011,81.75,91.75,76.0,110.75,108.0,89.0,102.0,131.25,100.5,131.25,100.0,127.5,87.0,120.0,141.25,127.25,97.0,89.5,90.0,64.75,131.0,93.25,135.75,90.75,121.25,69.75
