year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85
1991,0.0,-273.6125810440242,-356.13036296662955,-315.0623427270445,-236.09809399645468,101.37321170155985,88.99023814179213,-27.3212047291305,-13.260550930026852,-227.80243499077943,57.63841878018354,39.07495327292634,57.71273606944908,104.14635637029266,24.237434584382413,143.17979874759487,40.170579825446566,138.11450154655256,79.21283565549822,41.62333441718715,-276.11729493729706,-333.2246811070682,-320.28667733472815,-230.4742805638445,99.15942786547964,90.85630471826266,-16.088293354419307,-11.602193324529367,-205.15764549047248,60.64712150036337,40.305816890180836,54.98873821388713,101.93819736945602,33.43145295839474,148.406565036978,48.99834977839157,146.47239378058862,96.46471932635973,33.92624646435513,-98.96927959829043,47.71158929788908,-117.66373875200884
1992,0.0,-242.00791502449718,-289.2661662131292,-278.38896681132263,-249.44399664850454,123.53208018551652,169.65683999275439,-25.56985396319908,0.20126777832626885,-243.56252974788197,48.720535691190435,8.742280199675292,48.277837526460644,62.94975519980551,51.27338863177795,138.9385241967309,55.38787167180112,93.2409328375403,1.7660098865810596,68.776636199535,-246.21895734184525,-268.5589688126158,-276.2448613209698,-246.0322850916952,125.65590331976705,167.37601743130165,2.4284296069603215,-6.262470753633693,-219.5477564043813,51.53186435824762,-0.01704612207026912,61.0412175817487,75.48334126810539,56.842173868264695,139.86262979888795,63.49242122251144,100.22467925728972,14.492979131578977,61.016260400225974,-79.30111344615614,73.80408632666649,-18.390918238240374
1993,0.0,-243.36013120115337,-307.59774914093674,-254.59001890279725,-248.26571901620412,155.68623472391016,116.17651966103551,-9.587989792831877,-63.04132052568343,-252.4234613219254,63.82175630333916,19.296383428461468,51.93252137725074,96.25560923051182,30.22682243453869,107.41523814392713,59.165795942573595,127.43149556579056,9.394977430391577,83.28317024120793,-256.7339201121162,-287.41832759484527,-252.47450370309522,-246.8961523857064,148.27493142012315,110.17092045491518,7.369198372863252,-65.19713835347716,-232.07448399127748,67.28420120936914,14.911346196510749,56.758033879774416,86.82475059239755,40.50505888683006,111.68604630170034,79.63922182003841,138.1768741948739,22.529658896444857,79.11325913430778,-133.31758067178606,93.09932026255592,-74.23282709527257
1994,0.0,-268.1932376981779,-316.23582881876666,-260.57139227319715,-308.1140297722951,105.73266068350915,112.15540264793344,-15.713825797950335,-24.83992053180259,-224.02784788403278,91.45295227130009,58.64525598506691,100.01380102614519,31.8830267434015,43.9236779268665,167.61744425117445,58.18159136478653,104.24282389168286,18.042630239745336,58.78519987313257,-279.4780859678507,-293.3437475165309,-258.01931169285467,-298.76562643921613,108.23194006724566,111.14357848713553,-1.510191336311891,-35.877105068234755,-214.76647498269767,92.61348467665539,54.68196165502684,98.34620883688365,27.4040469782193,49.18479819354036,175.1980012853311,68.81459844178244,110.5843918836016,27.592538737570294,54.11971123752676,-89.37294023369964,75.63741464576049,-126.20594140248068
1995,0.0,-260.3977959427154,-294.7045480407919,-301.4962701846351,-281.7147725042387,154.31349724752226,182.40421411912178,-19.327667889940926,6.021765182277818,-208.48442683930125,99.42787759522855,30.77631002677083,44.57385983527388,49.49636488898307,75.79002448670587,126.88225085882266,50.29287077414665,102.2151959781437,37.37273316922881,47.249843353853294,-271.43642879311034,-274.19423214280835,-300.2968159031058,-275.2579116346386,149.9705394880308,183.7882080278822,-6.963898462644238,-1.943116563364356,-187.3246327529988,108.2691791358078,30.33894418610828,46.680378368050924,43.469622460409255,80.0012710080158,134.9297788984627,66.59042754277664,118.44501673327716,43.389633488763934,39.02279919708326,-103.42673520532549,42.93910409115608,-147.74740932757788
1996,0.0,-261.45148869715223,-313.3171149656118,-155.5893820215814,-264.73188834758116,120.71418019328848,171.34636971749785,-19.50281128061681,-31.53821937773955,-280.86721227208574,67.97273660111705,29.516207087467592,129.77255284511477,87.80395625063875,12.661877390197446,157.73177209840833,13.284324610133126,145.04280556135552,87.30771119674489,84.76352725273091,-271.9972922114145,-289.1015176113521,-155.09054983235558,-262.8272063252814,119.31097539733071,172.1153578505581,-5.949418857999262,-30.328374962665862,-240.92505826025086,69.21336933352052,18.635117849100084,131.9426706786029,86.1583297595763,22.15179347189303,161.96127401113722,22.80793631793381,150.82534683939866,106.11268328358233,83.34211037068508,-84.81815868269484,48.40096971609614,-177.5534467436952
1997,0.0,-311.40912248382267,-355.3728504955495,-303.8247317700289,-298.3092581547365,111.731954049298,160.7293942802072,1.0754077355293248,-40.72830079699327,-232.095599440549,80.0763194688518,44.11789027183761,112.60397798403926,98.19223974264742,43.99546504450893,157.75577039089376,40.26155286364474,119.94295470845236,-1.9191884049449754,64.6622969158833,-326.53069040706794,-328.4525929358516,-299.7116016496163,-291.27513487479024,107.69527323063505,162.57412485184818,8.670717875173864,-43.00886442669855,-206.25970186103314,86.07076107614034,39.08873967413308,111.92361517097731,94.68298013419394,49.044552198656675,154.18501407108545,57.55665852377342,126.40395992704214,14.829219384608564,59.83713648242963,-73.4971021355816,54.24219611928743,-113.06184778173395
1998,0.0,-250.92190189667383,-311.30949572853467,-263.5461570888343,-208.30825750230815,112.80643481389518,163.61293257710417,-9.432721700689854,-28.305898406065353,-289.6782712977448,42.834610507794764,36.9800379568062,83.14615860959157,55.40809735177402,26.694014465393593,152.05101063020663,43.13326585794459,35.946068364363214,45.1387963286553,82.05652189111186,-260.4602930992885,-291.48148024063596,-262.2527021603721,-202.4878293679006,109.26892455412144,165.27205110788077,-0.4851672625654828,-31.812387656977762,-242.5186403348796,48.94851420172063,32.17705645340493,84.02001440246863,55.57258499372472,37.33052308779145,156.2571845118954,60.340743636812476,38.11880422367915,60.461397173287764,69.04839877533834,-86.8308978068577,50.13847759288501,-84.81558091951763
1999,0.0,-281.09318454319566,-259.28992434305746,-240.44879212474717,-250.7196741394577,169.84580689431766,202.78702985706843,-16.54488503202424,-85.26355700267084,-249.89566471942317,97.93951663085477,54.4893692991825,97.64495054584575,47.90938876267876,60.00521895601935,132.49474412052564,56.5728515565238,105.32100240350587,9.169160798711687,33.812683479847124,-289.6204550919224,-243.64494973115788,-237.42313431158277,-243.74467125345967,163.5215509129697,199.9183148814957,-7.297660212686424,-93.43438830381308,-216.3036047108386,98.3500022013244,51.49949033868836,93.87738450503025,49.24686159968303,67.17268306099845,133.80074819547883,64.25195136338971,117.77357672931544,24.255936403196415,26.936025494936416,-69.11484086549297,2.0619986381058197,-52.1647974107284
2000,0.0,-282.0782491994021,-316.4916280592699,-225.21085684081123,-276.9847631663292,83.62369934917092,142.0105711669878,12.409374772571482,-42.25065419278474,-287.09583882435106,97.5344747268673,20.704121960108864,97.32624671381802,84.86990754154817,23.228612854380117,163.3813699149689,11.126085029096885,104.33490946350105,10.895963683955301,57.76475421021064,-292.9014214468036,-292.72832174081265,-222.72911779806338,-271.4846394515599,77.60166019489714,141.68536997083345,21.271893973600754,-42.72404529565972,-253.57003265741258,95.28535741489759,17.826764490332494,94.72485815480354,81.16907286824153,29.33656398090386,172.81044814019685,24.369941787934636,113.71694376335563,17.17970472929602,51.86485023897217,-42.20865211261787,29.447563612393537,-97.91185356781443
2001,0.0,-265.59788961019507,-391.5922887262313,-259.5967407907922,-265.9339775550761,122.10225684891236,154.36186912868925,-1.7548105540294046,-52.74987005215644,-249.10514094693525,44.98999031770177,52.79960587951712,25.019754708493224,129.4794508912854,60.88566630474668,98.77753380155923,53.4647873805734,102.48744650411834,49.16311119363718,56.12171921773256,-277.2326657587959,-365.87516045486115,-260.0127880030021,-253.19899299700907,120.22905875383731,159.6544543077256,9.487138614329183,-52.040828359151305,-223.71036578992505,53.107853791657135,45.04102148324682,22.0032419605634,137.93842369969673,67.02949866723486,105.5466448525583,74.24984204455916,109.44704503314517,60.826002211225045,49.17089689138402,-72.14747806284561,-25.453851813551182,-131.17605726910017
2002,0.0,-239.20515169229282,-369.9971238410218,-288.4811162696372,-271.11602547917323,143.18572610954072,181.2627432395459,-9.073614731323005,-13.432428166911563,-202.69824834911674,62.44841932812869,23.591486499652774,68.07805527626829,93.59684975760058,24.675644775985916,187.9353565484082,4.698028370930956,89.40513430607996,20.974678976775635,60.09231927385872,-251.7053823736718,-347.1618507781676,-286.14632224883206,-262.73239410454676,139.79467005684728,184.90445515155898,-0.23738446917195688,-14.048555736551293,-186.26366697289689,59.93512270417773,18.127190320385466,62.52795116851951,82.14202073924037,32.756288251857654,186.9722350777215,17.052472530417276,104.55061448052857,30.541020789956292,54.721780294820064,-88.29866217092194,24.55500630582776,-128.22934136324557
2003,0.0,-287.90257917085,-283.9538421247084,-141.45521373692787,-279.57996453010094,143.62826617925873,173.81695506277185,-9.267714101989554,-27.475129099039577,-267.685835943132,51.421217355790304,46.71648975216851,109.41570052786301,64.79690155455967,41.733418251595936,114.90568409339619,10.236943244193867,118.64050840463142,32.958016998382504,109.67010601183915,-299.1058376465875,-266.3596882043866,-141.45366704930274,-269.3222083394278,138.87492772861174,177.0660907844458,-0.09910791301820154,-28.70365249394365,-245.69994159012282,57.48609653335973,43.71530842985976,116.0803390194086,65.08380501491672,48.34145751584049,120.85203215662204,12.457757481205022,130.21512285582867,60.7091704913413,104.62818551039607,-87.55283644746544,39.49494418496647,-169.83586819967752
2004,0.0,-306.6692596674269,-293.0650382014171,-217.54410497354942,-286.65316314381903,134.83022870662228,116.14660744065282,-10.77288821570346,-5.561421201454664,-219.32430236189794,44.25038191464489,32.114570036139185,102.53178147151459,133.61332121627697,23.816129954456187,129.31634414375117,44.1840139615058,99.9851512407522,3.057639891235681,71.45282952391926,-316.2363305007141,-272.92791385878763,-216.21741180692683,-282.41507988235924,127.73900761881941,116.74489162101816,-1.3719926335006676,-5.464686397437163,-198.9540470804028,49.47926849912869,25.012295482823333,97.47917666892045,128.29095935925443,30.91924103131953,134.44566704886734,58.028417837624716,110.42000218473322,20.08774761336656,64.68319507010085,-109.697740086914,76.26617849547154,-148.07941180492742
2005,0.0,-205.17777249016228,-294.7920110134375,-283.9186180541782,-328.83669120543385,151.98159621646494,181.2600156477863,-14.59767217502133,-44.85128940649281,-232.774594963887,47.36955631884962,27.121846904807967,27.58013416066865,52.70960253748922,44.9988173068557,156.73364966307452,50.56874230896767,124.47188779072201,-19.63199935042894,28.081391704347993,-212.1561190609034,-277.5913539687437,-280.73596122909964,-323.00026409295236,146.7351667844896,183.02756151438143,-4.92301633611828,-41.84141442000555,-202.4335707911181,46.456127715852745,23.42638473051568,22.811223563463614,49.546555944079955,48.8332482482748,156.45913711461014,56.30185996172088,135.34824362648112,-4.810256673826643,25.884859560702466,-115.1896058705264,41.72635916507454,-98.93869411109563
2006,0.0,-300.02688385821216,-288.3522410158314,-270.6133827936969,-275.3487535501159,91.93857129585581,174.1212044056599,1.309276862341335,2.6476394176618214,-241.31880845688386,30.48873372950186,26.53650235976943,42.0641943647488,88.27852406353361,37.034980139106096,86.45056377504068,47.71560246036256,61.662700254589026,-3.1302988830096865,71.35263052205755,-259.00420114460513,-295.1208748760165,-270.77013878268497,-287.6726708007734,86.10286799942025,179.30772834066192,3.2677896836838727,6.55390401862519,-191.02654602595635,42.66079464330187,55.090623378061764,50.48854080730723,63.306871870909845,68.03437110805737,167.187842733146,61.14865620329397,157.8257373475683,52.10913824713475,30.349142440506057,-106.88088225714534,10.065990787776627,-30.049147681369163
2007,0.0,-249.24527918272872,-269.21858981659204,-308.47021202635085,-287.0181886517126,143.14449785106228,147.92268390796403,-10.03576915848214,31.194393180827547,-260.061414996769,68.55210294061237,46.52165459517232,36.7188793121843,47.83281107906862,21.608381339170364,109.36626325442546,37.811942799576286,125.9468602495756,38.36343292533263,23.66506045729875,-267.3438047658884,-315.0481753899259,-267.2063822528403,-264.5033409259645,138.16645091299688,170.49974940632148,1.5317550160813198,-9.939716122481514,-234.225034188353,65.21186275084051,54.587709135947875,135.28639909756487,91.0159607267799,73.50816509599042,131.33741939337278,83.14146910591421,94.6028632760133,29.00343137331049,39.73374501112448,-92.2322454405114,-43.857610975856005,-88.45081317046595
2008,0.0,-222.7202233007426,-340.7654370929843,-264.29832808526373,-283.23108027464184,141.61344369776657,170.07503483009407,-5.941002089355948,-24.685859556660603,-190.15947291881787,67.90351579541459,56.708237628383245,92.49142150744137,39.14732817724928,64.77775536425577,99.8141248560687,28.569885513709323,119.55599732142298,18.34621828349441,95.75607887126148,-238.6841386080166,-302.42995322180366,-228.5841141178436,-231.87966674044085,158.02954551155415,140.5511591490607,-6.11320170203453,-10.702344878173903,-215.3979236257394,77.18632288229537,11.035428485007856,195.42258165470832,42.96321012441251,67.83087176810307,164.38546690913256,58.140645015428845,83.4194627846631,68.517822601582,69.6898455258978,-95.87762528362634,22.464749947620476,-160.75777172602056
2009,0.0,-240.95513509985574,-327.36437446302796,-185.22562415805953,-254.41772659156337,154.5186379040956,196.42052317128912,-19.89291942414684,-68.16642475412482,-265.9527612996057,69.74378210686928,27.076825551365232,75.3002067814034,49.1478870335452,37.16563459283486,141.35984417513328,43.12517799929822,80.4129443265524,61.041015302316964,66.44489911968856,-297.32163738565765,-250.146906603775,-250.38603800951796,-260.6717882359369,142.79967337432436,86.48162153402382,-3.410395073154632,-35.94183333244564,-207.16515298964407,78.54323791976697,1.8526484698891181,48.70856632591881,51.70746478363583,30.3003470982851,191.56693361734062,77.75740785975393,144.32127377430652,70.14872452005216,61.338031458027785,-95.44019953056045,23.756793147232656,-86.98689343491037
2010,0.0,-232.21480345921208,-274.1152869888226,-99.85562481571236,-268.26806760159013,134.6531029621034,172.3242949672666,-9.833076413200956,-37.926665389695586,-240.87333165275163,17.824285105241984,26.111313898380672,75.51007642768536,75.64884630250378,26.57321840266536,132.678860047022,23.40666627919245,147.37715115274102,20.83674306219541,53.799127588845295,-274.91663284283845,-272.13074208749555,-113.0282274447687,-273.2685842367921,128.2672965658087,170.32144502076335,5.627559682877859,-40.07214563828495,-229.56801975891113,71.48678688184896,10.801967949754271,44.046205873501776,33.260636903090585,37.617583878275695,214.9100745784027,34.27983533806844,166.04162656940207,72.41145121583781,0.6484850327050253,-99.57669133876959,37.972319368612375,-135.5237332070334
