stn,var,rcp,hor,stat,centile,val
era5_land,tasmax,ref,1991-2020,none,-1,33.366755
era5_land,tasmax,rcp26,1991-2020,mean,-1,33.469154
era5_land,tasmax,rcp26,2021-2050,mean,-1,34.04501
era5_land,tasmax,rcp26,2051-2080,mean,-1,34.202686
era5_land,tasmax,rcp26,1991-2020,min,-1,33.334103
era5_land,tasmax,rcp26,2021-2050,min,-1,33.636489
era5_land,tasmax,rcp26,2051-2080,min,-1,33.558543
era5_land,tasmax,rcp26,1991-2020,max,-1,33.583382
era5_land,tasmax,rcp26,2021-2050,max,-1,34.455705
era5_land,tasmax,rcp26,2051-2080,max,-1,34.602721
era5_land,tasmax,rcp26,1991-2020,centile,1,33.339291
era5_land,tasmax,rcp26,2021-2050,centile,1,33.644343
era5_land,tasmax,rcp26,2051-2080,centile,1,33.600919
era5_land,tasmax,rcp26,1991-2020,centile,10,33.378307
era5_land,tasmax,rcp26,2021-2050,centile,10,33.716673
era5_land,tasmax,rcp26,2051-2080,centile,10,33.937762
era5_land,tasmax,rcp26,1991-2020,centile,50,33.467368
era5_land,tasmax,rcp26,2021-2050,centile,50,34.121273
era5_land,tasmax,rcp26,2051-2080,centile,50,34.209389
era5_land,tasmax,rcp26,1991-2020,centile,90,33.576311
era5_land,tasmax,rcp26,2021-2050,centile,90,34.294808
era5_land,tasmax,rcp26,2051-2080,centile,90,34.464966
era5_land,tasmax,rcp26,1991-2020,centile,99,33.58276
era5_land,tasmax,rcp26,2021-2050,centile,99,34.437946
era5_land,tasmax,rcp26,2051-2080,centile,99,34.587071
era5_land,tasmax,rcp45,1991-2020,mean,-1,33.506618
era5_land,tasmax,rcp45,2021-2050,mean,-1,34.269898
era5_land,tasmax,rcp45,2051-2080,mean,-1,34.935868
era5_land,tasmax,rcp45,1991-2020,min,-1,33.30597
era5_land,tasmax,rcp45,2021-2050,min,-1,33.964106
era5_land,tasmax,rcp45,2051-2080,min,-1,34.464556
era5_land,tasmax,rcp45,1991-2020,max,-1,33.756872
era5_land,tasmax,rcp45,2021-2050,max,-1,34.498076
era5_land,tasmax,rcp45,2051-2080,max,-1,35.517404
era5_land,tasmax,rcp45,1991-2020,centile,1,33.306577
era5_land,tasmax,rcp45,2021-2050,centile,1,33.974079
era5_land,tasmax,rcp45,2051-2080,centile,1,34.473235
era5_land,tasmax,rcp45,1991-2020,centile,10,33.337375
era5_land,tasmax,rcp45,2021-2050,centile,10,34.032992
era5_land,tasmax,rcp45,2051-2080,centile,10,34.572178
era5_land,tasmax,rcp45,1991-2020,centile,50,33.508557
era5_land,tasmax,rcp45,2021-2050,centile,50,34.305154
era5_land,tasmax,rcp45,2051-2080,centile,50,34.912801
era5_land,tasmax,rcp45,1991-2020,centile,90,33.644476
era5_land,tasmax,rcp45,2021-2050,centile,90,34.473322
era5_land,tasmax,rcp45,2051-2080,centile,90,35.384785
