stn,idx,rcp,hor,stat,centile,val
enacts,dry_spell_total_length,ref,2020-2020,none,-1,55.161137
enacts,dry_spell_total_length,rcp26,2020-2020,mean,-1,58.172479
enacts,dry_spell_total_length,rcp26,2021-2050,mean,-1,67.034927
enacts,dry_spell_total_length,rcp26,2051-2080,mean,-1,66.695588
enacts,dry_spell_total_length,rcp26,2020-2020,min,-1,42.464192
enacts,dry_spell_total_length,rcp26,2021-2050,min,-1,59.171406
enacts,dry_spell_total_length,rcp26,2051-2080,min,-1,57.074136
enacts,dry_spell_total_length,rcp26,2020-2020,max,-1,71.734071
enacts,dry_spell_total_length,rcp26,2021-2050,max,-1,81.929322
enacts,dry_spell_total_length,rcp26,2051-2080,max,-1,79.517035
enacts,dry_spell_total_length,rcp26,2020-2020,centile,1,43.072944
enacts,dry_spell_total_length,rcp26,2021-2050,centile,1,59.402479
enacts,dry_spell_total_length,rcp26,2051-2080,centile,1,57.652722
enacts,dry_spell_total_length,rcp26,2020-2020,centile,10,48.25524
enacts,dry_spell_total_length,rcp26,2021-2050,centile,10,61.116663
enacts,dry_spell_total_length,rcp26,2051-2080,centile,10,62.146816
enacts,dry_spell_total_length,rcp26,2020-2020,centile,50,56.621643
enacts,dry_spell_total_length,rcp26,2021-2050,centile,50,65.059663
enacts,dry_spell_total_length,rcp26,2051-2080,centile,50,65.885519
enacts,dry_spell_total_length,rcp26,2020-2020,centile,90,68.587151
enacts,dry_spell_total_length,rcp26,2021-2050,centile,90,79.064646
enacts,dry_spell_total_length,rcp26,2051-2080,centile,90,72.808813
enacts,dry_spell_total_length,rcp26,2020-2020,centile,99,71.397009
enacts,dry_spell_total_length,rcp26,2021-2050,centile,99,81.687571
enacts,dry_spell_total_length,rcp26,2051-2080,centile,99,78.747437
enacts,dry_spell_total_length,rcp45,2020-2020,mean,-1,64.560157
enacts,dry_spell_total_length,rcp45,2021-2050,mean,-1,68.358705
enacts,dry_spell_total_length,rcp45,2051-2080,mean,-1,72.114312
enacts,dry_spell_total_length,rcp45,2020-2020,min,-1,49.570563
enacts,dry_spell_total_length,rcp45,2021-2050,min,-1,55.934088
enacts,dry_spell_total_length,rcp45,2051-2080,min,-1,58.261383
enacts,dry_spell_total_length,rcp45,2020-2020,max,-1,108.781991
enacts,dry_spell_total_length,rcp45,2021-2050,max,-1,98.537976
enacts,dry_spell_total_length,rcp45,2051-2080,max,-1,112.552422
enacts,dry_spell_total_length,rcp45,2020-2020,centile,1,49.714218
enacts,dry_spell_total_length,rcp45,2021-2050,centile,1,56.782833
enacts,dry_spell_total_length,rcp45,2051-2080,centile,1,58.937227
enacts,dry_spell_total_length,rcp45,2020-2020,centile,10,51.819905
enacts,dry_spell_total_length,rcp45,2021-2050,centile,10,60.902335
enacts,dry_spell_total_length,rcp45,2051-2080,centile,10,61.819984
enacts,dry_spell_total_length,rcp45,2020-2020,centile,50,60.515534
enacts,dry_spell_total_length,rcp45,2021-2050,centile,50,64.310277
enacts,dry_spell_total_length,rcp45,2051-2080,centile,50,68.224934
enacts,dry_spell_total_length,rcp45,2020-2020,centile,90,77.14534
enacts,dry_spell_total_length,rcp45,2021-2050,centile,90,85.518141
enacts,dry_spell_total_length,rcp45,2051-2080,centile,90,86.876444
enacts,dry_spell_total_length,rcp45,2020-2020,centile,99,102.774039
enacts,dry_spell_total_length,rcp45,2021-2050,centile,99,96.031352
enacts,dry_spell_total_length,rcp45,2051-2080,centile,99,107.517234
enacts,dry_spell_total_length,rcp85,2020-2020,mean,-1,67.936785
enacts,dry_spell_total_length,rcp85,2021-2050,mean,-1,68.901608
enacts,dry_spell_total_length,rcp85,2051-2080,mean,-1,74.676456
enacts,dry_spell_total_length,rcp85,2020-2020,min,-1,46.898368
enacts,dry_spell_total_length,rcp85,2021-2050,min,-1,55.103581
enacts,dry_spell_total_length,rcp85,2051-2080,min,-1,58.479103
enacts,dry_spell_total_length,rcp85,2020-2020,max,-1,120.16614
enacts,dry_spell_total_length,rcp85,2021-2050,max,-1,103.25495
enacts,dry_spell_total_length,rcp85,2051-2080,max,-1,115.795129
enacts,dry_spell_total_length,rcp85,2020-2020,centile,1,47.026259
enacts,dry_spell_total_length,rcp85,2021-2050,centile,1,55.592801
enacts,dry_spell_total_length,rcp85,2051-2080,centile,1,58.646992
enacts,dry_spell_total_length,rcp85,2020-2020,centile,10,50.167799
enacts,dry_spell_total_length,rcp85,2021-2050,centile,10,60.222327
enacts,dry_spell_total_length,rcp85,2051-2080,centile,10,59.984896
enacts,dry_spell_total_length,rcp85,2020-2020,centile,50,69.183913
enacts,dry_spell_total_length,rcp85,2021-2050,centile,50,64.909097
enacts,dry_spell_total_length,rcp85,2051-2080,centile,50,72.310462
enacts,dry_spell_total_length,rcp85,2020-2020,centile,90,77.207109
enacts,dry_spell_total_length,rcp85,2021-2050,centile,90,82.380589
enacts,dry_spell_total_length,rcp85,2051-2080,centile,90,92.717345
enacts,dry_spell_total_length,rcp85,2020-2020,centile,99,111.596559
enacts,dry_spell_total_length,rcp85,2021-2050,centile,99,100.47118
enacts,dry_spell_total_length,rcp85,2051-2080,centile,99,114.256456
enacts,dry_spell_total_length,rcpxx,2020-2020,mean,-1,64.403836
enacts,dry_spell_total_length,rcpxx,2021-2050,mean,-1,68.264683
enacts,dry_spell_total_length,rcpxx,2051-2080,mean,-1,71.862951
enacts,dry_spell_total_length,rcpxx,2020-2020,min,-1,42.464192
enacts,dry_spell_total_length,rcpxx,2021-2050,min,-1,55.103581
enacts,dry_spell_total_length,rcpxx,2051-2080,min,-1,57.074136
enacts,dry_spell_total_length,rcpxx,2020-2020,max,-1,120.16614
enacts,dry_spell_total_length,rcpxx,2021-2050,max,-1,103.25495
enacts,dry_spell_total_length,rcpxx,2051-2080,max,-1,115.795129
enacts,dry_spell_total_length,rcpxx,2020-2020,centile,1,44.902988
enacts,dry_spell_total_length,rcpxx,2021-2050,centile,1,55.56036
enacts,dry_spell_total_length,rcpxx,2051-2080,centile,1,57.727122
enacts,dry_spell_total_length,rcpxx,2020-2020,centile,10,50.058057
enacts,dry_spell_total_length,rcpxx,2021-2050,centile,10,60.540074
enacts,dry_spell_total_length,rcpxx,2051-2080,centile,10,60.844335
enacts,dry_spell_total_length,rcpxx,2020-2020,centile,50,63.416403
enacts,dry_spell_total_length,rcpxx,2021-2050,centile,50,64.542277
enacts,dry_spell_total_length,rcpxx,2051-2080,centile,50,68.486361
enacts,dry_spell_total_length,rcpxx,2020-2020,centile,90,75.878489
enacts,dry_spell_total_length,rcpxx,2021-2050,centile,90,82.999996
enacts,dry_spell_total_length,rcpxx,2051-2080,centile,90,87.126461
enacts,dry_spell_total_length,rcpxx,2020-2020,centile,99,113.904858
enacts,dry_spell_total_length,rcpxx,2021-2050,centile,99,100.660614
enacts,dry_spell_total_length,rcpxx,2051-2080,centile,99,114.01164
