year,ref,rcp26_lower,rcp26_middle,rcp26_upper,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1991,0.0,-16.316666666666663,-0.8012820512820489,12.883333333333338,-9.416666666666664,0.0952380952380976,13.08333333333335,-12.366666666666664,-0.007575757575755207,13.083333333333336
1992,0.0,-9.516666666666664,1.3910256410256434,6.733333333333336,-10.916666666666664,4.9523809523809605,20.083333333333357,-10.641666666666664,5.640151515151524,25.48333333333335
1993,0.0,-8.316666666666663,2.352564102564105,14.283333333333339,-7.916666666666664,5.226190476190484,15.083333333333385,-6.966666666666664,6.219696969696978,23.183333333333355
1994,0.0,-6.716666666666662,3.5448717948717974,13.283333333333339,-11.916666666666664,1.583333333333337,14.083333333333346,-12.666666666666663,2.867424242424245,16.333333333333343
1995,0.0,-2.716666666666664,3.371794871794874,12.98333333333334,-13.916666666666664,2.4523809523809565,17.083333333333346,-10.416666666666664,3.3106060606060637,16.88333333333334
1996,0.0,-21.36666666666666,3.660256410256413,19.18333333333334,-17.916666666666664,2.5000000000000036,24.583333333333336,-18.616666666666664,3.0265151515151545,24.63333333333334
1997,0.0,-11.616666666666664,-0.897435897435895,15.083333333333336,-9.916666666666664,1.0952380952380976,15.083333333333337,-14.391666666666664,1.6060606060606084,15.983333333333338
1998,0.0,-9.716666666666665,4.602564102564105,15.883333333333336,-10.916666666666664,7.238095238095246,22.083333333333375,-9.816666666666665,7.151515151515159,21.783333333333342
1999,0.0,-13.116666666666664,-0.9166666666666643,8.083333333333337,-13.916666666666664,-0.7619047619047595,10.08333333333336,-20.016666666666662,-0.7689393939393903,16.38333333333335
2000,0.0,-11.816666666666665,6.294871794871797,23.88333333333334,-13.416666666666664,3.35714285714286,21.08333333333336,-13.716666666666665,5.685606060606065,26.38333333333334
2001,0.0,-11.716666666666663,2.179487179487182,10.983333333333336,-12.666666666666664,4.08333333333334,17.08333333333335,-12.491666666666664,4.3219696969697,18.88333333333334
2002,0.0,-22.266666666666666,-2.7435897435897414,18.783333333333335,-13.916666666666664,0.10714285714285951,17.08333333333336,-7.841666666666664,2.753787878787881,23.583333333333346
2003,0.0,-12.116666666666662,7.352564102564106,20.483333333333338,-13.166666666666664,3.51190476190477,16.083333333333343,-12.066666666666665,5.878787878787883,20.683333333333344
2004,0.0,-3.9166666666666634,4.871794871794874,15.233333333333338,-3.1666666666666643,4.869047619047623,13.083333333333355,-4.716666666666664,5.299242424242427,17.133333333333347
2005,0.0,-4.116666666666663,9.660256410256416,20.43333333333334,-5.666666666666664,8.583333333333341,23.083333333333353,-4.041666666666664,9.628787878787888,20.758333333333344
2006,0.0,-11.316666666666665,-0.28205128205127966,10.88333333333334,-0.9166666666666643,7.33333333333334,17.083333333333346,-6.616666666666664,4.140151515151518,15.033333333333337
2007,0.0,-7.266666666666664,5.275641025641028,19.483333333333338,-8.916666666666664,3.7857142857142896,20.583333333333357,-9.891666666666664,4.8901515151515165,23.583333333333346
2008,0.0,-9.216666666666661,5.141025641025644,14.08333333333334,-19.916666666666664,2.4404761904761934,26.58333333333335,-15.491666666666664,4.719696969696978,20.083333333333336
2009,0.0,-10.716666666666663,5.025641025641028,22.03333333333334,-0.9166666666666643,11.047619047619056,23.083333333333364,-8.816666666666665,5.515151515151521,21.40833333333334
2010,0.0,-14.016666666666662,0.8717948717948741,11.483333333333336,-6.916666666666664,14.880952380952378,33.33333333333334,-10.391666666666664,8.799242424242433,30.958333333333353
2011,0.0,-15.266666666666662,6.275641025641028,19.733333333333338,-4.916666666666664,13.40476190476191,36.08333333333338,-9.716666666666665,2.8106060606060628,18.583333333333346
2012,0.0,-0.7166666666666641,5.410256410256413,15.083333333333336,-6.916666666666664,7.333333333333341,17.583333333333375,-3.9166666666666643,3.958333333333336,13.258333333333336
2013,0.0,-17.016666666666666,-0.7051282051282027,9.233333333333336,-7.916666666666664,1.404761904761907,15.083333333333364,-14.166666666666664,10.503787878787888,27.608333333333345
2014,0.0,-16.716666666666665,5.602564102564106,15.283333333333337,-9.916666666666664,6.785714285714294,26.083333333333414,-8.716666666666663,6.969696969696977,20.533333333333335
2015,0.0,-5.766666666666664,8.025641025641029,28.333333333333346,-12.916666666666664,8.285714285714294,23.33333333333334,-8.516666666666664,5.662878787878796,19.03333333333334
2016,0.0,-3.916666666666664,6.583333333333337,25.18333333333334,-4.416666666666664,10.154761904761912,25.08333333333336,-12.341666666666663,9.890151515151523,23.433333333333337
2017,0.0,-9.466666666666663,4.1794871794871815,21.783333333333342,-15.916666666666664,-0.23809523809523506,14.083333333333346,-0.391666666666664,10.40151515151516,20.88333333333334
2018,0.0,-7.9166666666666625,12.775641025641033,37.38333333333334,-11.916666666666664,0.6904761904761928,15.58333333333336,-7.766666666666664,5.810606060606066,27.408333333333346
2019,0.0,-8.466666666666665,5.891025641025644,22.13333333333334,-10.916666666666664,7.4523809523809605,18.083333333333368,-8.716666666666663,7.333333333333339,26.88333333333336
2020,0.0,-7.916666666666664,3.5448717948717974,17.683333333333337,-15.166666666666664,3.3809523809523876,14.08333333333336,-8.591666666666665,4.719696969696975,15.808333333333342
2021,,-16.916666666666664,-3.051282051282049,8.883333333333336,-6.166666666666664,10.226190476190485,28.083333333333343,-3.8416666666666637,7.299242424242433,29.583333333333346
2022,,-5.716666666666664,3.9679487179487203,21.68333333333334,-6.166666666666664,5.916666666666675,20.333333333333368,-5.641666666666664,5.674242424242433,21.283333333333353
