year,ref,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85
1991,373.40955537144436,337.99696216514775,396.41894504280583,357.973487986744,395.5992819663077,466.0483291908313,344.4020988677161,358.8116542391605,365.1731565865783,434.8224247445457,377.6843413421707,377.02623584645124,340.60811930405964,356.5103562551781,452.6837890085612,467.83761391880694,382.2350179508423,345.25711129522233,349.8318144159072,359.0800883733775,375.1140568903618
1992,321.824357912179,504.92902513117923,320.10107705053855,345.50096658381665,540.5531621099144,423.0781552057443,490.58105495719417,194.0093896713615,362.84424192212094,360.23363711681856,302.66970450151894,316.05523336095,496.98922949461473,351.8146920740127,369.973487986744,428.8202154101077,519.2256282794808,187.79784589892296,484.9320629660315,299.54957194145265,374.11101905550953
1993,384.8086164043082,333.74150787075394,338.46865506766085,329.5675227837614,368.3512841756421,474.0417011875173,356.69428334714166,429.7594587130627,444.90085611709475,363.7332228666114,358.0568903617785,324.22314277823807,311.836509251588,333.74841204087267,371.1532725766363,472.20270643468655,359.7083678541839,418.7318420325877,349.7398508699254,347.4098315382491,460.21596244131456
1994,448.77078155205743,312.34935100800885,429.5653134493234,306.0124275062137,378.71803369235016,351.2985363159348,375.1963545981773,366.2101629384148,450.49433858050264,520.7346037006351,369.842032587683,424.17508975421157,305.23474178403757,304.3692350179508,522.2129246064623,348.5462579397956,365.93095829881247,353.012151339409,372.08699254349625,357.5763601215134,460.2792046396023
1995,416.7671913835957,270.8406517536592,434.48080640706985,366.51367025683516,426.72355702844516,249.02264567798952,489.47528307097485,358.74150787075394,459.5283070974869,271.4744545705606,427.53051643192487,428.06158519745924,268.6277271471969,370.68737917702293,272.6492681579674,244.5691797845899,408.8345760839547,338.10715272024305,478.3468655067661,416.0281690140845,473.45788456227564
1996,374.31344932339135,394.1411212372273,372.47694007180337,365.1405689036178,296.5133940900304,381.21596244131456,243.52582159624413,276.42612537972934,292.44103838718587,282.2783761391881,331.3954708644021,357.06407069870204,375.82104391052195,365.93068213200775,289.70533001933165,377.58492129246065,287.2954984810826,265.26291079812205,237.63904998619165,325.065175365921,306.38911902789283
1997,323.59707263186965,210.64705882352942,315.61364264015464,427.35542667771335,454.6186136426401,377.1143330571665,315.81717757525547,304.4252968793151,370.9773543220105,367.859707263187,408.30046948356807,306.01629384148026,200.69152167909417,424.0259596796465,375.0215410107705,379.88760011046674,446.8467274233637,294.1494062413698,307.7017398508699,392.7884562275614,386.6680475006904
1998,301.4495995581331,260.4429715548191,230.6078431372549,326.7884562275614,325.4020988677161,309.8771057718862,318.2040872687103,592.8657829328914,303.48301574150787,420.5335542667771,309.8834576083955,225.14415907207953,257.00690417011873,326.8036454018227,431.96547914940624,313.7445457056062,315.47583540458436,565.5399061032864,310.17840375586854,303.3813863573599,312.44711405689037
1999,420.1632145816073,380.23474178403757,334.992267329467,322.7948080640707,541.8831814415908,308.1933167633251,479.6746755040044,391.0488815244408,534.9223971278652,338.69455951394644,334.33664733499035,325.1201325600663,361.8494890914112,326.29301297983983,337.97486882076777,309.9552609776305,524.7925987296327,374.1146092239713,467.7268710301022,325.2717481358741,536.9710024855012
2000,378.4258492129246,266.8323667495167,480.07566970450154,330.23087544877103,336.08174537420604,343.939243302955,397.3960231980116,371.48881524440765,470.6426401546534,348.964650648992,363.53686826843415,463.2424744545706,253.4518088925711,329.6418116542392,363.33609500138084,346.68876001104667,323.5462579397956,354.54736260701463,390.69511184755595,355.6868268434134,472.65782932891466
2001,329.57497928748967,336.72604252968796,365.21485777409555,393.2491024578846,400.1275890637945,345.9461474730737,394.1643192488263,399.79232256282796,354.14277823805577,444.0792598729633,338.4076222038111,352.7964650648992,329.80778790389394,403.77740955537143,454.7042253521127,347.4435238884286,387.15962441314554,381.1571389119028,382.3877381938691,331.5918254625794,365.17508975421157
2002,222.51974592653963,353.83153824910244,302.2035349351008,364.2419221209611,459.9552609776305,421.41010770505386,418.3557028445181,397.8842861088097,428.4225352112676,444.55619994476666,387.92294946147473,284.74261253797295,343.9334438000552,367.70035901684616,453.5951394642364,412.004418668876,453.52941176470586,371.6848936757802,416.2424744545706,378.4059652029826,434.6205468102734
2003,427.1088097210715,313.8307097486882,472.8412040872687,379.0712510356255,381.04059652029827,287.3076498204916,313.3866335266501,394.4777685722176,367.4904722452361,331.4280585473626,478.5040044186689,463.4426953880144,300.2305992819663,380.3871858602596,338.2068489367578,287.2723004694836,352.7147196906932,379.6365644849489,294.66418116542394,462.28196630764984,382.3024026512013
2004,279.74924054128695,361.8724109362055,313.6260701463684,398.5385252692626,410.9077602872135,319.51836509251586,315.08809721071526,416.2833471416736,269.62247997790666,365.08837337752004,395.82739574703123,308.1466445733223,339.4114885390776,403.63518365092517,374.4109362054681,324.93703396851697,400.5719414526374,409.23198011599004,314.08699254349625,384.5956917978459,279.48108257387463
2005,280.6619718309859,416.2789284727976,301.2905274785971,423.6790941728804,386.3617785142226,418.46865506766085,351.86412593206296,505.49461474730737,262.1759182546258,361.3407898370616,365.9265396299365,292.017674675504,391.970173985087,420.2653962993648,369.2046396023198,405.4623032311516,377.54294393813865,490.2786523059928,349.57995028997516,356.29522231427785,271.4120408726871
2006,280.87544877105773,269.87848660591,340.20325876829605,490.6053576360122,496.2852803093068,288.7671913835957,288.2120961060481,304.2717481358741,397.157967412317,370.6719138359569,397.01353217343274,519.7746478873239,371.0403203534935,302.3209058271196,372.5167080916874,294.90499861916595,506.38470035901685,309.5713891190279,422.38028169014086,419.9939243302955,293.5078707539354
2007,336.3526650096658,381.8732394366197,384.1659762496548,490.66390499861916,312.1792322562828,447.85169842584924,395.81496824081745,419.9375863021265,414.9152167909417,377.19083126208227,249.20602043634355,316.2173432753383,403.0240265120133,319.38497652582157,433.3167633250483,303.76056338028167,425.19000276166804,345.9718309859155,448.5686274509804,390.58464512565587,419.63297431648715
2008,413.97431648715826,358.6288318144159,355.2615299640983,444.2543496271748,261.9157691245512,487.6647334990334,352.6387738193869,326.3755868544601,338.6216514774924,332.92433029549846,372.4178403755869,371.3637116818558,508.06407069870204,309.95664181165426,260.1538249102458,371.3744821872411,334.06876553438275,400.88815244407624,363.7992267329467,328.4598177299089,462.81524440762223
2009,372.12427506213754,412.1880695940348,359.2838994752831,276.04391052195524,320.59099696216515,439.4004418668876,352.86467826567247,267.80916873791773,281.847555923778,331.4838442419221,412.88290527478597,480.973487986744,567.6130903065451,367.95498481082575,303.48246340789836,403.07566970450154,367.1273128969898,442.27589063794534,338.848660590997,456.2916321458161,357.3860811930406
2010,443.6959403479702,471.25296879315107,395.69373101353216,512.2982601491301,197.99861916597624,327.9342723004695,362.7343275338304,341.8621927644297,299.54736260701463,323.06379453189726,413.44324772162383,447.60093896713613,491.21430544048604,439.0726318696493,404.5840927920464,515.1353217343276,211.8323667495167,321.15465341066005,325.04943385805024,358.40679370339683,357.7627727147197
2011,,497.69897818282243,409.66777133388564,254.89643744821873,332.3706158519746,362.4070698702016,271.919359293013,361.2479977906656,320.53742060204365,446.6117094725214,331.87047776857224,262.023198011599,328.1463684065175,411.1698425849213,392.43441038387186,432.55675227837617,399.7931510632422,319.33775200220936,349.3272576636288,439.5697321181994,246.03479701739852
2012,,308.99861916597627,447.5133940900304,416.22314277823807,357.6525821596244,344.08864954432477,338.4711405689036,393.54239160452914,454.4385528859431,238.96658381662525,361.72963269814966,429.1032863849765,305.68710301021815,347.0447390223695,218.56669428334715,223.49958574979289,377.02568351284174,410.9088649544325,274.45650372825185,464.25738746202705,375.53659210162937
2013,,309.08809721071526,472.8481082573875,417.65064899199115,355.8169014084507,499.7622203811102,286.46202706434684,318.5586854460094,391.9218447942557,407.8666114333057,438.5255454294394,359.9033416183375,477.1919359293013,342.80281690140845,253.59431096382215,338.5158795912731,264.71830985915494,426.0436343551505,339.3764153548743,415.2546257939796,403.61032863849766
2014,,341.1886219276443,472.0919635459818,453.25821596244134,171.7705053852527,434.4846727423364,416.77879038939517,362.56061861364265,365.0892018779343,350.51367025683516,388.2595967964651,396.12952223142776,251.81165423916045,473.041977354322,401.2615299640983,411.5912731289699,449.916045291356,498.8218724109362,449.2968793151063,329.20104943385803,340.4446285556476
2015,,451.53797293565316,482.61502347417843,452.1803369235018,331.08782104391054,371.82601491300744,354.90499861916595,396.28721347694005,232.93703396851697,514.2830709748688,253.25186412593206,493.3526650096658,532.972383319525,296.56724661695665,405.89367578017124,318.30544048605356,245.17067108533556,470.0654515327258,507.9033416183375,295.2670533001933,359.05164319248826
2016,,361.39188069594036,513.2137531068765,369.4429715548191,368.7884562275614,413.63407898370616,242.92322562827948,413.4628555647611,374.14747307373653,388.8732394366197,490.4482187241094,372.73626070146366,191.10190555095278,257.08146920740126,334.03286384976525,458.3043358188346,291.2206572769953,401.5509527754764,261.91107428887045,339.3551505109086,228.20270643468655
2017,,443.6111571389119,386.1764705882353,409.13670256835127,300.2474454570561,452.62468931234463,276.8605357636012,490.7942557304612,273.69373101353216,429.7823805578569,290.6859983429992,402.7387462027064,408.09997238331954,334.1759182546258,309.7589063794532,550.4371720519193,469.20822977078154,437.5614471140569,372.80834023750344,306.68765534382766,372.965755316211
2018,,425.8853907760287,215.7727147196907,324.7401270367302,338.55564761115716,322.7627727147197,300.0381110190555,372.28666114333055,434.7937033968517,410.943661971831,441.5769124551229,391.9577464788732,273.36536868268433,312.7876277271472,375.2662247997791,415.1902789284728,390.37144435238883,371.8367854183927,370.34990334161836,334.6222038111019,339.0422535211268
2019,,526.8406517536592,493.7514498757249,271.5639326152996,273.71223418945044,489.69345484672743,467.66335266500965,300.8185584092792,418.086164043082,393.6600386633527,316.28113780723555,259.39519469759733,323.28748964374483,356.24606462303234,488.34438000552336,388.2676056338028,377.59762496547916,255.963545981773,336.0646230323115,387.13808340237506,331.2676056338028
2020,,374.6531344932339,590.6230323115161,550.7224523612261,325.2355702844518,393.71085335542665,467.80281690140845,360.987848660591,236.31096382214858,421.0436343551505,456.8296050814692,388.25241645954156,235.51118475559238,455.27395747031204,472.047500690417,243.15603424468378,266.05744269538803,461.48853907760287,362.4054128693731,285.96271748135877,389.5330019331676
2021,,322.77740955537143,589.4120408726872,253.89367578017124,472.3645401822701,404.2361226180613,343.1836509251588,356.0836785418393,352.6777133388567,385.24578845622756,425.7205191935929,507.4982049157691,385.73046119856394,524.3098591549295,424.5216790941729,380.09306821320075,402.6238608119304,429.42723004694835,412.67660867163767,326.7448218724109,341.5943109638221
2022,,285.97155481911074,267.0544048605358,286.3888428610881,416.3211819939243,317.78514222590445,283.13200773267056,313.03341618337475,390.94890914112125,311.7078155205744,362.89367578017124,288.83871858602595,306.3200773267053,291.45539906103284,458.1378072355703,396.8505937586302,395.30544048605356,299.96658381662525,350.39519469759733,291.95443247721624,369.51919359293015
2023,,269.029826014913,337.2206572769953,374.46368406517536,258.3145539906103,433.7865230599282,251.83181441590722,395.29522231427785,367.8677161005247,313.82270091135047,379.10715272024305,456.95056614194976,318.0908588787628,448.31289698978185,493.3885666942833,333.4186688760011,181.1869649268158,315.39519469759733,232.52803093068212,341.89919911626623,347.41949737641534
2024,,470.4600938967136,431.96547914940624,424.81938690969343,214.045291355979,376.0160176746755,397.9431096382215,310.80999723833196,352.58933996133663,366.17729908864953,287.25296879315107,388.39740403203535,284.7285280309307,296.3587406793703,342.0057995028998,456.23336095001383,381.3101353217343,348.86992543496274,419.5937586302127,434.73570836785416,374.8174537420602
2025,,377.0306545153273,396.0745650372825,418.99585749792874,369.1731565865783,303.42888704777687,263.4667219000276,379.3684065175366,311.3515603424468,297.38470035901685,223.89146644573322,496.32421982877656,220.5603424468379,460.75421154377244,364.1869649268158,314.1317315658658,341.6199944766639,343.6304888152444,406.42667771333885,470.091687379177,361.0356255178128
2026,,303.0712510356255,252.4087268710301,397.2366749516708,371.2474454570561,498.1974592653963,452.64015465341066,372.4843965755316,425.7404032035349,429.3971278652306,358.6984258492129,395.8362330847832,325.6978735156034,376.2433029549848,492.82270091135047,570.7862468931235,391.3692350179508,347.2261806130903,331.7815520574427,287.8066832366749,495.909417288042
2027,,515.8878762772715,357.6854460093897,337.18503175918255,381.5945871306269,400.03728251864123,287.5338304335819,421.5747031206849,349.7017398508699,203.50400441866887,389.0665561999448,335.62027064346864,488.8323667495167,443.85722176194423,329.96547914940624,340.77851422259045,376.103838718586,363.78458989229495,357.6594863297432,326.3819386909693,323.9279204639602
2028,,337.8359569179785,390.20878210439105,463.79895056614197,321.06158519745924,315.8400994200497,324.9345484672742,362.82159624413146,315.6898646782657,434.5081469207401,495.0414250207125,501.030930682132,381.8831814415907,463.6531344932339,300.9961336647335,317.87682960508147,271.90555095277546,346.20878210439105,373.1532725766363,394.19165976249656,391.9806683236675
2029,,432.0908588787628,376.2339132836233,323.964650648992,371.5017950842309,500.5144987572494,429.4346865506766,339.43441038387186,334.9143882905275,381.8793151063242,287.32891466445733,371.2250759458713,380.1032863849765,479.7870753935377,325.3794531897266,260.82877658105497,443.5752554542944,508.5758077879039,375.3750345208506,246.1610052471693,367.47473073736535
2030,,263.73018503175916,409.9640983153825,481.16570008285004,338.981220657277,383.891742612538,309.79784589892296,340.66942833471415,435.8481082573875,488.6078431372549,470.0038663352665,320.55454294393815,381.53079259872965,369.44656172328087,340.87627727147196,440.90527478597073,519.0135321734327,328.38911902789283,297.959127312897,366.41507870753935,426.0171223418945
2031,,364.1074288870478,538.9765258215963,392.47417840375584,598.9508423087544,415.50593758630214,345.66280033140015,301.37420602043636,376.0259596796465,502.8345760839547,260.94808064070696,359.8014360673847,439.18503175918255,346.56669428334715,330.61309030654513,465.90140845070425,318.5934824634079,437.8561170947252,362.05606186136424,389.65175365921016,378.4913007456504
2032,,432.31814415907206,381.76746755040045,455.1599005799503,383.59817729908866,415.15410107705054,355.9961336647335,430.94835680751174,366.4424192212096,471.85086992543495,312.8544600938967,320.7395747031207,475.28804197735434,375.3639878486606,394.16846175089756,345.1262082297708,252.13725490196077,343.16790941728806,301.3035073184203,300.9740403203535,304.0726318696493
2033,,366.8025407346037,336.6923501795084,499.20491576912457,392.2383319524993,456.7031206848937,376.19718309859155,344.78624689312346,361.97763048881524,365.20878210439105,330.3932615299641,493.34852250759457,362.27616680475006,254.96989781828225,436.1350455675228,367.79729356531345,390.8030930682132,467.85252692626347,463.52305992819663,480.03452085059376,260.28141397404033
2034,,261.2954984810826,320.0604805302403,318.11239988953326,500.45871306268987,502.59265396299367,257.065175365921,366.48080640706985,470.4374482187241,272.1714995857498,281.3076498204916,366.8262910798122,370.2662247997791,471.8978182822425,305.86992543496274,449.65230599281966,388.4291632145816,331.6296603148302,282.2673294669981,406.7025683512842,381.3534935100801
2035,,502.7141673570837,479.24965479149404,296.79508423087543,455.2670533001933,584.2488262910798,279.5084230875449,461.57166528583264,472.01077050538527,313.62109914388293,404.8180060756697,498.7931510632422,488.1842032587683,359.16680475006905,386.8069594034797,519.9210162938415,499.40347970173985,564.5136702568351,394.6545153272577,331.3794531897266,286.33637116818556
2036,,664.865230599282,435.3800055233361,356.7508975421154,449.89367578017124,433.01077050538527,324.95664181165426,340.4415907207954,334.45705606186135,363.941452637393,439.0668323667495,461.09306821320075,385.080640706987,371.5857497928749,365.6674951670809,465.69483568075117,453.7757525545429,382.7633250483292,261.6061861364264,304.1013532173433,263.854183927092
2037,,513.7754763877382,473.7166528583264,378.1289698978183,433.9163214581607,406.2303231151616,302.4368958851146,409.5332780999724,389.032035349351,545.7166528583265,399.89505661419497,277.08864954432477,308.3855288594311,357.9276442971555,291.10715272024305,310.5879591273129,510.9212924606462,316.5078707539354,266.71775752554544,406.64595415631044,326.6001104667219
2038,,250.1996685998343,317.93371996686,315.20933443800055,430.0193316763325,391.6067384700359,360.8732394366197,369.5194697597349,290.49240541286935,507.2068489367578,422.3098591549296,445.5095277547639,343.6746755040044,262.72466169566417,563.4413145539907,369.0654515327258,333.11764705882354,362.78569455951396,335.32560066280035,328.72355702844516,317.50538525269263
2039,,436.3946423639878,444.23142778238054,397.64457332228665,496.2855564761116,361.2424744545706,391.5940347970174,251.09306821320078,441.98646782656726,314.89312344656173,328.8668876001105,313.13559790113226,357.1654239160453,310.45843689588514,327.7086440209887,256.51367025683516,244.7732670533002,445.11267605633805,284.6089478044739,483.2223142778238,340.98922949461473
2040,,436.09886771610053,367.2601491300746,302.5161557580779,485.987848660591,600.109362054681,246.2178956089478,407.2720243026788,350.0911350455675,411.17177575255454,352.3380281690141,331.58381662524164,289.51173708920186,402.6045291355979,505.95885114609223,462.4598177299089,494.62109914388293,339.3551505109086,291.39740403203535,355.95995581331124,366.43882905274785
2041,,336.06407069870204,604.8014360673847,372.41397404032034,415.5084230875449,474.1891742612538,337.8019884009942,413.92294946147473,383.6266224799779,315.54239160452914,429.1886219276443,259.1654239160453,322.4523612261806,335.08892571112955,388.9320629660315,309.95415631041146,417.8373377520022,364.7205191935929,283.3137254901961,534.1107428887047,413.8356807511737
2042,,480.10632421982876,442.3827671913836,403.54957194145265,346.8356807511737,429.83927091963545,399.5713891190279,388.38028169014086,380.06296603148303,497.4269538801436,329.60811930405964,301.88290527478597,436.8064070698702,434.59210162938416,378.017674675504,461.28748964374483,377.8367854183927,335.5164319248826,403.0671085335543,481.0715272024303,310.1228942281138
2043,,352.5073184203259,257.75918254625793,322.5156034244684,407.0356255178128,436.4551228942281,371.2844518088926,310.2966031483016,260.902789284728,267.6545153272577,421.52941176470586,409.3137254901961,471.80336923501795,292.88760011046674,374.82270091135047,454.69870201601765,431.6235846451257,261.3015741507871,360.5330019331676,327.1043910521955,322.92322562827945
2044,,303.6663904998619,577.8961612814139,450.6669428334714,331.93178679922676,271.8461750897542,266.1626622479978,388.63297431648715,311.76912455122897,368.04667219000277,504.74813587406794,509.5992819663077,347.7555923777962,397.5509527754764,483.0610328638498,534.1905550952775,375.33692350179507,324.3095829881248,300.2676056338028,313.15575807787906,314.7959127312897
2045,,296.06987020160176,608.0488815244407,296.97763048881524,708.0903065451532,526.6393261529964,350.6912455122894,388.0610328638498,324.5967964650649,379.10604805302404,440.36039768019884,494.92902513117923,256.6732946699807,487.0422535211268,293.1869649268158,336.8014360673847,416.22590444628554,298.86854460093895,517.5863021264844,253.5481911074289,339.04335818834574
2046,,357.86743993372,326.6975973487987,389.8238055785695,183.4092792046396,557.6735708367854,333.7953603976802,377.11157138911904,413.6072908036454,437.14360673847006,353.6964926815797,449.0359016846175,381.025407346037,488.7459265396299,348.1339409003038,408.2670533001933,348.7738193869097,418.9279204639602,369.7340513670257,393.25020712510354,268.08285004142505
2047,,381.66280033140015,376.6166804750069,391.94449047224526,347.77906655619995,322.8735156034245,385.1775752554543,366.62247997790666,414.11709472521403,344.3203534935101,315.0027616680475,318.3764153548743,378.0911350455675,494.3695111847556,390.41066003866337,616.6067384700359,558.1422259044463,323.3882905274786,304.39298536315937,352.4857774095554,277.4175642087821
2048,,612.7161005247169,388.99917149958577,435.1088097210715,330.2974316487158,279.22811378072356,419.8251864125932,421.8019884009942,340.6835128417564,341.4357912178956,337.00911350455675,287.0295498481083,269.18613642640156,436.32560066280035,201.86743993371996,469.73653686826844,367.4711405689036,393.45705606186135,343.7798950566142,317.85252692626347,218.07649820491577
2049,,405.34852250759457,445.93565313449324,324.2974316487158,532.4658933996134,372.7879038939519,276.3579121789561,403.93841480254076,353.1582435791218,435.1554819110743,345.5092515879591,385.6967688483844,315.3678541839271,451.6652858326429,338.6724661695664,308.82104391052195,301.7757525545429,451.75531621099145,365.1637669152168,328.6846175089754,304.45042805854735
2050,,345.0303783485225,416.6536868268434,319.7945318972659,326.3457608395471,402.45871306268987,394.3394090030378,354.7398508699254,328.4098315382491,242.8119304059652,471.27506213753105,631.964650648992,390.88704777685723,447.1286937310135,431.1101905550953,496.984534658934,410.8224247445457,393.2772714719691,252.2416459541563,449.1930405965203,254.5299640983154
2051,,296.4048605357636,470.3220104943386,322.53051643192487,274.82711958022645,372.20905827119583,484.1643192488263,432.0226456779895,261.0060756697045,426.50759458713065,361.058547362607,365.019884009942,275.6719138359569,415.1079812206573,379.4669980668324,468.02292184479427,355.18475559237777,423.92405412869374,426.2201049433858,466.95415631041146,317.5586854460094
2052,,438.5106324219829,428.92930129798395,422.91300745650375,263.2424744545706,386.122618061309,267.57497928748967,299.7517260425297,318.5346589339961,326.65782932891466,347.7279756973212,287.5385252692626,375.32421982877656,439.6917978458989,324.6531344932339,468.57856945595137,404.3703396851698,337.6956641811654,370.5573046119856,448.6663904998619,373.3206296603148
2053,,237.038663352665,413.03507318420327,317.030930682132,282.99475283070973,383.2979839823253,227.7207953603977,415.07705053852527,385.5512289422811,461.88069594034795,413.51284175642087,681.2294946147473,493.27616680475006,463.2844518088926,274.93620546810274,442.4043082021541,427.8296050814692,403.7914940624137,259.0038663352665,358.032035349351,320.45705606186135
2054,,601.1850317591825,354.46368406517536,341.64567798950566,382.5796741231704,390.63904998619165,241.48715824357913,353.5086992543496,414.56089478044737,403.78017122341896,614.1372549019608,399.3460370063518,612.2347417840375,428.05827119580226,251.86246893123447,244.44600938967136,458.16183374758356,347.0557856945595,377.90693178679925,369.8975421154377,325.05219552609776
2055,,363.5586854460094,384.8724109362055,324.58547362607015,339.05827119580226,383.6782656724662,286.8655067660867,394.3501795084231,350.66418116542394,400.83485225075947,293.5592377796189,412.5376967688484,401.88152444076223,293.80502623584647,308.0720795360398,464.4446285556476,327.1088097210715,374.3465893399613,391.86246893123445,333.5945871306269,200.37641535487435
2056,,401.04556752278376,549.912731289699,341.4926815796741,320.4774924054129,397.72466169566417,250.6730185031759,444.1107428887048,401.78569455951396,333.4020988677161,531.6315934824634,456.02209334438,470.7274233637117,476.96713615023475,339.1781275890638,569.9861916597625,324.56890361778517,311.98425849212924,315.8779342723005,332.05771886219276,346.29881248273955
