stn,idx,rcp,hor,stat,centile,val
era5_land,tx_days_above,ref,1981-2010,none,-1,0.159838
era5_land,tx_days_above,rcp45,1981-2010,mean,-1,0.169962
era5_land,tx_days_above,rcp45,2021-2050,mean,-1,1.297087
era5_land,tx_days_above,rcp45,2051-2080,mean,-1,3.55799
era5_land,tx_days_above,rcp45,1981-2010,min,-1,0.080608
era5_land,tx_days_above,rcp45,2021-2050,min,-1,0.595339
era5_land,tx_days_above,rcp45,2051-2080,min,-1,2.027619
era5_land,tx_days_above,rcp45,1981-2010,max,-1,0.330476
era5_land,tx_days_above,rcp45,2021-2050,max,-1,1.921824
era5_land,tx_days_above,rcp45,2051-2080,max,-1,6.534367
era5_land,tx_days_above,rcp45,1981-2010,centile,1,0.086014
era5_land,tx_days_above,rcp45,2021-2050,centile,1,0.648401
era5_land,tx_days_above,rcp45,2051-2080,centile,1,2.029986
era5_land,tx_days_above,rcp45,1981-2010,centile,10,0.112786
era5_land,tx_days_above,rcp45,2021-2050,centile,10,0.911672
era5_land,tx_days_above,rcp45,2051-2080,centile,10,2.110861
era5_land,tx_days_above,rcp45,1981-2010,centile,50,0.165289
era5_land,tx_days_above,rcp45,2021-2050,centile,50,1.347295
era5_land,tx_days_above,rcp45,2051-2080,centile,50,3.423242
era5_land,tx_days_above,rcp45,1981-2010,centile,90,0.234833
era5_land,tx_days_above,rcp45,2021-2050,centile,90,1.642188
era5_land,tx_days_above,rcp45,2051-2080,centile,90,4.897751
era5_land,tx_days_above,rcp45,1981-2010,centile,99,0.318039
era5_land,tx_days_above,rcp45,2021-2050,centile,99,1.911125
era5_land,tx_days_above,rcp45,2051-2080,centile,99,6.296823
era5_land,tx_days_above,rcp85,1981-2010,mean,-1,0.19686
era5_land,tx_days_above,rcp85,2021-2050,mean,-1,2.173805
era5_land,tx_days_above,rcp85,2051-2080,mean,-1,11.934048
era5_land,tx_days_above,rcp85,1981-2010,min,-1,0.072503
era5_land,tx_days_above,rcp85,2021-2050,min,-1,0.838399
era5_land,tx_days_above,rcp85,2051-2080,min,-1,5.764073
era5_land,tx_days_above,rcp85,1981-2010,max,-1,0.443911
era5_land,tx_days_above,rcp85,2021-2050,max,-1,3.546869
era5_land,tx_days_above,rcp85,2051-2080,max,-1,21.420993
era5_land,tx_days_above,rcp85,1981-2010,centile,1,0.073162
era5_land,tx_days_above,rcp85,2021-2050,centile,1,0.913684
era5_land,tx_days_above,rcp85,2051-2080,centile,1,5.836145
era5_land,tx_days_above,rcp85,1981-2010,centile,10,0.089206
era5_land,tx_days_above,rcp85,2021-2050,centile,10,1.294922
era5_land,tx_days_above,rcp85,2051-2080,centile,10,6.511445
era5_land,tx_days_above,rcp85,1981-2010,centile,50,0.198835
era5_land,tx_days_above,rcp85,2021-2050,centile,50,2.286251
era5_land,tx_days_above,rcp85,2051-2080,centile,50,11.77002
era5_land,tx_days_above,rcp85,1981-2010,centile,90,0.292849
era5_land,tx_days_above,rcp85,2021-2050,centile,90,2.924298
era5_land,tx_days_above,rcp85,2051-2080,centile,90,16.569522
era5_land,tx_days_above,rcp85,1981-2010,centile,99,0.417856
era5_land,tx_days_above,rcp85,2021-2050,centile,99,3.457444
era5_land,tx_days_above,rcp85,2051-2080,centile,99,20.667057
era5_land,tx_days_above,rcpxx,1981-2010,mean,-1,0.183724
era5_land,tx_days_above,rcpxx,2021-2050,mean,-1,1.74564
era5_land,tx_days_above,rcpxx,2051-2080,mean,-1,7.843415
era5_land,tx_days_above,rcpxx,1981-2010,min,-1,0.072503
era5_land,tx_days_above,rcpxx,2021-2050,min,-1,0.595339
era5_land,tx_days_above,rcpxx,2051-2080,min,-1,2.027619
era5_land,tx_days_above,rcpxx,1981-2010,max,-1,0.443911
era5_land,tx_days_above,rcpxx,2021-2050,max,-1,3.546869
era5_land,tx_days_above,rcpxx,2051-2080,max,-1,21.420993
era5_land,tx_days_above,rcpxx,1981-2010,centile,1,0.073822
era5_land,tx_days_above,rcpxx,2021-2050,centile,1,0.697425
era5_land,tx_days_above,rcpxx,2051-2080,centile,1,2.032589
era5_land,tx_days_above,rcpxx,1981-2010,centile,10,0.096146
era5_land,tx_days_above,rcpxx,2021-2050,centile,10,0.934197
era5_land,tx_days_above,rcpxx,2051-2080,centile,10,2.53613
era5_land,tx_days_above,rcpxx,1981-2010,centile,50,0.167396
era5_land,tx_days_above,rcpxx,2021-2050,centile,50,1.598521
era5_land,tx_days_above,rcpxx,2051-2080,centile,50,6.107275
era5_land,tx_days_above,rcpxx,1981-2010,centile,90,0.283785
era5_land,tx_days_above,rcpxx,2021-2050,centile,90,2.735919
era5_land,tx_days_above,rcpxx,2051-2080,centile,90,15.353447
era5_land,tx_days_above,rcpxx,1981-2010,centile,99,0.396268
era5_land,tx_days_above,rcpxx,2021-2050,centile,99,3.368018
era5_land,tx_days_above,rcpxx,2051-2080,centile,99,19.913121
