sim_code,sdev,crmsd,ccoef
Référence,15.49,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,10.74,21.72,-0.35
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,10.96,18.16,0.09
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,12.54,17.95,0.19
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,11.99,19.62,-0.0
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,10.87,21.58,-0.32
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,9.81,16.97,0.16
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,11.03,19.25,-0.03
CRCM5_AFR-44_CCCma-CanESM2_rcp45,11.9,20.89,-0.15
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,9.6,18.11,0.01
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,13.17,18.84,0.14
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,11.93,21.13,-0.17
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,12.01,21.25,-0.18
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,12.3,22.05,-0.25
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,12.12,22.62,-0.33
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,13.74,21.14,-0.04
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,13.7,17.78,0.26
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,16.03,21.11,0.1
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,12.86,20.1,0.0
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,12.29,18.26,0.15
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,13.59,17.48,0.28
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,11.38,19.38,-0.02
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,12.02,17.4,0.22
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,11.74,21.96,-0.29
RCA4_AFR-44_CCCma-CanESM2_rcp45,14.97,21.76,-0.02
RCA4_AFR-44_CCCma-CanESM2_rcp85,14.95,21.62,-0.01
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,14.28,24.47,-0.35
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,14.6,22.26,-0.09
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,11.62,20.08,-0.08
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,11.09,19.66,-0.07
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,15.99,19.9,0.2
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,14.15,18.28,0.24
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,12.16,17.48,0.22
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,13.09,22.09,-0.19
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,14.4,19.81,0.12
RCA4_AFR-44_MIROC-MIROC5_rcp26,12.66,20.54,-0.06
RCA4_AFR-44_MIROC-MIROC5_rcp45,14.13,20.43,0.05
RCA4_AFR-44_MIROC-MIROC5_rcp85,15.25,19.9,0.16
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,13.76,20.22,0.05
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,12.89,19.31,0.08
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,13.43,20.63,-0.01
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,11.82,16.94,0.25
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,12.83,21.35,-0.13
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,12.98,16.54,0.34
RCA4_AFR-44_NCC-NorESM1-M_rcp26,14.52,20.43,0.07
RCA4_AFR-44_NCC-NorESM1-M_rcp45,15.54,21.09,0.08
RCA4_AFR-44_NCC-NorESM1-M_rcp85,14.5,17.18,0.35
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,19.03,20.83,0.29
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,16.87,20.18,0.22
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,15.99,22.24,0.0
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,16.15,21.55,0.07
REMO2009_AFR-44_MIROC-MIROC5_rcp26,18.85,25.13,-0.06
REMO2009_AFR-44_MIROC-MIROC5_rcp85,16.96,20.76,0.18
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,13.29,20.8,-0.04
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,15.8,25.71,-0.35
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,11.96,21.75,-0.24
