sim_code,sdev,crmsd,ccoef
Référence,14.9,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,16.6,18.5,0.31
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,16.8,19.1,0.28
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,14.6,21.7,-0.09
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,17.1,25.4,-0.26
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,15.8,20.6,0.1
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,17.2,22.8,-0.0
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,16.8,22.5,-0.0
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,20.7,23.9,0.12
CRCM5_AFR-44_CCCma-CanESM2_rcp45,14.3,18.6,0.18
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,15.0,21.7,-0.06
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,17.0,19.5,0.26
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,22.0,27.8,-0.1
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,21.3,23.7,0.18
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,16.5,23.4,-0.12
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,15.2,25.6,-0.45
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,21.2,25.8,0.01
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,20.2,18.4,0.48
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,21.3,22.1,0.3
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,24.6,27.5,0.1
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,18.2,22.9,0.05
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,17.1,22.6,0.01
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,19.9,21.1,0.29
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,20.8,23.0,0.2
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,24.5,25.4,0.24
RCA4_AFR-44_CCCma-CanESM2_rcp45,14.3,19.7,0.09
RCA4_AFR-44_CCCma-CanESM2_rcp85,14.2,19.2,0.13
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,11.4,15.6,0.32
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,9.7,12.3,0.57
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,16.4,22.9,-0.07
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,15.4,25.4,-0.41
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,15.7,20.6,0.09
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,14.8,23.1,-0.21
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,14.4,21.0,-0.03
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,14.7,22.5,-0.15
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,17.2,23.1,-0.03
RCA4_AFR-44_MIROC-MIROC5_rcp26,19.7,26.2,-0.13
RCA4_AFR-44_MIROC-MIROC5_rcp45,21.9,27.4,-0.07
RCA4_AFR-44_MIROC-MIROC5_rcp85,17.2,23.2,-0.04
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,17.6,23.4,-0.04
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,19.9,22.5,0.19
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,20.4,24.6,0.05
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,16.8,20.2,0.19
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,15.7,19.6,0.18
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,19.5,21.0,0.28
RCA4_AFR-44_NCC-NorESM1-M_rcp26,16.4,20.8,0.12
RCA4_AFR-44_NCC-NorESM1-M_rcp45,14.7,17.9,0.26
RCA4_AFR-44_NCC-NorESM1-M_rcp85,16.2,19.4,0.22
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,21.0,24.4,0.11
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,15.6,18.1,0.29
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,13.1,16.3,0.33
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,21.0,24.1,0.13
REMO2009_AFR-44_MIROC-MIROC5_rcp26,15.1,18.3,0.26
REMO2009_AFR-44_MIROC-MIROC5_rcp85,23.1,25.4,0.16
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,18.1,21.4,0.17
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,19.0,22.1,0.17
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,12.6,15.7,0.35
