year,ref,rcp26_lower,rcp26_middle,rcp26_upper,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1991,3407.704387098551,3255.936267599292,3315.2629485337225,3365.8969079893523,3229.2527797460666,3305.719693253882,3376.2404976668186,3242.7422623543735,3299.142768265208,3358.4657550601573
1992,3308.635085552931,3223.7915583613694,3264.9293549914555,3335.7368559216916,3196.99918696593,3277.212732094049,3403.7939843598406,3192.307566345037,3272.041919851941,3388.0691143575673
1993,3399.5285642147064,3247.909483782766,3318.7125777812535,3374.087169165582,3236.713767660901,3295.0828985306957,3362.5798900639684,3214.361695461158,3293.333198475103,3359.0143355178175
1994,3331.724726855755,3232.562174070195,3316.1538925050613,3394.4251678141486,3233.332047606884,3301.273878251519,3385.667383763918,3223.800431913875,3296.295082713259,3361.950467585418
1995,3517.5334470570087,3269.1648415940253,3302.0169334000966,3345.8272203969454,3191.3917661371097,3295.8011276394,3432.125544010293,3196.6594823414334,3293.4442952813174,3455.6602076029844
1996,3282.874290674925,3231.5383681199746,3308.209403336326,3368.498644844833,3255.164673026532,3332.337305327425,3445.191156394838,3239.01510057842,3324.766128238439,3417.124388869423
1997,3262.7906763255596,3276.726245787917,3338.9350204826055,3415.1163028052006,3249.683206796792,3341.5928782799083,3422.365248716031,3252.9013314582053,3333.48810203993,3413.841049908331
1998,3604.3103216290474,3307.0046227882012,3394.2166779550134,3467.2034533300916,3296.4592686408255,3377.1602643781493,3465.1871384866654,3295.6418550972608,3370.2962054140035,3458.8482934746035
1999,3407.7506820708513,3335.044590461327,3374.7116519061115,3415.0834433472705,3250.0275938925233,3310.0701411993564,3373.272022494093,3231.4887604868372,3303.280577913093,3356.368728241969
2000,3294.3767442703247,3253.6014562863065,3383.270888158152,3507.3968663577707,3220.6723298775505,3342.0047923429943,3467.134525780574,3204.1211793714665,3334.140210335782,3458.9438825580173
2001,3346.4411000311375,3259.629196642123,3326.020673257958,3408.6958711714587,3252.1359622796354,3351.380044942205,3450.1194093353893,3236.6756610664693,3345.7133520843017,3460.0677312686125
2002,3569.731450200081,3205.4832085496355,3320.241117051641,3471.7129594896705,3206.9414513929314,3315.6301023164788,3417.2008710413165,3191.800077279331,3311.4827659318335,3412.372280995102
2003,3334.3875491321087,3342.293608369002,3399.0853714007053,3491.5361618162256,3302.887180884796,3359.0652491092333,3463.944873084707,3294.4598836195382,3353.9841021675406,3470.1588994623385
2004,3299.6342290639877,3327.0608920774184,3379.451355254399,3437.9171172343467,3320.078163692,3401.59850368296,3463.699326791633,3299.1760494617056,3395.0325975242204,3459.6391676706526
2005,3343.47578895092,3335.2881608552734,3400.2277927171504,3458.1237024985244,3328.204453381814,3401.8663585334143,3474.981708377955,3317.1369183006823,3394.54942609917,3459.8996115591963
2006,3467.717193067074,3271.550503537906,3358.5567912048778,3421.0264049135403,3291.539234012699,3379.641276477797,3472.4371642998235,3181.5270605103747,3384.8130523194604,3508.8096912050987
2007,3582.9622132778168,3375.4759923796305,3447.1649019841752,3500.8985019527463,3303.946022479221,3368.6743824300224,3431.2797335721693,3282.018038359305,3361.4924427615615,3487.282924854397
2008,3301.0755316615105,3370.2208607954335,3436.0547457016596,3526.640695488764,3321.861773750382,3397.979682348409,3475.71107484626,3233.957731452579,3358.255192231432,3493.717327203488
2009,3439.739904999733,3283.016989936254,3425.9005933072913,3529.5957068542175,3287.1092055065124,3376.4242951619817,3505.033990280267,3227.418456812763,3355.8760334517633,3427.428166222795
2010,3068.543627768755,3253.9428693192494,3387.2908653180702,3504.1755089963603,3383.344858117524,3459.139215037718,3555.569267697879,3211.3267668121116,3394.380324842522,3529.6259897143236
2011,3385.5681520700455,3330.1543929930917,3411.9722008018057,3529.906871277778,3373.1746965301863,3438.7091004292038,3556.893258545308,3218.4081867772234,3383.9159410629595,3514.178789796142
2012,3400.9287571907043,3231.9247015068886,3381.581575759673,3522.956319801602,3265.968016017149,3370.150142473608,3446.077245360107,3283.3220667493297,3379.6134407765653,3499.222323642786
2013,3306.3411432504654,3296.437645687663,3403.39846076697,3481.9165593696034,3311.2446453734233,3386.0141398180217,3484.446198871143,3275.7866650332876,3399.2412620477116,3537.966100613397
