year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,34.77237,33.09709064345316,32.211355506473694,31.182088499864562,31.42584760849155,33.405404652221364,32.26138705394516,32.688352872231576,30.81686666351237,31.60854656825461,33.126787152293275,32.87214504258026,31.858741610687332,33.56978046328351,32.61201369934355,34.59109894564955,35.17911794479443,32.53470733533743,32.33728043120726,32.66287369364858,33.6179104764837,34.56271678015082,33.09709064345316,31.182088499864562,33.405404652221364,31.42584760849155,33.86317410585616,32.688352872231576,33.30424508675833,32.99942097328494,31.60854656825461,34.59109894564955,32.26138705394516,30.81686666351237,32.211355506473694,33.126787152293275,32.87214504258026,32.61201369934355,35.17911794479443,31.858741610687332,33.6179104764837,32.53470733533743,33.56978046328351,32.33728043120726
1982,34.11194,32.35679947472306,31.59701813712985,30.89417255940066,31.86130566403341,33.326262348806665,31.848145979425283,31.867035230013983,31.118442712900787,31.379926435262405,32.79269866808153,32.24691894110953,31.918307322626163,33.215278469116754,32.28276926561193,34.63917050763098,34.92616694934645,32.33427402759486,32.73540051421588,32.35736547781323,33.84667537643821,34.917699813269735,32.35679947472306,30.89417255940066,33.326262348806665,31.86130566403341,34.09841078576818,31.867035230013983,33.906463559442614,32.95691077245499,31.379926435262405,34.63917050763098,31.848145979425283,31.118442712900787,31.59701813712985,32.79269866808153,32.24691894110953,32.28276926561193,34.92616694934645,31.918307322626163,33.84667537643821,32.33427402759486,33.215278469116754,32.73540051421588
1983,35.44565,31.739916613770504,31.436887831418517,30.964750580184386,30.90176447873978,33.01262663097327,31.66846534432443,32.63296065280491,30.622128528754843,31.918298118620896,32.303704997908824,32.78341418583631,32.0806905225823,33.39036451256061,31.825984993253996,34.844287485553934,34.81115271513249,32.81301871074885,32.4753668846576,32.45985857728448,33.42581981624403,34.79517261214437,31.739916613770504,30.964750580184386,33.01262663097327,30.90176447873978,34.31311649522439,32.63296065280491,33.97807363225729,32.88078691921379,31.918298118620896,34.844287485553934,31.66846534432443,30.622128528754843,31.436887831418517,32.303704997908824,32.78341418583631,31.825984993253996,34.81115271513249,32.0806905225823,33.42581981624403,32.81301871074885,33.39036451256061,32.4753668846576
1984,34.812225,32.97937566595863,32.2877577948953,31.33102719049674,31.25950934850988,33.95656746060314,32.45863073224098,32.816881722978565,30.317623399493414,32.19372026251915,32.73252205767318,34.018242356033284,32.121357868174584,32.8500316592872,33.07245267496984,34.13530618006496,35.377613347624504,33.4349173879566,33.26650681610391,33.56353674777063,33.88669905531361,34.148957757799735,32.97937566595863,31.33102719049674,33.95656746060314,31.25950934850988,33.31569153197893,32.816881722978565,33.26510744671128,33.38262016073463,32.19372026251915,34.13530618006496,32.45863073224098,30.317623399493414,32.2877577948953,32.73252205767318,34.018242356033284,33.07245267496984,35.377613347624504,32.121357868174584,33.88669905531361,33.4349173879566,32.8500316592872,33.26650681610391
1985,34.45047,32.53050227221456,32.755724235242894,31.160587408973583,30.785812385189217,34.39935852697312,31.97698508882013,32.703133199327795,30.44572014397545,31.30017111231757,33.08703188360465,33.12468508492026,32.1524499904221,33.39153338961734,33.144568922674466,34.597493599942425,35.311247755844875,32.98552311247164,31.920247983923844,32.73808434145195,33.82501145958764,34.571728781184504,32.53050227221456,31.160587408973583,34.39935852697312,30.785812385189217,33.264872770107445,32.703133199327795,33.608745591549564,33.958688698226524,31.30017111231757,34.597493599942425,31.97698508882013,30.44572014397545,32.755724235242894,33.08703188360465,33.12468508492026,33.144568922674466,35.311247755844875,32.1524499904221,33.82501145958764,32.98552311247164,33.39153338961734,31.920247983923844
1986,34.13617,32.60530949584182,32.37712224783502,30.792598785690984,30.52070373126088,33.83996552854751,31.72242490699915,32.52431778808443,30.347999876765698,31.411909153003478,32.600243757508736,33.03284748486192,32.35074007516312,33.66604292136731,32.81288084038772,34.36861405634107,34.91888957550651,32.9739280853222,31.898059576985816,32.95981647351135,33.69816212545646,34.74224701104043,32.60530949584182,30.792598785690984,33.83996552854751,30.52070373126088,34.05685568299401,32.52431778808443,33.175008959048114,33.25601910302362,31.411909153003478,34.36861405634107,31.72242490699915,30.347999876765698,32.37712224783502,32.600243757508736,33.03284748486192,32.81288084038772,34.91888957550651,32.35074007516312,33.69816212545646,32.9739280853222,33.66604292136731,31.898059576985816
1987,35.41449,32.45264791861922,32.25175371652546,31.15523462891815,31.21835094321665,33.93324320336592,32.233108509287206,33.41647176566596,30.790689856808626,32.46167195416467,33.007605105735024,32.9719420551682,32.50590051598914,33.63938846803666,32.70829726650999,34.018026190221974,35.242728620899186,33.426025067907915,33.32542528034185,33.34679852929122,33.65228383031388,33.9765952710726,32.45264791861922,31.15523462891815,33.93324320336592,31.21835094321665,33.68308874735595,33.41647176566596,34.11597671538999,33.65817489899928,32.46167195416467,34.018026190221974,32.233108509287206,30.790689856808626,32.25175371652546,33.007605105735024,32.9719420551682,32.70829726650999,35.242728620899186,32.50590051598914,33.65228383031388,33.426025067907915,33.63938846803666,33.32542528034185
1988,34.405853,32.66772123623815,31.860051494566278,31.723684765105872,31.71159444438456,33.95975060685106,32.36860219452069,33.01547618863913,30.74213060197576,32.45825486528628,33.0612855034247,33.076225038692996,32.35714590522019,33.44067536296825,32.85944250980896,34.30066587800144,35.39527194902382,33.22695766221915,33.21285376211358,33.17790152701559,34.376732630293986,34.408034866377875,32.66772123623815,31.723684765105872,33.95975060685106,31.71159444438456,33.56631813771594,33.01547618863913,33.300301110848295,33.07618127284081,32.45825486528628,34.30066587800144,32.36860219452069,30.74213060197576,31.860051494566278,33.0612855034247,33.076225038692996,32.85944250980896,35.39527194902382,32.35714590522019,34.376732630293986,33.22695766221915,33.44067536296825,33.21285376211358
1989,34.56952,32.7049710598036,31.94061176475077,31.161695311560493,31.48168394400085,33.79652291594414,32.12617088576161,33.98788574215047,30.65890391000653,32.171293696523264,32.8210517437513,33.92240368605343,32.231712695827866,33.13625709814079,32.832340050413165,34.61265141973121,35.15490131180866,33.83902601287167,32.722668317307864,33.817638728925544,34.027368510171414,34.44455016313549,32.7049710598036,31.161695311560493,33.79652291594414,31.48168394400085,33.30811662188347,33.98788574215047,33.865587942615036,33.43919542333174,32.171293696523264,34.61265141973121,32.12617088576161,30.65890391000653,31.94061176475077,32.8210517437513,33.92240368605343,32.832340050413165,35.15490131180866,32.231712695827866,34.027368510171414,33.83902601287167,33.13625709814079,32.722668317307864
1990,35.04596,32.89204167598194,31.702922250825395,30.927467570011515,32.31243233686689,33.24426284690435,32.766496689702194,33.833013424019555,30.369579327806093,32.30521782812525,33.33466856607913,33.85843889204301,32.54149883107101,32.871165248135696,33.029896188716805,34.59209797323729,35.352091267567175,33.77347896131522,32.24160670125735,33.59792717277111,34.85296527093061,34.70643633347356,32.89204167598194,30.927467570011515,33.24426284690435,32.31243233686689,33.1076714489642,33.833013424019555,34.24472850001217,33.131016048477136,32.30521782812525,34.59209797323729,32.766496689702194,30.369579327806093,31.702922250825395,33.33466856607913,33.85843889204301,33.029896188716805,35.352091267567175,32.54149883107101,34.85296527093061,33.77347896131522,32.871165248135696,32.24160670125735
