longitude,latitude,valcptot
-5.5,12.5,639.343814973566
-5.5,12.399999618530272,669.6746037521531
-5.5,12.300000190734863,690.9628930086609
-5.5,12.199999809265137,713.91572623761
-5.5,12.100000381469728,710.020859971807
-5.5,12.0,709.8266687697113
-5.5,11.899999618530272,716.0580040378287
-5.5,11.800000190734863,727.5794999853988
-5.5,11.699999809265137,738.4871445040709
-5.5,11.600000381469728,743.8192314253115
-5.5,11.5,750.044820633376
-5.5,11.399999618530272,766.5542180787771
-5.5,11.300000190734863,811.7498972172413
-5.5,11.199999809265137,873.8766581855708
-5.5,11.100000381469728,921.0405139732644
-5.5,11.0,929.7814412322562
-5.5,10.899999618530272,937.8272273384722
-5.5,10.800000190734863,918.6209432253936
-5.5,10.699999809265137,852.6732023555126
-5.5,10.600000381469728,781.5774035092707
-5.5,10.5,775.3187313997353
-5.400000095367432,12.5,645.5705666426059
-5.400000095367432,12.399999618530272,683.8579249524761
-5.400000095367432,12.300000190734863,719.779841165669
-5.400000095367432,12.199999809265137,751.739208755316
-5.400000095367432,12.100000381469728,736.21167497613
-5.400000095367432,12.0,726.5576741125517
-5.400000095367432,11.899999618530272,729.0400530939207
-5.400000095367432,11.800000190734863,749.6158226546141
-5.400000095367432,11.699999809265137,769.3284984510769
-5.400000095367432,11.600000381469728,776.4094102164388
-5.400000095367432,11.5,778.1360463160345
-5.400000095367432,11.399999618530272,792.8641294789289
-5.400000095367432,11.300000190734863,838.9477629521928
-5.400000095367432,11.199999809265137,894.388432054377
-5.400000095367432,11.100000381469728,938.8278956967764
-5.400000095367432,11.0,947.1858037111604
-5.400000095367432,10.899999618530272,965.0979974604644
-5.400000095367432,10.800000190734863,953.8401293266216
-5.400000095367432,10.699999809265137,868.8592897280919
-5.400000095367432,10.600000381469728,788.0553409409214
-5.400000095367432,10.5,763.7267314728582
-5.300000190734863,12.5,643.599965755217
-5.300000190734863,12.399999618530272,678.083552039878
-5.300000190734863,12.300000190734863,715.6652137754013
-5.300000190734863,12.199999809265137,747.3370744881281
-5.300000190734863,12.100000381469728,736.5267224112644
-5.300000190734863,12.0,729.308532591608
-5.300000190734863,11.899999618530272,729.5498228023087
-5.300000190734863,11.800000190734863,754.6975091273354
-5.300000190734863,11.699999809265137,783.80315102167
-5.300000190734863,11.600000381469728,788.592983722303
-5.300000190734863,11.5,787.3391514629656
-5.300000190734863,11.399999618530272,793.043118459664
-5.300000190734863,11.300000190734863,831.0451036401089
-5.300000190734863,11.199999809265137,884.8564255766655
-5.300000190734863,11.100000381469728,928.6935006722126
-5.300000190734863,11.0,934.7139280753752
-5.300000190734863,10.899999618530272,957.913574511522
-5.300000190734863,10.800000190734863,951.1514282442153
-5.300000190734863,10.699999809265137,866.545582116088
