year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,34.73721694946289,34.94933179553473,34.85941368530973,34.29927413523638,34.64197645994635,34.7813961854766,34.32313893681664,34.66864056900129,34.83267439773433,34.70051726449183,34.52638148058253,34.33787284329017,34.85383368571724,34.054943585119666,34.21725527959496,34.80068587203634,34.415283279981686,34.038760714256135,34.167688941539915,34.2137198469581,34.56227503025425,34.42927451881682,34.9548593757183,34.88080459081324,34.504484716770314,34.75034338911669,34.85425810480563,34.37443255723961,34.391748844655176,34.96270387390133,34.67676933915921,34.740431634248324,34.93511844469116,34.78206072404036,34.49610094084288,34.30813129688764,34.85349753748006,34.07217863589603,34.17227774715244,34.84298321771969,34.45104445729077,34.02949761162354,34.13601044137487,34.25526641753129
1982,34.058624267578125,34.3228585028664,35.32920072011341,34.22557150555216,34.610616737561884,34.064169205427994,34.15501839471035,34.894916847922445,34.304815743883545,34.43876415779661,33.96721308674627,34.46393938989092,34.47203908830357,34.10816752148295,33.95206991430327,34.53359489983953,34.06126628563771,33.825984466052475,34.402416329446105,34.54002481080977,34.9739540346301,34.12647581165966,34.33757212355506,35.37040178154268,34.43104831515487,34.73167970274274,34.114575325685,34.206059717837604,34.96918422202401,35.284458740563274,34.83215747858414,34.94608398235007,34.42090331850278,34.532428460255666,33.94388615749356,34.440376209932644,34.49374465859933,34.11159921943872,33.91577059333468,34.56634166128135,34.10233061370974,33.81999960059021,34.35463308516675,34.59079375414988
1983,35.4140739440918,33.49252354750523,34.39957560723291,34.66609701200198,34.30003168257921,34.83717978819116,34.18467566164196,34.38130384922967,34.14636477296419,34.24373953893996,34.54717824054822,34.65231175152422,33.898995272471204,34.390692578257934,33.780116595442344,34.6387779014138,33.44086355545734,34.352368951816224,33.95243198857133,34.40304059802351,34.78810013924356,34.25388692494489,33.49191848881222,34.412139644684416,34.896540912871096,34.3984288988176,34.91020566929138,34.2346632489131,35.13143264509198,35.44828749624915,34.712741779002855,34.422423248105865,34.274600742785395,34.30472212513728,34.53701402626653,34.61946253944694,33.90283299209524,34.39399763287276,33.79117835519232,34.66403080503536,33.47658411340246,34.342183928618866,33.917727257946765,34.422915760426925
1984,34.8077278137207,34.79611639655578,34.6020470966189,34.95600351603024,35.039238667995605,34.85603384981425,34.694642913052405,34.11045544403958,34.98625854165035,34.950750706825005,35.50918424881339,33.869127435591615,34.3622984524665,34.27958551329292,34.578710085219186,34.14239527968707,34.9867649506368,34.85412795649158,34.51878389012481,34.91561434218311,34.245454279941384,35.01832569633288,34.803974974111135,34.62625366518092,35.18057025948857,35.167162373164466,34.92594522494355,34.74699114071311,34.500282202017985,34.51378068034903,35.10036524843355,34.17035241971738,35.14511918769529,35.0415870513551,35.50943628598727,33.85242458999966,34.35994431697902,34.27858795251842,34.53401082428024,34.17664381526049,35.03729773546055,34.83540080248119,34.478639563090354,34.95775458031312
1985,34.34479141235352,34.3564160209562,34.467770622824986,34.23960794899753,35.478647688207936,34.64762015778091,34.53551315950427,34.164155264106654,35.276318706704274,34.5221390330591,34.712398648382695,34.41071236627084,34.96762721962127,34.40676536396728,34.35308066917386,34.74568914007582,34.90729722241846,34.43756724273405,34.41542973523073,33.733363639372214,34.63606607857215,34.40133117778388,34.37394881856125,34.49733883408424,34.439275292047775,35.594155439567146,34.71339774617957,34.575784047020065,34.77539115216372,34.39098978478452,35.573808479147395,34.21951360737101,35.37746418725535,34.61335851091226,34.68733895088548,34.37476013596324,34.95840529844419,34.41730981027271,34.305952456778,34.77612586085834,34.93629921965803,34.425942913324455,34.38603234147756,33.762920358033256
1986,34.09629440307617,34.49061182642234,34.07367627218532,34.277603025229084,34.93798907526277,34.63756685796036,34.16644591051469,34.025191041784005,34.96237092738038,34.27967790002578,34.67156976276006,33.95007239780153,34.17980176253052,34.67709506022658,33.89201534731562,34.84468590085555,34.56818643250483,34.46327609765662,34.29759725255472,33.79097637997475,34.76961784277498,34.67769149487978,34.49035878791977,34.07901681086271,34.516577217201174,35.067258750669986,34.71036016850922,34.2170691015301,34.456102052368,35.181322975567284,34.96930930581728,34.069488021048784,35.11129181363212,34.36874362407434,34.6586532051038,33.941453145612286,34.18267244724991,34.6833848600088,33.86290678041153,34.8584914407967,34.62720583292847,34.45328462035706,34.253597650835985,33.81813666363872
1987,35.2447509765625,34.34041889542415,34.73740416179507,35.1439296533835,35.060879893091595,35.388541585287086,34.4724807983325,34.564477437986085,34.85123637055249,34.8860403892385,34.53882773803906,33.52646870126378,34.71274120015263,34.85906777993696,34.36793277353778,34.93428907984948,34.26977409395794,34.99868521113282,34.15619386674395,35.23188141567717,33.94906464216327,35.0638276245803,34.34446991427252,34.77250006105397,35.37936294470536,35.16793553770378,35.47529585381458,34.51205465897636,35.036280242349235,34.911453782992,35.29793894937886,34.61811646147222,34.95617880812923,34.96701597098833,34.52400357587604,33.51056917630729,34.716453435672136,34.8715380899859,34.3265237001654,34.962700204626465,34.30468163762082,34.97214640707664,34.15005240203072,35.25863545168225
1988,34.32596969604492,34.56838511659835,35.11586229129496,35.237191611368964,35.043658323550495,34.92906639662303,34.96088846988744,34.48643745408587,34.336442957265824,34.93088316226777,34.4933856969518,34.02009171263778,34.89467590185997,34.49508402733445,34.43375447368131,34.75488156099716,34.51832902971438,34.64003009530028,35.10944079094289,34.92339746491239,34.41887879611917,34.810244254200654,34.57733528371772,35.13919399392217,35.48171493038753,35.16657719095716,35.00462863546836,34.994666732398215,34.365307932048616,34.92924869017374,34.71333153286184,34.53270428953759,34.45008290754433,35.013389595407695,34.472985842737614,33.99884355445111,34.90149395839518,34.49457031939623,34.39519689887309,34.79737241983207,34.56112811152621,34.63595746679487,35.04612552936064,34.96897138728465
1989,34.40205764770508,34.67268854974001,34.98997013400646,34.896534354687454,34.97334579360099,35.7695771438022,34.54094405870136,34.449093339061854,34.50646096683292,34.69083028250848,35.49293681112497,34.38966922158731,34.53846699888721,34.45543437597604,34.17914681851315,34.31931237331342,34.58228795110716,35.40117678731323,34.72251462402553,34.498330120987305,34.433612483581555,35.44773294083172,34.67987964194831,35.005414518931275,35.13387832919625,35.077968149542954,35.88604301122638,34.577727059218866,34.90040334123342,34.51602824800189,35.16956872055515,34.48176163439107,34.62365817273288,34.761748550647106,35.49799897139529,34.361422270147806,34.55131753476097,34.47013252006139,34.141705671143846,34.35087297621625,34.637209350088945,35.38717941571413,34.68417149529775,34.532767701827034
1990,34.899593353271484,34.69814993853224,35.601609744667,35.090694276651135,34.43104404686368,35.6064624931759,34.17948010897919,34.201699976015114,34.30363013934273,35.2371092727831,35.43373798857474,34.34217680731323,35.1161049123995,34.73953793325011,34.43205184926675,34.1156387760226,34.90111835918844,35.273551473872374,35.621194195763266,34.120861562746605,34.73661680641364,35.19197864113603,34.70782362671021,35.657079471275566,35.31843561389604,34.55240873244299,35.70748956150224,34.22043359659541,35.14062030201612,34.35930434984568,34.92350799734548,34.24364696449278,34.43309105416807,35.3189656188888,35.418870280708475,34.318137918123654,35.12095187467122,34.725901921947795,34.38415952252987,34.16295341058005,34.955653637765565,35.25008391591005,35.55617333116084,34.15736295090231
