longitude,latitude,rain_season_end
-15.600000381469727,12.699999809265137,315.9666666666667
-15.600000381469727,12.600000381469727,318.51
-15.5,12.699999809265137,316.91333333333336
-15.5,12.600000381469727,317.6466666666667
