year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp26,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp26,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26
1991,0.0,153.85421253918548,156.2689748527813,103.29414626230323,114.98565488916279,16.76133671913408,2.74473484784653,-51.75375418558855,-50.53926757327207,157.95958990478175,155.97153496868066,166.34287763536622,128.57116883771732,137.71130778712825,158.50878378979849,93.91518607272167,65.67491469152174,47.05727382449152,48.42098400123598,40.48485021391184,10.336333820494815,66.38021188768676,20.215974588781478,-32.9135929411205,-16.11224880004545,8.781622564069039,-8.61093981378724,45.43858768191717,34.27501530841323,37.951414110058636,44.035668619090984,49.940493066323825,-64.88987039769756,-82.2300194967329,8.029440763814932,6.999531405304424,-1.9452336609010672,9.476789815733923,28.56546922179575,10.476474135547278,-16.061134712390412,-23.857850350606554,-25.8102567343351,-75.79552898300415,-91.39839903281467,-74.83468811542326,40.46022452866043,38.23448462023839,-181.74249637768838,-156.36633936567728,28.52272627280081,40.06323156035819,55.356393441968294,74.65324376932995,16.28544815461123
1992,0.0,15.779606512356963,15.014255098464332,-178.7791704043446,-187.29717491034836,-174.3821615561988,-177.88988602409415,19.899182685546066,28.497972917459492,126.42908154560723,132.33127285537057,146.14840002970016,-5.344695628525869,1.6595545627249066,29.475480904789947,33.270222181053896,9.229164993629183,-88.27008527575845,-45.780401832908126,-53.722116910084594,92.4132194108455,172.07622580071404,112.67218744049023,11.650908601684478,15.700598276426263,-122.85781820161776,-136.75218945231802,-61.07738956687081,-74.51410089145537,41.81175399060987,43.98911428555425,54.16886063358345,46.89540685443717,37.65291851227346,55.99225806048071,59.79438097781485,41.84089710892022,64.94220552037359,82.96264114451174,66.47069104629736,-53.570237317586304,-57.60358754737831,-61.04478281554702,63.48009021727967,45.142851813930065,50.43355372258293,-48.109083620312504,-57.474756654399926,-118.64935488959611,-93.82449423780605,183.16527834177077,203.4878664938866,192.8345731185808,257.93358560061415,93.78051204773908
1993,0.0,-54.14999435409919,-47.31282648285401,-56.90488324000182,-55.43493970762529,-79.71065313798573,-84.34875894602129,-6.282835400948443,-2.612707731439059,-17.730257046069937,-23.758771947993864,-4.624483616499674,0.8206255490219974,8.489975656453453,17.623478415768773,63.98655905091766,34.74464329611328,-38.62368657775016,-145.5065582079485,-149.01630916842157,-99.39842477079122,-51.17428708487569,-87.55915648353192,7.380292686712892,16.111229018270592,-24.359400173386007,-38.886827432628024,-6.064070657716911,-16.107373874042082,-91.66255235596145,-82.87975139542272,-79.41007859389794,-81.68742022198717,-108.88419960924108,66.3727543232659,64.47273915904327,49.38793740816902,-70.32192434350736,-42.547466623414834,-62.49504579500592,-44.242521968879146,-53.06029378961915,-53.28509612469418,41.00936412267822,15.135497875116812,36.86902203407169,-32.81867826800453,-41.31807845102401,-103.24163164581319,-74.28378553086696,93.37681861644933,104.32397395222051,96.212276091695,133.7735236654986,-34.70086309657381
1994,0.0,-5.100650170175982,-3.5713009345477076,71.02426840513147,83.15190106009584,-145.68739492804912,-156.54481794763467,-92.88930518766472,-108.84844377202933,31.940798453182765,21.634915148843675,36.07130297511446,45.21586943893112,51.30905273077451,64.88775716208477,151.12454591973324,106.38715159734511,-2.8407594999076764,-99.1091706398704,-101.47680203642062,-151.05192692239916,-114.92535213213375,-129.8697934835967,-16.805967625482822,-1.9388112621988967,-3.8700678246520965,-18.53641651677208,7.456108204631391,0.09076548517737137,-70.46301918500467,-62.846359829085145,-52.883647716016014,-46.087605618760904,-54.20194797387245,-27.99468832138922,-30.31150093547751,-41.81434082742828,-7.450688983112514,15.800483069642155,0.7342476156168232,-98.0355260012704,-105.68934949951802,-108.20039131403519,-53.60178254422016,-70.55131831628012,-58.466672207354236,16.493307824131648,14.821341829935704,27.67307551462227,54.90217068735228,77.09786452326341,95.6228063342536,-76.47371046243973,-50.93483870033754,17.61827404187227
1995,0.0,-14.27877570194812,-12.061582145648913,-32.84206278277031,-29.34650445288122,-160.5748574303933,-170.53924094619293,99.51919173766623,122.36084572401955,18.465400062233357,18.533093198471306,34.00057681794283,87.64682594058604,94.4378823074286,115.24535563084828,47.91568306260808,24.00606659388268,-126.87654384395904,3.426847119317472,-7.910655958042639,17.607847023101158,66.91226143401013,27.76148147035292,8.975646892696659,18.591726584987896,24.23444203106385,6.914742061580796,-16.415717542830862,-28.006239506373504,-99.03271935247267,-92.56174271586207,-84.8660860705894,24.029640962239682,16.424418602470837,-121.84116212727304,-118.95883579301136,-125.13896759240436,23.48401090811558,44.992696729357135,24.622787720174074,-32.68872088695235,-40.862435460282995,-40.10802265468914,-8.99422555232286,-38.23667261865796,-9.269806114786547,46.76299784207026,44.235501646710986,27.474908358077528,51.49351230271316,77.09620189424561,86.61604078502023,76.0124192581327,96.03348004371026,84.91849665570362
1996,0.0,39.505312353231375,39.03387232427565,-158.85776308025743,-164.4427365820054,-301.5790595916545,-304.8195568515748,104.76140657336566,133.63553349329823,-63.2305758136722,-74.32502281701153,-55.18961982509637,86.21255581297714,90.62794131465444,113.13348047961449,132.1387314467994,101.72068494149926,-104.47679738341242,1.391766912417097,-10.848865957009593,-141.2899395889873,-107.59645369031301,-142.62310620528035,-75.89899883099793,-50.49893849604905,-82.63026403282561,-94.58900479137526,-107.289201500106,-120.96800342847968,-32.37857021090514,-28.949152911280976,-17.08301936714406,-78.2722651994552,-87.03473894964606,7.981710438426944,-1.441744411086006,-8.743939481213943,-20.13612458811224,-3.36981288545644,-18.179609611013802,-35.46158019042156,-44.754473587407404,-47.2365517441944,6.96703070606236,-18.964247185435624,-1.8341349390326513,0.29599319501210175,-4.979531261798229,-108.98999469533527,-80.97781145764964,124.39532956555638,144.74375095179698,-81.25757908749495,-57.50966073649022,-53.56968082024434
1997,0.0,89.28155914601302,90.3723163509951,31.955776279281395,47.80803044923891,-14.063122544821226,-27.117739702970255,16.231911299043645,20.063249252587298,-11.717441354317998,-21.264910274982867,-7.61745711432286,-20.4195637499065,-16.008295251245613,-5.057141319586549,102.62284620761932,69.93405522565183,83.11415872063105,-31.55943733258613,-43.67973057635555,42.676699030062196,106.51312211261961,63.647007405805994,4.411819301635774,16.227105896153034,18.80802143416099,0.20022586632910588,-57.68918224805611,-67.73397129733803,58.579732751632264,60.5333955026656,68.52065483810281,-62.87227375161473,-74.87176046887225,57.64389302728307,48.32905527508194,44.71684531957044,33.06002254345253,52.16989342782642,35.32276963507752,84.58964749361348,83.29632501391575,84.4845165615925,-141.32376481456032,-161.48728400464296,-138.7770384849668,-41.34217716993686,-46.99349546023666,-130.233570418051,-106.79974184463828,30.923928746655974,48.91116184385805,8.442190427554124,28.76818079971258,126.86884674740531
1998,0.0,-0.9107297145301345,6.605421316024831,-138.6464127508102,-136.73605307998247,-88.38430736647132,-101.47232135677564,-269.8958903496209,-279.8164725331284,-41.96261253706007,-56.26205704237145,-33.632311407205634,-114.458284975158,-110.74620375040018,-100.11190994676161,137.92486157943574,105.30634214950521,38.738589355260274,-14.252476860611182,-21.20666555390585,15.280797637467572,85.2643299419559,26.298848754184064,-87.81529120448579,-75.97275448350763,-41.82886962755873,-55.70251166494137,20.189278266271913,10.482107979126454,-113.90901392340606,-109.17977386889652,-99.521937355347,-39.802951542652465,-57.95567428905224,44.76307208505739,37.5829016548098,24.1193745981642,-30.425017315730088,-5.789143565032532,-30.21973802555408,-45.9007279967571,-53.71770950860065,-55.462188474128936,-129.66943871796303,-147.88879029373368,-109.76661359434434,-119.5622643947018,-134.72220320235613,-48.349832018472114,-26.477730939149183,-34.71482601124046,-19.955388737114163,-2.765333197816176,25.519501987790363,-71.35845610007004
1999,0.0,-40.372435968697516,-32.308068386268985,-114.23559035784211,-119.18558205724707,-68.18065624069408,-88.31158645613044,-62.132260047568025,-66.7517365136078,-78.64805561955637,-85.92695273124025,-65.76838902530278,-118.78358321674864,-112.42235961302362,-101.398701623428,88.54783015002886,53.91427604292403,19.2679499490107,-78.91180726197041,-86.80732371560731,210.04078931159097,289.79689652746197,231.94838078020405,44.789838015577516,52.55679157101383,58.51698673935698,41.65003879316066,14.518222897219175,5.873853394499179,-68.9876031806383,-65.49977263035862,-54.42483280767078,42.866519523065904,33.23026367805551,7.021327793363298,6.024016913093419,-8.682138764542628,63.533559284531975,78.63232841390732,64.19947951919573,41.76465009428102,31.883985743838025,32.88446756495273,12.50501222564219,-6.017045596124035,5.617044495998925,-54.66766594954811,-57.5952856328409,184.17522604262376,203.33995061882092,-83.6980214963175,-71.4009398261785,94.39953622981375,129.58862941909615,-121.72427287185053
2000,0.0,-48.65771549512675,-49.22674203945826,12.473949815191531,11.368314893034722,-69.3411575927434,-75.19541063222846,0.054472122032166226,9.93761367772936,-125.13993470299937,-137.90120587103956,-118.53158667656731,61.71893994296761,64.44806176954705,76.86014682069617,-106.30575493684302,-115.06823670608117,-14.178873385199608,-101.75299537993027,-107.57951147952105,-78.36976469113466,-17.143897119187045,-63.94778618246187,58.40813058736671,59.21505080548161,17.693544346100566,3.7555483126984655,6.132084591560783,-4.627106260258074,21.83578560448825,25.812523894624746,38.36095875961314,-63.23453729362359,-68.45950698119611,-19.560045521483516,-17.69066279976471,-26.874090678920425,32.26822767051169,47.704694516143036,29.37849812842137,-12.16527827902496,-22.46326185900176,-20.866163133738496,-96.41031119162056,-118.03995282317078,-83.43877906641444,26.97274422136627,26.47800749167959,79.32360574507334,96.3211910563083,-9.168321455130126,5.968357721937423,-123.37231648356806,-93.57582110122934,-32.50711133031564
