year,ref,rcp26_middle,rcp26_lower,rcp26_upper,rcp45_middle,rcp45_lower,rcp45_upper,rcp85_middle,rcp85_lower,rcp85_upper
1988,319.73383,382.8391433261559,330.738948064389,476.2850398250364,382.6608243261534,326.48681044106087,485.73686332914247,397.5818335151989,327.8843229632614,480.8293151998499
1989,549.9452,612.69813405002,549.6443141549368,697.4365810031761,624.316857208961,561.2476373974957,709.7752505944738,634.9909677014716,556.9053048034141,716.8043370879251
1990,633.01227,640.2461462393148,467.1551415799557,790.9239484316632,617.6769560625755,466.17449693178594,804.5758970342038,650.4780999002513,569.878397350092,810.7332723131324
1991,620.74243,613.825630571034,539.6465410757658,726.4896998273479,621.6076619162457,514.5062481036158,722.2456237714542,623.5741928480126,508.56168469193744,731.1897870798217
1992,598.54456,604.6051115039244,495.94733026895744,722.4311389711095,611.0466601502474,506.80546230765776,725.9987547971857,625.5021463594953,517.6148450446138,738.3760897589268
1993,638.7904,639.9417355026739,513.7196005332507,733.1116989105033,623.8957861175231,542.1714235238617,722.4835074319639,649.9572917189548,559.0411088251045,729.1522232813978
1994,567.62115,632.7105262225534,572.8252636496053,723.0029219435812,634.1923034124154,560.7491387820506,713.3334127949718,639.5584349348015,548.8663208702865,723.2944980207617
1995,562.33295,620.023184369449,578.2098697946474,684.2560599218419,628.3226437129417,567.7650316378317,745.7375460132633,637.9063192320257,584.6972370189444,750.8389486757499
1996,634.681,653.7513737056449,602.7487479468466,706.0244517765824,643.4809922766119,562.4028800392571,782.4311520480525,662.444553458967,569.9887108141941,793.1596170259409
1997,560.5885,646.2938656141521,562.2708000619294,690.9935305991758,651.5243547757084,573.8730268782228,734.7402457276352,659.9678842720883,575.1788456485654,738.1659801126235
1998,576.9806,612.5970961873207,485.2988635423511,722.5148533094443,655.8594873903946,481.9544626593298,824.3392546579389,662.9410921761863,484.6522953212773,815.5437227522458
1999,578.5647,638.7522246212102,512.0213663743402,783.4530655989018,652.9082858699767,507.5059567278327,784.3349613260602,646.8922817189618,527.6036734913674,776.2445219914349
2000,569.512,603.8687579903946,504.1392853290682,691.5732929536686,608.3018409050173,512.2077439248063,680.3500061399777,609.1935985808509,508.4521357137335,692.8543691796472
2001,623.8602,630.9402273085307,547.4881497849236,685.3311991891737,624.880260489243,524.0613727461588,676.9352490087066,624.3649400235348,547.4728598524644,685.688371240567
2002,656.9242,588.6268069223077,515.4648047289937,707.5023255045492,613.2172763354057,529.565127111541,664.0384970914132,615.9009486155894,539.4813198810882,696.3810353705097
2003,582.28156,625.2754506035066,553.6035489921356,755.5466351628072,609.9215620023485,466.6885515448825,684.2625614530118,618.4495470887127,484.657658593645,750.6740990326556
2004,719.38,599.2595026204413,488.53559943939945,690.1036458663549,613.8942899018502,491.8209762241314,801.6729521187234,623.5241335672921,488.4667486159861,795.7569461145125
2005,700.1742,603.7516757028609,555.8853824599437,650.594130335647,607.3130023066368,543.0600540386371,708.5302490160848,623.702114349587,570.7442462533346,715.1872911854155
2006,695.4765,616.2665541309885,572.8663943876244,657.9307638427263,652.599193000766,528.1170893151254,731.1666783308495,613.6263611524122,541.1530431470411,763.8592172294044
2007,673.7309,649.3255444809242,553.2766644542411,707.4184520059375,671.0482620325204,579.3272199261605,809.5851691172297,647.4652270286338,468.8383043243741,714.9723840716273
2008,696.04736,650.8706099663644,567.0195525208363,723.7894019769269,649.4608925071151,544.2314739563709,753.0104300950699,661.7098122884839,597.8259722469359,737.7610096872368
2009,666.90857,648.7862639603143,561.8362112463624,782.4167775120684,661.3815860495419,558.5580706965994,821.8279317264951,644.7422209873207,583.2896373708401,770.8493372160701
2010,616.02997,662.1257567142851,580.8927937970708,767.2557597591982,643.399196484847,553.5849546106964,801.9257248172044,664.0938665630232,573.8278928025392,752.7198443120329
2011,656.00714,657.0235648431493,596.2654851974087,722.5239881259557,650.9814758111654,524.7406236404772,784.2162056183819,652.2277816899389,560.2797967709395,758.332874799972
2012,616.0016,625.1391155182104,555.84809617126,754.7625169769274,623.4036140485316,520.4204714473368,747.6189128229224,640.7241297253116,512.8091282485234,750.0466929153126
2013,626.7508,639.5812633165212,543.5850113126037,771.8828164268824,633.1512245213207,475.1558394653417,715.871672305807,655.8785012144706,577.0545106548335,841.5318835945454
2014,701.4422,648.3938916342667,587.5596442611524,756.3642875317496,647.6286301434097,542.3272629668875,728.7681769452163,667.0537699311096,558.6245092959484,834.4265329814144
2015,694.2517,614.8349775975512,548.4329473922154,669.444619578913,652.1281661338696,548.102643307589,738.3025862461554,653.0768802055095,471.7945233859227,837.9682281978155
2016,572.5135,637.7981636102922,570.4811313906022,697.8175120967117,640.1253941534972,518.4672550955344,751.8652252745977,677.6203799767613,575.3918362211416,877.617341841749
2017,626.1022,637.0081939852987,560.3952096587935,742.0788980388478,626.3455346594785,517.7868083497614,744.9532043694021,676.2755786524315,580.5112900856709,789.5688317439146
2018,,615.1308665770831,523.1208640588869,750.6970935957497,653.0402942879999,544.4872780275334,770.8063547003637,658.0575157760337,532.1399776758661,772.7239740532808
2019,,669.1061129164136,572.2806953842622,802.5178982694779,650.7989494175721,557.8235903641081,781.1377240999658,633.9935550434199,505.2563922905155,789.6555142342121
2020,,621.324787236297,471.1207772102041,711.7339595764524,634.8571129423373,555.3817550586228,758.237445189412,648.1369545470469,578.039525700109,778.07243224662
2021,,655.3280389923168,545.6211880618579,763.2109049255964,647.8719182141822,486.59059837017287,783.2731985175368,658.0066752019856,559.3867662923011,869.5270504968672
2022,,645.324986470053,529.3659343867245,750.3979066963452,656.9626372172377,552.4542298641131,781.0792236823701,684.9909995205498,555.278312383976,821.8951558145715
2023,,615.1320750632985,549.3242883509946,664.3355557877497,635.5678761123761,505.3491835186177,767.9365336409587,681.4116576091251,510.55309089508125,816.3462275724911
2024,,655.148686465453,534.59779589977,781.5409195238715,654.3807649531246,549.842457743815,765.8166871271287,645.8467683254945,526.7840038406998,777.1613166369594
2025,,661.6371549236726,565.9657875447275,923.056980285038,638.8807553607018,541.0219440368676,770.0835266391117,646.4348669911452,543.5645506554681,767.430376729001
2026,,654.0248119525688,557.6034100482606,779.0723829749253,664.6967331301341,523.4324573605663,804.295520220225,659.8031327754059,582.4584931493665,811.0569759037209
2027,,660.0471197761801,538.4753196516267,867.8377784255467,653.2939321578467,489.1061341040691,769.0206354598608,643.6574413963266,500.6370035970632,761.2068085183943
2028,,635.4067717716941,521.5535663215028,765.8996405114517,629.3403245692698,529.7624254081821,724.2756091348649,637.0416476459176,561.6122999048307,726.2702937846454
2029,,642.9967184945438,459.21528812900505,725.4572841311832,651.5238341384886,532.0259182033689,741.5668216096957,636.6355381834537,554.327147531811,730.0840172633146
2030,,641.9307367561607,490.26413305761656,739.0500028967318,612.3276762221633,487.92286925396246,687.7560820996388,627.8639559603084,518.1784583938443,756.2587221336092
2031,,645.4895830882039,582.3976437346064,719.2970540818646,639.7871667176372,568.4153664171578,740.9226878405514,650.9083714012858,596.0093962516329,739.7096451615682
2032,,645.6753376494323,560.9902497175372,746.5715014588299,655.6902750268237,533.277355371355,774.6512753817887,659.7000294215343,569.0173293847625,734.7116073399873
2033,,660.2643329329732,582.123162049234,776.1856273678993,655.4719646288136,531.6539139484767,766.3278387711367,667.7549578659556,559.366961031758,770.5536351973913
2034,,628.6195043357428,538.6462446134523,752.7310931406801,649.3018527149623,542.5210968438832,746.0393519092024,665.7487751926722,587.5603038150148,742.1795648698265
2035,,647.1341199999056,535.3896793311524,756.6339105503586,653.6824630927642,497.0803139768045,759.288454740789,645.6800635826268,589.7825592564881,757.1133200742055
2036,,639.9105759480482,532.9063883142938,719.7491952655186,635.0189370095117,502.6558908349807,783.6095902843153,629.2719429647861,508.0855594612187,768.7396679545508
2037,,636.0169894700362,553.1466211960865,763.2819002819264,630.0079236693313,496.8967504669832,821.1867638176922,650.8213126409013,564.6090382714644,787.4063494051054
2038,,653.686609127558,557.0774981329338,790.4993548446267,650.5893607859475,511.12626178132194,729.6978595077469,667.1102826467163,573.2446381154557,758.1092057396414
2039,,643.027575593034,518.4686286189224,750.0929099924851,640.2346175636987,509.74296452197166,705.7467033843747,675.829801501597,574.9318551411462,790.458356385209
2040,,680.3361324926672,568.3455357304367,778.135090702541,641.5679020922213,509.5861256593539,722.8715204546742,665.2089834788393,583.0572639039012,818.6772868258324
2041,,660.0723009401573,576.3165229972606,749.2899543014842,645.9454340541556,574.759439357942,723.8445711190318,687.3071761159702,582.923095937807,855.4689078096494
2042,,637.226434162128,547.9028166443538,714.6242671597292,629.2111774552861,557.191101036745,715.7971071872134,647.3138950869557,529.1698452791684,752.69779743003
2043,,649.4019626503837,582.0326353648622,781.3428905626189,647.4502258094955,449.3345371649455,743.0787044408372,672.5748548732056,551.2434125508506,791.6187569487049
2044,,653.2566682417645,547.447392729644,756.889970003463,666.9050472746316,565.6781173752054,812.5189405042516,663.9119875828823,572.7070365022884,754.699876442585
2045,,670.0074119099561,596.2259213741713,747.9804318803405,617.3872452648553,526.7842461298179,723.7752001719122,659.0242974671248,500.9904181590597,785.0296347976965
2046,,623.7320035072777,525.9585366666465,732.7224646833026,646.059843419902,512.4861120096803,771.5094136031668,683.4323961594546,595.3681692952199,791.3055822324386
