year,ref,rcp26_middle,rcp26_lower,rcp26_upper,rcp45_middle,rcp45_lower,rcp45_upper,rcp85_middle,rcp85_lower,rcp85_upper
1988,28.31457,25.979002115362736,23.743273209469265,27.86075188626512,26.379558859830144,24.08700535536307,28.277635109692927,26.329399668183505,24.262225689937924,27.974752083506463
1989,27.372585,26.046297649099856,23.614862904830105,27.594803148301384,26.136218773861646,23.70622455077928,27.831580233753293,26.271977387450654,23.81830399254395,27.81180736239079
1990,25.246147,26.654001055520656,25.52246746938417,28.34011860181263,27.011453546537336,24.89330982448391,28.87132581112391,27.07223728526741,25.269540595854963,29.283824957349488
1991,26.223291,26.73909739256322,25.00845422577255,27.974721069972365,26.931606176190662,24.331883948906327,28.69241529400568,26.855090777939555,24.12784397972094,28.852921459226007
1992,25.402193,26.004031708460733,23.50011301100833,27.94349492263197,26.20129301790751,23.244443994397,27.87332290659456,26.153140202525925,23.611879319536538,28.06591315488788
1993,26.997622,26.53789017613498,25.063181188912857,27.96220680160492,26.4016019689268,24.69250773752826,28.270182306521395,26.488003583343225,24.883360132491248,28.429627843755306
1994,26.898144,25.97933632959005,24.421631471475838,27.737241854639965,26.40594919543284,23.39935843524428,28.722089633012477,26.633863568762013,23.93782582587497,28.854395746834324
1995,27.996151,26.3041391857728,25.104433507240127,28.211912594211476,26.773375094097723,25.165938699559607,28.55506064429492,26.90463829807757,25.17818354015294,28.508672562423172
1996,25.844597,26.36639495956412,24.58810756044008,27.91282551289408,26.63632723681213,25.6109605172898,29.434669984412785,26.840457755015752,25.666914329707065,30.25808259292865
1997,25.02016,26.66675660886368,25.13715813637751,29.00945601639185,26.53732608156773,24.74559171588357,28.51098947057844,26.774290761030112,24.856969428811823,29.683415707664214
1998,26.90751,26.458987122027555,25.172893340553777,28.026960962968268,26.660818565687173,25.04405491306831,28.199879792585023,26.98565050429775,25.33939583591832,28.790630849876507
1999,26.714891,26.46228096197908,25.31210050900472,28.208249694912457,26.76995426204852,25.0983682137826,28.2079562459718,27.00575905614692,25.364121669250327,28.92006631759583
2000,25.491167,26.10264634825241,24.68164809657913,27.516390497787867,26.5246082516702,24.65266787047243,28.001469853175333,26.89051049571422,24.93950981088122,28.49986847001129
2001,25.911242,26.62978082337735,25.252761401576244,29.133369030105417,26.588077939876776,24.79104219266099,29.359799651654058,26.534343172059547,25.08511992832534,29.56742600992015
2002,25.70334,26.8368467849446,25.180675150404948,27.84060638817076,26.595785068543098,24.80046788298264,27.926209808057838,26.59901381775168,24.95794164710988,28.44225135970405
2003,26.260965,26.43873766929912,24.24333721223556,28.65126154350033,26.23318231162107,23.453921360204276,28.680771490842652,26.2681286122201,23.88568350374637,28.871686289277115
2004,24.645504,26.35785615904655,23.808626332518504,27.68437031183191,26.233384157773493,24.118322513191373,27.61461348180651,26.81767806157714,25.60635823254826,28.80752763154201
2005,25.513222,26.384832339400955,24.618068666757168,27.922458575303345,26.49183255613549,23.78583757271213,28.61301433598106,26.57272455516779,24.112753467525746,28.658564086943763
2006,25.774485,25.93316507485544,24.40886401499222,27.80725621384236,26.36831948552039,24.896190151183863,29.15875619017677,26.55258357781541,25.218998662326825,27.86831049985654
2007,26.436018,27.28385169545309,25.40704187889972,29.010864208983044,26.82012083424801,25.166125563142806,28.074350623331327,27.018646648546177,25.03261007361621,29.12037162379957
2008,27.982323,26.53211489394688,25.08989091924411,28.070805256764345,25.97649531692753,24.702568208501265,27.568385886827738,26.33946514707783,25.14115152883065,28.7155836801396
2009,26.960913,26.06508815425885,24.762246859944675,27.51646048212433,26.463420877791936,24.68458900814935,29.392827263605827,26.246027266420683,24.0611046262384,28.45608852685897
2010,27.190794,26.055326528091253,23.987830740815674,28.13279215424317,26.28114508323249,24.699188975298423,28.7811288480775,26.32288905786753,24.529595645674345,28.52583054647672
2011,25.474327,26.99915448458396,25.433460841616952,28.716839960086173,26.44497858633385,24.663851601411945,28.46211151351013,26.20879889171164,23.294636711908296,27.939456280013403
2012,26.707638,26.469340395632997,25.06238031951368,28.855471721339125,26.04483109692905,24.234353495957794,27.5148129372171,26.328734749369666,24.969383139861613,29.254149264025767
2013,27.698114,26.23619626421036,24.55480508520589,28.794362719103432,26.25203472346707,24.311247029908387,28.30180341602812,26.68877807033808,24.81605642539884,28.24469959487931
2014,26.088814,26.46258489355416,24.83538174614661,30.69450929479045,26.422448691247844,24.966543055587547,28.763353928705563,26.14330940625453,23.94756424904953,28.136766076000885
2015,26.945223,26.21112568043642,24.37580550674005,28.264571289940093,26.312383249921183,24.971136857328315,28.25253209014873,26.27164823416493,24.522457137796028,28.58826026708849
2016,26.367434,26.17544223079373,24.302104467459017,27.91361437599948,26.6622897094145,24.391029395679777,30.043277320189688,26.20532400071763,24.323332858452623,27.780211817315685
2017,25.11134,26.18140342737876,25.159752866388278,27.672584643414,25.99070268806854,24.268268039651343,28.442336868860867,26.16619694931737,24.466620476663596,28.63594425171423
2018,,26.15757261544053,24.9431821857451,27.70392476427629,26.36884552298713,24.51621370073401,28.46658238579449,26.55515462587669,24.57758031896376,29.09414016324797
2019,,25.883815300948022,24.09751955235993,27.492405682891075,26.03171646981768,24.297072019002595,27.773979311150494,26.403063610329728,24.02603199007367,28.81522164182746
2020,,26.444302244157928,24.590889616185315,28.328598385120024,26.64662899920712,24.24211807660537,29.050118838590517,26.05771589835574,24.25806385287609,28.27948413552551
2021,,26.566488717397288,24.65928244136671,28.70116321576445,26.25021817065369,24.38861691155732,29.14176812257938,25.78048453791361,23.98107566759854,27.38059868839907
2022,,26.50219100500183,24.842192830528862,27.851174639605077,26.61964065775493,24.204733186934124,29.07797401133629,26.222788449421696,24.14687096381519,28.885199106531488
2023,,26.42048260444028,24.642682907279312,28.280749277386185,26.10839496875178,24.53290308380516,28.22455599660582,26.6534346580866,24.90402562777046,29.11692244298709
2024,,26.15965412347296,24.831556787872533,27.482398232929267,26.15113493224872,23.980854437952136,28.528326145867133,26.004150463697037,23.884153159340045,28.714338025621124
2025,,26.08310756027406,24.619820976410065,27.272689042427167,26.54354403502911,24.694993285116407,28.373996652675608,26.130614934076227,23.98943977247588,28.42404535519148
2026,,25.74250082799948,24.28533814724361,28.429820972103588,26.4828659725789,23.54107509942984,29.00324426046891,25.813771570937703,23.502573079040133,28.467376171469347
2027,,26.0457962998276,24.72157674815917,27.298641377795203,26.033306233982643,24.19307468981236,27.5752968849887,25.743531603516544,23.545159933353577,27.19316404050192
2028,,26.562049442582133,25.36177085407482,28.957465385549902,26.258103227869803,24.16783550298566,28.256791086733088,26.139804668779632,23.108791327417443,28.28385011478448
2029,,26.774448478459487,24.911243325184955,28.14296442602777,26.04504854177506,24.126288798579186,27.97888317001808,25.975366353999643,24.483289474510308,27.609733670409625
2030,,25.991830030151178,23.40314160492668,29.06392292992606,25.99584067098371,24.353184467984107,28.115414381282697,26.40872076795979,23.710915897909143,31.745723928921706
2031,,25.782033669490577,24.0758063877581,27.801326967377918,26.023624159253124,24.61836645829986,28.46889680116712,26.61852377620228,24.49273011223618,28.641899080266096
2032,,26.296346787793556,24.267319826343456,28.324063598523917,25.73281837745402,23.97166829842233,28.06593451917568,26.359711591727336,24.493289288751345,28.03629770461932
2033,,25.937403778947683,24.17292447247718,27.950650997166267,26.602274521659307,24.07207543196749,28.65338012527797,26.195430332455388,24.567042079698005,28.13778793522938
2034,,26.596396206364854,24.04026357189647,29.377009504817984,26.01443398861354,24.204931829492946,29.434857894234472,25.697436035250984,23.11638198321839,27.607806454714197
2035,,26.131771719196337,24.45271282415685,28.525632874129315,26.36217657686292,24.23167072112004,28.05705900878645,26.16677160885633,23.638101985628865,28.445215210349133
2036,,26.145917397733346,24.844906506559063,28.308891722706434,25.91918940094147,23.789492763415478,28.49589950906083,26.607021771557708,25.098833143781388,29.146509870787337
2037,,25.962582537293034,24.05331110373989,28.314507589905958,25.816712804961902,24.207782499896147,27.200540686646303,26.05836585342828,23.842094813952382,27.25641941716112
2038,,26.21506060008426,24.044769751767458,29.065390948577416,26.277435458956283,23.80448799394289,29.11731833425497,26.136739822002987,23.676700896051244,27.943890214021597
2039,,26.259510424395387,24.127406388476825,28.65920683113468,25.939629063347034,24.10320186867256,29.163140194305747,26.2287411600458,24.677320693226083,27.507290741134877
2040,,26.136390329105087,24.935310425547858,27.68393655412911,26.039114048602023,24.57713327384819,27.945110225399823,26.09103810843466,23.892669430235305,29.77484174887604
2041,,25.947739836886367,23.998838926004236,28.83916488478058,25.98567322230032,23.618256450334144,28.81705142183691,26.739382418700355,24.94365529905735,30.238818498931003
2042,,26.03546774678597,24.761979028294206,27.41273541875863,25.715767795189077,23.119920787868697,27.929041014852743,26.493104704635243,24.97188080460108,29.31435974929354
2043,,26.779365241329188,24.73489564047676,28.67751338864697,25.746827412738902,23.77088617095958,27.789352545571727,26.346418053773693,23.968354021143533,31.86468677014803
2044,,26.32945968019602,22.67238180710483,28.913225455314212,26.639024878476675,23.850291198680075,30.475884509304024,26.00885259838216,24.32351412867757,28.46972723957605
2045,,25.592909997821835,23.196374354780644,27.385693033455546,26.727585429995987,24.800025625354536,30.475486936531027,25.89330857119624,24.270060901622312,28.00306506903202
2046,,26.121472506052672,25.308388273214756,26.84750375192356,26.022071137599266,24.25649604193879,27.595056287390737,25.681712943224543,23.97687160329214,27.55719117216251
2047,,25.832457592384102,24.901739903403524,28.01213061870572,25.504466469899278,23.773782914299463,27.199327473770577,25.77098530179456,23.83985214543023,28.19937436092066
2048,,26.18552282706856,24.402154191157717,27.35186489247233,26.03622260805809,23.62847012874292,29.288774778578027,25.81067009122743,24.148932366616545,28.258919337663603
2049,,25.818362229751084,23.907723317247854,27.55340824218535,25.918569045072317,24.053115817583368,27.399207252867942,25.98627005620505,23.868152177183624,28.344220927968703
2050,,26.096356103508324,24.241142655900727,28.130929280452676,26.191471543889016,24.07771005663632,28.673830426545152,25.80377616109197,24.08393443798862,27.346279858680205
2051,,25.80174179782225,24.975980696866667,28.635444923808343,25.87169474789164,23.75539505254518,28.102920126539185,25.61586585234885,23.5618868145787,27.34334669869625
2052,,25.826609958749497,24.949358132862034,27.395346905033147,26.131145319408443,23.636285306528144,28.02086931055324,26.166044790147243,23.47452902377149,29.78830277540643
2053,,26.797364505445486,25.251509049157445,28.964397025346127,26.461930858902043,24.19821796817556,28.74057985925048,25.715131226748845,23.902668430664065,27.78000211668162
2054,,26.42610699304284,24.715897218431564,28.11107310321152,25.623195182687105,22.907573221263767,28.60586085704323,25.896570662521235,24.44727137275914,28.416643476947485
2055,,26.437465980692597,24.87960557469336,27.959437489890693,26.40585215171592,24.19160026923656,29.491280303263117,26.14098667679086,23.65107408531735,29.47840997516728
2056,,25.964506833598843,24.52616093507245,27.49952282454686,26.15198415670278,23.991023059640465,28.265156221889235,25.51121678900814,22.84264581557372,27.80018961387934
2057,,26.71279143953406,24.844450930755936,30.942677802804457,25.655056606288536,22.59653269393547,30.057532976797532,25.91677261820093,23.210008869602667,29.244801716949983
2058,,26.43922651528183,24.679021593728585,29.51977910367624,25.633374825811156,23.798391415250627,28.58729413475087,25.494673915986308,23.7523941276287,27.600266888254627
2059,,26.11969340356404,24.32872492620544,28.287268795388325,25.94063947709244,24.216709451247866,27.60476695796047,26.03385477152244,22.83285230373163,28.64264481807304
2060,,25.553941318457564,23.718457259836384,27.57276655259963,26.5424606073646,24.8723044788252,28.694149596629355,26.386522824469587,24.22796108887769,28.42685842944236
2061,,25.99596263206999,23.40405488944792,28.2791254111628,25.93691221981745,24.069728935406893,28.140624799839458,25.34788749933987,22.8613361659892,27.340245160622683
