stn,idx,rcp,hor,stat,centile,val
era5_land,dry_spell_total_length,ref,1981-2010,none,-1,37.708333
era5_land,dry_spell_total_length,rcp45,1981-2010,mean,-1,42.359127
era5_land,dry_spell_total_length,rcp45,2021-2050,mean,-1,44.300794
era5_land,dry_spell_total_length,rcp45,2051-2080,mean,-1,46.073016
era5_land,dry_spell_total_length,rcp45,1981-2010,min,-1,34.658333
era5_land,dry_spell_total_length,rcp45,2021-2050,min,-1,35.625
era5_land,dry_spell_total_length,rcp45,2051-2080,min,-1,36.083333
era5_land,dry_spell_total_length,rcp45,1981-2010,max,-1,68.6
era5_land,dry_spell_total_length,rcp45,2021-2050,max,-1,67.5
era5_land,dry_spell_total_length,rcp45,2051-2080,max,-1,81.25
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,1,34.833333
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,1,35.805
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,1,36.231667
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,10,36.775
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,10,37.591667
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,10,39.25
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,50,40.566667
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,50,42.275
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,50,45.175
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,90,50.983333
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,90,53.4
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,90,54.441667
era5_land,dry_spell_total_length,rcp45,1981-2010,centile,99,66.526667
era5_land,dry_spell_total_length,rcp45,2021-2050,centile,99,65.178333
era5_land,dry_spell_total_length,rcp45,2051-2080,centile,99,76.378333
era5_land,dry_spell_total_length,rcp85,1981-2010,mean,-1,42.176136
era5_land,dry_spell_total_length,rcp85,2021-2050,mean,-1,45.217424
era5_land,dry_spell_total_length,rcp85,2051-2080,mean,-1,48.674242
era5_land,dry_spell_total_length,rcp85,1981-2010,min,-1,33.958333
era5_land,dry_spell_total_length,rcp85,2021-2050,min,-1,36.941667
era5_land,dry_spell_total_length,rcp85,2051-2080,min,-1,36.466667
era5_land,dry_spell_total_length,rcp85,1981-2010,max,-1,65.7
era5_land,dry_spell_total_length,rcp85,2021-2050,max,-1,72.725
era5_land,dry_spell_total_length,rcp85,2051-2080,max,-1,80.541667
era5_land,dry_spell_total_length,rcp85,1981-2010,centile,1,34.056333
era5_land,dry_spell_total_length,rcp85,2021-2050,centile,1,37.142917
era5_land,dry_spell_total_length,rcp85,2051-2080,centile,1,36.620667
era5_land,dry_spell_total_length,rcp85,1981-2010,centile,10,36.0275
era5_land,dry_spell_total_length,rcp85,2021-2050,centile,10,38.203333
era5_land,dry_spell_total_length,rcp85,2051-2080,centile,10,37.931667
era5_land,dry_spell_total_length,rcp85,1981-2010,centile,50,39.258333
era5_land,dry_spell_total_length,rcp85,2021-2050,centile,50,41.3875
era5_land,dry_spell_total_length,rcp85,2051-2080,centile,50,46.595833
era5_land,dry_spell_total_length,rcp85,1981-2010,centile,90,52.425833
era5_land,dry_spell_total_length,rcp85,2021-2050,centile,90,58.918333
era5_land,dry_spell_total_length,rcp85,2051-2080,centile,90,65.994167
era5_land,dry_spell_total_length,rcp85,1981-2010,centile,99,64.07775
era5_land,dry_spell_total_length,rcp85,2021-2050,centile,99,70.1175
era5_land,dry_spell_total_length,rcp85,2051-2080,centile,99,77.899167
era5_land,dry_spell_total_length,rcpxx,1981-2010,mean,-1,42.265504
era5_land,dry_spell_total_length,rcpxx,2021-2050,mean,-1,44.769767
era5_land,dry_spell_total_length,rcpxx,2051-2080,mean,-1,47.403876
era5_land,dry_spell_total_length,rcpxx,1981-2010,min,-1,33.958333
era5_land,dry_spell_total_length,rcpxx,2021-2050,min,-1,35.625
era5_land,dry_spell_total_length,rcpxx,2051-2080,min,-1,36.083333
era5_land,dry_spell_total_length,rcpxx,1981-2010,max,-1,68.6
era5_land,dry_spell_total_length,rcpxx,2021-2050,max,-1,72.725
era5_land,dry_spell_total_length,rcpxx,2051-2080,max,-1,81.25
era5_land,dry_spell_total_length,rcpxx,1981-2010,centile,1,34.154333
era5_land,dry_spell_total_length,rcpxx,2021-2050,centile,1,36.003
era5_land,dry_spell_total_length,rcpxx,2051-2080,centile,1,36.244333
era5_land,dry_spell_total_length,rcpxx,1981-2010,centile,10,36.038333
era5_land,dry_spell_total_length,rcpxx,2021-2050,centile,10,37.948333
era5_land,dry_spell_total_length,rcpxx,2051-2080,centile,10,37.963333
era5_land,dry_spell_total_length,rcpxx,1981-2010,centile,50,40.141667
era5_land,dry_spell_total_length,rcpxx,2021-2050,centile,50,41.966667
era5_land,dry_spell_total_length,rcpxx,2051-2080,centile,50,45.841667
era5_land,dry_spell_total_length,rcpxx,1981-2010,centile,90,52.303333
era5_land,dry_spell_total_length,rcpxx,2021-2050,centile,90,55.985
era5_land,dry_spell_total_length,rcpxx,2051-2080,centile,90,56.571667
era5_land,dry_spell_total_length,rcpxx,1981-2010,centile,99,67.382
era5_land,dry_spell_total_length,rcpxx,2021-2050,centile,99,70.5305
era5_land,dry_spell_total_length,rcpxx,2051-2080,centile,99,80.9525
