longitude,latitude,tx_days_above
-15.600000381469727,12.699999809265137,33.57666666666667
-15.600000381469727,12.600000381469727,31.006666666666668
-15.5,12.699999809265137,30.733333333333334
-15.5,12.600000381469727,32.47
