sim_code,sdev,crmsd,ccoef
Référence,15.58,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,17.41,18.7,0.36
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,18.17,19.8,0.32
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,16.25,21.9,0.05
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,18.72,27.4,-0.27
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,16.67,21.1,0.14
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,17.74,23.1,0.04
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,18.46,24.0,0.01
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,23.48,26.9,0.09
CRCM5_AFR-44_CCCma-CanESM2_rcp45,14.27,21.4,-0.03
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,13.51,20.6,-0.0
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,18.28,20.5,0.28
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,21.07,29.1,-0.24
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,22.36,27.6,-0.03
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,16.64,26.0,-0.31
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,17.92,29.5,-0.55
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,24.16,31.0,-0.18
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,19.65,19.3,0.42
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,21.1,23.5,0.21
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,22.82,24.9,0.21
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,17.28,21.1,0.18
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,15.67,22.2,-0.01
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,21.94,22.1,0.35
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,23.43,25.5,0.19
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,25.83,28.5,0.12
RCA4_AFR-44_CCCma-CanESM2_rcp45,15.58,21.4,0.06
RCA4_AFR-44_CCCma-CanESM2_rcp85,16.61,22.3,0.04
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,15.25,17.9,0.32
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,13.79,13.8,0.57
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,17.28,23.1,0.02
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,14.99,23.3,-0.16
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,16.06,21.6,0.07
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,14.19,22.9,-0.18
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,15.12,22.4,-0.07
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,15.14,23.5,-0.17
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,18.21,25.0,-0.09
RCA4_AFR-44_MIROC-MIROC5_rcp26,19.61,26.4,-0.11
RCA4_AFR-44_MIROC-MIROC5_rcp45,22.75,28.8,-0.09
RCA4_AFR-44_MIROC-MIROC5_rcp85,17.69,23.9,-0.03
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,18.71,24.2,0.01
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,22.55,24.0,0.25
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,20.86,26.2,-0.02
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,16.65,21.3,0.12
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,15.66,21.0,0.1
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,19.65,22.0,0.24
RCA4_AFR-44_NCC-NorESM1-M_rcp26,15.92,20.4,0.16
RCA4_AFR-44_NCC-NorESM1-M_rcp45,14.92,21.5,0.01
RCA4_AFR-44_NCC-NorESM1-M_rcp85,16.51,21.6,0.09
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,21.83,24.8,0.16
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,17.76,19.5,0.32
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,13.0,18.1,0.2
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,21.13,25.1,0.09
REMO2009_AFR-44_MIROC-MIROC5_rcp26,15.76,21.4,0.07
REMO2009_AFR-44_MIROC-MIROC5_rcp85,24.76,28.0,0.1
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,19.46,22.1,0.22
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,22.55,24.9,0.18
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,12.17,16.7,0.3
