year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,22.299297332763672,22.488798362006833,22.558482794460637,22.106325675261203,22.46747008311729,22.278654552111302,21.848764489359002,21.93914960068093,22.311122795425057,22.132233086050718,22.43158413011701,22.331556454815892,22.87738161689461,22.163215363932963,21.79844506810084,22.425630368485336,22.30184157007242,22.535254170307386,22.15151524368964,22.084181147173418,22.423579853927965,22.45112480904369,22.533045415220258,22.606213940188066,22.182017214378853,22.49064042378782,22.30411075533418,21.86529230407324,22.252560409755354,22.110304715235156,22.12171282235449,21.984894437376354,22.381283711508413,22.181445381400703,22.466775839916075,22.41008856821881,22.964241476894223,22.207946621773292,21.912849442358898,22.445379789290975,22.387961293698357,22.6149795972868,22.200246901215802,22.155552357510775
1982,21.886972427368164,22.18152118590295,22.609410232395206,22.082988416063937,22.13824517005707,21.809210598812527,22.048692810452323,22.566095616412465,21.890986760637873,22.35610722417994,22.104684847196502,22.853670614807438,22.08360839465786,22.02187088160076,22.019994608335843,22.364574609312708,22.128207696394675,22.28026125965006,22.133165486866183,22.71300793127467,22.734524171166377,22.307912241901093,22.215575105011805,22.65244498899064,22.155309383038368,22.17372344927218,21.818438754035235,22.067007612318633,22.308536430793993,22.597060370340415,22.226119900064965,22.598909549835597,21.94726962889071,22.414252539630372,22.132856263625982,22.93640535333706,22.19730879961226,22.06592763223963,22.119533974006785,22.40701001723014,22.203388278173172,22.313993204034283,22.17066046692581,22.771667291225825
1983,22.538415908813477,22.522211232736925,22.044291122232643,21.981297636287536,21.904590388033796,21.926434741144586,22.096186482735487,22.005884500244896,21.80966464458724,21.936416344669166,22.27313423738467,22.719743545866564,22.698390152129914,22.206373261103096,22.445915377097254,22.19944906861764,22.051621840647137,22.393468804248727,22.223665218815768,22.652904981990883,22.69456128249272,22.404503179621695,22.581643390749726,22.09074524967398,22.049551220587684,21.932675358254862,21.934261216333997,22.124887187414746,22.465694816107074,22.48588604315074,22.193838583391866,22.03284972868343,21.87652187467856,22.004750503024617,22.303877490556484,22.804104570652132,22.78183431414998,22.271133849838336,22.573708946476245,22.213649139149346,22.120318803264986,22.421438394815237,22.279996967731293,22.698566182420354
1984,22.00351333618164,22.34445063396413,22.09648060027644,22.664173498701235,22.37032610558046,22.408885819020753,22.651969206547772,21.797789733188495,22.47887957830756,22.4457929637227,22.86762876053649,22.258098156995768,22.499843296281153,22.570851840066577,22.093409552575004,22.267916305375344,22.37158301089884,22.67947086452319,22.71418466725093,22.612378764430126,22.343012085500714,22.661333854249584,22.40003349655094,22.134710466067347,22.74456628589577,22.39311261073407,22.423201375979446,22.699335635150838,22.026823070455308,21.90318929524524,22.187169365172245,21.83034663590837,22.552764121215652,22.515184802774776,22.901443271619947,22.30174512692985,22.60322913107768,22.656250283236183,22.208788586883173,22.33410185819988,22.47581056551246,22.777790135134218,22.74955555038765,22.672803274630375
1985,22.11766242980957,22.103866484307446,22.029644935820688,21.658687745368873,22.61981566573526,22.41641493855564,22.359170689735475,21.937977123086174,22.49722241425735,21.90210482082118,22.43026182136378,22.406503639072923,22.078912333218298,22.04396949912513,21.879879700722192,22.12213662321573,22.521517360506607,22.84164895544118,22.314314866293497,21.966875693861056,22.493213282455958,22.63761125414396,22.12928997527012,22.074330471103607,21.712483656937685,22.646602073524303,22.436484916163316,22.390735922322808,21.84724111457373,21.94330271480981,22.945019263988545,21.95367620765054,22.58302671612884,21.95320085239958,22.45038646801912,22.4636572761111,22.190140521116803,22.10313678444568,21.99702352867955,22.140384738751642,22.6156737532714,22.916218818136986,22.36539817462717,22.079300351634384
1986,21.831138610839844,22.607167561790817,21.89566416182607,22.023955474946245,22.254283578742296,22.20110979023125,22.388880464773006,22.067947168361783,22.206641261186196,21.885829634840732,22.381811099851152,22.19818182764526,22.469457731923768,22.218487138344923,22.35165045511352,22.32328172925901,22.13189488077868,22.27330969411931,22.224021579314677,22.397782684697102,22.191338983246396,22.384182596957622,22.667414821284716,21.92979203118685,22.094678942595927,22.283950084148657,22.214364303777263,22.433970150414115,21.794990194142606,22.43439427312863,22.189044021565913,22.085398365031043,22.277056000336565,21.93296981252039,22.42048555598904,22.243797868327626,22.553997672240264,22.27709937326811,22.478350953783107,22.360452575148614,22.208987144730145,22.295835838821233,22.260401147850867,22.478111328074718
1987,22.443126678466797,22.486972566937578,22.206668265502014,22.41873502607235,22.52694835536191,22.50633848698906,22.29163538354571,22.07552132716961,22.56052185674358,21.93357029508302,22.309714375904697,22.16356303118208,22.420118534140386,22.254083600138387,22.462912963674505,22.726894013946524,22.62244751868448,22.51667872707465,22.50189590860919,22.596001177209242,22.276640444672687,22.712983485435583,22.545331478176237,22.239742661636576,22.4956167096684,22.55463322088133,22.520880153303313,22.316186448707363,22.403471493549922,22.501484992712715,22.624083359217707,22.09389631596471,22.65475731718906,21.97640094749741,22.330321190226993,22.222183482673945,22.487141550173828,22.31027973587596,22.604117845969544,22.755046492011154,22.7127343295329,22.604544816090456,22.54573957607686,22.66567967364314
1988,22.157974243164062,22.575894553024423,22.402964322138097,22.76064591633288,22.6542725209866,22.211590629469576,22.178850869601533,22.30354045686007,22.42743419822675,22.8144885607022,22.421431270204927,22.228375360763415,22.53628090975912,22.864164841197912,22.237948578393382,21.854813052731487,22.880253090918682,22.537616814041062,22.382112319750192,22.854056723780015,22.181128364055905,22.629844614446544,22.664811974687648,22.450882180085344,22.82884093230589,22.705915096187418,22.236993596342412,22.20125122105285,22.12377212315949,22.013173214697748,22.428098676343915,22.344867910920875,22.51590172530102,22.871268926497066,22.433728007300946,22.299317390525115,22.64163599889667,22.935348174219698,22.364541044301806,21.897374588816685,23.000533021724095,22.615784919336885,22.439974951790465,22.95265327092523
1989,22.061920166015625,21.86525352446953,22.645400124411612,22.435019797016114,22.114826147972334,22.9363228613791,22.166045675278212,22.18532417976202,21.79363651327903,22.349902849855827,22.657031840565036,22.349885181331874,22.782115008663517,22.66458795577953,22.470614006450212,21.740698847012965,22.479291335585526,22.546297941100903,22.79537981692397,22.113551838748393,22.506841241361847,22.651496142817518,21.876056891513826,22.677775393654656,22.51743296215866,22.13426430180045,22.983452001294744,22.18734142697053,22.285175430044387,21.87866933889751,22.050231224144962,22.197064211589765,21.862588243151208,22.389374227347634,22.683448978764666,22.411858292606745,22.871282467093817,22.72815485918127,22.598954985961093,21.761558203088935,22.562121284356863,22.613847082012512,22.84569524631554,22.187181422845846
1990,22.411161422729492,22.56949544471528,22.800028520346963,22.64786641589144,21.898947397666586,22.839813323855296,22.009002729646305,22.18419182579789,21.787079270306183,22.64421438136886,22.54576683401744,22.365615449467825,22.588023330661784,22.740070730981785,22.40350466872334,22.121761092279367,22.01889393808431,22.733085131136452,23.133533651600754,22.38803826149247,22.669982877080173,22.546040849919585,22.63733105980689,22.852685836606067,22.73541914728688,21.92336182378817,22.877324990326496,22.024099264320437,22.351507581082483,22.104543270306458,21.98960253886913,22.209163648882726,21.83489666112831,22.694854111843966,22.58336063785445,22.447219815708003,22.699626240559766,22.814274904881074,22.517301468539735,22.163752118072587,22.102099169316496,22.81758422281919,23.18279624459432,22.46226518548928
