year,ref,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1981,22.299297332763672,21.93914960068093,22.290776725477816,22.53525417030739,21.99733061222876,22.30816106448986,22.59694964491719
1982,21.886972427368164,22.011885488433677,22.258511464670406,22.711901345831002,22.06034146062111,22.295154499665177,22.64779523756215
1983,22.538415908813477,21.92569905559647,22.24717657346135,22.69017406887393,21.942404269342525,22.28372426505026,22.6868864123145
1984,22.00351333618164,22.10221124102582,22.43802187133301,22.67947086452319,22.037611810016514,22.431452497489154,22.750270703241846
1985,22.11766242980957,21.90210482082118,22.250559516528973,22.61981566573526,21.94005004291632,22.269850649984853,22.64350924149901
1986,21.831138610839844,22.023955474946245,22.241756166569036,22.403801518308207,21.949350521135393,22.26888829356211,22.482535690513366
1987,22.443126678466797,22.16356303118208,22.408135492575106,22.62244751868448,22.22393940057021,22.462012445035434,22.666468077430856
1988,22.157974243164062,22.188392652621776,22.473224188923083,22.854056723780015,22.131520032948828,22.498484952064516,22.928940249447436
1989,22.061920166015625,21.86525352446953,22.392834420465004,22.782115008663517,21.872300516946215,22.377433112490706,22.83394120760211
1990,22.411161422729492,21.992735207531062,22.458807434525717,22.800028520346963,21.993052211414255,22.455684997367406,22.849646210277136
1991,22.283897399902344,21.955083421455672,22.37585285628159,22.703494739651745,22.008329022055307,22.408136314682874,22.74262823901786
1992,22.076168060302734,21.901719358519106,22.271429634704965,22.57508604043575,21.912112531392456,22.344094904540388,22.630486491931496
1993,22.2757568359375,21.848141809908498,22.26179382946462,22.800782906193746,21.911872470637775,22.36658564772281,22.859829204913794
1994,21.980581283569336,22.03363957087077,22.246032965530222,22.59910686245423,22.067401018083256,22.327334859567124,22.65341839102748
1995,22.546398162841797,22.077662239663354,22.422765443879346,22.87497550876174,22.100547854126912,22.463062902414716,22.964174097251444
1996,22.21099853515625,22.108332299493984,22.451052369363794,22.9679444846895,22.144532845631034,22.503457843828258,23.05240898209936
1997,22.37237548828125,22.18071262107211,22.495009567367813,22.84860124074109,22.238901679694376,22.557030599784355,22.923357288343535
1998,22.840595245361328,22.333094476234447,22.515788975848093,22.7059632953887,22.350490250691855,22.559411787161434,22.835991008134677
1999,22.159282684326172,22.295678278929252,22.577415441978076,22.884144280150956,22.263779614446165,22.581800687479088,22.943417090362153
2000,21.866943359375,22.399815800733364,22.57760978049252,22.767274564186042,22.434507247123303,22.64514836173523,22.857468029716337
