year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,509.770897879167,468.9818777822263,449.4220538291513,358.63265186190614,433.55763732485855,541.5012318202487,397.3171163606687,498.8604087395343,330.0059560286129,522.1084312798547,436.5142456734244,416.6279160602403,478.5401141012462,432.6531458865852,361.01468068867496,433.46778245635113,569.7034961657729,545.056043864683,354.7868692105362,551.0942156579746,435.2552206435618,558.781436108855,481.64371238129576,420.6344845317528,347.3387677705193,425.3101087907292,530.0492184057466,460.2034426160335,413.664384582519,590.463209001335,402.975766116685,474.0249802866971,321.0963984998068,518.0501106574286,456.50407138600445,406.103043068929,458.579442885428,443.4869426581,362.08728653108943,435.5236829327365,552.3065943097358,540.2931463230879,343.51866498555967,522.0077457017351
1982,453.7452562676054,395.567891705844,528.7022040512396,234.0800313312156,507.8349515190381,498.3881250718832,507.6598078718711,394.73591069389,619.5657603471727,530.8135410519352,277.7452771352636,531.0957424957032,453.410746635379,689.0712904016631,479.3548969201172,394.1522870819832,384.93167152789306,522.763767729782,330.77657631247314,575.7679647343964,202.0222055825785,543.1610690802893,396.332107736802,505.5359149996267,224.02649839592684,512.3258466860863,490.7493966357234,351.6377045824775,375.30217881514056,378.952620944406,523.9271348938645,376.3555601244081,610.3011582149478,527.0158899108244,290.801743061406,506.5179572445399,436.2790844096353,692.2092516345481,468.7727479318951,388.5664910370356,373.9176436740144,526.3206024567114,320.011515185695,543.8601862880869
1983,370.30584069302586,530.1511344996331,290.4633381196882,286.2670188308459,304.03102037679963,327.63986807528727,541.0111142592505,468.1844131990479,447.9790735578725,330.94497196750063,464.6873132148921,600.9629763933312,654.3410901021095,547.7302777375858,587.9917008998201,395.3713283748141,474.5306604922765,367.1753061651212,473.9332313155194,586.5891217558437,440.7683021731907,416.7655354198379,537.2819756597878,285.04655458020034,284.78386970673256,299.6967957997564,314.994492467922,248.5573540108738,445.9334435982992,421.2589682151632,547.9193271082487,443.27764643397205,441.9134107366688,328.9793369710307,482.73961800012063,582.2602265761356,632.8678641147726,559.180606635628,568.6839233768392,398.5685390991508,460.4835563138802,375.077101399618,450.9407329188677,568.9118392818347
1984,441.7765044787436,476.17939328479554,375.691733983126,190.95780384146283,685.9243897972464,499.9498435907466,412.6250340358994,297.2114238373931,436.6043614835055,485.7620119339536,465.90175129495947,387.7376566805552,431.9808905209717,471.3712596527072,306.6540835113059,565.3091027348596,277.4718998446602,444.2428988861315,458.042202336421,232.38542238985147,363.46559336024194,445.6657191232505,488.35782016750136,364.4825185392991,187.2185575668413,682.3738086797763,488.0331483878135,326.0083269119253,550.8197200246123,319.36487726045425,421.3209031513029,279.38136269511426,427.39312480018623,485.32667641374144,475.5249002162716,378.21733912252375,418.4575711791303,479.5406645093328,303.8386257773087,559.1582503028937,264.26198996947613,446.45614673387416,431.2613531369537,230.03945981236905
1985,573.1998679040418,433.2216620308244,455.26927778560406,285.879171596997,491.7822194946619,561.8903102605475,444.7062442847799,394.2762422183369,545.8921046017645,459.3453818453007,391.35056675267566,351.08753822549545,394.38533129501246,406.799810444548,522.3377232957137,310.06183958712745,581.2871366608391,541.9660987891947,433.67822814536913,390.4555980225144,339.9824682017592,412.6579181293067,464.6558397267016,432.59144293306497,279.7724305144613,490.0472565984866,550.5461729857175,451.4758752603377,448.5183408491213,433.62594653023336,453.96749874840384,387.1564051066753,527.6684179985479,458.44840351530473,404.0923556887978,342.168441150011,381.4964858463951,412.8665029222159,520.6685130870238,310.22647464240555,562.2578945966721,552.9772097993657,415.2334015124055,386.0006600783506
1986,515.1275946601955,713.9836478153812,411.4346271380326,203.85797358822995,499.07616435754096,346.1267443516323,629.4029462316597,277.78869163664325,400.25638014342513,570.02332552185,403.105644786092,721.6978015596997,525.639576815024,319.24233163930427,433.1491507561781,573.01705277334,290.3555249419535,494.76576581505054,439.156207075504,560.1563763061879,372.19348000294,684.2578772061636,726.7316020881857,395.6376534643522,199.74386739086933,493.19186960625,340.02429203841217,395.814256689022,534.654471219254,375.9542331588607,633.6050289872389,267.79002494354177,388.1588379603985,564.9735696330713,424.7352141897794,693.1719050758787,510.5348263991704,335.38852546745176,428.4364754399804,564.0945508336362,276.10575970473,500.071798899425,420.8597888384689,532.3929963846244
1987,514.4843830765377,463.6078605266318,258.7764985754299,397.8774374941775,426.7225242649087,562.6744432969932,431.8025704157288,549.8262586203241,315.15814069866667,653.4795160946211,655.4801194591772,495.5914579922688,453.7338128790854,265.4463031068543,469.4894607905191,441.60771385076407,681.5186317518531,474.66663965029807,589.4773815030184,450.4007348745982,716.245237225305,490.19878996258495,473.4604124544814,241.6358039449609,389.4653721191162,417.4927832656392,548.4995928669675,541.6824183331934,494.9939743732496,594.8976899051471,435.5630279908789,527.3039194068065,311.69223410099295,663.7812021107537,666.8085114631976,479.9729383091976,439.3694635541525,272.073787306355,455.0227490734699,434.5730959140988,651.4706397860006,483.6214971474101,566.8235907364214,434.3927454869511
1988,591.710916297797,296.67383866331545,368.19323176668286,384.5759367619491,505.0979885408085,477.1396142624567,537.2503964444686,647.756461390042,481.3157200199796,507.4527655769978,496.084785289966,404.0969417806805,591.6559540391106,461.9465529670362,461.5855449966336,416.7203560378937,532.1383264229319,547.4767530361577,336.32533388179473,475.4941361061289,406.6901500381716,517.1502383151835,307.1152422840549,346.6946273813326,390.76335910962456,495.1809641117501,464.0077513469639,558.5897866184495,358.3449474172157,584.7291226879657,553.909315364858,629.0721984079785,482.10227341001615,507.219821676166,517.215242114469,386.7317681861084,570.1810893297495,469.25937681497294,453.9797275044304,422.7771199802359,514.1607916868243,552.4826356023053,325.7203484203121,464.92746756772624
1989,619.1358019346902,463.0649814951034,227.13245214156288,441.9738354121479,250.0523994727492,605.423941160691,483.1727261833239,571.1255180146594,448.1136250734396,348.1358080179028,448.3172414278504,431.45352355634304,340.45666948715274,390.3052362576243,557.5394792637921,452.1712014629626,444.8862905666135,454.68356517331546,625.2479360610259,366.7353016591576,518.2851819031645,457.27049557171966,481.4345860217872,211.37706135949512,425.3425103197574,254.59724530758297,588.1936938516583,464.4684649754478,552.5113275064401,454.8525622741458,490.84210707153306,532.6540297299605,439.49572131791,350.5571303859049,466.6789666199919,414.9949336468137,333.72798130225647,402.8696949660062,545.364464905611,449.51096578283,431.27384331504976,462.32791665574615,597.7232410063017,352.1383244062218
1990,446.2423431354581,471.9088711644995,537.3537266566527,265.6445049168063,329.0634315208948,403.1876736371862,504.5331435851511,389.963728553597,446.1988329378184,434.8158983951378,432.5561346458663,467.7879005880365,517.8686179045781,656.2008809562908,441.15505015672727,572.9891965011567,268.9149970867549,577.9076226829452,357.9379903602497,545.7371358595027,318.9360185002349,513.5536078182088,495.6851431736614,530.2571119168423,256.06170346152703,328.2094213733345,386.52891318217263,442.9973257724865,456.8770653088996,259.6150204337942,514.6687589181477,373.43551004589256,433.3516916173709,441.6691368608417,444.2153747227225,457.8991493899112,500.03170460605577,667.9306005655509,437.64540784011353,572.2784039515625,266.5247184241433,579.5115797220117,339.89284352281385,538.2809504261504
