year,ref,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1981,0.0,-0.5279409747644763,-0.13686075010579385,0.1779857109870598,-0.4789462273918943,-0.10007810343542384,0.199475536496297
1982,0.0,-0.5290621512323384,-0.16036842821596053,0.27098425989058245,-0.5008119618023059,-0.10035480799960018,0.31531288309146976
1983,0.0,-0.505073547116325,-0.1890530031977995,0.14210264934425265,-0.453837194890609,-0.13221745522390904,0.15721724867719616
1984,0.0,-0.1496285533061723,0.0792921786268694,0.4320513792699218,-0.20555612654257657,0.11359995477168768,0.5457173438207363
1985,0.0,-0.5966535468388798,-0.12358140786536101,0.31131790107760154,-0.5383619115189987,-0.08047082502602555,0.5475506845817355
1986,0.0,-0.45842309082357247,-0.16984258907525004,0.1558948085724411,-0.44946322686643186,-0.12463490616195246,0.19445775957623826
1987,0.0,-0.33420049438198873,0.04557361412334363,0.43440377847278455,-0.1960243516880226,0.11935212943042989,0.5025913341105593
1988,0.0,-0.15330983490572692,0.12383140471136078,0.5506161040212305,-0.2284696178030515,0.14477495728869433,0.6029916772505277
1989,0.0,-0.6156798160140653,0.03190509928599554,0.48520615696128294,-0.5909808219372565,0.03266929400197618,0.5174837523938891
1990,0.0,-0.5071787939030088,0.10049591291140321,0.5908802457505405,-0.4713246503770492,0.0871179037706753,0.6399643400666535
1991,0.0,-0.5366554221237152,-0.030140266674483957,0.4961147213788309,-0.5047223343623373,-0.0003225683461649127,0.45843245128833154
1992,0.0,-0.5650717474066056,-0.12144319404726205,0.3323243956998145,-0.5423652317043561,-0.07223767677360113,0.37361972455344705
1993,0.0,-0.5396030198692046,-0.11240695921073582,0.5000401788572194,-0.4719126333762744,-0.010910203672978014,0.5767911569824749
1994,0.0,-0.5412590823689669,-0.15156137924081273,0.18907991720077183,-0.46096364228600917,-0.06303512480314245,0.3253912383705768
1995,0.0,-0.36918525717398154,0.08446140333507487,0.5944990535301431,-0.35993567535866194,0.11916894963027405,0.6643986576774625
1996,0.0,-0.34133833523074486,0.12913929643579808,0.8153758734397778,-0.34297840980450045,0.16717683473351871,0.9081743070188097
1997,0.0,-0.19252259694475526,0.09201499365870802,0.6310625377076491,-0.14840757908500848,0.1421803128147413,0.6569126249369335
1998,0.0,-0.23353085107821414,0.1961715166502272,0.5642930813323661,-0.16572286897316243,0.26493015625909194,0.6480775543383018
1999,0.0,-0.35134305314568337,0.2340804567003863,0.6838838162572366,-0.3138173142827654,0.23011405439475913,0.6926889399165149
2000,0.0,0.029243065713288274,0.29209031635269594,0.5163684238528533,0.08630218413331647,0.37868816801794547,0.650173663977688
2001,0.0,-0.013422978953371967,0.3313760071989914,0.6365603438815272,0.0038397011016755335,0.3638398845174193,0.6907953516763017
2002,0.0,-0.05838350864372899,0.3565948200441064,0.7583584219461558,0.0069939142068975,0.39359853083032126,0.849295445728889
2003,0.0,0.0553433441588993,0.4263935649577991,1.0638937601096075,0.09723435575613736,0.47237896443291755,1.04077883912985
2004,0.0,0.1222973327147514,0.35370423060910283,0.7079517379093971,0.16800165518841084,0.47273780367633383,0.8422088415421828
2005,0.0,0.19136822025042477,0.5103974484674195,0.9073802111161487,0.2600223557444167,0.6188874198649156,1.038616562622339
2006,0.0,-0.03631341506027752,0.46788562551898305,0.8235587708154957,0.1669065971004329,0.4489670699015601,0.685429954411876
2007,0.0,-0.02335625112087314,0.48992522856470494,1.1710382625191331,0.16826612494650703,0.4810148991282255,0.8038670166743643
2008,0.0,0.2895767210051332,0.5556102233401823,0.9637477263679841,0.30957887898367314,0.5100080265358261,0.8095468008059599
2009,0.0,0.20398761023686518,0.5995568606848795,0.9161405475780529,0.39111798404460385,0.6524863128431139,0.9135203910274213
2010,0.0,0.297632557398785,0.5931157425820133,0.8607290902434244,0.2814428604834333,0.8159120807222867,1.3690690767315843
2011,,0.3446627392719108,0.7323739663523994,1.1986326536906804,0.33895344973898034,0.7863743235594117,1.2596604547200414
2012,,0.18628372428726436,0.6463458570788121,0.9196985166460372,-0.05632490741519685,0.6676608771801127,1.0454427025119348
2013,,0.4448237910238646,0.7246128380314298,1.1452244513038892,0.32138962046979314,0.7846293249193882,1.241383112747586
2014,,0.3799867173855347,0.8240292794421192,1.3230746658082366,0.28787257013923273,0.9136151026396242,1.2276180924383937
2015,,0.25074808556364303,0.8660749721442992,1.3909725915173965,0.21637699507096358,0.9926437463289659,1.4769717599349037
2016,,0.4776698935444301,0.8853841762803446,1.2895773762748493,0.09189058511781382,0.7596691218156945,1.4543140954186087
2017,,0.3843642964285152,0.7837108197568144,1.192186692980315,0.3134468119253654,0.7610077495106556,1.053619939408786
2018,,0.3996974354812721,0.7389325611826913,1.1257646867394588,0.6342667258200365,1.0630867298745401,1.4575776109884149
2019,,0.4896075273542806,0.7337952755137558,0.9531136917879766,0.4440022187557858,1.03196418783036,1.4572296217909213
2020,,0.671386970974595,0.9959172098043413,1.2724043123352402,0.40891726958732166,0.9645297462096856,1.346761715048382
2021,,0.49353175463853916,0.9310566856306176,1.530368026709951,0.7000748910398926,1.1702321050364972,1.6688811871496556
2022,,0.3449022238271766,0.8256989302588021,1.3448153939644811,0.6279971286582878,1.170480500437205,1.465675092735688
2023,,0.3782032812992071,1.0066468413641405,1.6733084557599653,0.6692902651851824,1.0928569982199556,1.4942345108341328
2024,,0.6928339058652995,0.9979010424871182,1.390263125673002,0.6616475802984354,1.1861045658623788,1.7792356086573209
2025,,0.8018900405156302,1.1716508827496224,1.797374235385661,0.8601662344346621,1.1895256937341478,1.7485325359261967
2026,,0.7512856305320668,1.0854968159328158,1.5413358236753822,0.952102906915448,1.4680850170942592,2.010353728301922
2027,,0.660994163673891,0.9583488741402887,1.2381216583673482,0.8281767758324406,1.2534081161467403,1.5661630311211696
2028,,0.5384596466476808,0.9632325013298183,1.2940399008683985,0.853572480092329,1.227277190022239,1.5851451498368418
2029,,0.8023167490357395,1.1730661633478832,1.450292575125403,0.870816043837813,1.281634222016069,1.7689162864180974
2030,,0.5337411093390756,0.9841105210048694,1.4353510032265433,0.855082608322745,1.2497159233334025,1.5198786231036991
2031,,0.8381481396403245,1.2166891313122545,1.6690326148429335,0.4415742227307135,1.2700490024302598,1.8434723297552569
2032,,0.7090238119014032,1.1834978518019352,1.598712471242465,0.9695929409776369,1.4482378639407079,1.9967926227962027
2033,,0.8103888596981648,1.47142631479488,2.0112787516741557,0.9536233290459308,1.5278459861085472,2.048840092365092
2034,,0.9093730699740803,1.1079402654478643,1.2771300603869524,0.9546254435941961,1.546288574502497,1.9960799207546913
2035,,0.8990320403991063,1.1732909623362193,1.4630175170673998,1.184461966331412,1.4636967705000254,1.7986348061076072
2036,,1.039960111717761,1.282834745523043,1.5830883013368011,0.6991312131192331,1.5708704248926006,2.324231136506785
2037,,1.1355985447437433,1.549830831315565,2.0071111932035848,1.0590922473984874,1.5385865434389232,2.0438066637981853
2038,,1.1215028228496493,1.540557629345952,1.9868679518353083,1.274993800786619,1.7807505022194798,2.2985809593622846
2039,,1.1892409369189778,1.406316264651965,1.7456193334390662,1.541348583247566,1.9579476916287992,2.330948327885921
2040,,1.0342199573301656,1.473132352080625,1.7737092269943424,1.0734822163155442,1.6836790729909255,2.139746474221367
2041,,0.7962294173467086,1.3513414354618598,1.836827063491868,1.4411092855557954,1.8812634235236738,2.326872514627638
2042,,0.9456266347773976,1.550769898586005,2.1490881498608734,1.5318628093813145,2.0385953246845614,2.6958499884271725
2043,,1.2999997365903369,1.7126974632544811,2.325376743461433,1.597683656179943,2.1627972909126516,2.850266674843785
2044,,1.1811068968843728,1.5903897002149414,1.9356045451232124,1.4238575901164152,2.037788307107567,2.673871092569401
2045,,0.8727790964918398,1.381441366129903,2.0257868430940684,1.3815856098604058,1.980830525748116,2.54448500167899
