year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85
1981,35.5058,33.63798913374637,33.74131315525932,36.300822743038964,34.877587364054364,37.7760675533998,35.262391050871656,34.68154908558745,35.21641641582039,32.60497024303385,32.705729879905846,34.850492757441316,36.78860620556037,35.35504553424357,34.83310173172066,33.482507595896834,37.66051723416871,35.45336201809823,35.17606988492827,34.039888560543716,36.36542474517455,34.023071452697025,33.63798913374637,33.74131315525932,36.300822743038964,34.877587364054364,34.68154908558745,35.21641641582039,32.60497024303385,32.705729879905846,34.850492757441316,36.78860620556037,35.35504553424357,34.83310173172066,33.482507595896834,37.66051723416871,35.45336201809823,35.17606988492827,34.039888560543716,36.36542474517455,34.023071452697025,36.91122393957551,36.60195526665939,36.655514525299964
1982,35.019836,34.39151638420327,33.649731741989,36.42063026946954,33.93860843930139,38.319826321213384,35.14195374230724,34.629203058196936,34.416162190066416,32.34845484871465,32.70071836110179,34.58080800803839,37.168027373816244,34.94410391974901,34.050947074230294,33.679663924234546,37.23641343422025,35.13940975596279,34.901427242120974,34.299563668414066,36.52513866555205,34.582543847285876,34.39151638420327,33.649731741989,36.42063026946954,33.93860843930139,34.629203058196936,34.416162190066416,32.34845484871465,32.70071836110179,34.58080800803839,37.168027373816244,34.94410391974901,34.050947074230294,33.679663924234546,37.23641343422025,35.13940975596279,34.901427242120974,34.299563668414066,36.52513866555205,34.582543847285876,37.84813760582398,37.328554062540206,36.94151685668123
1983,36.144012,33.35041166729684,34.49341114462459,36.32445853418187,34.98951423404367,37.93867526093419,35.109124999751884,34.21741326367675,35.467992129168124,32.61695790576812,31.90223250160858,33.99947973115832,37.07317379980282,34.41517990279584,33.362403386565916,34.03578781962847,37.107995815079676,35.323447951724575,34.21007375976592,34.779630294043216,35.73501338131291,33.99109391522222,33.35041166729684,34.49341114462459,36.32445853418187,34.98951423404367,34.21741326367675,35.467992129168124,32.61695790576812,31.90223250160858,33.99947973115832,37.07317379980282,34.41517990279584,33.362403386565916,34.03578781962847,37.107995815079676,35.323447951724575,34.21007375976592,34.779630294043216,35.73501338131291,33.99109391522222,37.95060404539737,37.709172647097944,36.73006345615926
1984,35.4563,33.520265185319545,34.40068720734223,37.25019712339241,34.578481462917864,37.32334751227921,36.14660498364242,35.031992774451794,36.42177790694069,33.29346221782339,32.15880438487659,35.847857730486226,36.33386491628954,34.79431657242969,34.86914211111531,33.92477993396943,38.22426691857328,34.84811924288459,36.05984578588391,35.118821655586885,36.25687977280819,35.191472530470776,33.520265185319545,34.40068720734223,37.25019712339241,34.578481462917864,35.031992774451794,36.42177790694069,33.29346221782339,32.15880438487659,35.847857730486226,36.33386491628954,34.79431657242969,34.86914211111531,33.92477993396943,38.22426691857328,34.84811924288459,36.05984578588391,35.118821655586885,36.25687977280819,35.191472530470776,36.913517184020066,36.07262102312973,37.251796862330025
1985,35.147583,32.93269324322978,33.483384163798405,37.28480880273793,34.66200447013483,37.56219721033597,35.25692402714981,34.24826496793679,35.90602141486846,32.86268993750576,32.11246541733976,35.46254369447854,36.77768989001612,35.46351276594004,34.28458779295573,34.179622425879415,37.64889144215499,35.44416545428345,35.48978465797563,34.93032729122632,36.502410371378915,33.51759971704797,32.93269324322978,33.483384163798405,37.28480880273793,34.66200447013483,34.24826496793679,35.90602141486846,32.86268993750576,32.11246541733976,35.46254369447854,36.77768989001612,35.46351276594004,34.28458779295573,34.179622425879415,37.64889144215499,35.44416545428345,35.48978465797563,34.93032729122632,36.502410371378915,33.51759971704797,37.01006280465191,35.53736921972512,37.7313387082022
1986,35.168274,32.2206984322886,33.82632805473372,37.01717089137077,34.69937646090136,37.88906556548778,35.78816422681672,33.840351420725995,35.69973134788944,32.58423915968359,31.534930543915323,35.70985136150745,36.4885635663145,34.5746218547244,34.403991802328164,34.596170775900475,37.46424425111837,35.334929539344955,35.40082461296362,34.71955032477973,36.090426479983364,33.62696327726508,32.2206984322886,33.82632805473372,37.01717089137077,34.69937646090136,33.840351420725995,35.69973134788944,32.58423915968359,31.534930543915323,35.70985136150745,36.4885635663145,34.5746218547244,34.403991802328164,34.596170775900475,37.46424425111837,35.334929539344955,35.40082461296362,34.71955032477973,36.090426479983364,33.62696327726508,36.490740092333,36.63271381332402,37.060994396313504
1987,35.868744,32.91344853252559,35.044391032778606,36.66885600953111,35.47403141232604,36.87352667528177,36.10963868798166,35.344493827260976,35.076559341244035,33.116895281382824,32.55357343687808,34.357883983009685,35.93395980204622,35.13130288720873,34.23525509436803,34.43707952168711,37.6755836072071,35.61052653867836,34.889100192034505,35.546476386851225,35.94414439675671,35.268294750467646,32.91344853252559,35.044391032778606,36.66885600953111,35.47403141232604,35.344493827260976,35.076559341244035,33.116895281382824,32.55357343687808,34.357883983009685,35.93395980204622,35.13130288720873,34.23525509436803,34.43707952168711,37.6755836072071,35.61052653867836,34.889100192034505,35.546476386851225,35.94414439675671,35.268294750467646,37.463880162341525,36.36083853455352,36.680295411026066
1988,35.166504,34.035877123362525,34.85411991455385,36.853465612912885,35.0640988363881,37.38799854514974,35.88977234246482,35.05356688859558,35.145574246571414,33.70331321836335,31.78938208954429,33.77938660708497,36.46895882927657,35.30241516235469,34.46557931118224,34.289306515110184,37.86252951104649,35.51673075006363,35.25132886819165,35.22790773101758,37.04327701494418,34.92682933778059,34.035877123362525,34.85411991455385,36.853465612912885,35.0640988363881,35.05356688859558,35.145574246571414,33.70331321836335,31.78938208954429,33.77938660708497,36.46895882927657,35.30241516235469,34.46557931118224,34.289306515110184,37.86252951104649,35.51673075006363,35.25132886819165,35.22790773101758,37.04327701494418,34.92682933778059,36.63451093078527,36.837050139113956,35.94242533155983
1989,34.94388,34.047786816729,35.22441449593464,36.75998611509249,36.709197121195984,37.323183423627995,36.62239928043334,34.65887232844278,36.454620508436676,32.78843682238454,32.21655647393044,34.00344212868731,36.696244079479584,34.98417604844718,34.45010218925006,34.345162032234725,37.55762739183194,35.00553607279312,35.27476348268476,35.80469304067299,36.36808411597764,34.32291076138233,34.047786816729,35.22441449593464,36.75998611509249,36.709197121195984,34.65887232844278,36.454620508436676,32.78843682238454,32.21655647393044,34.00344212868731,36.696244079479584,34.98417604844718,34.45010218925006,34.345162032234725,37.55762739183194,35.00553607279312,35.27476348268476,35.80469304067299,36.36808411597764,34.32291076138233,37.095513027573304,35.725304022690295,37.12919890467498
1990,35.402435,34.377646196478565,34.40183839890517,36.19928913860946,36.14911781371438,37.851678600636944,36.47438612786749,35.517304028526326,36.04273604320929,32.43607779783741,31.423908675184578,34.63728356305944,36.91017126399072,35.45291289983328,34.590149520044406,34.466856596217156,37.72122064529924,34.90033971773994,36.00443467172528,35.867495855095285,37.42196388122716,33.892171333819306,34.377646196478565,34.40183839890517,36.19928913860946,36.14911781371438,35.517304028526326,36.04273604320929,32.43607779783741,31.423908675184578,34.63728356305944,36.91017126399072,35.45291289983328,34.590149520044406,34.466856596217156,37.72122064529924,34.90033971773994,36.00443467172528,35.867495855095285,37.42196388122716,33.892171333819306,37.60637299131474,35.22333246417543,37.43583008956216
