year,ref,rcp45_middle,rcp45_lower,rcp45_upper,rcp85_middle,rcp85_lower,rcp85_upper
1981,233.81726457399105,244.46088728508,227.2847533632287,272.073514573991,244.2777255521308,226.31165919282512,272.4544038174083
1982,240.21973094170403,238.52233181108767,223.8385650224216,265.7354260089686,236.6277561422972,223.82062780269047,263.76763025838136
1983,254.8318385650224,240.0075888243949,224.81614349775785,265.47940297195106,239.4617829789475,224.60089686098647,267.5138266068759
1984,229.1569506726457,242.3152371633487,227.06502242152467,279.56726457399105,240.25082657241308,224.00896860986543,280.2130044843049
1985,228.24663677130044,241.8915259168457,226.01569506726457,259.18579922141924,239.5072800995559,226.0403587443946,253.8744394618834
1986,249.98452914798207,247.9120727472535,230.21076233183857,262.345397734066,246.27851853971552,230.32959641255604,262.9376965178858
1987,227.3273542600897,247.3553658916569,227.2242152466368,279.0818385650224,246.9928094070994,227.0291479820628,277.2486326267156
1988,235.52466367713004,242.03833664693104,229.109865470852,269.8234304932735,242.9537662031317,229.27130044843048,268.4439461883408
1989,231.3251121076233,243.8414427947472,223.8094170403588,270.9730425233657,244.0870704492885,223.78923766816143,270.0090198562657
1990,238.6454431548404,244.664751039277,227.43497757847533,281.6305885722365,245.7494538486183,226.3565022421525,280.9031981813652
1991,242.0137116246981,237.52909659940207,224.6838565022421,266.8161434977578,235.4251922041238,224.6838565022421,268.0269058295964
1992,250.49551569506727,248.577973924939,230.46636771300447,281.7982062780269,248.19222786728005,230.1255605381166,281.6547085201794
1993,236.414798206278,240.49896196281816,225.6569506726457,283.11671832908775,241.46059289702487,225.5829596412556,283.87133372816044
1994,243.09417040358744,240.7627311109419,223.0493273542601,280.8037786863624,242.0106819031884,223.0,278.15639013452915
1995,228.4050319075544,242.1031747916551,223.5739910313901,274.9157532099284,240.96309586116004,223.67937219730945,278.6228278342611
1996,242.0829596412556,246.11387878033275,224.42376681614348,272.53826022632273,244.82302034014555,224.87219730941703,267.46007676814185
1997,274.39237668161434,243.9228966269294,226.4439461883408,281.304932735426,244.2316280953121,224.77130044843048,277.8940582959641
1998,241.52466367713004,243.094160825258,227.32286995515696,271.9218983557548,243.31845744236912,225.609865470852,271.79633781763823
1999,234.5876509141083,239.6485808062832,223.5896860986547,256.5438465371201,239.78176100036424,223.4304932735426,258.36322869955154
2000,264.08829037790514,244.7759697598225,225.5874439461884,284.99551569506724,247.11101173150564,225.41928251121075,284.0695067264574
