,year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
0,1981,23.484863,23.4636071384267,22.854859207731,23.9518128698347,23.5148157093574,22.8954902116154,24.076948999601
1,1982,23.015045,23.4260998893297,22.9934470503586,23.9253925902382,23.5116657248345,23.0190286963481,24.0281084606267
2,1983,24.02716,23.3905223887632,22.998970331849,23.8283775725472,23.4703166264564,23.0394228511573,23.9384040257959
3,1984,23.24472,23.65861033061,22.894762396775,23.9814926990292,23.7147458462381,22.9164685570286,24.1372858908975
4,1985,23.309326,23.4818699651059,22.8995925084878,24.1465218318717,23.5437535581175,22.9255632186632,24.4400707822675
5,1986,23.18341,23.4330663085151,22.6694957885641,23.8633437551082,23.4864505070399,22.7567297649816,24.0075132571402
6,1987,23.632874,23.6311938587878,22.9395487930444,24.0328009165805,23.7143598519623,22.9581293647652,24.1209138820245
7,1988,23.34549,23.6917287658869,22.9406681627323,24.1629583644332,23.7295554283433,22.997944172925,24.2992768201229
8,1989,23.135773,23.6168546547095,22.9401752527673,24.4357176599158,23.6534005272731,22.9703166020503,24.5271524566917
9,1990,23.59137,23.6747798227687,22.8608042565089,24.6098551618081,23.6836007125071,22.9046132198619,24.6481873295889
10,1991,23.416382,23.5527329027552,23.0017972674784,24.3447743183243,23.6112430580799,23.0475403433507,24.5196172931305
11,1992,23.300018,23.4636641237122,22.8693931251308,23.9932448971708,23.533606075074,22.8961735189908,24.0487642355465
12,1993,23.63974,23.4849250508165,22.9467846615316,24.1344476801332,23.5982666189999,22.9586095212614,24.2107782081284
13,1994,23.099182,23.4724865386761,22.9364286110036,23.90650170795,23.5621067909097,23.0153055111744,24.1133362737467
14,1995,23.51123,23.6629828180281,23.1895860415199,24.2613973238065,23.7192925970932,23.0179610518629,24.3676651236991
15,1996,23.37497,23.7100616857049,23.1964511645613,24.9894784666482,23.7625366608978,23.0868699680101,25.2453308102807
16,1997,23.561493,23.6661617654055,23.3087410437652,24.2292828268982,23.7370744723164,23.342749594487,24.4137152665012
17,1998,24.275543,23.7783313104311,23.2179698140639,24.2710906538728,23.8652864901546,23.2465745028869,24.3900516070175
18,1999,22.975311,23.8199625434766,23.1725640759274,24.5455875157285,23.8358829454427,23.1703169837326,24.6524337018959
19,2000,23.262177,23.8602066594705,23.552080819932,24.3591291799806,23.9654508438897,23.6203881278219,24.4681428685216
20,2001,23.553253,23.9024894754551,23.4960534716887,24.3367863105029,23.9502096268667,23.2258586989431,24.3803174633292
21,2002,23.95816,23.9175018676743,23.3630830435933,24.8682036492157,23.967006084203,23.4381883228996,24.9096552919578
22,2003,23.613129,23.9993143888715,23.5131313696144,24.6461532520049,24.0579929453643,23.5572235157996,24.7660908515467
