year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp45_10,rcp45_11,rcp45_12,rcp45_13,rcp45_14,rcp45_15,rcp45_16,rcp45_17,rcp45_18,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9,rcp85_10,rcp85_11,rcp85_12,rcp85_13,rcp85_14,rcp85_15,rcp85_16,rcp85_17,rcp85_18,rcp85_19,rcp85_20,rcp85_21
1981,570.4115756172686,559.2668331019009,498.8178600088452,450.32801927148597,476.439087148644,503.20220519963806,589.8449328162721,667.0170300240795,490.2393169497507,542.3507472421567,515.8623083390648,504.5081359377227,509.2578049721556,484.18489425291267,419.27770460550005,558.5878451790097,587.8284301304196,652.44385857528,460.42604807331725,430.5659852436055,562.020359308439,494.2109422164742,431.7397053286012,474.41620442207056,510.4637043216782,597.574043286897,646.1535924151783,495.852563725355,524.4758380573968,522.9719643329611,490.1201302214114,508.38844926242183,491.6634765208989,405.04948440978524,555.8299144081369,574.8075293149687,645.2341288277852,446.98642753933126,422.54736206438974,485.7907537026632,523.1239367767134,574.5355571759848
1982,516.4272395186126,491.29807006265884,588.874673381466,476.67369591669717,524.3633603979292,514.5445020964179,661.938036839014,742.7033591086864,548.3768886769022,523.6828511570455,393.0804440622781,589.92937151292,546.3185376119981,570.7713051715969,518.514998435821,539.7634173727448,485.52138698246654,553.908928184427,392.1242179941726,483.4423682528316,498.86753037041746,576.8220496576852,460.65240968389173,522.4046245607652,516.396909009812,675.1790162118527,721.592132999241,546.4317070146828,499.0701510360641,404.19742789886726,584.4474947899259,540.6373987738245,574.5185818007526,509.96333669290055,533.5224412841534,470.8321570871736,538.387707656388,394.0087685709806,484.51333943045455,451.8952667821326,456.78538316043125,522.0708638056741
1983,451.8627670891583,521.7129075056193,405.0143528433517,304.66891893425327,467.08330659767824,519.5749295263623,498.8257301366696,616.564131996541,542.3725442831545,598.8950339180614,470.04794728768434,595.8678103101646,548.8226205825055,545.3236013468597,635.8995864697824,518.1616203187837,631.4088560083075,496.849798494443,558.0218101789615,611.7598067746089,529.098022179812,404.25396592257516,304.3215629145431,467.0693631889576,522.6781881465567,504.08999841229337,594.32446009483,540.3067912332389,576.2736291486973,480.9735015022554,586.0880959299158,544.5393554002638,554.3031300628145,627.6498739787093,519.0419621296945,623.8051592310819,496.27707961155045,547.0066154312032,608.3800415845494,320.5877046029545,444.8951550455911,532.2659145911967
1984,571.738518614322,526.1048283449068,559.0102653575736,278.8648758010401,635.4082611890537,618.3495191865122,573.2010352634435,559.5044323340878,536.8427018891847,350.39483063660197,530.4858354760505,587.2500108644325,513.7323898294563,563.341819169929,393.51248931309203,520.5730330129422,400.65774706601,532.3082643003091,583.1820475598004,478.77255766581214,533.9916369373599,556.4867176121617,282.1610159117714,641.1707997194009,619.7718274347457,576.8152019791744,549.5506507486803,529.7508761037983,334.76014693598427,537.1898137932732,577.9087057075917,508.944136366358,567.4780016625022,380.7153168971723,515.31494528711,385.5501597111937,528.3508734175879,570.3037057271458,476.75303765638165,387.6560409126334,538.608221676446,492.8393052918403
1985,529.9393482645975,564.3185594832065,490.7768898771589,338.20711162637383,598.9469090266009,606.9103471822892,444.74979683943263,656.3480210993433,488.16332199729055,455.01671351146155,518.0080857611001,500.6083428452106,487.81068984325464,468.17619962981706,478.78571729293503,448.8244835169817,574.5808957029657,567.2713254596375,473.86020628711776,502.2925586392764,574.3693945218743,478.3546706692035,331.93308084372376,605.8132638680194,608.6793834319668,448.69314792370864,639.422645318818,486.04725467983025,441.1259266522395,527.0796565843025,488.3798002606933,482.9986349556159,475.6410415178788,471.5620481755368,447.9655080236865,568.2071685109972,560.7293877296909,467.9510823094128,498.159933969979,453.0289696246734,581.4657406514942,484.98939755270925
1986,546.1111182905734,694.875360582476,505.06489622989096,313.378777044167,498.27743999032026,548.5908968089831,510.46541112283893,596.2915187486857,604.5247426163781,334.07083576074075,500.75905126413096,566.5182584752674,549.4110162853797,371.5501545116804,492.21399380427886,617.5530604641611,518.2936941543995,589.2341929243668,531.3469108848673,550.6174321248282,700.0078280989326,502.66903593896694,305.8987757423277,501.34133509781884,552.3131730656343,514.0434199833131,580.6652955954547,611.9478795228617,326.38527197717553,510.4678390180332,557.3082969828041,546.7017190305927,379.52080175656556,488.0792801191921,613.9815819644684,505.0443902623168,583.4043228928493,520.1378925024518,553.8922006693091,501.79544714772845,624.1742990880864,454.18952181526333
1987,557.6001772563905,667.0426127405298,359.2424458418531,523.601910657265,540.8617803941645,384.8438727099474,681.8705499059882,551.0720493506607,537.318717729207,649.1075622847683,594.6177498217942,479.02506905972933,558.6270194607681,428.090058172755,572.2231906668857,596.946974967212,663.6954925363709,465.46585414534434,631.7877320616772,504.0871643761451,681.2171154785476,339.6980166710358,509.14372011611283,546.1666106296607,382.0681730180253,694.7959321737245,540.6066509200521,535.7432564522392,625.8901805497943,603.4570886977408,470.4543010430851,557.9507153109977,427.4105568297907,562.2020832885378,595.0725220583854,649.0391010206584,465.8741676597843,618.2326068232007,500.75302485119386,597.3695984179772,549.4887386225952,683.7050662477598
1988,556.6834335364401,464.6578584170857,464.9677079704326,450.008684589257,593.6944025524436,547.4295521106195,669.7735703665411,530.1071704917265,609.3332442827092,731.1886094848412,466.24736783246726,512.2351486827782,561.837343454365,556.8052977705855,460.975330916994,412.2563114303838,590.371750715948,566.9066748870612,442.0368516340888,583.6304676655631,477.08706002785533,454.87133711526747,442.345240465011,598.9249044306924,548.0514873999575,687.1072742110634,521.9044340183397,602.5173162899001,709.1099305447595,487.7860872800393,500.75001809088207,552.906499789066,563.8727425113897,443.6122161052525,414.6320476421495,580.205114115151,565.3375565409943,438.88446647004355,586.418563464512,594.8312402683177,415.4274978919347,768.161850550764
1989,699.7174322791396,501.4410049219256,271.8527185315435,476.78915139274653,374.45020666305504,564.7423165996385,541.0648333301614,674.2757891935374,585.3763753937739,706.8375522353358,539.5095658769549,555.5394217058745,506.154411247843,535.7164151120085,524.2583887914803,488.6757424362644,571.1286414813612,489.9497590407703,581.1903424442751,455.05242650693657,513.1461347298331,268.35994093521924,456.686204139263,377.02830470842656,568.2149598129981,545.4200144557312,647.6072769168054,577.7902417514744,670.3573050831064,548.2473033684275,545.8415037626348,500.3930623215366,545.51519060346,514.1298753038649,486.040422606553,553.0512766877101,492.70119712836635,569.7071929464176,449.12999087267104,625.5461179600178,626.3876803915236,543.9373798507469
1990,600.4061691761016,549.2912826538884,643.9079185590423,454.2103161056328,409.70194841573397,477.4479870702575,555.1572099850331,788.7746604752793,640.5789631573874,540.9599838144339,511.4857231773412,522.8844867341815,549.6143926885494,584.9625279171023,513.8977797849706,568.9517833320665,420.92412628997084,476.0189592855252,491.2187276001263,464.5881929980254,559.6538425608951,627.9770245087581,437.9177156035588,414.14620318447055,481.62988973534533,562.0143807516781,732.1176010636682,636.8268342607425,509.6143947663374,517.4590430954464,514.4647608638761,545.1700912634856,592.8566502774395,503.1980218149932,565.5230529832285,408.5263081855348,478.43327982858415,487.9367285830179,453.3960480555943,571.0181366749342,703.9647165430898,366.4251510160452
