year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp45_10,rcp45_11,rcp45_12,rcp45_13,rcp45_14,rcp45_15,rcp45_16,rcp45_17,rcp45_18,rcp45_19,rcp45_20,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9,rcp85_10,rcp85_11,rcp85_12,rcp85_13,rcp85_14,rcp85_15,rcp85_16,rcp85_17,rcp85_18,rcp85_19,rcp85_20,rcp85_21
1981,527.3275355398655,550.8035222748158,557.7272758866375,475.3849509337281,417.2644603234975,465.85670166504417,792.080440324597,364.3952939919681,797.1361002953302,693.1047131960923,445.71224992342076,671.9249953725077,492.5589692381623,430.59242505076065,583.7441985546634,554.9848530620909,414.5002021958202,489.20511719480396,689.7649626494,572.4951855782124,431.12555986091394,792.597176212462,569.7917259121122,549.2958398388188,495.45433801197015,388.47597560747994,368.7128296789358,755.7755358556013,672.3545072416659,420.1613679875844,598.0103137770324,517.5478791593519,419.7184984289423,587.7598539661321,571.6976057084474,444.2992620859196,490.1735380107558,683.1320811360123,586.4853043169047,411.42612214865375,755.7443189743296,556.2041560781038,534.3389154632899,683.8625198176514
1982,513.1887138783933,420.3665850640958,594.7841871772322,400.69888834768363,491.7028992053272,243.55206770696597,571.685066321014,619.0815952237723,567.272746014316,706.0868440099014,692.2031750521024,469.3929168673011,370.3761465524206,610.2571175985095,538.3800750581357,829.3353609961995,605.7473557641295,495.25360818420745,452.4014413331967,578.3245644350939,397.67198697502585,781.9432997389658,439.9535627600544,571.0465051959833,372.30399606582887,507.1147345998928,617.6336272869132,578.120810138321,696.4143960734482,692.1751376736271,400.50590160136807,374.3496376832144,587.8216744985908,522.9034116985517,840.3975885956424,603.8476496550066,479.7761278580137,446.6387555141238,594.5122220078864,369.45662405327306,720.4443230042148,440.95485330413413,436.40250389683126,470.30954077391766
1983,420.29018741846085,588.6872095355708,360.42215346607014,273.87801748365234,329.07615304805466,449.2583906745799,459.3070185545133,566.6460221380828,397.1737057856577,423.59086826112235,577.0746044811875,736.714684987007,479.4794269447684,660.7491706711795,779.1753832836224,678.5877016672079,673.1931647914672,420.45922896354676,576.8745042279211,429.28566248110076,637.2208117888329,728.123734903633,601.9546626234024,364.80083216876454,292.63572861666063,334.43728360421136,551.2172003767707,402.12141875073956,390.3306353961256,590.2160503104727,753.4716241470039,494.26716849008443,606.8327001764965,781.7194922765824,683.9728037313369,617.6067152044413,429.61454849558123,575.3464427540017,420.91824526521395,583.3599051006545,685.8469186649236,282.02481607901245,478.1708905214373,506.66460412303337
1984,546.4907259941101,489.06501056850874,403.0743073687731,216.37485836326218,824.1663423901388,450.19864709270007,555.1900336040397,558.4067190376542,545.2743034596733,606.4004047028939,526.1353747536449,322.0048079515963,587.1702123810762,505.1428986976664,605.647471341708,480.688074416273,438.07059284416295,747.5182554623165,333.6513916432035,420.9874852382287,473.21577174606904,242.80838839831875,552.8667871179014,432.83570240945875,232.30001379645353,827.9562122383217,596.7241810054447,582.3249513283872,612.5738588366673,533.225890876623,293.50639478322296,592.4366328941569,491.17701002468516,599.9600492597943,489.0211065174114,431.5313431249925,683.3536400523375,323.64800120823367,464.08834249746,437.11842360258936,231.84774590218933,388.099970351994,602.3662290994647,381.2926616925599
1985,586.4297367036343,557.5152716813466,526.59015366481,266.9624206474294,710.3335178292333,433.8602213926211,572.9935467725052,702.0460423079115,494.70884809001586,640.3811269968388,531.6030326619646,419.86537028403546,517.4572355329944,387.2105780161955,427.5437104081441,484.2944374073967,530.7350503024622,317.2148566712786,715.4061907484247,662.7740600294633,527.0424307016407,441.26243220603504,609.7522437045943,511.223611149427,278.89698706640456,675.7675578246068,691.8837141961337,489.9126696459411,624.2236508403957,525.5339001420377,408.95789553592374,519.0667504705691,378.71648777953885,414.6807511435847,504.76300230137775,515.1022867367944,321.73341253132645,690.0478314960387,677.688833304835,502.9047589393456,425.6458303268659,545.1579297727477,499.8000050938971,562.7563187960094
1986,554.9558048248291,775.7110408188364,460.01683899432544,258.5576948672995,477.212131328962,518.3113605999681,1020.3126182030277,568.3332421214254,685.2580278544491,495.27085079886507,768.6742588407677,312.64783501768756,485.9091240925114,743.4261730770248,444.5087195021498,342.5577773709304,489.59294803219467,804.43821671368,431.2197678131393,530.8380481070119,528.733569147432,867.52344856094,839.6688147037464,447.17794420467675,253.5676342897884,484.176638585643,502.99439272218865,644.6239663769804,499.82131093894117,798.4583588423361,303.0018821774198,503.06482841019243,720.2706310035995,443.2527615795979,386.2049930199259,487.8789363468573,771.9159913590022,423.0951483642551,531.2356312342532,520.3184572226685,796.452065287326,541.7704077924044,682.2453811832817,401.397886231818
1987,522.5385254323483,630.120143660623,295.83611106665273,550.7338146970292,524.1488407388638,795.381710237121,546.9776214742018,314.7220725413567,761.6717075502254,551.8603104355376,480.56341254883625,827.0065027665103,689.104142939866,528.1419198249955,448.6207634987169,320.5930403015906,589.8437723144848,519.5396734337626,714.5111086766782,403.35241317445076,772.6913267109383,523.9265411183745,646.0325050369665,278.85712027048544,518.9782535031673,519.2409938706919,333.6508812553582,759.0160385422488,540.9640396275892,502.0480231257611,787.8574112899892,697.5784416311434,527.2512681034717,457.32429173502203,325.87315130533506,558.5877974577135,519.2633662345238,674.4536045260892,406.4589431559461,748.1328168409548,494.232774362667,646.3714664293883,549.3422283944219,761.6516293776443
1988,648.6055036783218,332.7912558277448,449.81234557898864,459.8507013030931,613.0534794055553,496.62630257131565,523.7310116665669,588.2689118603059,577.2870394323193,562.8669551233795,653.8755928222132,812.5212665482404,591.7668573153102,556.0358411603033,902.9675340377083,515.2617817889592,539.8234430804029,461.7393786434021,592.7493596186029,608.342373914563,404.4814526202465,665.3297555607429,364.8354078908947,435.15686229535487,453.44600125380487,568.5416915183478,578.7722334688807,564.25845920209,557.7073519258587,662.6608467347015,782.9165877687816,626.2016076017823,518.2901589134584,859.313189817578,523.1437901194778,576.4469341633786,463.56861097670213,595.0138491631285,582.5821543273115,392.69746164744146,652.0389630092492,685.7890909046548,395.66850265306977,731.2387584528573
1989,682.443494141102,606.6452705252626,221.3131758625633,600.03944934174,284.0118150833818,679.2642476025582,529.1678980423975,488.49122046155674,500.91019170287524,741.1584117219007,493.581669658973,811.204259779859,645.697298164003,535.4773285473511,297.7604260405672,431.3962986345715,684.0026935242125,452.75764102501023,498.1699244570415,612.0009179618922,767.0818662982688,427.3636134152621,622.8256297624694,206.70084829728737,591.5438778014501,297.399478847191,509.77204147214684,512.878670269157,726.8940607956526,487.7778039441882,739.7331961594692,650.1322775552852,499.2035710129176,302.20515573375934,459.0764022806111,665.420735928017,427.98887878558895,479.8678056574838,576.2041543664889,694.1173638870755,400.9751506824757,709.0096745370921,845.7163159289149,488.1198027355108
1990,545.4467133581638,550.656507478707,747.6430063459588,459.2464945814752,312.63482220554727,317.1401237109297,594.5398299144741,460.2851108299155,724.8831594160923,510.0253792565941,682.3402451105968,518.4974954741139,594.298191294108,548.2744316515996,543.0495202026909,831.1847604001008,456.932457424585,569.7448014879706,405.4085121967107,905.1117473150938,485.4543999330034,749.8980192199646,613.3239611027799,756.9263818725829,413.3509742450658,322.0772490900669,456.80949197602456,705.7599854399996,498.65824259666675,736.3670079025229,498.09273674917563,640.7567929561953,547.4970760098073,539.4377682475169,843.0940202550295,455.7709842216019,583.5106516106166,387.76787203377984,905.0321129246063,459.9746544604453,701.5780188688648,574.3392938633249,499.87766994741423,319.0097973783581
1991,615.4596031606196,862.4680334426741,771.7732016216424,547.3443314403801,461.40608604248655,655.6838401955936,441.7993365544152,665.9491447568435,626.2946195301902,572.9472086747209,671.5976164389477,670.329079437415,530.5896482235722,539.4922119090563,572.8775335937369,664.4984047769228,548.2943150444016,652.0622634816235,616.8154203545474,564.4140784201896,476.30065741644046,672.5698261193922,850.1126307142424,706.2923483870712,522.7602164298229,475.4583018501711,683.2300970922063,673.2982513799577,570.4203049166351,713.5774884861819,617.057732899548,547.5572652075558,514.1469707283693,575.748980339865,689.596850092275,603.0546458343393,647.1005583903941,583.6029464593308,523.1992190606857,461.42714054960095,596.9122908150807,344.56002089783544,709.9381056233883,702.1489193364055
1992,733.4188659787178,263.370796606665,284.9308262825767,329.57997854350117,532.3365609647476,551.1978763397965,797.8941717648539,711.401945961394,400.8788082772468,596.8556112777286,446.9885937216286,762.1373848163743,518.3256571486595,409.598826048214,303.2224347033376,634.2874712525028,764.3718591470333,612.399732910287,841.3525459102765,450.8915999855432,910.3074597754904,429.74441516196583,287.02349942698686,308.4314609415088,323.62764212691667,596.0342996698648,734.8555672054911,410.4042931758358,570.1281928805644,398.02360789059384,714.7674705953712,532.5330387568038,403.58077914439724,283.2737107802066,621.3931552661505,763.8282072090574,611.5253211231849,771.7713138634084,447.109327017222,870.8977806475609,410.61590253306747,466.08000383955425,702.7365837636065,772.0984862927312
1993,516.621744722128,387.35512141775627,511.5903450425764,434.9223197579776,635.4015561415761,503.2736150141908,530.649400191972,400.39467693944226,534.2220988769851,659.7016377022702,436.63739618471254,416.8032503780672,571.1065408142939,636.2412063549419,738.3482020871548,511.32644050847523,547.5662963126289,714.9748506238396,519.2733531253353,470.4353453580379,577.2439876719759,490.41439012905533,409.1007394948888,488.8241020011351,469.7109768215377,576.4813059287892,392.9354468820848,548.1877638263688,674.7760213988641,430.5546261986061,405.16352592740077,596.3424116953207,611.4600119532986,678.5437212713992,541.5793504366974,566.4045477261989,693.6554377461363,499.6782819191736,475.25681050708005,541.0672093302042,460.2409751304317,509.4181515736908,651.614162602844,585.8361039360824
1994,795.6182666122912,429.3625976831734,844.7785734452183,355.90908877708375,364.70457282650824,449.6258591419211,401.6238704927426,714.0167987338256,596.6227863350244,548.5085438890354,527.2889990216084,415.3591648886485,565.9582070578081,516.7330442870266,508.2036133832587,914.7547077181293,552.8828286947074,499.6844006613577,583.7668853142717,474.9083019212947,564.3096021299074,748.7706880125813,459.77844723161326,856.5795259319049,366.8107859337372,393.21758024577963,734.6269052038618,584.2281077266157,546.9541105013743,533.7448377229301,399.8037915909935,587.2352369092864,493.14969327585027,485.5686844499798,916.0931071661589,552.3789583529714,559.5532850813509,577.2438097836093,474.92262550433566,524.2567903880829,820.5764207045744,506.47226366113944,566.0135610173329,507.8208254365701
1995,591.2614689469337,481.9773031955358,449.19275774581996,351.16906279165624,691.6853158833535,439.99055271615146,1006.8960520802373,458.42611627462475,598.7073579129182,506.97407038744933,601.2946838599001,594.3635562867574,579.7828845369318,747.3032281501609,460.71935646679475,402.7068563788886,751.3152157118616,374.4179339552131,631.8824818141129,502.7570395345787,435.78666485465595,604.3437453256352,511.58431164054883,452.25838632661606,352.99456373586503,714.6883918873044,463.0628778276226,589.7426874883342,487.818213426002,622.9885582305376,548.8045344483959,588.8039046159153,710.0469783373358,445.3194560033485,411.0691495256878,695.0384107360846,378.35042955269495,630.1585907545395,528.6869857839042,458.3550073799292,571.7157849341075,672.0287183826107,900.3697375248757,771.1865099306169
