year,ref,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1981,0.0,-9.224999999999978,1.7500000000000226,14.625000000000018,-8.324999999999978,2.175000000000023,14.575000000000017
1982,0.0,-6.274999999999977,2.7250000000000227,13.275000000000022,-5.999999999999978,2.9750000000000227,13.275000000000022
1983,0.0,-1.3499999999999772,6.600000000000023,14.300000000000022,0.0750000000000226,6.900000000000023,15.125000000000021
1984,0.0,-2.799999999999977,1.2500000000000226,5.375000000000021,-5.074999999999977,0.7500000000000228,5.875000000000021
1985,0.0,-9.074999999999978,0.9000000000000228,7.975000000000021,-8.549999999999978,1.0750000000000228,7.700000000000022
1986,0.0,-8.899999999999977,3.050000000000023,11.375000000000021,-7.899999999999977,3.2750000000000226,11.400000000000022
1987,0.0,-9.674999999999978,0.9500000000000227,8.400000000000022,-9.574999999999978,0.9000000000000228,8.925000000000022
1988,0.0,-7.424999999999978,-1.2999999999999772,4.650000000000022,-7.424999999999978,-0.9249999999999773,5.375000000000021
1989,0.0,-8.299999999999978,-1.3749999999999774,5.975000000000021,-8.549999999999978,-1.7249999999999772,5.975000000000021
1990,0.0,-14.249999999999977,-1.6249999999999774,9.80000000000002,-13.524999999999977,-0.9249999999999773,9.850000000000021
1991,0.0,-7.174999999999978,1.6000000000000227,12.225000000000023,-5.774999999999978,1.8000000000000227,12.750000000000023
1992,0.0,-6.999999999999978,0.7000000000000227,7.775000000000022,-6.974999999999977,0.8250000000000227,7.775000000000022
1993,0.0,-5.724999999999977,0.22500000000002274,6.650000000000022,-3.699999999999978,0.42500000000002275,7.575000000000022
1994,0.0,-2.5999999999999774,2.6000000000000227,6.100000000000019,-2.1249999999999774,2.7750000000000226,7.0000000000000195
1995,0.0,-10.424999999999978,-3.5249999999999773,6.000000000000023,-9.824999999999976,-3.0999999999999774,6.325000000000022
1996,0.0,-7.749999999999977,0.8750000000000228,9.90000000000002,-8.874999999999977,1.1000000000000227,10.80000000000002
1997,0.0,-4.349999999999977,0.8500000000000227,5.9250000000000185,-4.824999999999977,1.0750000000000228,5.9250000000000185
1998,0.0,-11.674999999999978,-2.4749999999999774,6.67500000000002,-11.024999999999977,-2.5249999999999773,6.150000000000021
1999,0.0,-2.499999999999978,3.3500000000000227,10.275000000000022,-2.3999999999999777,3.575000000000023,10.45000000000002
2000,0.0,-4.599999999999978,1.6000000000000227,11.12500000000002,-4.149999999999978,1.8000000000000227,11.250000000000021
2001,0.0,-7.949999999999978,1.2250000000000227,8.075000000000019,-8.099999999999978,1.4000000000000228,8.075000000000019
2002,0.0,-1.9749999999999774,2.9000000000000226,8.550000000000018,-1.4999999999999774,3.4000000000000226,8.575000000000017
2003,0.0,-4.424999999999978,2.550000000000023,11.275000000000022,-4.699999999999978,2.050000000000023,8.700000000000022
2004,0.0,-4.199999999999977,2.1250000000000226,11.625000000000021,-3.499999999999978,1.9000000000000228,9.37500000000002
2005,0.0,-5.374999999999978,2.6000000000000227,10.57500000000002,-5.299999999999978,2.6000000000000227,11.025000000000022
