year,ref,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1981,314.0,300.55,311.525,324.4,301.45,311.95,324.34999999999997
1982,316.25,303.5,312.5,323.05,303.775,312.75,323.05
1983,306.0,308.425,316.375,324.075,309.85,316.675,324.9
1984,302.5,306.975,311.025,315.15,304.7,310.525,315.65
1985,302.5,300.7,310.675,317.75,301.225,310.85,317.47499999999997
1986,312.0,300.875,312.825,321.15000000000003,301.875,313.05,321.175
1987,310.75,300.1,310.725,318.175,300.2,310.675,318.7
1988,302.5,302.35,308.475,314.425,302.35,308.85,315.15
1989,318.5,301.475,308.4,315.75,301.22499999999997,308.05,315.75
1990,314.75,295.525,308.15,319.575,296.25,308.85,319.625
1991,311.0,302.6,311.375,322.0,304.0,311.575,322.525
1992,291.25,302.775,310.475,317.55,302.8,310.6,317.55
1993,324.0,304.04999999999995,310.0,316.425,306.07500000000005,310.2,317.34999999999997
1994,323.75,307.175,312.375,315.875,307.65000000000003,312.55,316.775
1995,304.5,299.34999999999997,306.25,315.77500000000003,299.95000000000005,306.675,316.09999999999997
1996,313.0,302.025,310.65,319.675,300.9,310.875,320.57500000000005
1997,314.75,305.425,310.625,315.7,304.95000000000005,310.85,315.7
1998,301.5,298.1,307.3,316.45,298.75,307.25,315.925
1999,314.75,307.275,313.125,320.05,307.375,313.35,320.22499999999997
2000,315.25,305.175,311.375,320.90000000000003,305.625,311.575,321.025
2001,298.0,301.82500000000005,311.0,317.85,301.675,311.175,317.85
2002,307.5,307.8,312.675,318.325,308.275,313.175,318.35
2003,317.75,305.35,312.325,321.04999999999995,305.075,311.825,318.475
2004,300.25,305.575,311.9,321.4,306.275,311.675,319.15
2005,309.75,304.4,312.375,320.35,304.47499999999997,312.375,320.8
2006,309.75,301.65,308.275,317.925,299.4,307.5,314.85
2007,297.0,299.075,310.325,319.675,305.025,311.375,318.0
2008,311.0,296.2,305.075,310.65,303.09999999999997,310.85,317.15
2009,314.0,298.2,310.4,320.75,301.65,313.3,323.625
2010,314.75,305.0,308.825,315.1,304.09999999999997,311.15,317.3
2011,,297.95,307.775,318.625,299.475,310.35,320.55
2012,,303.475,313.85,328.15,297.575,308.025,318.275
2013,,298.0,304.525,313.4,305.075,310.925,321.075
2014,,295.2,301.45,308.225,298.95,305.7,312.5
2015,,302.075,307.5,314.65000000000003,300.2,310.975,320.725
2016,,303.0,309.4,315.1,290.34999999999997,308.325,323.775
2017,,300.9,309.175,319.32500000000005,307.425,312.3,317.95
2018,,300.575,305.875,316.675,298.725,309.875,316.09999999999997
2019,,300.425,306.375,310.8,293.54999999999995,307.7,318.125
2020,,304.25,313.775,325.25,294.8,306.375,318.09999999999997
2021,,295.45,302.975,310.8,301.97499999999997,312.55,319.34999999999997
2022,,297.625,310.25,323.25,301.225,309.35,315.925
2023,,301.575,304.35,309.1,301.8,308.3,314.3
2024,,304.0,310.35,316.425,298.97499999999997,306.025,311.90000000000003
2025,,295.2,304.275,311.625,301.125,309.875,317.675
2026,,293.5,304.475,313.70000000000005,306.725,311.875,316.15
2027,,299.95000000000005,307.4,313.725,298.9,306.0,315.725
2028,,306.02500000000003,310.425,315.475,296.6,306.725,318.5
2029,,303.25,310.25,317.625,303.0,306.4,310.5
2030,,303.55,309.55,315.375,298.17499999999995,306.0,310.84999999999997
2031,,295.375,303.4,311.90000000000003,301.5,311.2,319.375
2032,,299.95,306.375,316.09999999999997,299.925,307.45,319.925
2033,,296.54999999999995,303.925,311.52500000000003,306.95,314.075,319.65000000000003
2034,,302.45,307.825,313.54999999999995,298.95,304.55,310.2
2035,,297.07500000000005,308.1,317.2,296.95,309.025,317.0
2036,,307.125,309.9,313.425,301.625,306.3,310.775
2037,,299.75,307.525,314.625,295.625,305.2,310.375
2038,,297.15000000000003,307.95,317.25,299.225,307.25,318.0
2039,,296.125,303.3,311.925,304.425,308.1,312.04999999999995
2040,,299.175,305.125,313.775,293.70000000000005,304.425,309.95
2041,,299.65000000000003,305.675,312.8,300.875,306.6,311.90000000000003
2042,,298.725,309.025,318.40000000000003,301.5,309.7,318.05
2043,,296.0,305.35,314.15,301.925,312.075,320.1
2044,,298.45,309.225,317.975,297.5,305.975,313.525
2045,,295.825,306.4,318.825,291.9,301.6,309.275
2046,,301.72499999999997,307.475,314.7,298.325,306.85,314.6
2047,,298.95,306.625,316.15,300.05,306.325,311.875
2048,,299.125,306.725,317.65000000000003,296.7,304.5,309.225
2049,,296.8,305.95,314.575,296.15000000000003,303.825,312.525
2050,,302.25,308.325,314.675,297.7,308.05,318.65
2051,,302.55,309.875,324.32500000000005,293.55,307.875,316.325
2052,,300.4,304.6,313.5,294.3,305.225,313.9
2053,,301.90000000000003,307.2,312.2,296.825,302.825,306.95
2054,,299.42499999999995,308.55,316.475,293.45,304.9,316.04999999999995
2055,,301.275,308.1,314.75,293.075,303.3,309.7
2056,,301.9,308.925,315.59999999999997,299.52500000000003,306.175,313.2
2057,,300.625,306.95,314.25,296.77500000000003,303.75,313.4
2058,,295.42499999999995,305.5,312.75,297.27500000000003,304.55,311.95
2059,,294.45,304.825,316.025,294.375,302.625,310.375
2060,,294.75,303.025,313.6,297.8,307.325,316.425
2061,,296.625,306.35,314.825,297.025,302.9,308.15
2062,,302.65,306.3,310.70000000000005,295.975,303.85,313.8
2063,,302.47499999999997,307.2,312.05,292.09999999999997,300.075,310.825
2064,,297.175,305.975,314.47499999999997,292.95,301.8,311.09999999999997
2065,,298.59999999999997,304.925,310.775,294.42499999999995,302.325,317.05
2066,,295.075,305.175,314.3,295.2,304.4,310.825
2067,,297.40000000000003,305.4,312.02500000000003,291.125,302.425,308.475
2068,,300.84999999999997,306.775,315.925,300.7,305.7,310.675
2069,,296.95000000000005,303.35,312.92499999999995,294.225,301.025,311.775
2070,,292.40000000000003,301.775,312.17499999999995,296.575,304.0,318.6
2071,,292.25,301.35,311.775,292.32500000000005,302.95,312.04999999999995
2072,,292.475,306.6,322.025,297.40000000000003,304.6,310.84999999999997
2073,,297.425,304.125,311.05,292.45,302.45,319.25
2074,,294.275,305.625,311.3,293.65000000000003,299.6,311.625
2075,,294.95000000000005,306.125,313.625,287.95,298.85,307.85
2076,,294.5,303.875,310.825,292.775,297.625,302.97499999999997
2077,,297.20000000000005,301.75,305.775,297.125,305.725,313.34999999999997
2078,,291.92499999999995,304.95,313.55,298.17499999999995,303.1,310.7
2079,,297.125,306.475,322.375,298.475,301.975,306.15
2080,,290.875,305.4,321.4,292.85,300.075,306.95
