stn,idx,rcp,hor,stat,centile,val
era5_land,tx_days_above,ref,1991-2020,none,-1,0.0
era5_land,tx_days_above,rcp26,1991-2020,mean,-1,0.0
era5_land,tx_days_above,rcp26,2021-2050,mean,-1,0.137821
era5_land,tx_days_above,rcp26,2051-2080,mean,-1,0.14359
era5_land,tx_days_above,rcp26,1991-2020,min,-1,0.0
era5_land,tx_days_above,rcp26,2021-2050,min,-1,0.0
era5_land,tx_days_above,rcp26,2051-2080,min,-1,0.0
era5_land,tx_days_above,rcp26,1991-2020,max,-1,0.0
era5_land,tx_days_above,rcp26,2021-2050,max,-1,0.416667
era5_land,tx_days_above,rcp26,2051-2080,max,-1,0.375
era5_land,tx_days_above,rcp26,1991-2020,centile,1,0.0
era5_land,tx_days_above,rcp26,2021-2050,centile,1,0.0
era5_land,tx_days_above,rcp26,2051-2080,centile,1,0.001
era5_land,tx_days_above,rcp26,1991-2020,centile,10,0.0
era5_land,tx_days_above,rcp26,2021-2050,centile,10,0.0
era5_land,tx_days_above,rcp26,2051-2080,centile,10,0.013333
era5_land,tx_days_above,rcp26,1991-2020,centile,50,0.0
era5_land,tx_days_above,rcp26,2021-2050,centile,50,0.1
era5_land,tx_days_above,rcp26,2051-2080,centile,50,0.116667
era5_land,tx_days_above,rcp26,1991-2020,centile,90,0.0
era5_land,tx_days_above,rcp26,2021-2050,centile,90,0.3
era5_land,tx_days_above,rcp26,2051-2080,centile,90,0.29
era5_land,tx_days_above,rcp26,1991-2020,centile,99,0.0
era5_land,tx_days_above,rcp26,2021-2050,centile,99,0.404667
era5_land,tx_days_above,rcp26,2051-2080,centile,99,0.366
era5_land,tx_days_above,rcp45,1991-2020,mean,-1,0.000397
era5_land,tx_days_above,rcp45,2021-2050,mean,-1,0.135317
era5_land,tx_days_above,rcp45,2051-2080,mean,-1,0.557937
era5_land,tx_days_above,rcp45,1991-2020,min,-1,0.0
era5_land,tx_days_above,rcp45,2021-2050,min,-1,0.008333
era5_land,tx_days_above,rcp45,2051-2080,min,-1,0.075
era5_land,tx_days_above,rcp45,1991-2020,max,-1,0.008333
era5_land,tx_days_above,rcp45,2021-2050,max,-1,0.308333
era5_land,tx_days_above,rcp45,2051-2080,max,-1,1.491667
era5_land,tx_days_above,rcp45,1991-2020,centile,1,0.0
era5_land,tx_days_above,rcp45,2021-2050,centile,1,0.008333
era5_land,tx_days_above,rcp45,2051-2080,centile,1,0.095
era5_land,tx_days_above,rcp45,1991-2020,centile,10,0.0
era5_land,tx_days_above,rcp45,2021-2050,centile,10,0.016667
era5_land,tx_days_above,rcp45,2051-2080,centile,10,0.183333
era5_land,tx_days_above,rcp45,1991-2020,centile,50,0.0
era5_land,tx_days_above,rcp45,2021-2050,centile,50,0.133333
era5_land,tx_days_above,rcp45,2051-2080,centile,50,0.45
era5_land,tx_days_above,rcp45,1991-2020,centile,90,0.0
era5_land,tx_days_above,rcp45,2021-2050,centile,90,0.241667
era5_land,tx_days_above,rcp45,2051-2080,centile,90,1.1
era5_land,tx_days_above,rcp45,1991-2020,centile,99,0.006667
era5_land,tx_days_above,rcp45,2021-2050,centile,99,0.308333
era5_land,tx_days_above,rcp45,2051-2080,centile,99,1.426667
era5_land,tx_days_above,rcp85,1991-2020,mean,-1,0.000379
era5_land,tx_days_above,rcp85,2021-2050,mean,-1,0.092803
era5_land,tx_days_above,rcp85,2051-2080,mean,-1,2.325379
era5_land,tx_days_above,rcp85,1991-2020,min,-1,0.0
era5_land,tx_days_above,rcp85,2021-2050,min,-1,0.0
era5_land,tx_days_above,rcp85,2051-2080,min,-1,0.775
era5_land,tx_days_above,rcp85,1991-2020,max,-1,0.008333
era5_land,tx_days_above,rcp85,2021-2050,max,-1,0.291667
era5_land,tx_days_above,rcp85,2051-2080,max,-1,5.966667
era5_land,tx_days_above,rcp85,1991-2020,centile,1,0.0
era5_land,tx_days_above,rcp85,2021-2050,centile,1,0.0
era5_land,tx_days_above,rcp85,2051-2080,centile,1,0.803
era5_land,tx_days_above,rcp85,1991-2020,centile,10,0.0
era5_land,tx_days_above,rcp85,2021-2050,centile,10,0.016667
era5_land,tx_days_above,rcp85,2051-2080,centile,10,1.141667
era5_land,tx_days_above,rcp85,1991-2020,centile,50,0.0
era5_land,tx_days_above,rcp85,2021-2050,centile,50,0.0875
era5_land,tx_days_above,rcp85,2051-2080,centile,50,2.1875
era5_land,tx_days_above,rcp85,1991-2020,centile,90,0.0
era5_land,tx_days_above,rcp85,2021-2050,centile,90,0.18
era5_land,tx_days_above,rcp85,2051-2080,centile,90,3.306667
era5_land,tx_days_above,rcp85,1991-2020,centile,99,0.006583
era5_land,tx_days_above,rcp85,2021-2050,centile,99,0.279417
era5_land,tx_days_above,rcp85,2051-2080,centile,99,5.576417
era5_land,tx_days_above,rcpxx,1991-2020,mean,-1,0.000298
era5_land,tx_days_above,rcpxx,2021-2050,mean,-1,0.119196
era5_land,tx_days_above,rcpxx,2051-2080,mean,-1,1.156101
era5_land,tx_days_above,rcpxx,1991-2020,min,-1,0.0
era5_land,tx_days_above,rcpxx,2021-2050,min,-1,0.0
era5_land,tx_days_above,rcpxx,2051-2080,min,-1,0.0
era5_land,tx_days_above,rcpxx,1991-2020,max,-1,0.008333
era5_land,tx_days_above,rcpxx,2021-2050,max,-1,0.416667
era5_land,tx_days_above,rcpxx,2051-2080,max,-1,5.966667
era5_land,tx_days_above,rcpxx,1991-2020,centile,1,0.0
era5_land,tx_days_above,rcpxx,2021-2050,centile,1,0.0
era5_land,tx_days_above,rcpxx,2051-2080,centile,1,0.004583
era5_land,tx_days_above,rcpxx,1991-2020,centile,10,0.0
era5_land,tx_days_above,rcpxx,2021-2050,centile,10,0.008333
