sim_code,sdev,crmsd,ccoef
Référence,7.61,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,6.44,9.5,0.1
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,7.0,10.8,-0.1
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,9.76,12.0,0.06
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,9.0,11.1,0.12
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,9.34,12.2,-0.02
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,12.05,14.8,-0.09
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,10.46,12.8,0.02
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,11.07,13.9,-0.07
CRCM5_AFR-44_CCCma-CanESM2_rcp45,6.69,9.4,0.13
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,8.72,11.4,0.03
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,11.63,12.2,0.25
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,13.91,15.7,0.03
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,14.74,15.2,0.2
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,12.45,14.1,0.08
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,10.24,12.3,0.08
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,15.16,16.7,0.03
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,8.47,10.5,0.14
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,9.86,11.3,0.19
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,8.97,12.4,-0.12
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,8.84,11.9,-0.03
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,8.68,10.0,0.26
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,8.62,10.6,0.15
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,7.14,10.3,0.02
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,10.64,13.0,0.01
RCA4_AFR-44_CCCma-CanESM2_rcp45,8.45,9.5,0.3
RCA4_AFR-44_CCCma-CanESM2_rcp85,7.25,10.0,0.09
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,8.08,8.5,0.42
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,6.7,11.2,-0.23
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,8.12,9.7,0.24
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,7.5,10.3,0.07
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,7.28,11.4,-0.18
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,7.42,10.3,0.06
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,8.1,10.7,0.07
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,5.3,9.5,-0.04
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,7.63,10.5,0.04
RCA4_AFR-44_MIROC-MIROC5_rcp26,10.75,13.3,-0.02
RCA4_AFR-44_MIROC-MIROC5_rcp45,10.22,13.2,-0.08
RCA4_AFR-44_MIROC-MIROC5_rcp85,15.99,17.5,0.03
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,7.5,9.2,0.26
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,7.47,9.7,0.17
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,8.27,11.9,-0.11
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,11.22,11.6,0.29
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,11.1,12.7,0.12
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,10.66,14.0,-0.14
RCA4_AFR-44_NCC-NorESM1-M_rcp26,7.41,9.9,0.13
RCA4_AFR-44_NCC-NorESM1-M_rcp45,6.9,9.7,0.1
RCA4_AFR-44_NCC-NorESM1-M_rcp85,9.01,12.8,-0.18
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,13.46,13.6,0.26
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,11.36,13.0,0.11
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,11.42,12.4,0.2
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,14.68,14.4,0.3
REMO2009_AFR-44_MIROC-MIROC5_rcp26,13.64,14.6,0.15
REMO2009_AFR-44_MIROC-MIROC5_rcp85,17.21,17.4,0.2
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,13.26,14.2,0.17
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,16.41,18.9,-0.12
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,11.7,13.9,0.01
