year,ref,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1981,824.6618590727448,542.1701250282708,670.7365287096413,819.6294892833866,535.5963001870534,681.0710809279024,824.3430924657597
1982,842.5218821242452,537.3800721306839,672.9988510440838,824.9120222020108,543.6421362131919,677.7575680969414,823.7740293177908
1983,844.4994016364217,578.2654314484703,682.8153449844544,795.4036610838784,513.2776005709875,671.3031445672232,787.82022645024
1984,819.7693293392658,502.8028250209065,645.5067081530817,753.5461788015089,506.3083386561061,646.5474737424709,740.6939936053109
1985,762.2630516663194,599.3699382429726,672.5297643386972,792.3981352400706,593.7377949279474,679.9463083140624,792.1799768178153
1986,804.5691963434219,570.7760764736589,674.9397088113814,779.5188500321576,572.2136511660733,692.3795125793188,811.8415426465308
1987,887.0396282374859,584.7309192428319,700.5804268750787,810.2997586126922,586.2770947559264,715.0393305241325,827.9122972409476
1988,858.1811852604151,579.88792194702,686.2187153835459,832.8264385679665,573.2453424047051,713.3043073437533,855.3257248703162
1989,900.8950799256563,489.9754642422625,684.9281482345493,872.287022855685,499.80836391324215,707.7108957353679,878.4422136627928
1990,880.786196783185,567.7215717480974,661.5103832205932,784.8236751936627,569.0650377845327,668.2653057432155,806.2337545627136
1991,811.9029478132725,571.6676068680295,691.4901061562604,813.5250365095343,569.4202610736551,694.6814601371119,841.1622218951891
1992,755.6527673378587,527.6513804062442,695.7455517671197,807.4639323881268,523.1933494124477,706.8284698642884,870.1055741621492
1993,803.2358958944678,583.9241183928211,664.0127156971841,783.4687307052232,584.9016664359559,683.7895812007129,861.2806982849102
1994,844.9705382958055,540.827355499873,655.9571224425124,762.4531169510312,542.2582565208895,668.5247492036144,781.7184354219191
1995,863.7640586718917,570.9038053369161,689.9147694091199,803.0451620915226,574.5013180181504,696.4247590004244,798.4537898654968
1996,861.9646541625261,560.840067219985,669.5230174719161,831.6697486241476,550.8188899867389,678.5659053147367,844.6326936703699
1997,846.4156582206488,617.2394743216679,702.5188959260095,807.2677028260891,618.8691518681801,702.7172202939041,781.2878062183097
1998,682.8422770574689,539.9244161837566,647.7829202115524,782.8338613620593,537.9510752039821,661.3125208210647,797.8650107005828
1999,776.2921771220863,562.4523448137913,695.2660471595142,825.672810452444,590.0662346974417,709.7106564498829,827.8735475175168
2000,820.9486848041415,545.5388231351119,665.1494665086119,786.8614297010258,552.0786466971625,679.4090051302038,802.3909637229967
2001,752.2096121907234,545.5607217709146,671.9683345157175,804.4962301359285,567.6962762110758,668.1824062351371,795.6374590573034
2002,614.0565739125013,590.0273488619591,695.3041878750511,787.6804042574884,589.2155268182826,695.8439241712972,784.5530468020513
2003,674.1475102044642,569.0342624305263,658.9646078033229,788.7486616196529,562.889603983297,662.6255930851543,774.9713283653557
2004,772.6089428588748,561.3106670453817,674.2481589196209,755.0411372338449,566.4739488449255,672.2533516284532,746.8164839889752
2005,705.199129100889,549.7591107027608,677.6418414152781,816.1620655114173,543.7804204465577,681.4259878231433,804.2524472180946
2006,692.754724483937,562.108939576603,683.7613306671198,777.7741333042053,573.0922681637371,700.586079053038,841.3984492994755
2007,604.9056975971907,552.2234750367525,670.381543377017,801.0508507836672,584.3775082603416,695.2070624965313,870.0852030608482
2008,733.133955296129,582.4768832232342,671.6621736934715,825.931283018016,538.4274448608381,663.0897654644203,801.2067955285422
2009,743.9519941657782,526.6163884635469,658.8321182531913,776.0789182298356,575.2904219446605,690.4796685742463,782.7361567911391
2010,755.0594451278448,529.5268641935425,642.5082033144654,796.6279470125489,544.5732615543977,651.4976227931597,771.1885396262396
2011,,465.2483681161219,638.481859153074,767.6908697886346,534.3406888182581,663.8243421645775,751.6066106705459
2012,,511.8712459093568,645.8644708251742,781.5649389861079,523.0016540317285,667.4356298430329,796.7170865219807
2013,,583.2156593391617,683.7799037882265,823.5842569810932,482.58910226186305,626.0955923195039,755.3238340294852
