year,ref,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1981,0.0,-197.2679995583352,-80.38622528652745,25.849819894973628,-192.40643705705156,-76.94440219937387,20.32395614404697
1982,0.0,-191.4538917031511,-81.70625335679087,9.890862045873245,-193.20880368115834,-83.1484036840745,-5.629854061766345
1983,0.0,-138.55208594006385,-67.87746695846135,-10.3777998937865,-218.57627296399235,-84.66141443993392,-13.129083207538635
1984,0.0,-222.31359167593044,-103.46327818972539,3.4607458719146673,-222.94669086254015,-104.71505910571126,5.272622339369597
1985,0.0,-135.0453790690007,-84.10144193206955,-9.252596923656597,-141.92184602546078,-76.06664592970306,13.17067612358636
1986,0.0,-168.73661080930523,-80.06418694956079,9.281458804434797,-171.02957243404174,-61.092430248373105,34.79732099836764
1987,0.0,-125.74093820226237,-40.95611943339494,80.11774536879634,-129.74720111704434,-33.12340611376416,74.23302241821584
1988,0.0,-154.47603817883285,-48.88671339932964,92.83473682418524,-150.6019854057748,-31.577878208887693,107.4487887960334
1989,0.0,-224.02963346164458,-57.097525908064604,99.12367026612637,-220.7572505233738,-48.93762234878978,92.64519170123779
1990,0.0,-181.00796290810086,-79.25105684155892,18.83139605866448,-188.71739599024866,-70.78642319859931,82.73811622689769
1991,0.0,-161.2374395365689,-49.059697249797374,44.22330476910841,-158.7839749715521,-47.12952655126155,54.19279085179566
1992,0.0,-181.2183372272663,-44.889044300129946,60.9241287780196,-180.65672719728923,-29.5424305730734,108.76261744355105
1993,0.0,-144.91886137087965,-74.41262465992752,22.82031600335071,-148.18579495044696,-57.52699645293408,58.755540190731985
1994,0.0,-182.9229354639533,-84.75980799290913,6.436935772358686,-167.1129901286748,-75.88959568336817,19.734219276029044
1995,0.0,-140.83382314522055,-55.24258379650193,24.858404084066883,-147.4221781827203,-48.60994743165859,24.0824409747008
1996,0.0,-161.39286096848355,-75.10320747937536,18.868236571378247,-182.96103668739156,-77.60276041808267,24.551150740089582
1997,0.0,-122.94131695181765,-40.445067065953346,67.81323836156207,-119.2472540416566,-41.875471745991334,41.81245059912071
1998,0.0,-190.58955451199296,-94.91284823168017,16.37523867271591,-199.9022000274924,-83.50640966839035,49.42329540459494
1999,0.0,-180.10563430236863,-54.70330380110472,8.281039081093597,-178.17068508042414,-44.013118725066526,38.139041166145816
2000,0.0,-189.17190676517026,-84.94126445647335,-19.751068466458804,-173.32526821613425,-78.31096879620704,4.395672877669668
2001,0.0,-152.0004497724962,-72.12576971346913,50.676364486816176,-151.10648766248823,-77.21417325221559,47.96715182665415
2002,0.0,-132.4332681370162,-54.398596511450386,23.449749745373452,-131.45594792854757,-55.25619104648113,25.43785826813121
2003,0.0,-134.34608484542377,-87.38782051127325,12.40153999205365,-141.48402127706152,-85.07651905662388,9.892343503451578
2004,0.0,-157.2615862301795,-70.20174858392441,-11.998955477954109,-160.4252134957005,-76.95048890147608,-11.512158239891015
2005,0.0,-181.56498477454346,-60.75979202885768,61.51085212720338,-182.3724864097763,-61.307187876373035,52.44483374413467
2006,0.0,-175.79032603785268,-59.29993936212997,36.12023137660165,-141.97731205768991,-42.04764526213233,107.87968715345067
2007,0.0,-210.69407398998214,-71.54231224670981,50.25211205241152,-184.30126787803104,-52.66365985527252,102.88764059239165
2008,0.0,-175.3433915313188,-73.28300977903974,59.13643527260025,-186.79716901685345,-85.47952431972644,39.414641847591085
