longitude,latitude,val
-6.5,36.0,
-6.5,35.900001525878906,
-6.5,35.79999923706055,
-6.5,35.70000076293945,
-6.5,35.599998474121094,
-6.5,35.5,
-6.5,35.400001525878906,
-6.5,35.29999923706055,
-6.5,35.20000076293945,
-6.5,35.099998474121094,
-6.5,35.0,
-6.5,34.900001525878906,
-6.5,34.79999923706055,
-6.5,34.70000076293945,
-6.5,34.599998474121094,
-6.5,34.5,2.4
-6.400000095367432,36.0,
-6.400000095367432,35.900001525878906,
-6.400000095367432,35.79999923706055,
-6.400000095367432,35.70000076293945,
-6.400000095367432,35.599998474121094,
-6.400000095367432,35.5,
-6.400000095367432,35.400001525878906,
-6.400000095367432,35.29999923706055,
-6.400000095367432,35.20000076293945,
-6.400000095367432,35.099998474121094,
-6.400000095367432,35.0,
-6.400000095367432,34.900001525878906,
-6.400000095367432,34.79999923706055,
-6.400000095367432,34.70000076293945,3.85
-6.400000095367432,34.599998474121094,3.5
-6.400000095367432,34.5,7.7
-6.300000190734863,36.0,
-6.300000190734863,35.900001525878906,
-6.300000190734863,35.79999923706055,
-6.300000190734863,35.70000076293945,
-6.300000190734863,35.599998474121094,
-6.300000190734863,35.5,
-6.300000190734863,35.400001525878906,
-6.300000190734863,35.29999923706055,
-6.300000190734863,35.20000076293945,
-6.300000190734863,35.099998474121094,
-6.300000190734863,35.0,
-6.300000190734863,34.900001525878906,1.45
-6.300000190734863,34.79999923706055,3.0
-6.300000190734863,34.70000076293945,6.85
-6.300000190734863,34.599998474121094,9.65
-6.300000190734863,34.5,15.75
-6.199999809265137,36.0,
-6.199999809265137,35.900001525878906,
-6.199999809265137,35.79999923706055,
-6.199999809265137,35.70000076293945,
-6.199999809265137,35.599998474121094,
-6.199999809265137,35.5,
-6.199999809265137,35.400001525878906,
-6.199999809265137,35.29999923706055,
-6.199999809265137,35.20000076293945,
-6.199999809265137,35.099998474121094,1.2
-6.199999809265137,35.0,2.0
-6.199999809265137,34.900001525878906,3.75
-6.199999809265137,34.79999923706055,7.75
-6.199999809265137,34.70000076293945,13.15
-6.199999809265137,34.599998474121094,15.1
-6.199999809265137,34.5,22.95
-6.099999904632568,36.0,
-6.099999904632568,35.900001525878906,
-6.099999904632568,35.79999923706055,
-6.099999904632568,35.70000076293945,
-6.099999904632568,35.599998474121094,
-6.099999904632568,35.5,
-6.099999904632568,35.400001525878906,
-6.099999904632568,35.29999923706055,5.45
-6.099999904632568,35.20000076293945,6.5
-6.099999904632568,35.099998474121094,5.85
-6.099999904632568,35.0,6.65
-6.099999904632568,34.900001525878906,10.25
-6.099999904632568,34.79999923706055,15.2
-6.099999904632568,34.70000076293945,20.8
-6.099999904632568,34.599998474121094,23.8
-6.099999904632568,34.5,31.3
-6.0,36.0,
-6.0,35.900001525878906,
-6.0,35.79999923706055,
-6.0,35.70000076293945,
-6.0,35.599998474121094,
-6.0,35.5,12.5
-6.0,35.400001525878906,14.0
-6.0,35.29999923706055,14.35
-6.0,35.20000076293945,14.45
-6.0,35.099998474121094,15.1
-6.0,35.0,14.65
-6.0,34.900001525878906,16.45
-6.0,34.79999923706055,23.15
-6.0,34.70000076293945,29.5
-6.0,34.599998474121094,33.8
-6.0,34.5,39.05
-5.900000095367432,36.0,
-5.900000095367432,35.900001525878906,
-5.900000095367432,35.79999923706055,
-5.900000095367432,35.70000076293945,0.7
-5.900000095367432,35.599998474121094,4.45
-5.900000095367432,35.5,10.8
-5.900000095367432,35.400001525878906,12.8
-5.900000095367432,35.29999923706055,16.1
-5.900000095367432,35.20000076293945,18.85
-5.900000095367432,35.099998474121094,20.0
-5.900000095367432,35.0,19.9
-5.900000095367432,34.900001525878906,21.85
-5.900000095367432,34.79999923706055,28.85
-5.900000095367432,34.70000076293945,34.45
-5.900000095367432,34.599998474121094,38.7
-5.900000095367432,34.5,40.8
-5.800000190734863,36.0,
-5.800000190734863,35.900001525878906,
-5.800000190734863,35.79999923706055,
-5.800000190734863,35.70000076293945,1.05
-5.800000190734863,35.599998474121094,5.0
-5.800000190734863,35.5,10.1
-5.800000190734863,35.400001525878906,12.85
-5.800000190734863,35.29999923706055,15.85
-5.800000190734863,35.20000076293945,18.55
-5.800000190734863,35.099998474121094,22.45
-5.800000190734863,35.0,25.65
-5.800000190734863,34.900001525878906,28.65
-5.800000190734863,34.79999923706055,32.05
-5.800000190734863,34.70000076293945,37.6
-5.800000190734863,34.599998474121094,41.0
-5.800000190734863,34.5,43.4
-5.699999809265137,36.0,
-5.699999809265137,35.900001525878906,
-5.699999809265137,35.79999923706055,0.7
-5.699999809265137,35.70000076293945,1.6
-5.699999809265137,35.599998474121094,5.6
-5.699999809265137,35.5,9.8
-5.699999809265137,35.400001525878906,11.5
-5.699999809265137,35.29999923706055,13.3
-5.699999809265137,35.20000076293945,16.4
-5.699999809265137,35.099998474121094,23.3
-5.699999809265137,35.0,30.45
-5.699999809265137,34.900001525878906,33.0
-5.699999809265137,34.79999923706055,35.85
-5.699999809265137,34.70000076293945,41.1
-5.699999809265137,34.599998474121094,44.6
-5.699999809265137,34.5,47.05
-5.599999904632568,36.0,
-5.599999904632568,35.900001525878906,
-5.599999904632568,35.79999923706055,0.4
-5.599999904632568,35.70000076293945,1.0
-5.599999904632568,35.599998474121094,3.6
-5.599999904632568,35.5,6.15
-5.599999904632568,35.400001525878906,7.55
-5.599999904632568,35.29999923706055,8.85
-5.599999904632568,35.20000076293945,12.8
-5.599999904632568,35.099998474121094,23.1
-5.599999904632568,35.0,30.8
-5.599999904632568,34.900001525878906,34.05
-5.599999904632568,34.79999923706055,37.45
-5.599999904632568,34.70000076293945,42.9
-5.599999904632568,34.599998474121094,47.25
-5.599999904632568,34.5,50.25
-5.5,36.0,
-5.5,35.900001525878906,0.2
-5.5,35.79999923706055,0.15
-5.5,35.70000076293945,0.55
-5.5,35.599998474121094,1.8
-5.5,35.5,2.7
-5.5,35.400001525878906,3.0
-5.5,35.29999923706055,4.7
-5.5,35.20000076293945,10.85
-5.5,35.099998474121094,21.85
-5.5,35.0,32.05
-5.5,34.900001525878906,36.25
-5.5,34.79999923706055,38.35
-5.5,34.70000076293945,44.45
-5.5,34.599998474121094,49.75
-5.5,34.5,52.6
-5.400000095367432,36.0,
-5.400000095367432,35.900001525878906,0.2
-5.400000095367432,35.79999923706055,
-5.400000095367432,35.70000076293945,0.55
-5.400000095367432,35.599998474121094,1.05
-5.400000095367432,35.5,1.3
-5.400000095367432,35.400001525878906,1.45
-5.400000095367432,35.29999923706055,2.85
-5.400000095367432,35.20000076293945,9.65
-5.400000095367432,35.099998474121094,22.25
-5.400000095367432,35.0,27.9
-5.400000095367432,34.900001525878906,31.85
-5.400000095367432,34.79999923706055,37.65
-5.400000095367432,34.70000076293945,46.15
-5.400000095367432,34.599998474121094,51.05
-5.400000095367432,34.5,54.0
-5.300000190734863,36.0,
-5.300000190734863,35.900001525878906,
-5.300000190734863,35.79999923706055,
-5.300000190734863,35.70000076293945,0.7
-5.300000190734863,35.599998474121094,0.9
-5.300000190734863,35.5,0.7
-5.300000190734863,35.400001525878906,1.0
-5.300000190734863,35.29999923706055,1.9
-5.300000190734863,35.20000076293945,4.9
-5.300000190734863,35.099998474121094,14.25
-5.300000190734863,35.0,22.45
-5.300000190734863,34.900001525878906,28.4
-5.300000190734863,34.79999923706055,37.45
-5.300000190734863,34.70000076293945,46.9
-5.300000190734863,34.599998474121094,52.0
-5.300000190734863,34.5,54.8
-5.199999809265137,36.0,
-5.199999809265137,35.900001525878906,
-5.199999809265137,35.79999923706055,
-5.199999809265137,35.70000076293945,
-5.199999809265137,35.599998474121094,
-5.199999809265137,35.5,0.25
-5.199999809265137,35.400001525878906,0.3
-5.199999809265137,35.29999923706055,0.65
-5.199999809265137,35.20000076293945,1.85
-5.199999809265137,35.099998474121094,5.35
-5.199999809265137,35.0,16.5
-5.199999809265137,34.900001525878906,30.25
-5.199999809265137,34.79999923706055,40.65
-5.199999809265137,34.70000076293945,48.25
-5.199999809265137,34.599998474121094,52.5
-5.199999809265137,34.5,56.55
-5.099999904632568,36.0,
-5.099999904632568,35.900001525878906,
-5.099999904632568,35.79999923706055,
-5.099999904632568,35.70000076293945,
-5.099999904632568,35.599998474121094,
-5.099999904632568,35.5,
-5.099999904632568,35.400001525878906,0.35
-5.099999904632568,35.29999923706055,0.35
-5.099999904632568,35.20000076293945,0.5
-5.099999904632568,35.099998474121094,1.45
-5.099999904632568,35.0,13.0
-5.099999904632568,34.900001525878906,34.65
-5.099999904632568,34.79999923706055,44.35
-5.099999904632568,34.70000076293945,48.65
-5.099999904632568,34.599998474121094,50.95
-5.099999904632568,34.5,57.5
-5.0,36.0,
-5.0,35.900001525878906,
-5.0,35.79999923706055,
-5.0,35.70000076293945,
-5.0,35.599998474121094,
-5.0,35.5,
-5.0,35.400001525878906,
-5.0,35.29999923706055,0.35
-5.0,35.20000076293945,0.2
-5.0,35.099998474121094,0.45
-5.0,35.0,11.6
-5.0,34.900001525878906,33.35
-5.0,34.79999923706055,41.5
-5.0,34.70000076293945,45.7
-5.0,34.599998474121094,48.7
-5.0,34.5,57.3
-4.900000095367432,36.0,
-4.900000095367432,35.900001525878906,
-4.900000095367432,35.79999923706055,
-4.900000095367432,35.70000076293945,
-4.900000095367432,35.599998474121094,
-4.900000095367432,35.5,
-4.900000095367432,35.400001525878906,
-4.900000095367432,35.29999923706055,
-4.900000095367432,35.20000076293945,0.05
-4.900000095367432,35.099998474121094,0.4
-4.900000095367432,35.0,6.45
-4.900000095367432,34.900001525878906,19.65
-4.900000095367432,34.79999923706055,30.3
-4.900000095367432,34.70000076293945,38.65
-4.900000095367432,34.599998474121094,41.75
-4.900000095367432,34.5,54.05
-4.800000190734863,36.0,
-4.800000190734863,35.900001525878906,
-4.800000190734863,35.79999923706055,
-4.800000190734863,35.70000076293945,
-4.800000190734863,35.599998474121094,
-4.800000190734863,35.5,
-4.800000190734863,35.400001525878906,
-4.800000190734863,35.29999923706055,
-4.800000190734863,35.20000076293945,0.05
-4.800000190734863,35.099998474121094,0.15
-4.800000190734863,35.0,1.65
-4.800000190734863,34.900001525878906,10.35
-4.800000190734863,34.79999923706055,18.65
-4.800000190734863,34.70000076293945,38.5
-4.800000190734863,34.599998474121094,47.65
-4.800000190734863,34.5,57.1
-4.699999809265137,36.0,
-4.699999809265137,35.900001525878906,
-4.699999809265137,35.79999923706055,
-4.699999809265137,35.70000076293945,
-4.699999809265137,35.599998474121094,
-4.699999809265137,35.5,
-4.699999809265137,35.400001525878906,
-4.699999809265137,35.29999923706055,
-4.699999809265137,35.20000076293945,0.05
-4.699999809265137,35.099998474121094,0.05
-4.699999809265137,35.0,0.55
-4.699999809265137,34.900001525878906,2.25
-4.699999809265137,34.79999923706055,12.75
-4.699999809265137,34.70000076293945,41.65
-4.699999809265137,34.599998474121094,55.1
-4.699999809265137,34.5,61.3
-4.599999904632568,36.0,
-4.599999904632568,35.900001525878906,
-4.599999904632568,35.79999923706055,
-4.599999904632568,35.70000076293945,
-4.599999904632568,35.599998474121094,
-4.599999904632568,35.5,
-4.599999904632568,35.400001525878906,
-4.599999904632568,35.29999923706055,
-4.599999904632568,35.20000076293945,0.05
-4.599999904632568,35.099998474121094,0.1
-4.599999904632568,35.0,0.3
-4.599999904632568,34.900001525878906,0.4
-4.599999904632568,34.79999923706055,6.5
-4.599999904632568,34.70000076293945,39.35
-4.599999904632568,34.599998474121094,54.6
-4.599999904632568,34.5,59.45
-4.5,36.0,
-4.5,35.900001525878906,
-4.5,35.79999923706055,
-4.5,35.70000076293945,
-4.5,35.599998474121094,
-4.5,35.5,
-4.5,35.400001525878906,
-4.5,35.29999923706055,
-4.5,35.20000076293945,
-4.5,35.099998474121094,0.2
-4.5,35.0,0.25
