sim_code,sdev,crmsd,ccoef
Référence,9.7,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,13.1,14.5,0.22
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,10.3,13.9,0.04
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,14.3,19.0,-0.23
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,12.9,16.5,-0.04
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,22.0,24.3,-0.02
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,15.3,16.9,0.14
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,14.5,17.6,-0.03
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,13.0,15.3,0.11
CRCM5_AFR-44_CCCma-CanESM2_rcp45,9.1,13.3,0.01
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,13.2,14.6,0.22
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,8.8,10.9,0.31
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,8.2,11.6,0.17
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,9.9,12.0,0.25
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,12.2,16.6,-0.14
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,13.1,17.5,-0.16
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,11.7,14.9,0.03
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,11.1,14.0,0.1
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,10.3,12.3,0.24
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,11.6,15.3,-0.02
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,8.7,12.9,0.02
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,7.7,12.8,-0.08
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,13.0,14.4,0.22
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,12.8,15.7,0.05
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,9.9,13.0,0.12
RCA4_AFR-44_CCCma-CanESM2_rcp45,10.4,13.7,0.08
RCA4_AFR-44_CCCma-CanESM2_rcp85,10.2,12.9,0.16
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,8.2,13.0,-0.05
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,10.0,14.1,-0.02
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,10.4,15.3,-0.17
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,10.5,14.2,0.01
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,11.8,12.7,0.32
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,10.7,13.7,0.1
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,10.9,13.9,0.1
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,11.1,13.8,0.12
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,11.0,13.1,0.21
RCA4_AFR-44_MIROC-MIROC5_rcp26,9.8,12.1,0.23
RCA4_AFR-44_MIROC-MIROC5_rcp45,8.0,12.9,-0.04
RCA4_AFR-44_MIROC-MIROC5_rcp85,9.6,13.2,0.06
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,11.8,15.0,0.04
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,9.8,12.0,0.24
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,10.6,13.3,0.14
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,8.7,14.3,-0.2
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,11.3,14.8,0.02
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,10.4,14.4,-0.02
RCA4_AFR-44_NCC-NorESM1-M_rcp26,11.5,16.0,-0.14
RCA4_AFR-44_NCC-NorESM1-M_rcp45,11.2,15.3,-0.07
RCA4_AFR-44_NCC-NorESM1-M_rcp85,9.9,13.1,0.1
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,8.3,10.5,0.33
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,8.8,14.2,-0.17
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,8.3,12.5,0.05
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,8.2,9.5,0.44
REMO2009_AFR-44_MIROC-MIROC5_rcp26,11.1,14.2,0.07
REMO2009_AFR-44_MIROC-MIROC5_rcp85,12.9,15.6,0.07
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,13.5,14.2,0.28
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,10.3,12.8,0.17
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,9.9,11.7,0.29
