year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp26,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp26,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26
1991,0.0,110.81913263267691,109.78349952450446,154.6253526647531,152.66920717916193,160.94745841758066,151.33193452017628,108.33589976821045,108.9381821583664,-78.16768071989196,-84.34672168565595,-76.42620634912026,-113.9374275353718,-118.79037384104947,-105.2401224427781,-27.674767456209054,-43.43931854194369,-61.394380336372365,-79.23966624842564,-81.92451457641977,51.4685849035331,77.90765509880285,57.25483684213958,-37.35357219042575,-31.23809990207394,-56.8306666270592,-63.9613464856173,-99.93025157963905,-101.76760776956542,-85.68483911867946,-82.9728198632285,-80.47366995134206,-7.16627809275073,-15.437485618425114,-109.96500893079843,-111.76941127390057,-115.02562976959524,-64.89518078582569,-57.27644106890284,-65.31184545479118,-101.99060179634256,-106.47841921214734,-106.5421444343387,-58.92698483543259,-67.15615387132704,-59.17868216826088,-83.92411216681796,-83.31429520488211,28.565907107684893,47.38497033412895,-69.61389407768235,-59.15026022651466,8.747733849147778,17.51091784649924,-131.9119200014946
1992,0.0,117.18376571306194,117.93795222324226,114.57983339861146,110.60014920542564,140.13585421953422,134.90168043237458,110.72479831187334,115.1259592882825,-137.06973621193657,-141.01282802399152,-129.36935492863847,-129.9052629311965,-135.13829070044898,-119.12721481351633,-40.854866826116336,-55.07906923365135,-51.31202594683754,-87.43527143896847,-88.95573952642417,33.51116271714551,64.88322081504151,42.52194924676371,-31.68152970125783,-29.54829722784217,-53.02645970149294,-59.63838479339398,-113.41562488837434,-119.70671190134266,-75.55651900328405,-76.15958216379477,-71.67166567355684,-16.480980163153276,-21.407447715986336,-101.61693296743186,-102.7827108863869,-107.5090991738652,-79.43194331185975,-71.95030235052178,-79.31207375022217,-93.68640620184584,-97.00028188927905,-98.7828596838645,-21.73205639875181,-30.25926780759704,-25.123817172627298,-96.71204156870465,-99.2758023319891,22.755160225019267,38.074600004464315,-105.08445942398072,-96.19730108122957,-45.28337916810665,-19.17198787834809,-143.21022690745542
1993,0.0,92.70779389821419,94.07840119376533,133.99774141337872,130.0551558829095,149.66289896502525,143.0875194704454,115.56255465385598,117.55572184608332,-125.10317627714414,-130.23194489994773,-118.66883469266634,-81.8190180802211,-83.8690383092902,-71.92286366798476,-38.868854387817635,-53.90592128559638,-63.93890523719779,-53.214868772702886,-53.016791750476386,54.12664651772326,76.88746841318223,59.82905826761268,-25.48197250343418,-22.748364756468106,-50.354872527454916,-57.58187036991819,-101.93778044692436,-105.63664895032645,-95.91320453821751,-93.28810100092747,-91.27801745879313,-12.645215193629497,-22.306516260040155,-104.02926769163923,-105.24297228962035,-110.86774645677002,-84.0208643830139,-71.58334995349082,-81.9676204981443,-110.89466560847643,-116.06585967384052,-116.42161244294874,-18.686478726482903,-28.560732514100152,-20.522376390892873,-108.58628281132303,-109.78605796308113,32.41726139048501,49.2475508237998,-105.97444783731368,-95.65909084944406,-26.738028271561234,-6.749435622562089,-114.45261430906555
1994,0.0,109.2519014633283,109.70978862651273,139.53912124179516,137.83148478611434,117.52162986597297,112.77143434594922,123.58601228382489,123.32229152152118,-76.77274333114872,-81.85838284666397,-74.0788374963825,-108.24742075277993,-112.33945137563444,-99.01415395162297,-42.70384230426339,-57.23965350128924,-64.1235817383693,-58.69901231564904,-57.08262360847641,51.13815316287875,67.316066298462,58.981701115341735,-40.292224572415364,-35.637166335300776,-62.36292417129948,-69.02665842713884,-138.28943213606226,-140.58196254279352,-61.270970286368765,-59.25246467510746,-55.56676972379239,-9.620519390699599,-14.864091060882629,-131.68717937268002,-133.3193896421052,-137.46011010820234,-77.89028927368514,-68.20370245348096,-76.35854188199608,-101.64607368974191,-106.86226833399982,-107.64847647774238,-25.736565723744377,-33.797892033804686,-25.81641076027637,-82.18398352499366,-81.73403329008664,16.747364374348905,35.11140637749125,-88.03182382949399,-78.74991627631528,0.4982420501817444,12.035536557592962,-142.89333865408366
1995,0.0,94.45775089768142,94.18564863611883,130.93676817636498,127.88811575864949,137.41998767993977,130.78099308420178,125.10681444700131,132.69360632739765,-130.80569760101127,-137.21472651529774,-126.00147443218998,-118.60413838906283,-121.08546139591044,-110.48344981598865,-36.06337832926698,-46.72707327902225,-51.38699590026724,-71.60215311144628,-73.11668436273624,40.14206250057279,63.953418219611166,47.52361806907439,-45.99293642620114,-44.04957415952998,-57.611110697263086,-65.53753886197444,-77.67410042870284,-82.37343752448686,-75.70832390169741,-73.63971376254847,-71.0062301025086,-18.764922732208333,-22.97654792965585,-118.4201990939396,-118.96737116029277,-120.57251329078628,-79.98540782555222,-70.72830213666367,-79.81887313471202,-106.8710450812535,-112.14294287900492,-112.31596837774947,-37.286497739294845,-47.67021225220088,-35.07544844212816,-75.80486682931092,-75.5170829297258,21.645770814057812,38.86897015620025,-75.21705167043586,-65.43012569328187,6.934510490802609,16.323995636325662,-151.2048601819414
1996,0.0,97.68668840693525,98.44977528049475,119.89986279623591,114.92408017033614,79.65139602074733,77.87456740758228,127.1933172562664,137.60683893823187,-79.68254212344112,-87.22034456778908,-78.18014448644306,-119.3997256918775,-121.5560199451968,-110.1147403519052,-32.687471869774754,-45.367837499971586,-42.838759939261934,-75.34987632930716,-77.44885403808695,64.36108067935425,83.33633880408402,63.684779153670206,-37.86426580752999,-31.51275922638507,-51.30590363592353,-56.067358106150294,-128.1658357321371,-133.00440119917934,-73.63677754511735,-72.48685909306641,-68.74720107235788,1.986346256192462,-4.254456807894115,-114.71870384932538,-118.10859484749227,-120.7658470951834,-56.50056020123276,-49.47848647316704,-56.42142732287027,-116.03345223211375,-121.52902836648144,-121.93117243400746,-62.29459267851496,-72.0724428462866,-65.22784037030749,-104.38525504824156,-106.73960692691469,28.438606640828965,43.92850684628036,-103.82747382624467,-92.77714019069447,1.6727575149560607,9.88059542223536,-97.96699868785629
1997,0.0,125.9944329573909,128.24860557171928,147.79882336388627,147.39948795160453,156.98977680212602,149.8539800827852,125.02014478489727,129.78177862623716,-81.96709181643331,-88.84173303120286,-79.82296462889144,-102.34651161831675,-104.7626951104952,-96.1533724824751,-38.31981682626605,-49.94042947607511,-47.60043874484603,-58.28862437988846,-60.033292293643626,43.93084741382461,70.34880720027851,53.328617705696445,-36.02856357435246,-33.02820902964436,-56.72087156819464,-63.529856029850805,-125.14292201088853,-130.1799048223035,-97.31365819259287,-96.82870069763658,-93.23894321221678,-8.284536932580465,-14.839280994067366,-112.52712977381498,-116.50688559465027,-119.2140645778855,-80.1064534624511,-68.15363232876132,-78.21989871315577,-93.02999411057692,-94.96891948587592,-95.77653628015503,-34.56761285055879,-42.93331712660222,-32.30275862988631,-84.9853945835261,-87.26390663027081,22.588303458885377,38.07731318014481,-82.63923966666994,-71.33080952007589,14.729486195325478,22.73023465402639,-135.27185798210394
1998,0.0,95.75942536744273,97.1371496840656,133.29607251594777,129.63264174947642,142.5349499361741,135.79529548563954,84.20663460971363,80.63345773861455,-111.96716784220922,-118.0283125222125,-107.31145718730818,-108.46873786996275,-109.99411741384225,-101.11511611741537,-32.48846412399712,-46.830665632033,-69.33120803573439,-35.81598030897453,-36.793896102729434,51.482707487872716,85.5703516222903,55.71658091791559,-23.723217429328315,-18.841310733786173,-56.40023993294773,-62.604783110333756,-102.83350316471632,-106.37805808251704,-70.78637235917193,-68.08677527468623,-66.36449429302314,-4.003789549406548,-11.663928655907313,-117.48905172290199,-122.20627310572877,-126.1633541704523,-70.6240646945347,-59.3559642716686,-69.82363313382984,-58.85902970425326,-63.45029507426153,-63.48380148834576,-58.37024130714087,-68.9137779085294,-54.970053138450226,-104.97070922088014,-108.78566528399708,29.322300803032505,47.68345650907736,-79.01267817679332,-67.25952358796695,-2.935762997201607,7.128032842114692,-131.91335761859443
1999,0.0,105.25322338192589,104.77920037536273,117.93112128600323,114.25245751807047,135.66843674145576,129.0111290554281,112.21640525414443,112.07019917562903,-94.70349311639603,-101.75435345743352,-91.08073358038666,-100.17915749297782,-99.80696857791168,-90.92104340524583,-37.33279164580466,-50.70853738627471,-67.30931339936097,-30.359340888432257,-30.31188042293536,24.766404529708325,61.98058340144951,37.06750544749423,-45.143522320624186,-42.232695843468434,-57.19950251279869,-63.90712224784647,-111.29879829549185,-115.03539107325855,-64.08643059108786,-64.31346142455916,-59.91348389825717,-19.089862367657872,-25.61874830537937,-104.95729565118,-107.36909977794738,-111.53872946608783,-65.70613786724255,-58.32393506820449,-65.59096849026253,-92.47532108733202,-97.17169909849662,-97.46458860087603,-21.175579028815605,-27.385057028885797,-22.755733001711405,-88.73070663233636,-88.64662959460301,9.534897573620128,26.139561716475043,-47.85770568572053,-35.288939422286774,-12.876438658377197,1.6077319193266248,-87.52408745492147
2000,0.0,105.56356968405075,105.77708456786232,134.33585044424018,131.78679716617287,133.1654298763114,127.57157941689857,117.23988204022206,121.41429944327098,-61.15789400474716,-70.6050863039867,-63.271780934744726,-72.01961480650755,-74.70632729673048,-64.2288782278394,-51.45702101429538,-57.79115985448203,-86.4129950471227,-64.30797858643504,-64.62913646913535,45.63472533478625,71.31694723390046,50.54994646628853,-40.88975339095151,-38.77369893776597,-57.30595245860712,-63.174666967173266,-118.01426801998792,-121.93598165915677,-80.4959520544495,-78.82941494503194,-75.34632955791727,0.9193869043685368,-2.6326340752623594,-131.09805443215555,-132.6931920860983,-135.82901249329365,-56.95188407828755,-50.549091519129036,-59.05151431747316,-105.89605590495546,-111.39877212159695,-111.72955155762656,-28.971025117357954,-37.64559987729683,-25.40433656710286,-87.0699017181177,-86.68842957943349,8.504319250152946,27.162335516360713,-58.26280780407723,-46.76489269337185,-7.005148165246027,6.952266552620586,-99.43851560254933
