day,mean,min,max,var
1,9.95783075642667,6.19646400797979,13.600142178339382,evspsblpot
2,10.133300104055131,6.367669628780005,12.900947317481767,evspsblpot
3,10.105825718539956,6.325476970992911,12.529402671154495,evspsblpot
4,9.693222150056203,6.32630285391154,12.682620531627553,evspsblpot
5,9.69030937481197,6.276061573184476,12.8564312913519,evspsblpot
6,10.23624498025332,6.960197971309052,14.102635290541635,evspsblpot
7,10.331667067622027,7.056969714669682,15.277229275559716,evspsblpot
8,10.539170126797435,6.522541498019122,14.728791502969859,evspsblpot
9,10.437926517575015,6.096588869036051,15.188708286768465,evspsblpot
10,10.197353149037534,5.924430298109632,15.337915634508889,evspsblpot
11,10.086054313415527,5.93366654873231,15.025625600105112,evspsblpot
12,10.465285041940346,6.044193384993816,13.82316002441503,evspsblpot
13,10.777784767383093,5.612161039748912,17.950283211863162,evspsblpot
14,10.789498779568698,6.7535217521813875,17.99182603801715,evspsblpot
15,10.672633760741139,7.237997029279271,15.220288802406529,evspsblpot
16,11.072838123855878,6.4663814198935645,14.9264950935286,evspsblpot
17,11.409947734370496,6.737736887687025,14.298489292725776,evspsblpot
18,11.444490087756863,7.266505555747866,16.018720952892153,evspsblpot
19,11.049468320998267,6.103405477685154,16.447542844851473,evspsblpot
20,10.974379151040518,5.736973121841364,15.26011143780592,evspsblpot
21,10.634637456653069,6.912348101387084,14.085547078610114,evspsblpot
22,10.469208273712516,7.333713040782727,13.473495079923847,evspsblpot
23,10.967696616021714,7.5247692266123085,15.331426717419387,evspsblpot
24,11.307512577593108,7.393035224810666,14.014736513772375,evspsblpot
25,11.20066002827695,6.916802174989008,15.435968694734715,evspsblpot
26,11.322193676984512,7.876204477913774,17.060296398095623,evspsblpot
27,11.486389155510066,7.699586981506937,16.05244935274088,evspsblpot
28,11.14375394914237,7.043994947463741,15.124722549218667,evspsblpot
29,10.783135066129349,7.210291618133881,15.052140438616748,evspsblpot
30,10.670094281939807,7.784832763312422,15.005813758111664,evspsblpot
31,10.384662619744924,6.9488664522867465,15.839139980672538,evspsblpot
32,10.490829429617698,6.868791663915772,15.46766252669903,evspsblpot
33,10.59237831698599,6.315825389535241,14.694141830283598,evspsblpot
34,10.527597067809458,7.804299677055636,14.261663013445258,evspsblpot
35,10.423270681541371,7.061732660020079,13.39661451982931,evspsblpot
36,10.404943260862536,6.648564293734292,14.645169262293344,evspsblpot
37,10.691830136303118,7.834660642608302,15.219267446870797,evspsblpot
38,10.620378560900491,7.275534152460537,16.04081118007906,evspsblpot
39,10.72391525255016,6.7291931242784155,15.062750420051184,evspsblpot
40,10.664765934949825,7.663392847240775,14.691440619812154,evspsblpot
41,10.857357482260921,7.885597914608734,16.688493609150548,evspsblpot
42,11.069930963753148,7.1253336140574035,15.350191702039783,evspsblpot
43,11.006930393804431,6.9731989604265525,15.499014427689566,evspsblpot
44,11.1761970167202,7.002783982478017,15.153854892431085,evspsblpot
45,11.35169016276645,7.377807240906606,14.46625649535527,evspsblpot
46,11.395519198478764,6.827207546889054,15.469826935626354,evspsblpot
47,10.93454011235581,7.802247863725688,15.255548863231663,evspsblpot
48,10.741394176194653,7.4005955551136795,14.712545069537915,evspsblpot
49,10.936979966236942,7.548571334332427,15.364792920556084,evspsblpot
50,10.996314738107491,7.204372768080044,15.94785872893058,evspsblpot
51,10.904823559619928,7.265407424804035,15.578093177552823,evspsblpot
52,10.79976735284424,6.77150595504647,16.26089730007986,evspsblpot
