sim_code,sdev,crmsd,ccoef
Référence,10.06,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,13.14,14.54,0.24
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,9.55,13.96,-0.01
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,14.78,18.51,-0.08
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,13.66,17.05,-0.01
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,18.12,21.12,-0.05
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,14.07,15.46,0.21
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,16.41,18.1,0.13
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,12.0,15.89,-0.03
CRCM5_AFR-44_CCCma-CanESM2_rcp45,11.69,12.63,0.33
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,12.73,13.24,0.34
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,10.99,12.01,0.35
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,10.12,12.55,0.23
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,10.01,13.68,0.07
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,13.89,20.26,-0.42
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,15.22,18.16,0.01
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,12.88,17.45,-0.14
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,11.18,16.21,-0.16
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,11.55,13.72,0.2
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,11.4,13.93,0.16
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,8.69,11.8,0.21
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,8.68,12.2,0.16
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,11.33,13.96,0.15
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,12.8,12.49,0.42
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,12.13,13.53,0.27
RCA4_AFR-44_CCCma-CanESM2_rcp45,10.89,13.18,0.21
RCA4_AFR-44_CCCma-CanESM2_rcp85,10.73,14.63,0.01
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,8.46,10.36,0.38
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,10.28,14.27,0.02
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,11.25,16.3,-0.17
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,10.61,14.83,-0.03
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,13.44,15.03,0.21
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,11.59,16.43,-0.15
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,12.5,15.44,0.08
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,10.7,14.88,-0.03
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,11.48,12.75,0.31
RCA4_AFR-44_MIROC-MIROC5_rcp26,10.85,13.21,0.2
RCA4_AFR-44_MIROC-MIROC5_rcp45,7.86,13.59,-0.14
RCA4_AFR-44_MIROC-MIROC5_rcp85,9.91,13.56,0.08
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,11.74,15.18,0.04
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,10.42,13.55,0.13
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,9.79,12.07,0.26
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,10.39,16.14,-0.24
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,12.46,15.45,0.07
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,10.71,15.84,-0.16
RCA4_AFR-44_NCC-NorESM1-M_rcp26,12.18,17.35,-0.21
RCA4_AFR-44_NCC-NorESM1-M_rcp45,10.73,15.61,-0.13
RCA4_AFR-44_NCC-NorESM1-M_rcp85,10.47,14.92,-0.06
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,10.64,12.53,0.27
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,9.07,13.28,0.04
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,10.11,15.51,-0.18
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,8.67,12.83,0.07
REMO2009_AFR-44_MIROC-MIROC5_rcp26,11.23,13.53,0.2
REMO2009_AFR-44_MIROC-MIROC5_rcp85,13.84,16.05,0.13
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,13.57,16.2,0.08
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,11.35,14.04,0.14
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,11.06,13.79,0.15
