year,ref,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1981,0.0,-10.916666666666657,1.7023809523809632,17.833333333333343,-13.34166666666664,3.01515151515153,24.03333333333336
1982,0.0,-13.416666666666657,4.678571428571445,21.58333333333337,-13.741666666666646,2.9810606060606233,19.183333333333337
1983,0.0,-15.666666666666657,1.9523809523809632,18.833333333333343,-23.01666666666665,2.162878787878782,22.208333333333343
1984,0.0,-16.416666666666657,-0.07142857142858361,19.58333333333337,-10.116666666666646,6.401515151515156,21.48333333333335
1985,0.0,-13.166666666666657,-2.0357142857142776,11.083333333333343,-13.841666666666669,0.3333333333333428,12.283333333333331
1986,0.0,-13.916666666666657,-0.904761904761898,16.583333333333343,-13.316666666666663,-0.08712121212121815,17.23333333333332
1987,0.0,-14.916666666666657,0.4285714285714164,16.583333333333343,-12.991666666666674,0.6856060606060908,17.383333333333354
1988,0.0,-14.666666666666657,-2.107142857142861,9.583333333333371,-19.39166666666665,-2.223484848484844,9.558333333333337
1989,0.0,-10.416666666666657,0.8214285714285836,17.333333333333343,-10.166666666666657,2.8106060606060908,20.333333333333343
1990,0.0,-12.666666666666657,1.1547619047619264,12.083333333333371,-12.416666666666657,1.9924242424242777,13.35833333333332
1991,0.0,-11.416666666666657,1.1309523809523796,11.333333333333343,-13.041666666666657,0.21969696969696884,9.033333333333331
1992,0.0,-7.416666666666657,2.2500000000000284,20.083333333333343,-7.1416666666666515,2.0492424242424363,20.808333333333366
1993,0.0,-13.166666666666657,0.5833333333333428,14.083333333333371,-13.091666666666669,0.9924242424242777,15.708333333333343
1994,0.0,-16.666666666666657,-2.809523809523796,16.583333333333343,-21.21666666666667,-2.848484848484844,14.883333333333354
1995,0.0,-16.916666666666657,-0.154761904761898,11.583333333333343,-16.39166666666665,-3.530303030303031,9.933333333333366
1996,0.0,-29.166666666666657,1.2380952380952692,16.583333333333343,-9.76666666666668,6.628787878787875,17.48333333333335
1997,0.0,-16.916666666666657,-1.6785714285714164,11.083333333333343,-13.941666666666663,0.3219696969697168,13.033333333333331
1998,0.0,-11.166666666666657,5.488095238095241,21.083333333333343,-12.21666666666664,5.39015151515153,21.53333333333333
1999,0.0,-15.666666666666657,-5.190476190476204,5.583333333333343,-15.366666666666646,-4.632575757575779,5.98333333333332
2000,0.0,-17.416666666666657,-1.619047619047592,12.8333333333334,-15.14166666666668,1.3674242424242493,21.008333333333354
2001,0.0,-13.416666666666657,-0.8571428571428612,12.083333333333343,-21.51666666666665,-1.0871212121212182,12.98333333333332
2002,0.0,-17.916666666666657,0.2738095238095468,12.833333333333343,-8.01666666666668,3.5946969696969973,14.408333333333331
2003,0.0,-13.416666666666657,0.7380952380952408,9.583333333333456,-13.316666666666663,2.3787878787878753,16.083333333333343
2004,0.0,-9.416666666666657,3.333333333333343,17.583333333333343,-11.216666666666669,2.526515151515156,17.183333333333337
2005,0.0,-8.916666666666657,2.97619047619051,17.083333333333343,-8.066666666666663,3.651515151515156,17.708333333333343
2006,0.0,-8.416666666666657,2.130952380952408,15.333333333333343,-17.59166666666667,-0.4848484848484702,11.433333333333309
2007,0.0,-14.416666666666657,-2.4285714285714164,12.833333333333343,-13.491666666666646,0.6742424242424079,19.28333333333336
2008,0.0,-21.666666666666657,-6.178571428571416,8.083333333333343,-7.291666666666657,7.742424242424249,23.35833333333335
2009,0.0,-9.666666666666657,5.714285714285751,17.5833333333334,-15.316666666666634,0.19696969696971678,11.708333333333314
2010,0.0,-10.916666666666657,5.654761904761926,20.583333333333343,-9.441666666666634,7.719696969696969,27.183333333333366
2011,,-5.916666666666657,10.416666666666657,32.58333333333334,-13.841666666666669,-2.973484848484844,6.883333333333354
2012,,-11.666666666666657,1.154761904761898,16.083333333333343,-12.741666666666646,4.310606060606062,27.98333333333335
2013,,-16.416666666666657,-3.7619047619047308,12.833333333333343,-14.116666666666646,8.583333333333343,32.558333333333366
2014,,-13.866666666666646,1.2083333333333428,20.15833333333336,-10.891666666666652,0.4583333333333428,19.183333333333337
2015,,-21.416666666666657,2.678571428571445,27.083333333333343,-19.941666666666634,-1.2234848484848442,22.458333333333343
2016,,-8.666666666666657,5.535714285714278,19.583333333333343,-16.616666666666646,3.2196969696969973,19.583333333333343
2017,,-27.416666666666657,-8.309523809523796,8.833333333333343,-8.266666666666652,5.106060606060623,20.03333333333333
2018,,-24.916666666666657,-2.047619047619037,14.333333333333343,-9.766666666666652,3.39015151515153,16.65833333333333
2019,,-13.416666666666657,4.321428571428584,18.583333333333456,-8.866666666666646,5.992424242424249,22.48333333333335
2020,,-20.166666666666657,-0.2261904761904816,17.583333333333343,-13.541666666666657,5.503787878787904,35.95833333333337
2021,,-12.916666666666657,3.9166666666666856,24.583333333333343,-13.741666666666646,0.6856060606060623,20.683333333333337
2022,,-12.416666666666657,1.22619047619051,15.583333333333343,-15.041666666666657,-0.8030303030302832,10.633333333333354
2023,,-11.416666666666657,2.9047619047619264,16.583333333333343,-14.016666666666652,4.14015151515153,24.78333333333336
2024,,-8.666666666666657,6.464285714285751,23.583333333333343,-10.216666666666669,1.9469696969697168,17.73333333333335
2025,,-12.416666666666657,3.6190476190476204,19.833333333333343,-15.491666666666646,0.4015151515151558,15.108333333333348
2026,,-8.416666666666657,2.892857142857167,12.833333333333343,-8.591666666666669,5.856060606060595,23.508333333333354
2027,,-5.416666666666657,7.547619047619065,26.583333333333343,-6.841666666666669,2.969696969696969,12.73333333333332
